gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS3B03G0277300	Chr3B	101956308	101959381	-	101957844	Chr3B	101286372	101289445	-	101287908	1.0	1.0
gene:TraesCS3B03G0277400	Chr3B	101965183	101966776	+	101965979	Chr3B	101294998	101296591	+	101295794	1.0	1.0
gene:TraesCS3B03G0277500	Chr3B	101970391	101970597	-	101970494	Chr3B	101300205	101300411	-	101300308	1.0	1.0
gene:TraesCS3B03G0277600	Chr3B	102007948	102009457	+	102008702	Chr3B	101337607	101339116	+	101338361	1.0	1.0
gene:TraesCS3B03G0277800	Chr3B	102268888	102272637	-	102270762	Chr3B	101597702	101601451	-	101599576	1.0	1.0
gene:TraesCS3B03G0278000	Chr3B	102656108	102657203	+	102656655	Chr3B	101974669	101975764	+	101975216	1.0	0.999
gene:TraesCS3B03G0278100	Chr3B	102734844	102736031	+	102735437	Chr3B	102052975	102054162	+	102053568	1.0	0.998
gene:TraesCS3B03G0278300	Chr3B	102943575	102944730	+	102944152	Chr3B	102262051	102263206	+	102262628	1.0	1.0
gene:TraesCS3B03G0278400	Chr3B	103221425	103224277	-	103222851	Chr3B	102539901	102542753	-	102541327	1.0	1.0
gene:TraesCS3B03G0278500	Chr3B	103224685	103228294	+	103226489	Chr3B	102543161	102546759	+	102544960	1.0	1.0
gene:TraesCS3B03G0278600	Chr3B	103230915	103238135	-	103234525	Chr3B	102549380	102556600	-	102552990	1.0	1.0
gene:TraesCS3B03G0279600	Chr3B	103933869	103934531	+	103934200	Chr3B	103249260	103249922	+	103249591	1.0	1.0
gene:TraesCS3B03G0279900	Chr3B	103936103	103936402	-	103936252	Chr3B	103251494	103251793	-	103251643	1.0	1.0
gene:TraesCS3B03G0281600	Chr3B	104027311	104029941	+	104028626	Chr3B	103341631	103344261	+	103342946	1.0	0.999
gene:TraesCS3B03G0284000	Chr3B	104382136	104382612	-	104382374	Chr3B	103696197	103696673	-	103696435	1.0	1.0
gene:TraesCS3B03G0284100	Chr3B	104392332	104395498	+	104393915	Chr3B	103706402	103709568	+	103707985	1.0	1.0
gene:TraesCS3B03G0284200	Chr3B	104397356	104397640	+	104397498	Chr3B	103711427	103711711	+	103711569	1.0	1.0
gene:TraesCS3B03G0284800	Chr3B	105677034	105679685	-	105678359	Chr3B	104974658	104977207	-	104975932	0.939	0.938
gene:TraesCS3B03G0285400	Chr3B	106272125	106274765	-	106273445	Chr3B	105587473	105590113	-	105588793	1.0	1.0
gene:TraesCS3B03G0285500	Chr3B	106446966	106449570	+	106448268	Chr3B	105761031	105763635	+	105762333	1.0	1.0
gene:TraesCS3B03G0285800	Chr3B	106636758	106638380	+	106637569	Chr3B	105949811	105951433	+	105950622	1.0	0.999
gene:TraesCS3B03G0285900	Chr3B	106646583	106647089	+	106646836	Chr3B	105959637	105960143	+	105959890	1.0	1.0
gene:TraesCS3B03G0286100	Chr3B	106923475	106930948	+	106927211	Chr3B	106235000	106242473	+	106238736	1.0	1.0
gene:TraesCS3B03G0286200	Chr3B	106933835	106935821	+	106934828	Chr3B	106245360	106247444	+	106246402	1.0	0.952
gene:TraesCS3B03G0286300	Chr3B	106938525	106949672	-	106944098	Chr3B	106250148	106261295	-	106255721	1.0	1.0
gene:TraesCS3B03G0286700	Chr3B	107237632	107240335	-	107238983	Chr3B	106549219	106551922	-	106550570	1.0	0.999
gene:TraesCS3B03G0286900	Chr3B	107845555	107846394	+	107845974	Chr3B	107156565	107157404	+	107156984	1.0	1.0
gene:TraesCS3B03G0287300	Chr3B	108582413	108586530	+	108584471	Chr3B	107894209	107898326	+	107896267	1.0	1.0
gene:TraesCS3B03G0287700	Chr3B	108620398	108620610	+	108620504	Chr3B	107932211	107932423	+	107932317	1.0	1.0
gene:TraesCS3B03G0288200	Chr3B	108845150	108847753	+	108846451	Chr3B	108149147	108151750	+	108150448	1.0	1.0
gene:TraesCS3B03G0288300	Chr3B	108853184	108859333	-	108856258	Chr3B	108157181	108163330	-	108160255	1.0	1.0
gene:TraesCS3B03G0288800	Chr3B	109501828	109505623	+	109503725	Chr3B	108804713	108808508	+	108806610	1.0	1.0
gene:TraesCS3B03G0289000	Chr3B	109505883	109513668	-	109509775	Chr3B	108808768	108816547	-	108812657	1.0	1.0
gene:TraesCS3B03G0289200	Chr3B	109521878	109526738	+	109524308	Chr3B	108824757	108829617	+	108827187	1.0	1.0
gene:TraesCS3B03G0289400	Chr3B	109837422	109844602	+	109841012	Chr3B	109140849	109148030	+	109144439	1.0	1.0
gene:TraesCS3B03G0289900	Chr3B	110802473	110803085	+	110802779	Chr3B	110087182	110087794	+	110087488	1.0	0.997
gene:TraesCS3B03G0290400	Chr3B	110874066	110876418	+	110875242	Chr3B	110158332	110160684	+	110159508	1.0	1.0
gene:TraesCS3B03G0290500	Chr3B	110884131	110884930	+	110884530	Chr3B	110168397	110169196	+	110168796	1.0	1.0
gene:TraesCS3B03G0290600	Chr3B	110886706	110888363	-	110887534	Chr3B	110170972	110172629	-	110171800	1.0	1.0
gene:TraesCS3B03G0290700	Chr3B	110927597	110928940	-	110928268	Chr3B	110211867	110213210	-	110212538	1.0	1.0
gene:TraesCS3B03G0291200	Chr3B	111256768	111258716	+	111257742	Chr3B	110539531	110541479	+	110540505	1.0	1.0
gene:TraesCS3B03G0291900	Chr3B	111451387	111456877	-	111454132	Chr3B	110734197	110739687	-	110736942	1.0	1.0
gene:TraesCS3B03G0292300	Chr3B	112715640	112718849	+	112717244	Chr3B	111985575	111988784	+	111987179	1.0	0.999
gene:TraesCS3B03G0292800	Chr3B	113059094	113061276	+	113060185	Chr3B	112323140	112325322	+	112324231	1.0	1.0
gene:TraesCS3B03G0293500	Chr3B	113539888	113542790	+	113541339	Chr3B	112791244	112794146	+	112792695	1.0	0.999
gene:TraesCS3B03G0295000	Chr3B	113659041	113659235	-	113659138	Chr3B	112910423	112910617	-	112910520	1.0	1.0
gene:TraesCS3B03G0296200	Chr3B	114332011	114337831	-	114334921	Chr3B	113583312	113589168	-	113586240	1.0	1.0
gene:TraesCS3B03G0296300	Chr3B	114489739	114495483	+	114492611	Chr3B	113741059	113746803	+	113743931	1.0	1.0
gene:TraesCS3B03G0296600	Chr3B	114762780	114766658	+	114764719	Chr3B	114013068	114016956	+	114015012	1.0	0.999
gene:TraesCS3B03G0296700	Chr3B	114767461	114770823	-	114769142	Chr3B	114017767	114021139	-	114019453	1.0	0.996
gene:TraesCS3B03G0296900	Chr3B	114944249	114944512	+	114944380	Chr3B	114194602	114194865	+	114194733	1.0	1.0
gene:TraesCS3B03G0297000	Chr3B	114977275	114980350	+	114978812	Chr3B	114227620	114230695	+	114229157	1.0	1.0
gene:TraesCS3B03G0297700	Chr3B	115454117	115455543	-	115454830	Chr3B	114697411	114698837	-	114698124	1.0	1.0
gene:TraesCS3B03G0297900	Chr3B	115640299	115642402	+	115641350	Chr3B	114883352	114885456	+	114884404	1.0	1.0
gene:TraesCS3B03G0302400	Chr3B	116689519	116691619	+	116690569	Chr3B	115947991	115950091	+	115949041	1.0	1.0
gene:TraesCS3B03G0302700	Chr3B	117083292	117086164	-	117084728	Chr3B	116340377	116343249	-	116341813	1.0	1.0
gene:TraesCS3B03G0302900	Chr3B	117177753	117179134	-	117178443	Chr3B	116434852	116436233	-	116435542	1.0	1.0
gene:TraesCS3B03G0303300	Chr3B	117832090	117834723	+	117833406	Chr3B	117080698	117083331	+	117082014	1.0	1.0
gene:TraesCS3B03G0303400	Chr3B	117994868	117998580	-	117996724	Chr3B	117241476	117245188	-	117243332	1.0	1.0
gene:TraesCS3B03G0303500	Chr3B	118128928	118130716	+	118129822	Chr3B	117374812	117376600	+	117375706	1.0	1.0
gene:TraesCS3B03G0303600	Chr3B	118132721	118135157	-	118133939	Chr3B	117378605	117381041	-	117379823	1.0	0.999
gene:TraesCS3B03G0303800	Chr3B	118358253	118360388	+	118359320	Chr3B	117602649	117604784	+	117603716	1.0	1.0
gene:TraesCS3B03G0304200	Chr3B	118713501	118714314	-	118713907	Chr3B	117954208	117955021	-	117954614	1.0	1.0
gene:TraesCS3B03G0304400	Chr3B	118720537	118726129	+	118723333	Chr3B	117961242	117966834	+	117964038	1.0	0.999
gene:TraesCS3B03G0304500	Chr3B	118729718	118733842	-	118731780	Chr3B	117970318	117974442	-	117972380	1.0	1.0
gene:TraesCS3B03G0305100	Chr3B	119008505	119010000	+	119009252	Chr3B	118246522	118248017	+	118247269	1.0	1.0
gene:TraesCS3B03G0305400	Chr3B	119080175	119083875	-	119082025	Chr3B	118317472	118321172	-	118319322	1.0	1.0
gene:TraesCS3B03G0305500	Chr3B	119414189	119418735	+	119416462	Chr3B	118647646	118652193	+	118649919	1.0	1.0
gene:TraesCS3B03G0305600	Chr3B	119419076	119422140	-	119420608	Chr3B	118652534	118655598	-	118654066	1.0	0.999
gene:TraesCS3B03G0305700	Chr3B	119708039	119710485	+	119709262	Chr3B	118943179	118945625	+	118944402	1.0	0.999
gene:TraesCS3B03G0306200	Chr3B	119840413	119840961	-	119840687	Chr3B	119075603	119076151	-	119075877	1.0	1.0
gene:TraesCS3B03G0306300	Chr3B	119987878	119990285	+	119989081	Chr3B	119222967	119225374	+	119224170	1.0	1.0
gene:TraesCS3B03G0306700	Chr3B	120558805	120572235	-	120565520	Chr3B	119811615	119825043	-	119818329	1.0	0.999
gene:TraesCS3B03G0307400	Chr3B	121677049	121678411	+	121677730	Chr3B	120933843	120935205	+	120934524	1.0	1.0
gene:TraesCS3B03G0307500	Chr3B	121679010	121682175	-	121680592	Chr3B	120935804	120938969	-	120937386	1.0	1.0
gene:TraesCS3B03G0307800	Chr3B	121973710	121976661	+	121975185	Chr3B	121230551	121233502	+	121232026	1.0	1.0
gene:TraesCS3B03G0308100	Chr3B	122188365	122197737	+	122193051	Chr3B	121453276	121462385	+	121457830	1.0	0.997
gene:TraesCS3B03G0308300	Chr3B	122477392	122478124	+	122477758	Chr3B	121742024	121742756	+	121742390	1.0	0.998
gene:TraesCS3B03G0308900	Chr3B	123437071	123444775	-	123440923	Chr3B	122517107	122524811	-	122520959	1.0	1.0
gene:TraesCS3B03G0309000	Chr3B	123604610	123608688	+	123606649	Chr3B	122684656	122688734	+	122686695	1.0	1.0
gene:TraesCS3B03G0309200	Chr3B	123695306	123695974	+	123695640	Chr3B	122773515	122774183	+	122773849	1.0	1.0
gene:TraesCS3B03G0309700	Chr3B	124014621	124017033	-	124015827	Chr3B	123091053	123093465	-	123092259	1.0	1.0
gene:TraesCS3B03G0309800	Chr3B	124029774	124036998	-	124033386	Chr3B	123105925	123112853	-	123109389	1.0	1.0
gene:TraesCS3B03G0310400	Chr3B	124208988	124215203	+	124212095	Chr3B	123284347	123290563	+	123287455	1.0	1.0
gene:TraesCS3B03G0310600	Chr3B	124215638	124216409	-	124216023	Chr3B	123290998	123291767	-	123291382	0.997	0.997
gene:TraesCS3B03G0310700	Chr3B	124247346	124247828	-	124247587	Chr3B	123322705	123323187	-	123322946	1.0	1.0
gene:TraesCS3B03G0310800	Chr3B	124585863	124586708	-	124586285	Chr3B	123648843	123649688	-	123649265	1.0	1.0
gene:TraesCS3B03G0311200	Chr3B	124655458	124655685	+	124655571	Chr3B	123718445	123718672	+	123718558	1.0	0.978
gene:TraesCS3B03G0311300	Chr3B	124657643	124658344	+	124657993	Chr3B	123720630	123721331	+	123720980	1.0	1.0
gene:TraesCS3B03G0311400	Chr3B	124660853	124661116	+	124660984	Chr3B	123723840	123724103	+	123723971	1.0	1.0
gene:TraesCS3B03G0311700	Chr3B	124697769	124698248	-	124698008	Chr3B	123760768	123761247	-	123761007	1.0	1.0
gene:TraesCS3B03G0311800	Chr3B	125042339	125042818	-	125042578	Chr3B	124105342	124105821	-	124105581	1.0	1.0
gene:TraesCS3B03G0312000	Chr3B	125226912	125231179	+	125229045	Chr3B	124289989	124294254	+	124292121	1.0	1.0
gene:TraesCS3B03G0312200	Chr3B	125247236	125248029	+	125247632	Chr3B	124310310	124311103	+	124310706	1.0	1.0
gene:TraesCS3B03G0312300	Chr3B	125255643	125256131	-	125255887	Chr3B	124318716	124319204	-	124318960	1.0	1.0
gene:TraesCS3B03G0312500	Chr3B	125258446	125264180	-	125261313	Chr3B	124321520	124327254	-	124324387	1.0	1.0
gene:TraesCS3B03G0312700	Chr3B	125656816	125662565	+	125659690	Chr3B	124719852	124725601	+	124722726	1.0	1.0
gene:TraesCS3B03G0313100	Chr3B	125672951	125673439	+	125673195	Chr3B	124735983	124736471	+	124736227	1.0	1.0
gene:TraesCS3B03G0313500	Chr3B	125833524	125845196	-	125839360	Chr3B	124896590	124908262	-	124902426	1.0	1.0
gene:TraesCS3B03G0313600	Chr3B	125880677	125882209	+	125881443	Chr3B	124943749	124945281	+	124944515	1.0	1.0
gene:TraesCS3B03G0313700	Chr3B	125881810	125884377	-	125883093	Chr3B	124944882	124947449	-	124946165	1.0	1.0
gene:TraesCS3B03G0314400	Chr3B	125933041	125939667	+	125936354	Chr3B	124996139	125002777	+	124999458	1.0	0.999
gene:TraesCS3B03G0314700	Chr3B	126335718	126339950	+	126337834	Chr3B	125404401	125408633	+	125406517	1.0	0.999
gene:TraesCS3B03G0314800	Chr3B	126460212	126462070	-	126461141	Chr3B	125534933	125536791	-	125535862	1.0	1.0
gene:TraesCS3B03G0314900	Chr3B	126463220	126469137	-	126466178	Chr3B	125537941	125543858	-	125540899	1.0	1.0
gene:TraesCS3B03G0315300	Chr3B	126613216	126616626	+	126614921	Chr3B	125697518	125700928	+	125699223	1.0	1.0
gene:TraesCS3B03G0315600	Chr3B	126812640	126815202	+	126813921	Chr3B	125897107	125899669	+	125898388	1.0	1.0
gene:TraesCS3B03G0315700	Chr3B	126944867	126946101	+	126945484	Chr3B	126029367	126030601	+	126029984	1.0	1.0
gene:TraesCS3B03G0315800	Chr3B	126949044	126949583	+	126949313	Chr3B	126033544	126034083	+	126033813	1.0	1.0
gene:TraesCS3B03G0316100	Chr3B	126978816	126980844	+	126979830	Chr3B	126063317	126065345	+	126064331	1.0	1.0
gene:TraesCS3B03G0316400	Chr3B	127126482	127127454	-	127126968	Chr3B	126211001	126211973	-	126211487	1.0	1.0
gene:TraesCS3B03G0316500	Chr3B	127127745	127131281	-	127129513	Chr3B	126212264	126215800	-	126214032	1.0	1.0
gene:TraesCS3B03G0316700	Chr3B	127276524	127279579	+	127278051	Chr3B	126361181	126364236	+	126362708	1.0	1.0
gene:TraesCS3B03G0316800	Chr3B	127282926	127286491	+	127284708	Chr3B	126367583	126371149	+	126369366	1.0	1.0
gene:TraesCS3B03G0316900	Chr3B	127404281	127404730	-	127404505	Chr3B	126488922	126489371	-	126489146	1.0	1.0
gene:TraesCS3B03G0317200	Chr3B	127510521	127514432	-	127512476	Chr3B	126595170	126599081	-	126597125	1.0	0.999
gene:TraesCS3B03G0317700	Chr3B	127734081	127734407	-	127734244	Chr3B	126816974	126817300	-	126817137	1.0	1.0
gene:TraesCS3B03G0317900	Chr3B	127737217	127739081	-	127738149	Chr3B	126820110	126821974	-	126821042	1.0	0.999
gene:TraesCS3B03G0318000	Chr3B	127809559	127811469	+	127810514	Chr3B	126892128	126894038	+	126893083	1.0	1.0
gene:TraesCS3B03G0318100	Chr3B	127837387	127839736	+	127838561	Chr3B	126919852	126922201	+	126921026	1.0	1.0
gene:TraesCS3B03G0318200	Chr3B	127839911	127841530	-	127840720	Chr3B	126922376	126923995	-	126923185	1.0	0.999
gene:TraesCS3B03G0318400	Chr3B	127843935	127850412	-	127847173	Chr3B	126926171	126932648	-	126929409	1.0	1.0
gene:TraesCS3B03G0318600	Chr3B	127875812	127877730	-	127876771	Chr3B	126964697	126966615	-	126965656	1.0	1.0
gene:TraesCS3B03G0318700	Chr3B	127879423	127880299	-	127879861	Chr3B	126968308	126969184	-	126968746	1.0	1.0
gene:TraesCS3B03G0318800	Chr3B	127919030	127922372	+	127920701	Chr3B	127007928	127011270	+	127009599	1.0	0.999
gene:TraesCS3B03G0319100	Chr3B	128117483	128118733	-	128118108	Chr3B	127206346	127207596	-	127206971	1.0	1.0
gene:TraesCS3B03G0319200	Chr3B	128165233	128166268	-	128165750	Chr3B	127254099	127255134	-	127254616	1.0	0.998
gene:TraesCS3B03G0319400	Chr3B	128377390	128377653	-	128377521	Chr3B	127465332	127465595	-	127465463	1.0	0.996
gene:TraesCS3B03G0319700	Chr3B	128409266	128417268	-	128413267	Chr3B	127497208	127505212	-	127501210	1.0	1.0
gene:TraesCS3B03G0320700	Chr3B	129273006	129274783	-	129273894	Chr3B	128355102	128356879	-	128355990	1.0	1.0
gene:TraesCS3B03G0320800	Chr3B	129275660	129278088	-	129276874	Chr3B	128357756	128360184	-	128358970	1.0	1.0
gene:TraesCS3B03G0321000	Chr3B	129295381	129315907	-	129305644	Chr3B	128377475	128398001	-	128387738	1.0	1.0
gene:TraesCS3B03G0321100	Chr3B	129320875	129321477	+	129321176	Chr3B	128402968	128403570	+	128403269	1.0	1.0
gene:TraesCS3B03G0321400	Chr3B	129441056	129446670	+	129443863	Chr3B	128523142	128528756	+	128525949	1.0	1.0
gene:TraesCS3B03G0321500	Chr3B	129642628	129651227	+	129646927	Chr3B	128724331	128732930	+	128728630	1.0	1.0
gene:TraesCS3B03G0321700	Chr3B	129855580	129857642	+	129856611	Chr3B	128936390	128938452	+	128937421	1.0	1.0
gene:TraesCS3B03G0321800	Chr3B	129969129	129970900	+	129970014	Chr3B	129049959	129051730	+	129050844	1.0	1.0
gene:TraesCS3B03G0322100	Chr3B	130219775	130222278	-	130221026	Chr3B	129300305	129302808	-	129301556	1.0	1.0
gene:TraesCS3B03G0322200	Chr3B	130423319	130428458	+	130425888	Chr3B	129503883	129509022	+	129506452	1.0	1.0
gene:TraesCS3B03G0322300	Chr3B	130454879	130459064	+	130456971	Chr3B	129542496	129546681	+	129544588	1.0	0.999
gene:TraesCS3B03G0322400	Chr3B	130472261	130472966	+	130472613	Chr3B	129559876	129560581	+	129560228	1.0	1.0
gene:TraesCS3B03G0322700	Chr3B	130506344	130512329	-	130509336	Chr3B	129593929	129599914	-	129596921	1.0	1.0
gene:TraesCS3B03G0322900	Chr3B	130520013	130522463	-	130521238	Chr3B	129607598	129610048	-	129608823	1.0	1.0
gene:TraesCS3B03G0323100	Chr3B	130790987	130797867	+	130794427	Chr3B	129877999	129884878	+	129881438	1.0	0.999
gene:TraesCS3B03G0323200	Chr3B	130823627	130827776	+	130825701	Chr3B	129910638	129914787	+	129912712	1.0	1.0
gene:TraesCS3B03G0323300	Chr3B	131092396	131097779	+	131095087	Chr3B	130179490	130184877	+	130182183	1.0	0.999
gene:TraesCS3B03G0323600	Chr3B	131169341	131179056	+	131174198	Chr3B	130256432	130266147	+	130261289	1.0	1.0
gene:TraesCS3B03G0323700	Chr3B	131355019	131355567	+	131355293	Chr3B	130442156	130442704	+	130442430	1.0	1.0
gene:TraesCS3B03G0323900	Chr3B	131648105	131655726	+	131651915	Chr3B	130734922	130742543	+	130738732	1.0	0.998
gene:TraesCS3B03G0324200	Chr3B	131777724	131778743	-	131778233	Chr3B	130864639	130865658	-	130865148	1.0	1.0
gene:TraesCS3B03G0324700	Chr3B	132097896	132100069	-	132098982	Chr3B	131182869	131185041	-	131183955	0.999	0.998
gene:TraesCS3B03G0325000	Chr3B	132308558	132313634	+	132311096	Chr3B	131386361	131391436	+	131388898	1.0	0.993
gene:TraesCS3B03G0325100	Chr3B	132314523	132321032	-	132317777	Chr3B	131392325	131398791	-	131395558	1.0	0.996
gene:TraesCS3B03G0326200	Chr3B	134256604	134261951	+	134259277	Chr3B	133385854	133391189	+	133388521	0.994	0.994
gene:TraesCS3B03G0326600	Chr3B	134508508	134510301	+	134509404	Chr3B	133671979	133673807	+	133672893	1.0	0.977
gene:TraesCS3B03G0326700	Chr3B	134705797	134711723	-	134708760	Chr3B	133853020	133858941	-	133855980	1.0	0.998
gene:TraesCS3B03G0326800	Chr3B	134713796	134715498	+	134714647	Chr3B	133878429	133880131	+	133879280	1.0	0.997
gene:TraesCS3B03G0327200	Chr3B	134802149	134807770	+	134804959	Chr3B	133951074	133956687	+	133953880	1.0	0.998
gene:TraesCS3B03G0327400	Chr3B	135029740	135035462	-	135032601	Chr3B	134163791	134170393	-	134167092	1.0	0.997
gene:TraesCS3B03G0327600	Chr3B	135134013	135147724	-	135140868	Chr3B	134266734	134281152	-	134273943	1.0	0.998
gene:TraesCS3B03G0327700	Chr3B	135148152	135151169	-	135149660	Chr3B	134281580	134284600	-	134283090	1.0	0.995
gene:TraesCS3B03G0327800	Chr3B	135151833	135156306	-	135154069	Chr3B	134285264	134289662	-	134287463	1.0	0.996
gene:TraesCS3B03G0328500	Chr3B	135743643	135744166	+	135743904	Chr3B	135499653	135500175	+	135499914	0.996	0.969
gene:TraesCS3B03G0328600	Chr3B	135874411	135875672	-	135875041	Chr3B	135747541	135748803	+	135748172	1.0	0.969
gene:TraesCS3B03G0329000	Chr3B	136152558	136153103	-	136152830	Chr3B	136135699	136136241	-	136135970	0.993	0.929
gene:TraesCS3B03G0329300	Chr3B	136301067	136302361	-	136301714	Chr3B	136110909	136112203	-	136111556	1.0	0.992
gene:TraesCS3B03G0330100	Chr3B	136570936	136571836	-	136571386	Chr3B	136359605	136360506	-	136360055	1.0	0.984
gene:TraesCS3B03G0330200	Chr3B	137272109	137273951	-	137273030	Chr3B	136997657	136999472	-	136998564	0.979	0.955
gene:TraesCS3B03G0330300	Chr3B	137301035	137302761	+	137301898	Chr3B	137024922	137026648	+	137025785	1.0	0.996
gene:TraesCS3B03G0330800	Chr3B	137528320	137529633	+	137528976	Chr3B	137250574	137251887	+	137251230	1.0	0.996
gene:TraesCS3B03G0331000	Chr3B	137532373	137534828	-	137533600	Chr3B	137254633	137257088	-	137255860	1.0	0.997
gene:TraesCS3B03G0331800	Chr3B	137762401	137765382	+	137763891	Chr3B	137435770	137438751	+	137437260	0.998	0.992
gene:TraesCS3B03G0331900	Chr3B	137830194	137831012	+	137830603	Chr3B	137510377	137511195	+	137510786	1.0	0.993
gene:TraesCS3B03G0332000	Chr3B	137831361	137831573	-	137831467	Chr3B	137511544	137511756	-	137511650	1.0	1.0
gene:TraesCS3B03G0332100	Chr3B	137835967	137839546	-	137837756	Chr3B	137516146	137519725	-	137517935	1.0	0.998
gene:TraesCS3B03G0332200	Chr3B	137840222	137848702	-	137844462	Chr3B	137520401	137528425	-	137524413	0.999	0.999
gene:TraesCS3B03G0332300	Chr3B	138133510	138135088	-	138134299	Chr3B	137802960	137804539	-	137803749	1.0	0.998
gene:TraesCS3B03G0332400	Chr3B	138137022	138138404	-	138137713	Chr3B	137806476	137807858	-	137807167	1.0	0.998
gene:TraesCS3B03G0332500	Chr3B	138144852	138146356	-	138145604	Chr3B	137814309	137815836	-	137815072	1.0	0.98
gene:TraesCS3B03G0332600	Chr3B	138209341	138210898	-	138210119	Chr3B	137887263	137888812	-	137888037	0.994	0.991
gene:TraesCS3B03G0332700	Chr3B	138234907	138236325	-	138235616	Chr3B	137913849	137915267	-	137914558	1.0	0.995
gene:TraesCS3B03G0333300	Chr3B	138405255	138406182	+	138405718	Chr3B	138092725	138093652	+	138093188	1.0	0.995
gene:TraesCS3B03G0333700	Chr3B	138413616	138422304	-	138417960	Chr3B	138100447	138109132	-	138104789	1.0	0.998
gene:TraesCS3B03G0334300	Chr3B	138498202	138499886	-	138499044	Chr3B	138184820	138186504	-	138185662	1.0	0.999
gene:TraesCS3B03G0334700	Chr3B	138755085	138757245	+	138756165	Chr3B	138470585	138472741	+	138471663	1.0	1.0
gene:TraesCS3B03G0334800	Chr3B	139122671	139125553	+	139124112	Chr3B	138872924	138875826	+	138874375	1.0	1.0
gene:TraesCS3B03G0334900	Chr3B	139127463	139130011	-	139128737	Chr3B	138877741	138880286	-	138879013	1.0	0.992
gene:TraesCS3B03G0335000	Chr3B	139130323	139133419	-	139131871	Chr3B	138880598	138883693	-	138882145	1.0	0.996
gene:TraesCS3B03G0335300	Chr3B	139153445	139157955	-	139155700	Chr3B	138903266	138908184	-	138905725	1.0	0.932
gene:TraesCS3B03G0335600	Chr3B	139682613	139684020	+	139683316	Chr3B	139467345	139468743	+	139468044	0.993	0.989
gene:TraesCS3B03G0335700	Chr3B	139685226	139692883	-	139689054	Chr3B	139469952	139477593	-	139473772	0.988	0.987
gene:TraesCS3B03G0335800	Chr3B	139759057	139766778	-	139762917	Chr3B	139576365	139584096	-	139580230	0.999	0.993
gene:TraesCS3B03G0336000	Chr3B	140193256	140199511	+	140196383	Chr3B	140073479	140080710	+	140077094	1.0	0.998
gene:TraesCS3B03G0336200	Chr3B	140390880	140396568	+	140393724	Chr3B	140285008	140290737	+	140287872	1.0	0.998
gene:TraesCS3B03G0336500	Chr3B	140489100	140498922	+	140494011	Chr3B	140397497	140407328	+	140402412	1.0	0.998
gene:TraesCS3B03G0336700	Chr3B	140774300	140776221	+	140775260	Chr3B	140714046	140715965	+	140715005	0.998	0.996
gene:TraesCS3B03G0337100	Chr3B	141151968	141152516	-	141152242	Chr3B	141113167	141113715	-	141113441	1.0	0.983
gene:TraesCS3B03G0337200	Chr3B	141192168	141193529	-	141192848	Chr3B	141153297	141154662	-	141153979	1.0	0.997
gene:TraesCS3B03G0337300	Chr3B	141215325	141225197	-	141220261	Chr3B	141176406	141186246	-	141181326	1.0	0.999
gene:TraesCS3B03G0337400	Chr3B	141255478	141261103	-	141258290	Chr3B	141215119	141220743	-	141217931	0.999	0.996
gene:TraesCS3B03G0337700	Chr3B	141529567	141541056	-	141535311	Chr3B	141489321	141500840	-	141495080	1.0	0.999
gene:TraesCS3B03G0337800	Chr3B	141752297	141753738	-	141753017	Chr3B	141708026	141709464	-	141708745	1.0	0.992
gene:TraesCS3B03G0338100	Chr3B	141922857	141924404	+	141923630	Chr3B	141868102	141869649	+	141868875	1.0	0.998
gene:TraesCS3B03G0338300	Chr3B	142067660	142068762	+	142068211	Chr3B	142024484	142025585	+	142025034	0.999	0.998
gene:TraesCS3B03G0339200	Chr3B	142454785	142457273	-	142456029	Chr3B	142394816	142397304	-	142396060	1.0	1.0
gene:TraesCS3B03G0340600	Chr3B	143321318	143321860	-	143321589	Chr3B	143249072	143249614	-	143249343	1.0	1.0
gene:TraesCS3B03G0341200	Chr3B	143877789	143881609	-	143879699	Chr3B	143848148	143851968	-	143850058	1.0	0.998
gene:TraesCS3B03G0341300	Chr3B	143943375	143945866	-	143944620	Chr3B	143901820	143904312	-	143903066	1.0	0.996
gene:TraesCS3B03G0341600	Chr3B	143970921	143974231	+	143972576	Chr3B	143929364	143932760	+	143931062	0.998	0.959
gene:TraesCS3B03G0341700	Chr3B	143974283	143978563	-	143976423	Chr3B	143932812	143936992	-	143934902	1.0	0.999
gene:TraesCS3B03G0341800	Chr3B	144069597	144072478	+	144071037	Chr3B	144026577	144029447	+	144028012	1.0	0.994
gene:TraesCS3B03G0341900	Chr3B	144076687	144078576	+	144077631	Chr3B	144033075	144034964	+	144034019	1.0	0.997
gene:TraesCS3B03G0342300	Chr3B	144210477	144214695	-	144212586	Chr3B	144158040	144162262	-	144160151	1.0	0.996
gene:TraesCS3B03G0342400	Chr3B	144425855	144427033	-	144426444	Chr3B	144380681	144381859	-	144381270	1.0	0.978
gene:TraesCS3B03G0343000	Chr3B	144506283	144508127	-	144507205	Chr3B	144463360	144465207	-	144464283	1.0	0.995
gene:TraesCS3B03G0343300	Chr3B	144535580	144545960	+	144540770	Chr3B	144492478	144502870	+	144497674	1.0	0.996
gene:TraesCS3B03G0343400	Chr3B	144587310	144588324	-	144587817	Chr3B	144544243	144545257	-	144544750	1.0	1.0
