gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS3B03G0291200	Chr3B	111256768	111258716	+	111257742	Chr3B	107778348	107780296	+	107779322	1.0	1.0
gene:TraesCS3B03G0291900	Chr3B	111451387	111456877	-	111454132	Chr3B	107973217	107978707	-	107975962	1.0	1.0
gene:TraesCS3B03G0292300	Chr3B	112715640	112718849	+	112717244	Chr3B	109231816	109234868	+	109233342	0.908	0.902
gene:TraesCS3B03G0292800	Chr3B	113059094	113061276	+	113060185	Chr3B	109582128	109584313	+	109583220	1.0	0.997
gene:TraesCS3B03G0293500	Chr3B	113539888	113542790	+	113541339	Chr3B	110058667	110061571	+	110060119	1.0	0.995
gene:TraesCS3B03G0296200	Chr3B	114332011	114337831	-	114334921	Chr3B	110862938	110868771	-	110865854	1.0	0.999
gene:TraesCS3B03G0296300	Chr3B	114489739	114495483	+	114492611	Chr3B	111031526	111037294	+	111034410	1.0	0.991
gene:TraesCS3B03G0296600	Chr3B	114762780	114766658	+	114764719	Chr3B	111302055	111305906	+	111303980	0.982	0.98
gene:TraesCS3B03G0296700	Chr3B	114767461	114770823	-	114769142	Chr3B	111306906	111310289	-	111308597	1.0	0.994
gene:TraesCS3B03G0296900	Chr3B	114944249	114944512	+	114944380	Chr3B	111457016	111457279	+	111457147	1.0	0.996
gene:TraesCS3B03G0297000	Chr3B	114977275	114980350	+	114978812	Chr3B	111490033	111493108	+	111491570	1.0	0.998
gene:TraesCS3B03G0302400	Chr3B	116689519	116691619	+	116690569	Chr3B	113124944	113127040	+	113125992	0.997	0.997
gene:TraesCS3B03G0302700	Chr3B	117083292	117086164	-	117084728	Chr3B	113487486	113490356	-	113488921	1.0	0.998
gene:TraesCS3B03G0303300	Chr3B	117832090	117834723	+	117833406	Chr3B	114206618	114209250	+	114207934	0.999	0.997
gene:TraesCS3B03G0303400	Chr3B	117994868	117998580	-	117996724	Chr3B	114347891	114351604	-	114349747	1.0	0.998
gene:TraesCS3B03G0303500	Chr3B	118128928	118130716	+	118129822	Chr3B	114491834	114493622	+	114492728	1.0	1.0
gene:TraesCS3B03G0303600	Chr3B	118132721	118135157	-	118133939	Chr3B	114495628	114498065	-	114496846	1.0	0.998
gene:TraesCS3B03G0303800	Chr3B	118358253	118360388	+	118359320	Chr3B	114728603	114730738	+	114729670	1.0	0.997
gene:TraesCS3B03G0304200	Chr3B	118713501	118714314	-	118713907	Chr3B	115024540	115025353	-	115024946	1.0	0.993
gene:TraesCS3B03G0304400	Chr3B	118720537	118726129	+	118723333	Chr3B	115031587	115037186	+	115034386	1.0	0.999
gene:TraesCS3B03G0304500	Chr3B	118729718	118733842	-	118731780	Chr3B	115040739	115044872	-	115042805	1.0	0.997
gene:TraesCS3B03G0305100	Chr3B	119008505	119010000	+	119009252	Chr3B	115290167	115291650	+	115290908	1.0	0.988
gene:TraesCS3B03G0305400	Chr3B	119080175	119083875	-	119082025	Chr3B	115348572	115352273	-	115350422	1.0	0.997
gene:TraesCS3B03G0305500	Chr3B	119414189	119418735	+	119416462	Chr3B	115681381	115685930	+	115683655	1.0	0.998
gene:TraesCS3B03G0305600	Chr3B	119419076	119422140	-	119420608	Chr3B	115686271	115689329	-	115687800	1.0	0.995
gene:TraesCS3B03G0305700	Chr3B	119708039	119710485	+	119709262	Chr3B	115952002	115954448	+	115953225	1.0	0.996
gene:TraesCS3B03G0306300	Chr3B	119987878	119990285	+	119989081	Chr3B	115970330	115972888	+	115971609	1.0	0.99
gene:TraesCS3B03G0306700	Chr3B	120558805	120572235	-	120565520	Chr3B	116546237	116561108	-	116553672	1.0	0.997
gene:TraesCS3B03G0307400	Chr3B	121677049	121678411	+	121677730	Chr3B	117542726	117544090	+	117543408	1.0	0.994
gene:TraesCS3B03G0307500	Chr3B	121679010	121682175	-	121680592	Chr3B	117544689	117547910	-	117546299	1.0	0.996
gene:TraesCS3B03G0307800	Chr3B	121973710	121976661	+	121975185	Chr3B	117797006	117799957	+	117798481	1.0	0.995
gene:TraesCS3B03G0308100	Chr3B	122188365	122197737	+	122193051	Chr3B	118036543	118045653	+	118041098	1.0	0.996
gene:TraesCS3B03G0308900	Chr3B	123437071	123444775	-	123440923	Chr3B	119414280	119421982	-	119418131	1.0	0.998
gene:TraesCS3B03G0309000	Chr3B	123604610	123608688	+	123606649	Chr3B	119578070	119582153	+	119580111	1.0	0.998
gene:TraesCS3B03G0309200	Chr3B	123695306	123695974	+	123695640	Chr3B	119687978	119688646	+	119688312	1.0	0.997
gene:TraesCS3B03G0309700	Chr3B	124014621	124017033	-	124015827	Chr3B	120036482	120038894	-	120037688	1.0	0.998
gene:TraesCS3B03G0309800	Chr3B	124029774	124036998	-	124033386	Chr3B	120051312	120058249	-	120054780	1.0	0.998
gene:TraesCS3B03G0310400	Chr3B	124208988	124215203	+	124212095	Chr3B	120307409	120313641	+	120310525	1.0	0.997
gene:TraesCS3B03G0310600	Chr3B	124215638	124216409	-	124216023	Chr3B	120314058	120314829	-	120314443	1.0	0.997
gene:TraesCS3B03G0310700	Chr3B	124247346	124247828	-	124247587	Chr3B	120330086	120330568	-	120330327	1.0	1.0
gene:TraesCS3B03G0310800	Chr3B	124585863	124586708	-	124586285	Chr3B	120602817	120603662	-	120603239	1.0	0.995
gene:TraesCS3B03G0311200	Chr3B	124655458	124655685	+	124655571	Chr3B	120674480	120674707	+	120674593	1.0	0.973
gene:TraesCS3B03G0311400	Chr3B	124660853	124661116	+	124660984	Chr3B	120680309	120680572	+	120680440	1.0	1.0
gene:TraesCS3B03G0311700	Chr3B	124697769	124698248	-	124698008	Chr3B	120716857	120717336	-	120717096	1.0	0.997
gene:TraesCS3B03G0311800	Chr3B	125042339	125042818	-	125042578	Chr3B	121054499	121054978	-	121054738	1.0	0.991
gene:TraesCS3B03G0312200	Chr3B	125247236	125248029	+	125247632	Chr3B	121257703	121258496	+	121258099	1.0	0.997
gene:TraesCS3B03G0312300	Chr3B	125255643	125256131	-	125255887	Chr3B	121266123	121266611	-	121266367	1.0	0.995
gene:TraesCS3B03G0312500	Chr3B	125258446	125264180	-	125261313	Chr3B	121268944	121274677	-	121271810	0.999	0.994
gene:TraesCS3B03G0312700	Chr3B	125656816	125662565	+	125659690	Chr3B	121623640	121630042	+	121626841	0.998	0.994
gene:TraesCS3B03G0313100	Chr3B	125672951	125673439	+	125673195	Chr3B	121640160	121640648	+	121640404	1.0	0.989
gene:TraesCS3B03G0313500	Chr3B	125833524	125845196	-	125839360	Chr3B	121763811	121777916	-	121770863	1.0	0.998
gene:TraesCS3B03G0313600	Chr3B	125880677	125882209	+	125881443	Chr3B	121813205	121814707	+	121813956	0.976	0.974
gene:TraesCS3B03G0313700	Chr3B	125881810	125884377	-	125883093	Chr3B	121814308	121816876	-	121815592	1.0	0.997
gene:TraesCS3B03G0314400	Chr3B	125933041	125939667	+	125936354	Chr3B	121853051	121859555	+	121856303	0.999	0.997
gene:TraesCS3B03G0314700	Chr3B	126335718	126339950	+	126337834	Chr3B	122241788	122246021	+	122243904	1.0	1.0
gene:TraesCS3B03G0314800	Chr3B	126460212	126462070	-	126461141	Chr3B	122378334	122380180	-	122379257	0.993	0.993
gene:TraesCS3B03G0314900	Chr3B	126463220	126469137	-	126466178	Chr3B	122381331	122387248	-	122384289	1.0	0.998
gene:TraesCS3B03G0315300	Chr3B	126613216	126616626	+	126614921	Chr3B	122526066	122529476	+	122527771	1.0	0.997
gene:TraesCS3B03G0315600	Chr3B	126812640	126815202	+	126813921	Chr3B	122717101	122719696	+	122718398	1.0	0.994
gene:TraesCS3B03G0315700	Chr3B	126944867	126946101	+	126945484	Chr3B	122848867	122850098	+	122849482	0.995	0.986
gene:TraesCS3B03G0315800	Chr3B	126949044	126949583	+	126949313	Chr3B	122853051	122853590	+	122853320	1.0	0.996
gene:TraesCS3B03G0316100	Chr3B	126978816	126980844	+	126979830	Chr3B	122882589	122884617	+	122883603	1.0	0.995
gene:TraesCS3B03G0316400	Chr3B	127126482	127127454	-	127126968	Chr3B	123040129	123041101	-	123040615	1.0	0.997
gene:TraesCS3B03G0316500	Chr3B	127127745	127131281	-	127129513	Chr3B	123041392	123044926	-	123043159	0.998	0.996
gene:TraesCS3B03G0316700	Chr3B	127276524	127279579	+	127278051	Chr3B	123171969	123175014	+	123173491	1.0	0.994
gene:TraesCS3B03G0316800	Chr3B	127282926	127286491	+	127284708	Chr3B	123178561	123182100	+	123180330	0.978	0.969
gene:TraesCS3B03G0317200	Chr3B	127510521	127514432	-	127512476	Chr3B	123401591	123405500	-	123403545	1.0	0.998
gene:TraesCS3B03G0317700	Chr3B	127734081	127734407	-	127734244	Chr3B	123588195	123588521	-	123588358	1.0	0.984
gene:TraesCS3B03G0317900	Chr3B	127737217	127739081	-	127738149	Chr3B	123591330	123593200	-	123592265	1.0	0.995
gene:TraesCS3B03G0318000	Chr3B	127809559	127811469	+	127810514	Chr3B	123654216	123656126	+	123655171	1.0	1.0
gene:TraesCS3B03G0318100	Chr3B	127837387	127839736	+	127838561	Chr3B	123681845	123684184	+	123683014	1.0	1.0
gene:TraesCS3B03G0318200	Chr3B	127839911	127841530	-	127840720	Chr3B	123684359	123685978	-	123685168	1.0	0.998
gene:TraesCS3B03G0318400	Chr3B	127843935	127850412	-	127847173	Chr3B	123688249	123694726	-	123691487	1.0	0.998
gene:TraesCS3B03G0318600	Chr3B	127875812	127877730	-	127876771	Chr3B	123718295	123720213	-	123719254	1.0	0.997
gene:TraesCS3B03G0318700	Chr3B	127879423	127880299	-	127879861	Chr3B	123721906	123722782	-	123722344	1.0	1.0
gene:TraesCS3B03G0318800	Chr3B	127919030	127922372	+	127920701	Chr3B	123791537	123794680	+	123793108	0.997	0.989
gene:TraesCS3B03G0319100	Chr3B	128117483	128118733	-	128118108	Chr3B	123992941	123994191	-	123993566	1.0	0.994
gene:TraesCS3B03G0319200	Chr3B	128165233	128166268	-	128165750	Chr3B	124040572	124041608	-	124041090	1.0	0.996
gene:TraesCS3B03G0319400	Chr3B	128377390	128377653	-	128377521	Chr3B	124240548	124240811	-	124240679	1.0	0.977
gene:TraesCS3B03G0319700	Chr3B	128409266	128417268	-	128413267	Chr3B	124305215	124313244	-	124309229	1.0	1.0
gene:TraesCS3B03G0320800	Chr3B	129275660	129278088	-	129276874	Chr3B	125137219	125139647	-	125138433	1.0	0.998
gene:TraesCS3B03G0321000	Chr3B	129295381	129315907	-	129305644	Chr3B	125155012	125176714	-	125165863	1.0	0.998
gene:TraesCS3B03G0321100	Chr3B	129320875	129321477	+	129321176	Chr3B	125181684	125182286	+	125181985	1.0	0.998
gene:TraesCS3B03G0321400	Chr3B	129441056	129446670	+	129443863	Chr3B	125314692	125320249	+	125317470	0.947	0.944
gene:TraesCS3B03G0321500	Chr3B	129642628	129651227	+	129646927	Chr3B	125587255	125595854	+	125591554	1.0	0.998
gene:TraesCS3B03G0321700	Chr3B	129855580	129857642	+	129856611	Chr3B	125803910	125805972	+	125804941	1.0	0.998
gene:TraesCS3B03G0321800	Chr3B	129969129	129970900	+	129970014	Chr3B	125944122	125945899	+	125945010	1.0	0.996
gene:TraesCS3B03G0322100	Chr3B	130219775	130222278	-	130221026	Chr3B	126260650	126263152	-	126261901	1.0	0.999
gene:TraesCS3B03G0322200	Chr3B	130423319	130428458	+	130425888	Chr3B	126444419	126449557	+	126446988	1.0	0.999
gene:TraesCS3B03G0322300	Chr3B	130454879	130459064	+	130456971	Chr3B	126474229	126478410	+	126476319	1.0	1.0
gene:TraesCS3B03G0322400	Chr3B	130472261	130472966	+	130472613	Chr3B	126485153	126485858	+	126485505	1.0	0.998
gene:TraesCS3B03G0322700	Chr3B	130506344	130512329	-	130509336	Chr3B	126507851	126513837	-	126510844	1.0	0.996
gene:TraesCS3B03G0322900	Chr3B	130520013	130522463	-	130521238	Chr3B	126527229	126529679	-	126528454	1.0	0.998
gene:TraesCS3B03G0323100	Chr3B	130790987	130797867	+	130794427	Chr3B	126803998	126810881	+	126807439	1.0	0.999
gene:TraesCS3B03G0323200	Chr3B	130823627	130827776	+	130825701	Chr3B	126849837	126853986	+	126851911	1.0	0.998
gene:TraesCS3B03G0323300	Chr3B	131092396	131097779	+	131095087	Chr3B	127101696	127112193	+	127106944	1.0	0.967
gene:TraesCS3B03G0323600	Chr3B	131169341	131179056	+	131174198	Chr3B	127183780	127193701	+	127188740	1.0	0.997
gene:TraesCS3B03G0323700	Chr3B	131355019	131355567	+	131355293	Chr3B	127399403	127399951	+	127399677	1.0	0.972
gene:TraesCS3B03G0323900	Chr3B	131648105	131655726	+	131651915	Chr3B	127641753	127649373	+	127645563	1.0	0.997
gene:TraesCS3B03G0324200	Chr3B	131777724	131778743	-	131778233	Chr3B	127795338	127796356	-	127795847	0.999	0.994
gene:TraesCS3B03G0324700	Chr3B	132097896	132100069	-	132098982	Chr3B	128091134	128093306	-	128092220	0.999	0.998
gene:TraesCS3B03G0325000	Chr3B	132308558	132313634	+	132311096	Chr3B	128294071	128299146	+	128296608	1.0	0.993
gene:TraesCS3B03G0325100	Chr3B	132314523	132321032	-	132317777	Chr3B	128300035	128306501	-	128303268	1.0	0.996
gene:TraesCS3B03G0326200	Chr3B	134256604	134261951	+	134259277	Chr3B	130303558	130308879	+	130306218	0.994	0.994
gene:TraesCS3B03G0326600	Chr3B	134508508	134510301	+	134509404	Chr3B	130609831	130611659	+	130610745	1.0	0.977
gene:TraesCS3B03G0326700	Chr3B	134705797	134711723	-	134708760	Chr3B	130793211	130799132	-	130796171	1.0	0.998
gene:TraesCS3B03G0326800	Chr3B	134713796	134715498	+	134714647	Chr3B	130826518	130828220	+	130827369	1.0	0.997
gene:TraesCS3B03G0327200	Chr3B	134802149	134807770	+	134804959	Chr3B	130899434	130905047	+	130902240	1.0	0.998
gene:TraesCS3B03G0327400	Chr3B	135029740	135035462	-	135032601	Chr3B	131112185	131118786	-	131115485	1.0	0.997
gene:TraesCS3B03G0327600	Chr3B	135134013	135147724	-	135140868	Chr3B	131215486	131229930	-	131222708	1.0	0.998
gene:TraesCS3B03G0327700	Chr3B	135148152	135151169	-	135149660	Chr3B	131230358	131233378	-	131231868	1.0	0.995
gene:TraesCS3B03G0327800	Chr3B	135151833	135156306	-	135154069	Chr3B	131234042	131238440	-	131236241	1.0	0.996
gene:TraesCS3B03G0328500	Chr3B	135743643	135744166	+	135743904	Chr3B	132360986	132361508	+	132361247	0.996	0.969
gene:TraesCS3B03G0328600	Chr3B	135874411	135875672	-	135875041	Chr3B	132600344	132601606	+	132600975	1.0	0.97
gene:TraesCS3B03G0329000	Chr3B	136152558	136153103	-	136152830	Chr3B	132987988	132988530	-	132988259	0.993	0.929
gene:TraesCS3B03G0329300	Chr3B	136301067	136302361	-	136301714	Chr3B	132963144	132964438	-	132963791	1.0	0.992
gene:TraesCS3B03G0330100	Chr3B	136570936	136571836	-	136571386	Chr3B	133211547	133212448	-	133211997	1.0	0.984
gene:TraesCS3B03G0330200	Chr3B	137272109	137273951	-	137273030	Chr3B	133852339	133854154	-	133853246	0.979	0.955
gene:TraesCS3B03G0330300	Chr3B	137301035	137302761	+	137301898	Chr3B	133879171	133880897	+	133880034	1.0	0.996
gene:TraesCS3B03G0330800	Chr3B	137528320	137529633	+	137528976	Chr3B	134104879	134106192	+	134105535	1.0	0.996
gene:TraesCS3B03G0331000	Chr3B	137532373	137534828	-	137533600	Chr3B	134109071	134111526	-	134110298	1.0	0.997
gene:TraesCS3B03G0331800	Chr3B	137762401	137765382	+	137763891	Chr3B	134293710	134296691	+	134295200	0.998	0.992
gene:TraesCS3B03G0331900	Chr3B	137830194	137831012	+	137830603	Chr3B	134368407	134369225	+	134368816	1.0	0.993
gene:TraesCS3B03G0332000	Chr3B	137831361	137831573	-	137831467	Chr3B	134369574	134369786	-	134369680	1.0	1.0
gene:TraesCS3B03G0332100	Chr3B	137835967	137839546	-	137837756	Chr3B	134374169	134377748	-	134375958	1.0	0.999
gene:TraesCS3B03G0332200	Chr3B	137840222	137848702	-	137844462	Chr3B	134378424	134386448	-	134382436	0.999	0.999
gene:TraesCS3B03G0332300	Chr3B	138133510	138135088	-	138134299	Chr3B	134660794	134662373	-	134661583	1.0	0.998
gene:TraesCS3B03G0332400	Chr3B	138137022	138138404	-	138137713	Chr3B	134664357	134665739	-	134665048	1.0	0.998
gene:TraesCS3B03G0332500	Chr3B	138144852	138146356	-	138145604	Chr3B	134672190	134673717	-	134672953	1.0	0.98
gene:TraesCS3B03G0332600	Chr3B	138209341	138210898	-	138210119	Chr3B	134745013	134746562	-	134745787	0.994	0.991
gene:TraesCS3B03G0332700	Chr3B	138234907	138236325	-	138235616	Chr3B	134771599	134773017	-	134772308	1.0	0.995
gene:TraesCS3B03G0333300	Chr3B	138405255	138406182	+	138405718	Chr3B	134951204	134952131	+	134951667	1.0	0.995
gene:TraesCS3B03G0333700	Chr3B	138413616	138422304	-	138417960	Chr3B	134959090	134967776	-	134963433	1.0	0.998
gene:TraesCS3B03G0334300	Chr3B	138498202	138499886	-	138499044	Chr3B	135043840	135045524	-	135044682	1.0	0.999
gene:TraesCS3B03G0334700	Chr3B	138755085	138757245	+	138756165	Chr3B	135329865	135332021	+	135330943	1.0	1.0
gene:TraesCS3B03G0334800	Chr3B	139122671	139125553	+	139124112	Chr3B	135706809	135709711	+	135708260	1.0	1.0
gene:TraesCS3B03G0334900	Chr3B	139127463	139130011	-	139128737	Chr3B	135711626	135714171	-	135712898	1.0	0.992
gene:TraesCS3B03G0335000	Chr3B	139130323	139133419	-	139131871	Chr3B	135714483	135717578	-	135716030	1.0	0.996
gene:TraesCS3B03G0335600	Chr3B	139682613	139684020	+	139683316	Chr3B	136291410	136292808	+	136292109	0.993	0.989
gene:TraesCS3B03G0335700	Chr3B	139685226	139692883	-	139689054	Chr3B	136294017	136301657	-	136297837	0.988	0.987
gene:TraesCS3B03G0335800	Chr3B	139759057	139766778	-	139762917	Chr3B	136400675	136408406	-	136404540	0.999	0.993
gene:TraesCS3B03G0336000	Chr3B	140193256	140199511	+	140196383	Chr3B	136860057	136867329	+	136863693	1.0	0.998
gene:TraesCS3B03G0336200	Chr3B	140390880	140396568	+	140393724	Chr3B	137040938	137046667	+	137043802	1.0	0.997
gene:TraesCS3B03G0336500	Chr3B	140489100	140498922	+	140494011	Chr3B	137153646	137163477	+	137158561	1.0	0.998
gene:TraesCS3B03G0336700	Chr3B	140774300	140776221	+	140775260	Chr3B	137468651	137470570	+	137469610	0.998	0.996
gene:TraesCS3B03G0337100	Chr3B	141151968	141152516	-	141152242	Chr3B	137868854	137869402	-	137869128	1.0	0.983
gene:TraesCS3B03G0337200	Chr3B	141192168	141193529	-	141192848	Chr3B	137908989	137910354	-	137909671	1.0	0.998
gene:TraesCS3B03G0337300	Chr3B	141215325	141225197	-	141220261	Chr3B	137932099	137941976	-	137937037	1.0	0.999
gene:TraesCS3B03G0337400	Chr3B	141255478	141261103	-	141258290	Chr3B	137967339	137972963	-	137970151	0.999	0.996
gene:TraesCS3B03G0337700	Chr3B	141529567	141541056	-	141535311	Chr3B	138242021	138253584	-	138247802	1.0	0.999
gene:TraesCS3B03G0337800	Chr3B	141752297	141753738	-	141753017	Chr3B	138460762	138462200	-	138461481	1.0	0.992
gene:TraesCS3B03G0338100	Chr3B	141922857	141924404	+	141923630	Chr3B	138621318	138622865	+	138622091	1.0	0.998
gene:TraesCS3B03G0338300	Chr3B	142067660	142068762	+	142068211	Chr3B	138777775	138778876	+	138778325	0.999	0.998
gene:TraesCS3B03G0339200	Chr3B	142454785	142457273	-	142456029	Chr3B	139148228	139150716	-	139149472	1.0	1.0
gene:TraesCS3B03G0340600	Chr3B	143321318	143321860	-	143321589	Chr3B	140001252	140001794	-	140001523	1.0	1.0
gene:TraesCS3B03G0341200	Chr3B	143877789	143881609	-	143879699	Chr3B	140619453	140623273	-	140621363	1.0	0.998
gene:TraesCS3B03G0341300	Chr3B	143943375	143945866	-	143944620	Chr3B	140673127	140675619	-	140674373	1.0	0.996
gene:TraesCS3B03G0341600	Chr3B	143970921	143974231	+	143972576	Chr3B	140700719	140704115	+	140702417	0.998	0.959
gene:TraesCS3B03G0341700	Chr3B	143974283	143978563	-	143976423	Chr3B	140704167	140708347	-	140706257	1.0	0.999
gene:TraesCS3B03G0341800	Chr3B	144069597	144072478	+	144071037	Chr3B	140798205	140801223	+	140799714	1.0	0.935
gene:TraesCS3B03G0341900	Chr3B	144076687	144078576	+	144077631	Chr3B	140804851	140806740	+	140805795	1.0	0.997
gene:TraesCS3B03G0342300	Chr3B	144210477	144214695	-	144212586	Chr3B	140929536	140933758	-	140931647	1.0	0.996
gene:TraesCS3B03G0343000	Chr3B	144506283	144508127	-	144507205	Chr3B	141235385	141237232	-	141236308	1.0	0.995
gene:TraesCS3B03G0343300	Chr3B	144535580	144545960	+	144540770	Chr3B	141264478	141274858	+	141269668	0.999	0.999
gene:TraesCS3B03G0343400	Chr3B	144587310	144588324	-	144587817	Chr3B	141315753	141316767	-	141316260	1.0	1.0
gene:TraesCS3B03G0343500	Chr3B	144590459	144592599	-	144591529	Chr3B	141318902	141321042	-	141319972	1.0	1.0
gene:TraesCS3B03G0343800	Chr3B	144697935	144700533	-	144699234	Chr3B	141425266	141427864	-	141426565	1.0	1.0
gene:TraesCS3B03G0343900	Chr3B	144700965	144703087	-	144702026	Chr3B	141428296	141430418	-	141429357	1.0	1.0
gene:TraesCS3B03G0344300	Chr3B	144773212	144773625	-	144773418	Chr3B	141498607	141499020	-	141498813	1.0	1.0
gene:TraesCS3B03G0344400	Chr3B	144796217	144797407	+	144796812	Chr3B	141521531	141522721	+	141522126	1.0	1.0
gene:TraesCS3B03G0344900	Chr3B	144980466	144993443	+	144986954	Chr3B	141705478	141718436	+	141711957	1.0	1.0
gene:TraesCS3B03G0345100	Chr3B	144996100	145001338	+	144998719	Chr3B	141721093	141726331	+	141723712	1.0	1.0
gene:TraesCS3B03G0345200	Chr3B	144999443	144999964	+	144999703	Chr3B	141724436	141724957	+	141724696	1.0	1.0
gene:TraesCS3B03G0345300	Chr3B	145166176	145166976	-	145166576	Chr3B	141886705	141887505	-	141887105	1.0	1.0
gene:TraesCS3B03G0345400	Chr3B	145175699	145177760	+	145176729	Chr3B	141897751	141899812	+	141898781	1.0	1.0
gene:TraesCS3B03G0345500	Chr3B	145178587	145180461	+	145179524	Chr3B	141900639	141902346	+	141901492	0.909	0.905
gene:TraesCS3B03G0346400	Chr3B	145593763	145598838	-	145596300	Chr3B	142315300	142320375	-	142317837	1.0	1.0
gene:TraesCS3B03G0346500	Chr3B	145602453	145609698	-	145606075	Chr3B	142324005	142331250	-	142327627	1.0	1.0
gene:TraesCS3B03G0346600	Chr3B	145610156	145615287	-	145612721	Chr3B	142331708	142336839	-	142334273	1.0	1.0
gene:TraesCS3B03G0347400	Chr3B	146381121	146386499	-	146383810	Chr3B	143097505	143102883	-	143100194	1.0	1.0
gene:TraesCS3B03G0347600	Chr3B	146752236	146758741	+	146755488	Chr3B	143465406	143471911	+	143468658	1.0	1.0
gene:TraesCS3B03G0348500	Chr3B	147479243	147489542	+	147484392	Chr3B	143736815	143747157	+	143741986	1.0	0.993
gene:TraesCS3B03G0349400	Chr3B	147512848	147514136	+	147513492	Chr3B	143770050	143771338	+	143770694	1.0	0.998
gene:TraesCS3B03G0349600	Chr3B	147569988	147571357	+	147570672	Chr3B	143812158	143813527	+	143812842	1.0	0.993
gene:TraesCS3B03G0350200	Chr3B	147891437	147891820	+	147891628	Chr3B	144094970	144095353	+	144095161	1.0	1.0
gene:TraesCS3B03G0350400	Chr3B	148240526	148246735	+	148243630	Chr3B	144443280	144449482	+	144446381	1.0	0.997
gene:TraesCS3B03G0350500	Chr3B	148247669	148249297	-	148248483	Chr3B	144450498	144452126	-	144451312	1.0	0.999
gene:TraesCS3B03G0350600	Chr3B	148275430	148283690	+	148279560	Chr3B	144488787	144497048	+	144492917	1.0	0.998
gene:TraesCS3B03G0350700	Chr3B	148285673	148290753	-	148288213	Chr3B	144499045	144504127	-	144501586	1.0	0.996
gene:TraesCS3B03G0350900	Chr3B	148290650	148291367	+	148291008	Chr3B	144504024	144504741	+	144504382	1.0	0.998
gene:TraesCS3B03G0351600	Chr3B	148597570	148601160	-	148599365	Chr3B	144823000	144826590	-	144824795	1.0	1.0
gene:TraesCS3B03G0351900	Chr3B	149115458	149119259	+	149117358	Chr3B	145341104	145344905	+	145343004	1.0	1.0
gene:TraesCS3B03G0352000	Chr3B	149120124	149122875	-	149121499	Chr3B	145345770	145348521	-	145347145	1.0	1.0
gene:TraesCS3B03G0352100	Chr3B	149396664	149397821	-	149397242	Chr3B	145621992	145623149	-	145622570	1.0	1.0
gene:TraesCS3B03G0352200	Chr3B	149543146	149545246	+	149544196	Chr3B	145767712	145769812	+	145768762	1.0	0.999
gene:TraesCS3B03G0352400	Chr3B	149644204	149645568	+	149644886	Chr3B	145878467	145879831	+	145879149	1.0	1.0
gene:TraesCS3B03G0352600	Chr3B	150290736	150293933	+	150292334	Chr3B	146522008	146525197	+	146523602	1.0	0.999
gene:TraesCS3B03G0352800	Chr3B	150824801	150829487	+	150827144	Chr3B	147046601	147051287	+	147048944	1.0	1.0
gene:TraesCS3B03G0352900	Chr3B	150830124	150831553	-	150830838	Chr3B	147051924	147053353	-	147052638	1.0	1.0
gene:TraesCS3B03G0353000	Chr3B	150987091	150988487	-	150987789	Chr3B	147208633	147210029	-	147209331	1.0	0.999
gene:TraesCS3B03G0353100	Chr3B	151013098	151015109	+	151014103	Chr3B	147234777	147236788	+	147235782	1.0	1.0
gene:TraesCS3B03G0353200	Chr3B	151016045	151017161	+	151016603	Chr3B	147237724	147238840	+	147238282	1.0	1.0
gene:TraesCS3B03G0353600	Chr3B	151200139	151206309	-	151203224	Chr3B	147420922	147427092	-	147424007	1.0	0.999
gene:TraesCS3B03G0354000	Chr3B	151294768	151298424	-	151296596	Chr3B	147514315	147517970	-	147516142	1.0	0.999
gene:TraesCS3B03G0354200	Chr3B	151564036	151566137	+	151565086	Chr3B	147783272	147785373	+	147784322	1.0	1.0
gene:TraesCS3B03G0354300	Chr3B	151566561	151567543	+	151567052	Chr3B	147785797	147786779	+	147786288	1.0	1.0
gene:TraesCS3B03G0354400	Chr3B	151567367	151569928	-	151568647	Chr3B	147786603	147789164	-	147787883	1.0	1.0
gene:TraesCS3B03G0354500	Chr3B	151621236	151624229	-	151622732	Chr3B	147840468	147843461	-	147841964	1.0	1.0
gene:TraesCS3B03G0354700	Chr3B	151919941	151920817	-	151920379	Chr3B	148136380	148137256	-	148136818	1.0	1.0
gene:TraesCS3B03G0354800	Chr3B	152182413	152183643	-	152183028	Chr3B	148395202	148396432	-	148395817	1.0	1.0
gene:TraesCS3B03G0354900	Chr3B	152189460	152189999	+	152189729	Chr3B	148401993	148402532	+	148402262	1.0	1.0
gene:TraesCS3B03G0355100	Chr3B	152215212	152216869	-	152216040	Chr3B	148428315	148429972	-	148429143	1.0	0.996
gene:TraesCS3B03G0355200	Chr3B	152273685	152277867	+	152275776	Chr3B	148477653	148481835	+	148479744	1.0	0.998
gene:TraesCS3B03G0355300	Chr3B	152472933	152475864	+	152474398	Chr3B	148667321	148670252	+	148668786	1.0	0.994
gene:TraesCS3B03G0355400	Chr3B	152636463	152640771	+	152638617	Chr3B	148830190	148834498	+	148832344	1.0	0.999
gene:TraesCS3B03G0355600	Chr3B	152641781	152644144	-	152642962	Chr3B	148835509	148837872	-	148836690	1.0	0.997
gene:TraesCS3B03G0355800	Chr3B	152770705	152772004	+	152771354	Chr3B	148962607	148963913	+	148963260	1.0	0.998
