gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS2A03G0343700	Chr2A	122409105	122409407	-	122409256	Chr2A	116651343	116651645	-	116651494	1.0	1.0
gene:TraesCS2A03G0343800	Chr2A	122489662	122489934	-	122489798	Chr2A	116731233	116731505	-	116731369	1.0	1.0
gene:TraesCS2A03G0344100	Chr2A	122857697	122859358	-	122858527	Chr2A	117098323	117099984	-	117099153	1.0	1.0
gene:TraesCS2A03G0344200	Chr2A	122864467	122865233	-	122864850	Chr2A	117105113	117105879	-	117105496	1.0	1.0
gene:TraesCS2A03G0344500	Chr2A	123077421	123082771	+	123080096	Chr2A	117317864	117323214	+	117320539	1.0	1.0
gene:TraesCS2A03G0344600	Chr2A	123086292	123092240	+	123089266	Chr2A	117326735	117332683	+	117329709	1.0	1.0
gene:TraesCS2A03G0344800	Chr2A	123100784	123101752	-	123101268	Chr2A	117341229	117342197	-	117341713	1.0	1.0
gene:TraesCS2A03G0345300	Chr2A	123124377	123124930	-	123124653	Chr2A	117364822	117365375	-	117365098	1.0	1.0
gene:TraesCS2A03G0345600	Chr2A	123303150	123304111	-	123303630	Chr2A	117543226	117544187	-	117543706	1.0	0.998
gene:TraesCS2A03G0345700	Chr2A	123306144	123310499	-	123308321	Chr2A	117546220	117550575	-	117548397	1.0	1.0
gene:TraesCS2A03G0345900	Chr2A	123645156	123647266	-	123646211	Chr2A	117885272	117887382	-	117886327	1.0	1.0
gene:TraesCS2A03G0346000	Chr2A	123711236	123712916	-	123712076	Chr2A	117951486	117953166	-	117952326	1.0	1.0
gene:TraesCS2A03G0346100	Chr2A	123714029	123717373	-	123715701	Chr2A	117954279	117957623	-	117955951	1.0	1.0
gene:TraesCS2A03G0346200	Chr2A	123717597	123722182	-	123719889	Chr2A	117957847	117962432	-	117960139	1.0	1.0
gene:TraesCS2A03G0346300	Chr2A	123722635	123728616	-	123725625	Chr2A	117962885	117968866	-	117965875	1.0	1.0
gene:TraesCS2A03G0346500	Chr2A	123935531	123939109	-	123937320	Chr2A	118175280	118178858	-	118177069	1.0	1.0
gene:TraesCS2A03G0346700	Chr2A	123939763	123946251	-	123943007	Chr2A	118179519	118186030	-	118182774	1.0	1.0
gene:TraesCS2A03G0347100	Chr2A	123952933	123953697	-	123953315	Chr2A	118192713	118193477	-	118193095	1.0	1.0
gene:TraesCS2A03G0347500	Chr2A	124727072	124730962	+	124729017	Chr2A	118967658	118971548	+	118969603	1.0	1.0
gene:TraesCS2A03G0347800	Chr2A	125087803	125089860	+	125088831	Chr2A	119328135	119330192	+	119329163	1.0	1.0
gene:TraesCS2A03G0347900	Chr2A	125092158	125097300	-	125094729	Chr2A	119332725	119337867	-	119335296	1.0	1.0
gene:TraesCS2A03G0348000	Chr2A	125295549	125296459	-	125296004	Chr2A	119535333	119536243	-	119535788	1.0	1.0
gene:TraesCS2A03G0348500	Chr2A	125362222	125363409	+	125362815	Chr2A	119600571	119601758	+	119601164	1.0	1.0
gene:TraesCS2A03G0348600	Chr2A	125400236	125401004	-	125400620	Chr2A	119638840	119639608	-	119639224	1.0	1.0
gene:TraesCS2A03G0348800	Chr2A	125703870	125704388	-	125704129	Chr2A	119942277	119942795	-	119942536	1.0	1.0
gene:TraesCS2A03G0349000	Chr2A	125705679	125706476	+	125706077	Chr2A	119944138	119944935	+	119944536	1.0	1.0
gene:TraesCS2A03G0349100	Chr2A	125756676	125761917	-	125759296	Chr2A	119995248	120000489	-	119997868	1.0	1.0
gene:TraesCS2A03G0349200	Chr2A	125763648	125768167	-	125765907	Chr2A	120002221	120006740	-	120004480	1.0	1.0
gene:TraesCS2A03G0349300	Chr2A	125833844	125836307	+	125835075	Chr2A	120072678	120075141	+	120073909	1.0	1.0
gene:TraesCS2A03G0349500	Chr2A	125843061	125848197	-	125845629	Chr2A	120081895	120087031	-	120084463	1.0	1.0
gene:TraesCS2A03G0349600	Chr2A	126206613	126211089	+	126208851	Chr2A	120445184	120449660	+	120447422	1.0	1.0
gene:TraesCS2A03G0350000	Chr2A	126620395	126628752	-	126624573	Chr2A	120857592	120865949	-	120861770	1.0	1.0
gene:TraesCS2A03G0350300	Chr2A	126746637	126748729	-	126747683	Chr2A	120983527	120985619	-	120984573	1.0	1.0
gene:TraesCS2A03G0350500	Chr2A	126757944	126763276	+	126760610	Chr2A	120994882	121000313	+	120997597	1.0	1.0
gene:TraesCS2A03G0351000	Chr2A	127738064	127745089	+	127741576	Chr2A	121968278	121975303	+	121971790	1.0	1.0
gene:TraesCS2A03G0352100	Chr2A	128120585	128125593	-	128123089	Chr2A	122351195	122356203	-	122353699	1.0	1.0
gene:TraesCS2A03G0352500	Chr2A	128154132	128158892	-	128156512	Chr2A	122384034	122388794	-	122386414	1.0	1.0
gene:TraesCS2A03G0352700	Chr2A	128343402	128343862	-	128343632	Chr2A	122572902	122573362	-	122573132	1.0	1.0
gene:TraesCS2A03G0353000	Chr2A	128811699	128814108	-	128812903	Chr2A	123040276	123042685	-	123041480	1.0	1.0
gene:TraesCS2A03G0353400	Chr2A	128966168	128976092	+	128971130	Chr2A	123194743	123204384	+	123199563	1.0	1.0
gene:TraesCS2A03G0353500	Chr2A	128978464	128979771	+	128979117	Chr2A	123206757	123208064	+	123207410	1.0	1.0
gene:TraesCS2A03G0353600	Chr2A	128979833	128980360	+	128980096	Chr2A	123208126	123208653	+	123208389	1.0	1.0
gene:TraesCS2A03G0353700	Chr2A	128990520	128991733	+	128991126	Chr2A	123218813	123220026	+	123219419	1.0	1.0
gene:TraesCS2A03G0354000	Chr2A	129253607	129256008	-	129254807	Chr2A	123480650	123483051	-	123481850	1.0	0.999
gene:TraesCS2A03G0354100	Chr2A	129722419	129725169	+	129723794	Chr2A	123948617	123951367	+	123949992	1.0	1.0
gene:TraesCS2A03G0354200	Chr2A	129792521	129794622	-	129793571	Chr2A	124018421	124020522	-	124019471	1.0	1.0
gene:TraesCS2A03G0354300	Chr2A	129797887	129804776	-	129801331	Chr2A	124023787	124030676	-	124027231	1.0	1.0
gene:TraesCS2A03G0354400	Chr2A	129841173	129844358	+	129842765	Chr2A	124067252	124070439	+	124068845	1.0	1.0
gene:TraesCS2A03G0354500	Chr2A	129844461	129846529	-	129845495	Chr2A	124070542	124072610	-	124071576	1.0	1.0
gene:TraesCS2A03G0354700	Chr2A	130049000	130051004	-	130050002	Chr2A	124274225	124276229	-	124275227	1.0	1.0
gene:TraesCS2A03G0354800	Chr2A	130198737	130199920	+	130199328	Chr2A	124423725	124424908	+	124424316	1.0	1.0
gene:TraesCS2A03G0355100	Chr2A	130211831	130216979	-	130214405	Chr2A	124436897	124442045	-	124439471	1.0	1.0
gene:TraesCS2A03G0355400	Chr2A	130490025	130493833	-	130491929	Chr2A	124714632	124718440	-	124716536	1.0	1.0
gene:TraesCS2A03G0355500	Chr2A	130539398	130548239	-	130543818	Chr2A	124764047	124772888	-	124768467	1.0	1.0
gene:TraesCS2A03G0355700	Chr2A	131060292	131061122	+	131060707	Chr2A	125282485	125283315	+	125282900	1.0	1.0
gene:TraesCS2A03G0355800	Chr2A	131065337	131069082	+	131067209	Chr2A	125287532	125291277	+	125289404	1.0	1.0
gene:TraesCS2A03G0356100	Chr2A	131227473	131230841	+	131229157	Chr2A	125449740	125453108	+	125451424	1.0	1.0
gene:TraesCS2A03G0356200	Chr2A	131233737	131236529	-	131235133	Chr2A	125456044	125458836	-	125457440	1.0	1.0
gene:TraesCS2A03G0356400	Chr2A	131243340	131243699	+	131243519	Chr2A	125465647	125466006	+	125465826	1.0	1.0
gene:TraesCS2A03G0356500	Chr2A	131580196	131582308	+	131581252	Chr2A	125802626	125804738	+	125803682	1.0	1.0
gene:TraesCS2A03G0356700	Chr2A	131738829	131742319	-	131740574	Chr2A	125961561	125965051	-	125963306	1.0	1.0
gene:TraesCS2A03G0357100	Chr2A	131779068	131780456	-	131779762	Chr2A	126001864	126003252	-	126002558	1.0	1.0
gene:TraesCS2A03G0357200	Chr2A	131780651	131786376	-	131783513	Chr2A	126003447	126009172	-	126006309	1.0	1.0
gene:TraesCS2A03G0357400	Chr2A	131786665	131789651	+	131788158	Chr2A	126009461	126012447	+	126010954	1.0	1.0
gene:TraesCS2A03G0357500	Chr2A	131790872	131801922	-	131796397	Chr2A	126013668	126024718	-	126019193	1.0	1.0
gene:TraesCS2A03G0357600	Chr2A	132573040	132575396	+	132574218	Chr2A	126793962	126796318	+	126795140	1.0	1.0
gene:TraesCS2A03G0357800	Chr2A	132832467	132837848	-	132835157	Chr2A	127053058	127058439	-	127055748	1.0	1.0
gene:TraesCS2A03G0357900	Chr2A	133060202	133062242	-	133061222	Chr2A	127279952	127281992	-	127280972	1.0	1.0
gene:TraesCS2A03G0358000	Chr2A	133063657	133064883	+	133064270	Chr2A	127283407	127284633	+	127284020	1.0	1.0
gene:TraesCS2A03G0358100	Chr2A	133089035	133100950	-	133094992	Chr2A	127307664	127319579	-	127313621	1.0	1.0
gene:TraesCS2A03G0358600	Chr2A	133675482	133679820	+	133677651	Chr2A	127894342	127898680	+	127896511	1.0	1.0
gene:TraesCS2A03G0358800	Chr2A	133683310	133685003	-	133684156	Chr2A	127902170	127903863	-	127903016	1.0	1.0
gene:TraesCS2A03G0359300	Chr2A	134444147	134448701	+	134446424	Chr2A	128659813	128664367	+	128662090	1.0	0.999
gene:TraesCS2A03G0359700	Chr2A	134639460	134640166	-	134639813	Chr2A	128855134	128855840	-	128855487	1.0	1.0
gene:TraesCS2A03G0360100	Chr2A	134751501	134751707	-	134751604	Chr2A	128966818	128967024	-	128966921	1.0	1.0
gene:TraesCS2A03G0360500	Chr2A	135285560	135286538	-	135286049	Chr2A	129496499	129497477	-	129496988	1.0	1.0
gene:TraesCS2A03G0360600	Chr2A	135288936	135291197	+	135290066	Chr2A	129499875	129502136	+	129501005	1.0	1.0
gene:TraesCS2A03G0360700	Chr2A	135294426	135297486	+	135295956	Chr2A	129505365	129508425	+	129506895	1.0	1.0
gene:TraesCS2A03G0361100	Chr2A	135373368	135382656	-	135378012	Chr2A	129584316	129593604	-	129588960	1.0	1.0
gene:TraesCS2A03G0361400	Chr2A	135893578	135894884	-	135894231	Chr2A	130103961	130105267	-	130104614	1.0	1.0
gene:TraesCS2A03G0361500	Chr2A	136252710	136253934	+	136253322	Chr2A	130460473	130461697	+	130461085	1.0	1.0
gene:TraesCS2A03G0361600	Chr2A	136270041	136278756	-	136274398	Chr2A	130477609	130485968	-	130481788	1.0	1.0
gene:TraesCS2A03G0361800	Chr2A	136282758	136282985	-	136282871	Chr2A	130489970	130490197	-	130490083	1.0	1.0
gene:TraesCS2A03G0362000	Chr2A	136420211	136420732	-	136420471	Chr2A	130627456	130627977	-	130627716	1.0	1.0
gene:TraesCS2A03G0362600	Chr2A	136733335	136733607	-	136733471	Chr2A	130940595	130940867	-	130940731	1.0	1.0
gene:TraesCS2A03G0362700	Chr2A	136813787	136827451	-	136820619	Chr2A	131021129	131034793	-	131027961	1.0	1.0
gene:TraesCS2A03G0362800	Chr2A	137177712	137180766	-	137179239	Chr2A	131385589	131388643	-	131387116	1.0	1.0
gene:TraesCS2A03G0362900	Chr2A	137422986	137440104	-	137431545	Chr2A	131631169	131648287	-	131639728	1.0	1.0
gene:TraesCS2A03G0363200	Chr2A	137903996	137907304	-	137905650	Chr2A	132111334	132114639	-	132112986	1.0	1.0
gene:TraesCS2A03G0363300	Chr2A	137913725	137916106	-	137914915	Chr2A	132121060	132123441	-	132122250	1.0	1.0
gene:TraesCS2A03G0363400	Chr2A	138023802	138024236	-	138024019	Chr2A	132231237	132231671	-	132231454	1.0	1.0
gene:TraesCS2A03G0363600	Chr2A	138028290	138028976	+	138028633	Chr2A	132235753	132236439	+	132236096	1.0	1.0
gene:TraesCS2A03G0363500	Chr2A	138027179	138031108	+	138029143	Chr2A	132234642	132238571	+	132236606	1.0	1.0
gene:TraesCS2A03G0363800	Chr2A	138038822	138039499	+	138039160	Chr2A	132246285	132246962	+	132246623	1.0	1.0
gene:TraesCS2A03G0364600	Chr2A	138223128	138225267	+	138224197	Chr2A	132430761	132432900	+	132431830	1.0	1.0
gene:TraesCS2A03G0364700	Chr2A	138227090	138230888	-	138228989	Chr2A	132434723	132438521	-	132436622	1.0	1.0
gene:TraesCS2A03G0364800	Chr2A	138237421	138241297	+	138239359	Chr2A	132443796	132447828	+	132445812	1.0	0.901
gene:TraesCS2A03G0365200	Chr2A	138251085	138254996	-	138253040	Chr2A	132457620	132461531	-	132459575	1.0	1.0
gene:TraesCS2A03G0365400	Chr2A	138257200	138261152	-	138259176	Chr2A	132463735	132467687	-	132465711	1.0	1.0
gene:TraesCS2A03G0365600	Chr2A	138509997	138513294	-	138511645	Chr2A	132716299	132719596	-	132717947	1.0	1.0
gene:TraesCS2A03G0365800	Chr2A	138534163	138537686	-	138535924	Chr2A	132740465	132743988	-	132742226	1.0	1.0
gene:TraesCS2A03G0366000	Chr2A	138822835	138825155	-	138823995	Chr2A	133029579	133031899	-	133030739	1.0	1.0
gene:TraesCS2A03G0366700	Chr2A	139413710	139415450	-	139414580	Chr2A	133617257	133618997	-	133618127	1.0	1.0
gene:TraesCS2A03G0366800	Chr2A	139427999	139432094	-	139430046	Chr2A	133631407	133635502	-	133633454	1.0	1.0
gene:TraesCS2A03G0367000	Chr2A	139740617	139746023	+	139743320	Chr2A	133938134	133943540	+	133940837	1.0	1.0
gene:TraesCS2A03G0367200	Chr2A	139750668	139756349	+	139753508	Chr2A	133948185	133953866	+	133951025	1.0	1.0
gene:TraesCS2A03G0367400	Chr2A	140019533	140024967	+	140022250	Chr2A	134217816	134223250	+	134220533	1.0	1.0
gene:TraesCS2A03G0367800	Chr2A	140429814	140431973	+	140430893	Chr2A	134627598	134629757	+	134628677	1.0	1.0
gene:TraesCS2A03G0367900	Chr2A	140595192	140597047	+	140596119	Chr2A	134793096	134794951	+	134794023	1.0	1.0
gene:TraesCS2A03G0368000	Chr2A	140597331	140600990	-	140599160	Chr2A	134795235	134798894	-	134797064	1.0	1.0
gene:TraesCS2A03G0368100	Chr2A	140630646	140631266	+	140630956	Chr2A	134829972	134830592	+	134830282	1.0	1.0
gene:TraesCS2A03G0368400	Chr2A	140664134	140668177	+	140666155	Chr2A	134863295	134866555	+	134864925	0.949	0.949
gene:TraesCS2A03G0368500	Chr2A	140668689	140670276	+	140669482	Chr2A	134867067	134868654	+	134867860	1.0	1.0
gene:TraesCS2A03G0368600	Chr2A	140703691	140704949	+	140704320	Chr2A	134902109	134903367	+	134902738	1.0	1.0
gene:TraesCS2A03G0368700	Chr2A	140707248	140710517	-	140708882	Chr2A	134905666	134908934	-	134907300	1.0	1.0
gene:TraesCS2A03G0368800	Chr2A	140878115	140887128	-	140882621	Chr2A	135075936	135084702	-	135080319	0.978	0.977
gene:TraesCS2A03G0369000	Chr2A	141169437	141182032	-	141175734	Chr2A	135365021	135377616	-	135371318	1.0	1.0
gene:TraesCS2A03G0369100	Chr2A	141183096	141189004	-	141186050	Chr2A	135378680	135384588	-	135381634	1.0	1.0
gene:TraesCS2A03G0369400	Chr2A	141276238	141292965	+	141284601	Chr2A	135470017	135486199	+	135478108	1.0	1.0
gene:TraesCS2A03G0369600	Chr2A	141470401	141473568	+	141471984	Chr2A	135662041	135665208	+	135663624	1.0	1.0
gene:TraesCS2A03G0369700	Chr2A	141491144	141494244	-	141492694	Chr2A	135682866	135685966	-	135684416	1.0	1.0
gene:TraesCS2A03G0370500	Chr2A	141666126	141670768	+	141668447	Chr2A	135857510	135862152	+	135859831	1.0	1.0
gene:TraesCS2A03G0370600	Chr2A	141671103	141671811	+	141671457	Chr2A	135862487	135863195	+	135862841	1.0	1.0
gene:TraesCS2A03G0370700	Chr2A	141672988	141673642	+	141673315	Chr2A	135864372	135865026	+	135864699	1.0	1.0
gene:TraesCS2A03G0371000	Chr2A	141792802	141805976	+	141799389	Chr2A	135900645	135913819	+	135907232	1.0	0.995
gene:TraesCS2A03G0371100	Chr2A	141851944	141852632	+	141852288	Chr2A	135959652	135960340	+	135959996	1.0	1.0
gene:TraesCS2A03G0371200	Chr2A	141868582	141869141	+	141868861	Chr2A	135975823	135976382	+	135976102	1.0	1.0
gene:TraesCS2A03G0371300	Chr2A	141879509	141879865	+	141879687	Chr2A	135986750	135987106	+	135986928	1.0	1.0
gene:TraesCS2A03G0371400	Chr2A	141895643	141895942	+	141895792	Chr2A	136002707	136003006	+	136002856	1.0	1.0
gene:TraesCS2A03G0371500	Chr2A	141898336	141899601	-	141898968	Chr2A	136005401	136006666	-	136006033	1.0	1.0
gene:TraesCS2A03G0371700	Chr2A	141916836	141917893	+	141917364	Chr2A	136023892	136024949	+	136024420	1.0	1.0
gene:TraesCS2A03G0372000	Chr2A	142167785	142175956	-	142171870	Chr2A	136274280	136282451	-	136278365	1.0	1.0
gene:TraesCS2A03G0372100	Chr2A	142201400	142203526	-	142202463	Chr2A	136307974	136310100	-	136309037	1.0	1.0
gene:TraesCS2A03G0372400	Chr2A	142566997	142569827	+	142568412	Chr2A	136674064	136676894	+	136675479	1.0	1.0
gene:TraesCS2A03G0372500	Chr2A	142571468	142572223	+	142571845	Chr2A	136678535	136679290	+	136678912	1.0	1.0
gene:TraesCS2A03G0372600	Chr2A	142577348	142578463	+	142577905	Chr2A	136684364	136685479	+	136684921	1.0	1.0
gene:TraesCS2A03G0372700	Chr2A	142586258	142587422	+	142586840	Chr2A	136693274	136694438	+	136693856	1.0	1.0
gene:TraesCS2A03G0372800	Chr2A	142719172	142720248	+	142719710	Chr2A	136825750	136826826	+	136826288	1.0	1.0
gene:TraesCS2A03G0373000	Chr2A	142742883	142748763	-	142745823	Chr2A	136848999	136854879	-	136851939	1.0	1.0
gene:TraesCS2A03G0373100	Chr2A	142768032	142768469	-	142768250	Chr2A	136874148	136874585	-	136874366	1.0	1.0
gene:TraesCS2A03G0373500	Chr2A	142797342	142799062	+	142798202	Chr2A	136903466	136905186	+	136904326	1.0	1.0
gene:TraesCS2A03G0373600	Chr2A	142800608	142804794	+	142802701	Chr2A	136906732	136910918	+	136908825	1.0	1.0
gene:TraesCS2A03G0373700	Chr2A	142817689	142821387	-	142819538	Chr2A	136923875	136927573	-	136925724	1.0	1.0
gene:TraesCS2A03G0373800	Chr2A	142822400	142826365	-	142824382	Chr2A	136928527	136932580	-	136930553	1.0	1.0
gene:TraesCS2A03G0374200	Chr2A	143174433	143177361	-	143175897	Chr2A	137263320	137266248	-	137264784	1.0	1.0
gene:TraesCS2A03G0374300	Chr2A	143474340	143475836	-	143475088	Chr2A	137562305	137563801	-	137563053	1.0	1.0
gene:TraesCS2A03G0374500	Chr2A	143522113	143524576	+	143523344	Chr2A	137610082	137612545	+	137611313	1.0	1.0
gene:TraesCS2A03G0374600	Chr2A	143563288	143566501	-	143564894	Chr2A	137651039	137654252	-	137652645	1.0	1.0
gene:TraesCS2A03G0374800	Chr2A	143778048	143778767	+	143778407	Chr2A	137865244	137865963	+	137865603	1.0	1.0
gene:TraesCS2A03G0375000	Chr2A	144119201	144119425	+	144119313	Chr2A	138206363	138206587	+	138206475	1.0	1.0
gene:TraesCS2A03G0375100	Chr2A	144154171	144157179	+	144155675	Chr2A	138241663	138244671	+	138243167	1.0	1.0
gene:TraesCS2A03G0375200	Chr2A	144163440	144167783	+	144165611	Chr2A	138250932	138255275	+	138253103	1.0	1.0
gene:TraesCS2A03G0375500	Chr2A	144531744	144532331	+	144532037	Chr2A	138618351	138618938	+	138618644	1.0	1.0
gene:TraesCS2A03G0375600	Chr2A	144604713	144607694	-	144606203	Chr2A	138690977	138693958	-	138692467	1.0	1.0
gene:TraesCS2A03G0375900	Chr2A	144624000	144627757	-	144625878	Chr2A	138710264	138714021	-	138712142	1.0	1.0
gene:TraesCS2A03G0376000	Chr2A	144702167	144702715	-	144702441	Chr2A	138788637	138789185	-	138788911	1.0	1.0
gene:TraesCS2A03G0376400	Chr2A	144999041	145002013	+	145000527	Chr2A	139085430	139088402	+	139086916	1.0	1.0
gene:TraesCS2A03G0376500	Chr2A	145005209	145007355	-	145006282	Chr2A	139091598	139093743	-	139092670	0.999	0.999
gene:TraesCS2A03G0376700	Chr2A	145138142	145141990	+	145140066	Chr2A	139224703	139228551	+	139226627	1.0	1.0
gene:TraesCS2A03G0376800	Chr2A	145143364	145147254	+	145145309	Chr2A	139229925	139233815	+	139231870	1.0	1.0
gene:TraesCS2A03G0376900	Chr2A	145195658	145198106	+	145196882	Chr2A	139282249	139284697	+	139283473	1.0	1.0
gene:TraesCS2A03G0377000	Chr2A	145218674	145219620	-	145219147	Chr2A	139304903	139305849	-	139305376	1.0	1.0
gene:TraesCS2A03G0377300	Chr2A	145347086	145348313	+	145347699	Chr2A	139433759	139434986	+	139434372	1.0	1.0
gene:TraesCS2A03G0377800	Chr2A	145788860	145802233	+	145795546	Chr2A	139875459	139888907	+	139882183	1.0	1.0
gene:TraesCS2A03G0378100	Chr2A	145891717	145914040	-	145902878	Chr2A	139978902	140000705	-	139989803	1.0	1.0
gene:TraesCS2A03G0378500	Chr2A	145915032	145917834	-	145916433	Chr2A	140001697	140004499	-	140003098	1.0	1.0
gene:TraesCS2A03G0378700	Chr2A	146129678	146137884	+	146133781	Chr2A	140215410	140223647	+	140219528	1.0	1.0
gene:TraesCS2A03G0378800	Chr2A	146139383	146144286	-	146141834	Chr2A	140225146	140230049	-	140227597	1.0	1.0
gene:TraesCS2A03G0379000	Chr2A	146513376	146517349	+	146515362	Chr2A	140599284	140603257	+	140601270	1.0	1.0
gene:TraesCS2A03G0379200	Chr2A	146523865	146529662	-	146526763	Chr2A	140609873	140615670	-	140612771	1.0	1.0
gene:TraesCS2A03G0379400	Chr2A	146808681	146812176	+	146810428	Chr2A	140894387	140897882	+	140896134	1.0	1.0
gene:TraesCS2A03G0379600	Chr2A	146936530	146945485	+	146941007	Chr2A	141022396	141031351	+	141026873	1.0	1.0
gene:TraesCS2A03G0380200	Chr2A	147311091	147317132	+	147314111	Chr2A	141408626	141414692	+	141411659	1.0	1.0
gene:TraesCS2A03G0380400	Chr2A	147335427	147337228	+	147336327	Chr2A	141433002	141434803	+	141433902	1.0	0.994
gene:TraesCS2A03G0380500	Chr2A	147340406	147345301	+	147342853	Chr2A	141437919	141442835	+	141440377	1.0	0.995
gene:TraesCS2A03G0380600	Chr2A	147651989	147653874	+	147652931	Chr2A	141749844	141751729	+	141750786	1.0	1.0
gene:TraesCS2A03G0380700	Chr2A	147833428	147838944	+	147836186	Chr2A	141930959	141936475	+	141933717	1.0	1.0
gene:TraesCS2A03G0380800	Chr2A	147839511	147841827	-	147840669	Chr2A	141937042	141939358	-	141938200	1.0	1.0
gene:TraesCS2A03G0380900	Chr2A	147865490	147867709	+	147866599	Chr2A	141962647	141964958	+	141963802	1.0	1.0
gene:TraesCS2A03G0381100	Chr2A	147875628	147876310	+	147875969	Chr2A	141972849	141973531	+	141973190	1.0	1.0
gene:TraesCS2A03G0381200	Chr2A	147899800	147900743	-	147900271	Chr2A	141997022	141997965	-	141997493	1.0	1.0
gene:TraesCS2A03G0381500	Chr2A	148380714	148385673	+	148383193	Chr2A	142435687	142440646	+	142438166	1.0	1.0
gene:TraesCS2A03G0381600	Chr2A	148383630	148384157	-	148383893	Chr2A	142438603	142439130	-	142438866	1.0	1.0
gene:TraesCS2A03G0381800	Chr2A	148915607	148918546	+	148917076	Chr2A	142970787	142973726	+	142972256	1.0	1.0
gene:TraesCS2A03G0382500	Chr2A	149260887	149261827	+	149261357	Chr2A	143315261	143316201	+	143315731	1.0	1.0
gene:TraesCS2A03G0382600	Chr2A	149266954	149267731	+	149267342	Chr2A	143321328	143322105	+	143321716	1.0	1.0
gene:TraesCS2A03G0382700	Chr2A	149303328	149308126	+	149305727	Chr2A	143357743	143362541	+	143360142	1.0	1.0
gene:TraesCS2A03G0382800	Chr2A	149309063	149309437	+	149309250	Chr2A	143363550	143363924	+	143363737	1.0	1.0
gene:TraesCS2A03G0382900	Chr2A	149491323	149499388	+	149495355	Chr2A	143548932	143557001	+	143552966	1.0	1.0
gene:TraesCS2A03G0383000	Chr2A	149499804	149504630	+	149502217	Chr2A	143557417	143562243	+	143559830	1.0	1.0
gene:TraesCS2A03G0383100	Chr2A	149505013	149511969	+	149508491	Chr2A	143562626	143569582	+	143566104	1.0	0.999
gene:TraesCS2A03G0383200	Chr2A	149594919	149599037	+	149596978	Chr2A	143652508	143656626	+	143654567	1.0	1.0
gene:TraesCS2A03G0383300	Chr2A	149603526	149607966	-	149605746	Chr2A	143661115	143665555	-	143663335	1.0	1.0
gene:TraesCS2A03G0383500	Chr2A	149845236	149850793	-	149848014	Chr2A	143900522	143906129	-	143903325	1.0	1.0
gene:TraesCS2A03G0384200	Chr2A	150094212	150096490	-	150095351	Chr2A	144149052	144151330	-	144150191	1.0	1.0
gene:TraesCS2A03G0384300	Chr2A	150720162	150720614	+	150720388	Chr2A	144775099	144775551	+	144775325	1.0	1.0
gene:TraesCS2A03G0384400	Chr2A	150721242	150721856	+	150721549	Chr2A	144776180	144776794	+	144776487	1.0	1.0
gene:TraesCS2A03G0384500	Chr2A	150722991	150729754	-	150726372	Chr2A	144777929	144784692	-	144781310	1.0	1.0
gene:TraesCS2A03G0385100	Chr2A	151366098	151366829	-	151366463	Chr2A	145418234	145418965	-	145418599	1.0	1.0
gene:TraesCS2A03G0385200	Chr2A	151425736	151429064	+	151427400	Chr2A	145477612	145480940	+	145479276	1.0	1.0
gene:TraesCS2A03G0385400	Chr2A	151463855	151465150	-	151464502	Chr2A	145515730	145517025	-	145516377	1.0	1.0
gene:TraesCS2A03G0385900	Chr2A	152098194	152100429	-	152099311	Chr2A	146138546	146140781	-	146139663	1.0	1.0
gene:TraesCS2A03G0386000	Chr2A	152111068	152115748	+	152113408	Chr2A	146151157	146155837	+	146153497	1.0	1.0
gene:TraesCS2A03G0386100	Chr2A	152115981	152116805	-	152116393	Chr2A	146156070	146156894	-	146156482	1.0	1.0
gene:TraesCS2A03G0386400	Chr2A	152178592	152180199	-	152179395	Chr2A	146218595	146220202	-	146219398	1.0	1.0
gene:TraesCS2A03G0386600	Chr2A	152185630	152187985	-	152186807	Chr2A	146225633	146227988	-	146226810	1.0	1.0
gene:TraesCS2A03G0386700	Chr2A	152655867	152656509	+	152656188	Chr2A	146695941	146696583	+	146696262	1.0	1.0
gene:TraesCS2A03G0386800	Chr2A	152786841	152787233	-	152787037	Chr2A	146826925	146827317	-	146827121	1.0	1.0
gene:TraesCS2A03G0386900	Chr2A	152787884	152788783	+	152788333	Chr2A	146827968	146828867	+	146828417	1.0	1.0
gene:TraesCS2A03G0387100	Chr2A	153222737	153230252	+	153226494	Chr2A	147260436	147267951	+	147264193	1.0	1.0
gene:TraesCS2A03G0387200	Chr2A	153233921	153237201	+	153235561	Chr2A	147271620	147274900	+	147273260	1.0	1.0
gene:TraesCS2A03G0387900	Chr2A	153283606	153286264	+	153284935	Chr2A	147320963	147323621	+	147322292	1.0	1.0
gene:TraesCS2A03G0388000	Chr2A	153479190	153482256	+	153480723	Chr2A	147516606	147519672	+	147518139	1.0	1.0
gene:TraesCS2A03G0388100	Chr2A	153483263	153486748	+	153485005	Chr2A	147520679	147524164	+	147522421	1.0	1.0
gene:TraesCS2A03G0388300	Chr2A	153487380	153488627	+	153488003	Chr2A	147524796	147526043	+	147525419	1.0	1.0
gene:TraesCS2A03G0388400	Chr2A	153498658	153500214	+	153499436	Chr2A	147536074	147537630	+	147536852	1.0	1.0
gene:TraesCS2A03G0388800	Chr2A	153692294	153697084	+	153694689	Chr2A	147729968	147734758	+	147732363	1.0	1.0
