gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS3D03G0248900	Chr3D	74826151	74828206	-	74827178	Chr3D	87594063	87596118	-	87595090	1.0	1.0
gene:TraesCS3D03G0249300	Chr3D	75207250	75214651	+	75210950	Chr3D	87972044	87979445	+	87975744	1.0	0.998
gene:TraesCS3D03G0249400	Chr3D	75213102	75216596	-	75214849	Chr3D	87977896	87981390	-	87979643	1.0	1.0
gene:TraesCS3D03G0249800	Chr3D	75421574	75424195	+	75422884	Chr3D	88176392	88178636	+	88177514	0.999	0.93
gene:TraesCS3D03G0250100	Chr3D	75607710	75610776	+	75609243	Chr3D	88361894	88364960	+	88363427	1.0	1.0
gene:TraesCS3D03G0250500	Chr3D	75795813	75802429	+	75799121	Chr3D	88549675	88556291	+	88552983	1.0	1.0
gene:TraesCS3D03G0250600	Chr3D	75828511	75829574	-	75829042	Chr3D	88582373	88583436	-	88582904	1.0	0.998
gene:TraesCS3D03G0250900	Chr3D	76008739	76010744	+	76009741	Chr3D	88761582	88763587	+	88762584	1.0	1.0
gene:TraesCS3D03G0251000	Chr3D	76014685	76020758	-	76017721	Chr3D	88767309	88773017	-	88770163	1.0	1.0
gene:TraesCS3D03G0251100	Chr3D	76024219	76026049	+	76025134	Chr3D	88776477	88778307	+	88777392	1.0	1.0
gene:TraesCS3D03G0251200	Chr3D	76046843	76052195	+	76049519	Chr3D	88798778	88804130	+	88801454	1.0	1.0
gene:TraesCS3D03G0251300	Chr3D	76460307	76466898	-	76463602	Chr3D	89223426	89230017	-	89226721	1.0	1.0
gene:TraesCS3D03G0251600	Chr3D	76479846	76482584	+	76481215	Chr3D	89242965	89245703	+	89244334	1.0	1.0
gene:TraesCS3D03G0251900	Chr3D	76998645	77012756	-	77005700	Chr3D	89744633	89758486	-	89751559	1.0	1.0
gene:TraesCS3D03G0252000	Chr3D	77012932	77016333	-	77014632	Chr3D	89758662	89762063	-	89760362	1.0	1.0
gene:TraesCS3D03G0252100	Chr3D	77016747	77021250	-	77018998	Chr3D	89762477	89766980	-	89764728	1.0	1.0
gene:TraesCS3D03G0252200	Chr3D	77400346	77400741	-	77400543	Chr3D	90145182	90145577	-	90145379	1.0	1.0
gene:TraesCS3D03G0252300	Chr3D	77423174	77424331	+	77423752	Chr3D	90176872	90178031	+	90177451	1.0	1.0
gene:TraesCS3D03G0253400	Chr3D	78074899	78075873	+	78075386	Chr3D	90826708	90827682	+	90827195	1.0	1.0
gene:TraesCS3D03G0253500	Chr3D	78171773	78173731	+	78172752	Chr3D	90922812	90924770	+	90923791	1.0	1.0
gene:TraesCS3D03G0253600	Chr3D	79016186	79017156	-	79016671	Chr3D	91760595	91761565	-	91761080	1.0	1.0
gene:TraesCS3D03G0254000	Chr3D	79489025	79490978	-	79490001	Chr3D	94595930	94597883	-	94596906	1.0	0.999
gene:TraesCS3D03G0254100	Chr3D	79497329	79499148	+	79498238	Chr3D	94603997	94605816	+	94604906	1.0	1.0
gene:TraesCS3D03G0254200	Chr3D	79573235	79575267	+	79574251	Chr3D	94678285	94680308	+	94679296	0.995	0.995
gene:TraesCS3D03G0254300	Chr3D	79578901	79580129	-	79579515	Chr3D	94683943	94685171	-	94684557	1.0	1.0
gene:TraesCS3D03G0254500	Chr3D	79669352	79672607	+	79670979	Chr3D	94773935	94777190	+	94775562	1.0	1.0
gene:TraesCS3D03G0255000	Chr3D	79692120	79692347	-	79692233	Chr3D	94796703	94796930	-	94796816	1.0	1.0
gene:TraesCS3D03G0255100	Chr3D	79698953	79702849	-	79700901	Chr3D	94803568	94807468	-	94805518	1.0	0.992
gene:TraesCS3D03G0255200	Chr3D	79703510	79711293	-	79707401	Chr3D	94808129	94815923	-	94812026	1.0	1.0
gene:TraesCS3D03G0255700	Chr3D	80288651	80295474	+	80292062	Chr3D	95390768	95397590	+	95394179	1.0	0.999
gene:TraesCS3D03G0256100	Chr3D	80484340	80485878	-	80485109	Chr3D	95584630	95586168	-	95585399	1.0	1.0
gene:TraesCS3D03G0257100	Chr3D	80545262	80546644	-	80545953	Chr3D	95645948	95647330	-	95646639	1.0	1.0
gene:TraesCS3D03G0257300	Chr3D	80644094	80645524	-	80644809	Chr3D	95744258	95745688	-	95744973	1.0	1.0
gene:TraesCS3D03G0257600	Chr3D	80666719	80668122	-	80667420	Chr3D	95766879	95768282	-	95767580	1.0	1.0
gene:TraesCS3D03G0257800	Chr3D	80695659	80697080	-	80696369	Chr3D	95795816	95797237	-	95796526	1.0	1.0
gene:TraesCS3D03G0258000	Chr3D	80981545	80982975	-	80982260	Chr3D	96212828	96214258	-	96213543	1.0	1.0
gene:TraesCS3D03G0258100	Chr3D	81006955	81007906	+	81007430	Chr3D	96238104	96239055	+	96238579	1.0	1.0
gene:TraesCS3D03G0258600	Chr3D	81182022	81183683	-	81182852	Chr3D	96414273	96415934	-	96415103	1.0	1.0
gene:TraesCS3D03G0258900	Chr3D	81267601	81268367	+	81267984	Chr3D	96499860	96500626	+	96500243	1.0	1.0
gene:TraesCS3D03G0259000	Chr3D	81424646	81427898	+	81426272	Chr3D	96653634	96656886	+	96655260	1.0	1.0
gene:TraesCS3D03G0259100	Chr3D	81429465	81432042	-	81430753	Chr3D	96658453	96661030	-	96659741	1.0	1.0
gene:TraesCS3D03G0259200	Chr3D	81432314	81435901	-	81434107	Chr3D	96661302	96664889	-	96663095	1.0	1.0
gene:TraesCS3D03G0259300	Chr3D	81437086	81442002	-	81439544	Chr3D	96666074	96670990	-	96668532	1.0	1.0
gene:TraesCS3D03G0259500	Chr3D	81451737	81455267	-	81453502	Chr3D	96680723	96684253	-	96682488	1.0	1.0
gene:TraesCS3D03G0259700	Chr3D	81749058	81749999	+	81749528	Chr3D	96977824	96978765	+	96978294	1.0	1.0
gene:TraesCS3D03G0259900	Chr3D	81773459	81781065	-	81777262	Chr3D	97002226	97009832	-	97006029	1.0	0.999
gene:TraesCS3D03G0260200	Chr3D	81869468	81874121	+	81871794	Chr3D	97098550	97102761	+	97100655	0.993	0.993
gene:TraesCS3D03G0260400	Chr3D	81883188	81888075	+	81885631	Chr3D	97111673	97116560	+	97114116	1.0	1.0
gene:TraesCS3D03G0260700	Chr3D	82149989	82160790	+	82155389	Chr3D	97375647	97386448	+	97381047	1.0	0.999
gene:TraesCS3D03G0261200	Chr3D	82469649	82471609	+	82470629	Chr3D	97693440	97695400	+	97694420	1.0	1.0
gene:TraesCS3D03G0261400	Chr3D	82796394	82808321	-	82802357	Chr3D	98019239	98031171	-	98025205	1.0	0.999
gene:TraesCS3D03G0261500	Chr3D	82810019	82815911	-	82812965	Chr3D	98032869	98038761	-	98035815	1.0	1.0
gene:TraesCS3D03G0261700	Chr3D	82845677	82856641	-	82851159	Chr3D	98068491	98079501	-	98073996	1.0	1.0
gene:TraesCS3D03G0262600	Chr3D	83553889	83554737	-	83554313	Chr3D	98774290	98775138	-	98774714	1.0	1.0
gene:TraesCS3D03G0262700	Chr3D	83651284	83652635	-	83651959	Chr3D	98871687	98873038	-	98872362	1.0	1.0
gene:TraesCS3D03G0262800	Chr3D	83753303	83756198	+	83754750	Chr3D	98973718	98976613	+	98975165	1.0	1.0
gene:TraesCS3D03G0263200	Chr3D	83874560	83877811	-	83876185	Chr3D	99094941	99098192	-	99096566	1.0	1.0
gene:TraesCS3D03G0263300	Chr3D	83909950	83912323	-	83911136	Chr3D	99130322	99132695	-	99131508	1.0	1.0
gene:TraesCS3D03G0263400	Chr3D	83964052	83967591	+	83965821	Chr3D	99184458	99187994	+	99186226	0.999	0.998
gene:TraesCS3D03G0263500	Chr3D	83967544	83971695	-	83969619	Chr3D	99187947	99192098	-	99190022	1.0	1.0
gene:TraesCS3D03G0263800	Chr3D	84060527	84063351	+	84061939	Chr3D	99280963	99283787	+	99282375	1.0	1.0
gene:TraesCS3D03G0264100	Chr3D	84152928	84154814	+	84153871	Chr3D	99373402	99375288	+	99374345	1.0	1.0
gene:TraesCS3D03G0264200	Chr3D	84156189	84158181	-	84157185	Chr3D	99376663	99378655	-	99377659	1.0	1.0
gene:TraesCS3D03G0264400	Chr3D	84161228	84167013	+	84164120	Chr3D	99381702	99387487	+	99384594	1.0	1.0
gene:TraesCS3D03G0264500	Chr3D	84164665	84166933	-	84165799	Chr3D	99385139	99387407	-	99386273	1.0	1.0
gene:TraesCS3D03G0264800	Chr3D	84529289	84532632	-	84530960	Chr3D	99748047	99751390	-	99749718	1.0	1.0
gene:TraesCS3D03G0264900	Chr3D	84541183	84543387	-	84542285	Chr3D	99759941	99762145	-	99761043	1.0	1.0
gene:TraesCS3D03G0265100	Chr3D	84544257	84546329	-	84545293	Chr3D	99763015	99765087	-	99764051	1.0	1.0
gene:TraesCS3D03G0265200	Chr3D	84548381	84550786	-	84549583	Chr3D	99767139	99769544	-	99768341	1.0	1.0
gene:TraesCS3D03G0265600	Chr3D	84608006	84610151	-	84609078	Chr3D	99825805	99827950	-	99826877	1.0	1.0
gene:TraesCS3D03G0265700	Chr3D	84613732	84627565	-	84620648	Chr3D	99831252	99845086	-	99838169	1.0	1.0
gene:TraesCS3D03G0265800	Chr3D	84632617	84634980	-	84633798	Chr3D	99850138	99852501	-	99851319	1.0	1.0
gene:TraesCS3D03G0266200	Chr3D	84726427	84728599	+	84727513	Chr3D	99942908	99945080	+	99943994	1.0	1.0
gene:TraesCS3D03G0266300	Chr3D	84737121	84737921	-	84737521	Chr3D	99953602	99954402	-	99954002	1.0	1.0
gene:TraesCS3D03G0266500	Chr3D	84924145	84926226	+	84925185	Chr3D	100140638	100142719	+	100141678	1.0	1.0
gene:TraesCS3D03G0266600	Chr3D	84927704	84929565	+	84928634	Chr3D	100144197	100146058	+	100145127	1.0	1.0
gene:TraesCS3D03G0266700	Chr3D	84939670	84944659	-	84942164	Chr3D	100155821	100160810	-	100158315	1.0	1.0
gene:TraesCS3D03G0266900	Chr3D	84954404	84958833	-	84956618	Chr3D	100170555	100174832	-	100172693	1.0	1.0
gene:TraesCS3D03G0268000	Chr3D	85294141	85295887	+	85295014	Chr3D	100508711	100510457	+	100509584	1.0	0.998
gene:TraesCS3D03G0268700	Chr3D	85448944	85452115	-	85450529	Chr3D	100664463	100667634	-	100666048	1.0	1.0
gene:TraesCS3D03G0268800	Chr3D	85481364	85491948	+	85486656	Chr3D	100696897	100707480	+	100702188	1.0	1.0
gene:TraesCS3D03G0269200	Chr3D	85622077	85628988	+	85625532	Chr3D	100839019	100845930	+	100842474	1.0	1.0
gene:TraesCS3D03G0269500	Chr3D	85862477	85863869	+	85863173	Chr3D	101078741	101080133	+	101079437	1.0	1.0
gene:TraesCS3D03G0269700	Chr3D	85930778	85931584	+	85931181	Chr3D	101147053	101147857	+	101147455	0.997	0.997
gene:TraesCS3D03G0269900	Chr3D	86113209	86113605	-	86113407	Chr3D	101337697	101338093	-	101337895	1.0	1.0
gene:TraesCS3D03G0270200	Chr3D	86269284	86270133	+	86269708	Chr3D	101490230	101491079	+	101490654	1.0	1.0
gene:TraesCS3D03G0270300	Chr3D	86365770	86371668	+	86368719	Chr3D	101585730	101591628	+	101588679	1.0	0.999
gene:TraesCS3D03G0270400	Chr3D	86373589	86375167	-	86374378	Chr3D	101593549	101595127	-	101594338	1.0	1.0
gene:TraesCS3D03G0270500	Chr3D	86380726	86389472	+	86385099	Chr3D	101600692	101609438	+	101605065	1.0	1.0
gene:TraesCS3D03G0271100	Chr3D	86965840	86969547	-	86967693	Chr3D	102182708	102186415	-	102184561	1.0	1.0
gene:TraesCS3D03G0272500	Chr3D	87950497	87954221	+	87952359	Chr3D	103164766	103168490	+	103166628	1.0	1.0
gene:TraesCS3D03G0272600	Chr3D	87956560	87959266	-	87957913	Chr3D	103170829	103173535	-	103172182	1.0	1.0
gene:TraesCS3D03G0272800	Chr3D	88119874	88121031	-	88120452	Chr3D	103333370	103334527	-	103333948	1.0	1.0
gene:TraesCS3D03G0273000	Chr3D	88375506	88377533	+	88376519	Chr3D	103589032	103591059	+	103590045	1.0	1.0
gene:TraesCS3D03G0273200	Chr3D	88453108	88454401	+	88453754	Chr3D	103666485	103667778	+	103667131	1.0	1.0
gene:TraesCS3D03G0273500	Chr3D	89232974	89234034	+	89233504	Chr3D	104447787	104448847	+	104448317	1.0	1.0
gene:TraesCS3D03G0273600	Chr3D	89234197	89237464	+	89235830	Chr3D	104449010	104452277	+	104450643	1.0	1.0
gene:TraesCS3D03G0273700	Chr3D	89579741	89583743	+	89581742	Chr3D	104784056	104788058	+	104786057	1.0	1.0
gene:TraesCS3D03G0273800	Chr3D	89676337	89677431	-	89676884	Chr3D	104880118	104881212	-	104880665	1.0	1.0
gene:TraesCS3D03G0273900	Chr3D	89839231	89841407	+	89840319	Chr3D	105041690	105043866	+	105042778	1.0	1.0
gene:TraesCS3D03G0274100	Chr3D	89934472	89935837	+	89935154	Chr3D	105136515	105137880	+	105137197	1.0	1.0
gene:TraesCS3D03G0274200	Chr3D	89936283	89942520	-	89939401	Chr3D	105138326	105144563	-	105141444	1.0	1.0
gene:TraesCS3D03G0274500	Chr3D	90292476	90295566	-	90294021	Chr3D	105493944	105497034	-	105495489	1.0	1.0
gene:TraesCS3D03G0274700	Chr3D	90405254	90407516	+	90406385	Chr3D	105605753	105608015	+	105606884	1.0	1.0
gene:TraesCS3D03G0274800	Chr3D	90407762	90408722	+	90408242	Chr3D	105608261	105609221	+	105608741	1.0	1.0
gene:TraesCS3D03G0274900	Chr3D	90408525	90411127	-	90409826	Chr3D	105609024	105611626	-	105610325	1.0	1.0
gene:TraesCS3D03G0275000	Chr3D	90415164	90417687	-	90416425	Chr3D	105615562	105618085	-	105616823	1.0	1.0
gene:TraesCS3D03G0275200	Chr3D	90776897	90777778	-	90777337	Chr3D	105975643	105976524	-	105976083	1.0	1.0
gene:TraesCS3D03G0275300	Chr3D	90808999	90810117	-	90809558	Chr3D	106007079	106008197	-	106007638	1.0	1.0
gene:TraesCS3D03G0275400	Chr3D	90814447	90815710	+	90815078	Chr3D	106012527	106013790	+	106013158	1.0	1.0
gene:TraesCS3D03G0275500	Chr3D	90817596	90819620	-	90818608	Chr3D	106015676	106017700	-	106016688	1.0	1.0
gene:TraesCS3D03G0275600	Chr3D	90858801	90863105	+	90860953	Chr3D	106056882	106061186	+	106059034	1.0	1.0
gene:TraesCS3D03G0276100	Chr3D	91063854	91066692	+	91065273	Chr3D	106262713	106265551	+	106264132	1.0	1.0
gene:TraesCS3D03G0276400	Chr3D	91251075	91257511	+	91254293	Chr3D	106448195	106454631	+	106451413	1.0	1.0
gene:TraesCS3D03G0276500	Chr3D	91256440	91258667	-	91257553	Chr3D	106453560	106455787	-	106454673	1.0	1.0
gene:TraesCS3D03G0276800	Chr3D	91403147	91413447	-	91408297	Chr3D	106599470	106609770	-	106604620	1.0	1.0
gene:TraesCS3D03G0277000	Chr3D	91417491	91418354	-	91417922	Chr3D	106613814	106614677	-	106614245	1.0	1.0
gene:TraesCS3D03G0277300	Chr3D	91689663	91690373	-	91690018	Chr3D	106891948	106892658	-	106892303	1.0	1.0
gene:TraesCS3D03G0277400	Chr3D	91692218	91702073	+	91697145	Chr3D	106894503	106904358	+	106899430	1.0	0.999
gene:TraesCS3D03G0277500	Chr3D	91703977	91708959	+	91706468	Chr3D	106906262	106911247	+	106908754	1.0	1.0
gene:TraesCS3D03G0277600	Chr3D	91711326	91712552	-	91711939	Chr3D	106913614	106914840	-	106914227	1.0	1.0
gene:TraesCS3D03G0278000	Chr3D	91737411	91738624	+	91738017	Chr3D	106939708	106940921	+	106940314	1.0	1.0
gene:TraesCS3D03G0278100	Chr3D	91826003	91826954	+	91826478	Chr3D	107028323	107029274	+	107028798	1.0	1.0
gene:TraesCS3D03G0278200	Chr3D	91830172	91830912	-	91830542	Chr3D	107032492	107033232	-	107032862	1.0	1.0
gene:TraesCS3D03G0278400	Chr3D	91858313	91862244	-	91860278	Chr3D	107060292	107064223	-	107062257	1.0	1.0
gene:TraesCS3D03G0278600	Chr3D	92152379	92153819	-	92153099	Chr3D	107354782	107356222	-	107355502	1.0	1.0
gene:TraesCS3D03G0278700	Chr3D	92239353	92240960	+	92240156	Chr3D	107441753	107443360	+	107442556	1.0	1.0
gene:TraesCS3D03G0278800	Chr3D	92241250	92242746	+	92241998	Chr3D	107443650	107445146	+	107444398	1.0	1.0
gene:TraesCS3D03G0279100	Chr3D	92286634	92287377	-	92287005	Chr3D	107489031	107489774	-	107489402	1.0	1.0
gene:TraesCS3D03G0279400	Chr3D	92380257	92383172	-	92381714	Chr3D	107582643	107585558	-	107584100	1.0	1.0
gene:TraesCS3D03G0279600	Chr3D	92390463	92391383	-	92390923	Chr3D	107592859	107593779	-	107593319	1.0	1.0
gene:TraesCS3D03G0279700	Chr3D	92404676	92408160	-	92406418	Chr3D	107607081	107610576	-	107608828	1.0	1.0
gene:TraesCS3D03G0279900	Chr3D	92877575	92879139	-	92878357	Chr3D	108089078	108090643	-	108089860	1.0	0.999
gene:TraesCS3D03G0280000	Chr3D	92911640	92912943	+	92912291	Chr3D	108123167	108124466	+	108123816	0.996	0.996
gene:TraesCS3D03G0280100	Chr3D	92941411	92942644	-	92942027	Chr3D	108152934	108154167	-	108153550	1.0	1.0
gene:TraesCS3D03G0280200	Chr3D	92985316	92985981	-	92985648	Chr3D	108196821	108197486	-	108197153	1.0	1.0
gene:TraesCS3D03G0280300	Chr3D	92992794	92993686	+	92993240	Chr3D	108204337	108205229	+	108204783	1.0	1.0
gene:TraesCS3D03G0280400	Chr3D	92998595	92999478	+	92999036	Chr3D	108210138	108211021	+	108210579	1.0	1.0
gene:TraesCS3D03G0280500	Chr3D	93004382	93005113	-	93004747	Chr3D	108215926	108216657	-	108216291	1.0	1.0
gene:TraesCS3D03G0280600	Chr3D	93022391	93023805	-	93023098	Chr3D	108233941	108235355	-	108234648	1.0	1.0
gene:TraesCS3D03G0281500	Chr3D	93310246	93310623	-	93310434	Chr3D	108521391	108521768	-	108521579	1.0	1.0
gene:TraesCS3D03G0281700	Chr3D	93321350	93323424	+	93322387	Chr3D	108532309	108534383	+	108533346	1.0	1.0
gene:TraesCS3D03G0282000	Chr3D	93381488	93389244	-	93385366	Chr3D	108592446	108600202	-	108596324	1.0	1.0
gene:TraesCS3D03G0282100	Chr3D	93478612	93480525	-	93479568	Chr3D	108689591	108691504	-	108690547	1.0	1.0
gene:TraesCS3D03G0282300	Chr3D	93598212	93601353	+	93599782	Chr3D	108809230	108812371	+	108810800	1.0	1.0
gene:TraesCS3D03G0282700	Chr3D	93601674	93602045	+	93601859	Chr3D	108812692	108813063	+	108812877	1.0	1.0
gene:TraesCS3D03G0282600	Chr3D	93601574	93603975	-	93602774	Chr3D	108812592	108814993	-	108813792	1.0	1.0
gene:TraesCS3D03G0283200	Chr3D	93726686	93727937	+	93727311	Chr3D	108937036	108938287	+	108937661	1.0	0.998
gene:TraesCS3D03G0283300	Chr3D	93731401	93732028	+	93731714	Chr3D	108941773	108942400	+	108942086	1.0	1.0
gene:TraesCS3D03G0283900	Chr3D	94141338	94141859	+	94141598	Chr3D	109351273	109351794	+	109351533	1.0	1.0
gene:TraesCS3D03G0284000	Chr3D	94152481	94152846	+	94152663	Chr3D	109362586	109362951	+	109362768	1.0	1.0
gene:TraesCS3D03G0284500	Chr3D	94333415	94334572	+	94333993	Chr3D	109543033	109544190	+	109543611	1.0	1.0
gene:TraesCS3D03G0285200	Chr3D	94561858	94562484	+	94562171	Chr3D	109770950	109771576	+	109771263	1.0	1.0
gene:TraesCS3D03G0285300	Chr3D	94607056	94608618	+	94607837	Chr3D	109816142	109817695	+	109816918	1.0	0.999
gene:TraesCS3D03G0285400	Chr3D	94608926	94611728	-	94610327	Chr3D	109818003	109820805	-	109819404	1.0	1.0
gene:TraesCS3D03G0285600	Chr3D	94622133	94627524	+	94624828	Chr3D	109831234	109836625	+	109833929	1.0	1.0
gene:TraesCS3D03G0285700	Chr3D	94627645	94628538	-	94628091	Chr3D	109836746	109837639	-	109837192	1.0	1.0
gene:TraesCS3D03G0286000	Chr3D	94669731	94670861	-	94670296	Chr3D	109878841	109879971	-	109879406	1.0	0.999
gene:TraesCS3D03G0286200	Chr3D	94825191	94827009	+	94826100	Chr3D	110034305	110036123	+	110035214	1.0	1.0
gene:TraesCS3D03G0286400	Chr3D	94827205	94829938	-	94828571	Chr3D	110036319	110039052	-	110037685	1.0	1.0
gene:TraesCS3D03G0286600	Chr3D	94843306	94844094	+	94843700	Chr3D	110052306	110053094	+	110052700	1.0	1.0
gene:TraesCS3D03G0286900	Chr3D	94868987	94870098	-	94869542	Chr3D	110077373	110078484	-	110077928	1.0	1.0
gene:TraesCS3D03G0287300	Chr3D	94915286	94916337	-	94915811	Chr3D	110123680	110124731	-	110124205	1.0	1.0
gene:TraesCS3D03G0287400	Chr3D	94946627	94953865	+	94950246	Chr3D	110155021	110162263	+	110158642	1.0	1.0
gene:TraesCS3D03G0287500	Chr3D	94954240	94958024	+	94956132	Chr3D	110162638	110166422	+	110164530	1.0	1.0
gene:TraesCS3D03G0287600	Chr3D	94959027	94962287	+	94960657	Chr3D	110167425	110170685	+	110169055	1.0	1.0
gene:TraesCS3D03G0287700	Chr3D	94962606	94967878	-	94965242	Chr3D	110171004	110176276	-	110173640	1.0	1.0
gene:TraesCS3D03G0287900	Chr3D	95365081	95367066	-	95366073	Chr3D	110570562	110572547	-	110571554	1.0	1.0
gene:TraesCS3D03G0288000	Chr3D	95369224	95373380	-	95371302	Chr3D	110574705	110578861	-	110576783	1.0	1.0
gene:TraesCS3D03G0288200	Chr3D	95681316	95684801	+	95683058	Chr3D	110886015	110889500	+	110887757	1.0	1.0
gene:TraesCS3D03G0288400	Chr3D	95730644	95731822	+	95731233	Chr3D	110935340	110936518	+	110935929	1.0	1.0
gene:TraesCS3D03G0288600	Chr3D	95956276	95957607	-	95956941	Chr3D	111159683	111161014	-	111160348	1.0	0.999
gene:TraesCS3D03G0288900	Chr3D	96061966	96066333	+	96064149	Chr3D	111265736	111269637	+	111267686	0.903	0.903
gene:TraesCS3D03G0289000	Chr3D	96072599	96073684	-	96073141	Chr3D	111275909	111276994	-	111276451	1.0	0.999
gene:TraesCS3D03G0289100	Chr3D	96074161	96074448	-	96074304	Chr3D	111277471	111277758	-	111277614	1.0	1.0
gene:TraesCS3D03G0289200	Chr3D	96240248	96241377	-	96240812	Chr3D	111443559	111444688	-	111444123	1.0	1.0
gene:TraesCS3D03G0289300	Chr3D	96242006	96244317	-	96243161	Chr3D	111445317	111447628	-	111446472	1.0	1.0
gene:TraesCS3D03G0289400	Chr3D	96505093	96506384	-	96505738	Chr3D	111707657	111708948	-	111708302	1.0	1.0
gene:TraesCS3D03G0289600	Chr3D	96506611	96510379	+	96508495	Chr3D	111709175	111712943	+	111711059	1.0	1.0
gene:TraesCS3D03G0289700	Chr3D	96510429	96514302	-	96512365	Chr3D	111712993	111716866	-	111714929	1.0	1.0
gene:TraesCS3D03G0289800	Chr3D	96516727	96519754	+	96518240	Chr3D	111719291	111722318	+	111720804	1.0	1.0
gene:TraesCS3D03G0289900	Chr3D	96525429	96526837	-	96526133	Chr3D	111727993	111729401	-	111728697	1.0	1.0
gene:TraesCS3D03G0290100	Chr3D	96557170	96557565	-	96557367	Chr3D	111759742	111760137	-	111759939	1.0	1.0
gene:TraesCS3D03G0290400	Chr3D	97232327	97232710	+	97232518	Chr3D	112429468	112429851	+	112429659	1.0	1.0
gene:TraesCS3D03G0290500	Chr3D	97233565	97234204	+	97233884	Chr3D	112430706	112431345	+	112431025	1.0	1.0
gene:TraesCS3D03G0290600	Chr3D	97234544	97239851	-	97237197	Chr3D	112431685	112436992	-	112434338	1.0	1.0
gene:TraesCS3D03G0290900	Chr3D	97668973	97670414	-	97669693	Chr3D	112864647	112866088	-	112865367	1.0	1.0
gene:TraesCS3D03G0291100	Chr3D	98162224	98171549	-	98166886	Chr3D	113355231	113364773	-	113360002	1.0	1.0
gene:TraesCS3D03G0291600	Chr3D	98695737	98699119	-	98697428	Chr3D	113888574	113891956	-	113890265	1.0	0.999
gene:TraesCS3D03G0291900	Chr3D	99084253	99087367	+	99085810	Chr3D	114275720	114278834	+	114277277	1.0	1.0
gene:TraesCS3D03G0292100	Chr3D	99136859	99137164	-	99137011	Chr3D	114328337	114328642	-	114328489	1.0	1.0
gene:TraesCS3D03G0292200	Chr3D	99147589	99149809	+	99148699	Chr3D	114339090	114341310	+	114340200	1.0	1.0
gene:TraesCS3D03G0292400	Chr3D	99417925	99421122	+	99419523	Chr3D	114608908	114612099	+	114610503	0.997	0.996
gene:TraesCS3D03G0292600	Chr3D	99429203	99430216	+	99429709	Chr3D	114620190	114621203	+	114620696	1.0	1.0
gene:TraesCS3D03G0292700	Chr3D	99432724	99439137	-	99435930	Chr3D	114623711	114630124	-	114626917	1.0	0.999
gene:TraesCS3D03G0293200	Chr3D	100292419	100294722	-	100293570	Chr3D	115471210	115473513	-	115472361	1.0	0.998
gene:TraesCS3D03G0293900	Chr3D	100760099	100768136	+	100764117	Chr3D	115964151	115972231	+	115968191	1.0	0.999
gene:TraesCS3D03G0294000	Chr3D	100924572	100932480	+	100928526	Chr3D	116128689	116136633	+	116132661	1.0	1.0
gene:TraesCS3D03G0294300	Chr3D	100992517	101001544	+	100997030	Chr3D	116197073	116206100	+	116201586	1.0	1.0
gene:TraesCS3D03G0294500	Chr3D	101080879	101096330	+	101088604	Chr3D	116284667	116299334	+	116292000	1.0	1.0
gene:TraesCS3D03G0294800	Chr3D	101389258	101397151	+	101393204	Chr3D	116590386	116598277	+	116594331	1.0	1.0
gene:TraesCS3D03G0295100	Chr3D	102075901	102077587	-	102076744	Chr3D	117276063	117277749	-	117276906	1.0	1.0
gene:TraesCS3D03G0295700	Chr3D	102199992	102200850	+	102200421	Chr3D	117400228	117401086	+	117400657	1.0	1.0
gene:TraesCS3D03G0295900	Chr3D	102381077	102381820	-	102381448	Chr3D	117580786	117581529	-	117581157	1.0	1.0
gene:TraesCS3D03G0296200	Chr3D	102711982	102713080	-	102712531	Chr3D	117909048	117910146	-	117909597	1.0	1.0
gene:TraesCS3D03G0296400	Chr3D	103301357	103305085	+	103303221	Chr3D	118496860	118500589	+	118498724	1.0	0.999
gene:TraesCS3D03G0296500	Chr3D	103314684	103315562	-	103315123	Chr3D	118510203	118511081	-	118510642	1.0	1.0
gene:TraesCS3D03G0296900	Chr3D	103753813	103756152	-	103754982	Chr3D	118946440	118948779	-	118947609	1.0	1.0
gene:TraesCS3D03G0297100	Chr3D	103876430	103882698	-	103879564	Chr3D	119068669	119074937	-	119071803	1.0	0.998
gene:TraesCS3D03G0297300	Chr3D	103968678	103969577	-	103969127	Chr3D	119160945	119161844	-	119161394	1.0	1.0
gene:TraesCS3D03G0297400	Chr3D	104141362	104142459	+	104141910	Chr3D	119332932	119334029	+	119333480	1.0	1.0
gene:TraesCS3D03G0297500	Chr3D	104151194	104156095	-	104153644	Chr3D	119342750	119347651	-	119345200	1.0	1.0
gene:TraesCS3D03G0297600	Chr3D	104155468	104162052	+	104158760	Chr3D	119347024	119353608	+	119350316	1.0	1.0
gene:TraesCS3D03G0297700	Chr3D	104165277	104169945	+	104167611	Chr3D	119356833	119361501	+	119359167	1.0	0.999
gene:TraesCS3D03G0298300	Chr3D	104297994	104298764	-	104298379	Chr3D	119489184	119489954	-	119489569	1.0	1.0
gene:TraesCS3D03G0298600	Chr3D	104307440	104310291	+	104308865	Chr3D	119498630	119501481	+	119500055	1.0	1.0
gene:TraesCS3D03G0299000	Chr3D	104328112	104328593	-	104328352	Chr3D	119519298	119519779	-	119519538	1.0	1.0
