gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS3A03G0173000	Chr3A	51248173	51251797	+	51249985	Chr3A	48386469	48390093	+	48388281	1.0	1.0
gene:TraesCS3A03G0173100	Chr3A	51249721	51256076	-	51252898	Chr3A	48388017	48394372	-	48391194	1.0	1.0
gene:TraesCS3A03G0173200	Chr3A	51256356	51261420	-	51258888	Chr3A	48394652	48399716	-	48397184	1.0	1.0
gene:TraesCS3A03G0173900	Chr3A	51295853	51297275	+	51296564	Chr3A	48433961	48435383	+	48434672	1.0	1.0
gene:TraesCS3A03G0174000	Chr3A	51311715	51321811	-	51316763	Chr3A	48449847	48459945	-	48454896	1.0	1.0
gene:TraesCS3A03G0174500	Chr3A	51638547	51650315	+	51644431	Chr3A	48775998	48787766	+	48781882	1.0	1.0
gene:TraesCS3A03G0174600	Chr3A	51739108	51741571	+	51740339	Chr3A	48876582	48879045	+	48877813	1.0	1.0
gene:TraesCS3A03G0174700	Chr3A	51758766	51761123	+	51759944	Chr3A	48896250	48898607	+	48897428	1.0	1.0
gene:TraesCS3A03G0174900	Chr3A	51765621	51766541	-	51766081	Chr3A	48903105	48904025	-	48903565	1.0	1.0
gene:TraesCS3A03G0175600	Chr3A	52051899	52052187	+	52052043	Chr3A	49188919	49189207	+	49189063	1.0	1.0
gene:TraesCS3A03G0175900	Chr3A	52105150	52108426	-	52106788	Chr3A	49242186	49245462	-	49243824	1.0	1.0
gene:TraesCS3A03G0176000	Chr3A	52123033	52130495	-	52126764	Chr3A	49260087	49267549	-	49263818	1.0	1.0
gene:TraesCS3A03G0176200	Chr3A	52164863	52165274	-	52165068	Chr3A	49301920	49302331	-	49302125	1.0	1.0
gene:TraesCS3A03G0177700	Chr3A	52269987	52270377	+	52270182	Chr3A	49407052	49407442	+	49407247	1.0	1.0
gene:TraesCS3A03G0178000	Chr3A	52271314	52272066	+	52271690	Chr3A	49408379	49409131	+	49408755	1.0	1.0
gene:TraesCS3A03G0178800	Chr3A	52300324	52303116	-	52301720	Chr3A	49437381	49440173	-	49438777	1.0	1.0
gene:TraesCS3A03G0179200	Chr3A	52558065	52559045	-	52558555	Chr3A	49694842	49695822	-	49695332	1.0	1.0
gene:TraesCS3A03G0179800	Chr3A	52697510	52701937	-	52699723	Chr3A	49834096	49838523	-	49836309	1.0	1.0
gene:TraesCS3A03G0179900	Chr3A	52725714	52726539	-	52726126	Chr3A	49862300	49863125	-	49862712	1.0	1.0
gene:TraesCS3A03G0180000	Chr3A	52768750	52771126	-	52769938	Chr3A	49905447	49907823	-	49906635	1.0	1.0
gene:TraesCS3A03G0180100	Chr3A	52796659	52797164	-	52796911	Chr3A	49933356	49933861	-	49933608	1.0	1.0
gene:TraesCS3A03G0180300	Chr3A	52807462	52809664	+	52808563	Chr3A	49943969	49946171	+	49945070	1.0	1.0
gene:TraesCS3A03G0180500	Chr3A	52897828	52903939	-	52900883	Chr3A	50034089	50040200	-	50037144	1.0	0.998
gene:TraesCS3A03G0180600	Chr3A	52904428	52905031	-	52904729	Chr3A	50040689	50041292	-	50040990	1.0	1.0
gene:TraesCS3A03G0180700	Chr3A	52905599	52908739	-	52907169	Chr3A	50041860	50045000	-	50043430	1.0	1.0
gene:TraesCS3A03G0180800	Chr3A	52937527	52942244	+	52939885	Chr3A	50119661	50124353	+	50122007	1.0	0.999
gene:TraesCS3A03G0181000	Chr3A	53028318	53033855	+	53031086	Chr3A	50164222	50170075	+	50167148	1.0	1.0
gene:TraesCS3A03G0181200	Chr3A	53074149	53079987	+	53077068	Chr3A	50210374	50216209	+	50213291	1.0	0.999
gene:TraesCS3A03G0181900	Chr3A	53334595	53338202	+	53336398	Chr3A	50518197	50521804	+	50520000	1.0	0.994
gene:TraesCS3A03G0182200	Chr3A	53481085	53486287	-	53483686	Chr3A	50663491	50668693	-	50666092	1.0	1.0
gene:TraesCS3A03G0182300	Chr3A	53501962	53503729	+	53502845	Chr3A	50684368	50686135	+	50685251	1.0	1.0
gene:TraesCS3A03G0182500	Chr3A	53507593	53509786	-	53508689	Chr3A	50689998	50692191	-	50691094	1.0	1.0
gene:TraesCS3A03G0182600	Chr3A	53513611	53515357	+	53514484	Chr3A	50696016	50697762	+	50696889	1.0	1.0
gene:TraesCS3A03G0182700	Chr3A	53515779	53520366	-	53518072	Chr3A	50698185	50702772	-	50700478	1.0	1.0
gene:TraesCS3A03G0183300	Chr3A	53554352	53555031	-	53554691	Chr3A	50736772	50737451	-	50737111	1.0	1.0
gene:TraesCS3A03G0183400	Chr3A	53590796	53591978	-	53591387	Chr3A	50773224	50774406	-	50773815	1.0	1.0
gene:TraesCS3A03G0183700	Chr3A	53620924	53622989	-	53621956	Chr3A	50803355	50805420	-	50804387	1.0	0.999
gene:TraesCS3A03G0183800	Chr3A	53629784	53632368	-	53631076	Chr3A	50812214	50814798	-	50813506	1.0	1.0
gene:TraesCS3A03G0183900	Chr3A	53639746	53642294	-	53641020	Chr3A	50822175	50824723	-	50823449	1.0	1.0
gene:TraesCS3A03G0184100	Chr3A	53711390	53713437	-	53712413	Chr3A	50893879	50895926	-	50894902	1.0	1.0
gene:TraesCS3A03G0184200	Chr3A	53850135	53852647	-	53851391	Chr3A	51031848	51034360	-	51033104	1.0	1.0
gene:TraesCS3A03G0184500	Chr3A	53855642	53858010	+	53856826	Chr3A	51037355	51039723	+	51038539	1.0	1.0
gene:TraesCS3A03G0184600	Chr3A	53862922	53863482	+	53863202	Chr3A	51044640	51045200	+	51044920	1.0	1.0
gene:TraesCS3A03G0184800	Chr3A	53864888	53865106	+	53864997	Chr3A	51046606	51046824	+	51046715	1.0	1.0
gene:TraesCS3A03G0184900	Chr3A	53865367	53869578	-	53867472	Chr3A	51047085	51051296	-	51049190	1.0	1.0
gene:TraesCS3A03G0185000	Chr3A	54034712	54037603	+	54036157	Chr3A	51216430	51219321	+	51217875	1.0	1.0
gene:TraesCS3A03G0185400	Chr3A	54119432	54121088	-	54120260	Chr3A	51300970	51302626	-	51301798	1.0	1.0
gene:TraesCS3A03G0185600	Chr3A	54125374	54129208	-	54127291	Chr3A	51306912	51310746	-	51308829	1.0	0.999
gene:TraesCS3A03G0185900	Chr3A	54529706	54530903	-	54530304	Chr3A	51711468	51712665	-	51712066	1.0	1.0
gene:TraesCS3A03G0186600	Chr3A	54581392	54582602	-	54581997	Chr3A	51763146	51764356	-	51763751	1.0	1.0
gene:TraesCS3A03G0186800	Chr3A	54622389	54623336	-	54622862	Chr3A	51804194	51805141	-	51804667	1.0	1.0
gene:TraesCS3A03G0187500	Chr3A	54762199	54766400	-	54764299	Chr3A	51944181	51948382	-	51946281	1.0	1.0
gene:TraesCS3A03G0187700	Chr3A	54948296	54951510	+	54949903	Chr3A	52130364	52133578	+	52131971	1.0	1.0
gene:TraesCS3A03G0187800	Chr3A	54950984	54953005	-	54951994	Chr3A	52133052	52135073	-	52134062	1.0	1.0
gene:TraesCS3A03G0187900	Chr3A	54954594	54956724	-	54955659	Chr3A	52136453	52138584	-	52137518	1.0	0.999
gene:TraesCS3A03G0188000	Chr3A	54959524	54962352	-	54960938	Chr3A	52141384	52144212	-	52142798	1.0	1.0
gene:TraesCS3A03G0188100	Chr3A	55097423	55099455	+	55098439	Chr3A	52277971	52280003	+	52278987	1.0	0.999
gene:TraesCS3A03G0188400	Chr3A	55167686	55168980	-	55168333	Chr3A	52348232	52349526	-	52348879	1.0	1.0
gene:TraesCS3A03G0188500	Chr3A	55171321	55172356	-	55171838	Chr3A	52351867	52352902	-	52352384	1.0	1.0
gene:TraesCS3A03G0188600	Chr3A	55176395	55178857	-	55177626	Chr3A	52356941	52359403	-	52358172	1.0	1.0
gene:TraesCS3A03G0189000	Chr3A	55231758	55237293	-	55234525	Chr3A	52411736	52417271	-	52414503	1.0	0.999
gene:TraesCS3A03G0189400	Chr3A	55324120	55329094	+	55326607	Chr3A	52503281	52508255	+	52505768	1.0	0.999
gene:TraesCS3A03G0189600	Chr3A	55328580	55332808	-	55330694	Chr3A	52507741	52511969	-	52509855	1.0	0.999
gene:TraesCS3A03G0189800	Chr3A	55338364	55342372	-	55340368	Chr3A	52517062	52521070	-	52519066	1.0	1.0
gene:TraesCS3A03G0190200	Chr3A	55378764	55380648	-	55379706	Chr3A	52557263	52559147	-	52558205	1.0	1.0
gene:TraesCS3A03G0190400	Chr3A	55516568	55548928	+	55532748	Chr3A	52694745	52726509	+	52710627	1.0	1.0
gene:TraesCS3A03G0191500	Chr3A	55776806	55777642	+	55777224	Chr3A	52951028	52951864	+	52951446	1.0	1.0
gene:TraesCS3A03G0191600	Chr3A	55794863	55798394	-	55796628	Chr3A	52969149	52972680	-	52970914	1.0	1.0
gene:TraesCS3A03G0191900	Chr3A	55851155	55855331	-	55853243	Chr3A	53024919	53029097	-	53027008	1.0	1.0
gene:TraesCS3A03G0192000	Chr3A	56127254	56129308	-	56128281	Chr3A	53290079	53292133	-	53291106	1.0	1.0
gene:TraesCS3A03G0192200	Chr3A	56137336	56140588	+	56138962	Chr3A	53300161	53303413	+	53301787	1.0	1.0
gene:TraesCS3A03G0192400	Chr3A	56144159	56144995	-	56144577	Chr3A	53306984	53307820	-	53307402	1.0	1.0
gene:TraesCS3A03G0192500	Chr3A	56158930	56161839	+	56160384	Chr3A	53321316	53324225	+	53322770	1.0	1.0
gene:TraesCS3A03G0192600	Chr3A	56164438	56165185	+	56164811	Chr3A	53326824	53327571	+	53327197	1.0	1.0
gene:TraesCS3A03G0192700	Chr3A	56262378	56262710	+	56262544	Chr3A	53423627	53423959	+	53423793	1.0	1.0
gene:TraesCS3A03G0192800	Chr3A	56554235	56561261	+	56557748	Chr3A	53715357	53722383	+	53718870	1.0	1.0
gene:TraesCS3A03G0192900	Chr3A	56562034	56566150	-	56564092	Chr3A	53723156	53727272	-	53725214	1.0	1.0
gene:TraesCS3A03G0193000	Chr3A	56636295	56639356	-	56637825	Chr3A	53796680	53799741	-	53798210	1.0	1.0
gene:TraesCS3A03G0193100	Chr3A	56640326	56646860	-	56643593	Chr3A	53800711	53807245	-	53803978	1.0	1.0
gene:TraesCS3A03G0193200	Chr3A	56647079	56650804	-	56648941	Chr3A	53807464	53811189	-	53809326	1.0	1.0
gene:TraesCS3A03G0193400	Chr3A	56809706	56810352	-	56810029	Chr3A	53969120	53969766	-	53969443	1.0	0.998
gene:TraesCS3A03G0193500	Chr3A	56810625	56811994	-	56811309	Chr3A	53970039	53971408	-	53970723	1.0	0.999
gene:TraesCS3A03G0193700	Chr3A	56816065	56818677	+	56817371	Chr3A	53975353	53977965	+	53976659	1.0	1.0
gene:TraesCS3A03G0193800	Chr3A	56818399	56822068	-	56820233	Chr3A	53977687	53981356	-	53979521	1.0	1.0
gene:TraesCS3A03G0193900	Chr3A	56829394	56830170	+	56829782	Chr3A	53988699	53989475	+	53989087	1.0	1.0
gene:TraesCS3A03G0194100	Chr3A	57005345	57006601	+	57005973	Chr3A	54164694	54165950	+	54165322	1.0	1.0
gene:TraesCS3A03G0194200	Chr3A	57081581	57089667	+	57085624	Chr3A	54240912	54248998	+	54244955	1.0	1.0
gene:TraesCS3A03G0194300	Chr3A	57147161	57147865	+	57147513	Chr3A	54306472	54307176	+	54306824	1.0	0.998
gene:TraesCS3A03G0194700	Chr3A	57173747	57175663	+	57174705	Chr3A	54333035	54334951	+	54333993	1.0	1.0
gene:TraesCS3A03G0194800	Chr3A	57175873	57177002	+	57176437	Chr3A	54335161	54336290	+	54335725	1.0	1.0
gene:TraesCS3A03G0195200	Chr3A	57187065	57187268	+	57187166	Chr3A	54346353	54346556	+	54346454	1.0	1.0
gene:TraesCS3A03G0195300	Chr3A	57189785	57189988	+	57189886	Chr3A	54349073	54349276	+	54349174	1.0	1.0
gene:TraesCS3A03G0195400	Chr3A	57260554	57260757	+	57260655	Chr3A	54419897	54420100	+	54419998	1.0	1.0
gene:TraesCS3A03G0195500	Chr3A	57263423	57263626	+	57263524	Chr3A	54422766	54422969	+	54422867	1.0	1.0
gene:TraesCS3A03G0195600	Chr3A	57268322	57268525	+	57268423	Chr3A	54427665	54427868	+	54427766	1.0	1.0
gene:TraesCS3A03G0195700	Chr3A	57356869	57357072	+	57356970	Chr3A	54516244	54516447	+	54516345	1.0	1.0
gene:TraesCS3A03G0196000	Chr3A	57420797	57421252	-	57421024	Chr3A	54580188	54580643	-	54580415	1.0	1.0
gene:TraesCS3A03G0196100	Chr3A	57424812	57434875	-	57429843	Chr3A	54584203	54594266	-	54589234	1.0	1.0
gene:TraesCS3A03G0196200	Chr3A	57498251	57506714	+	57502482	Chr3A	54657467	54665930	+	54661698	1.0	0.999
gene:TraesCS3A03G0196400	Chr3A	57561129	57561807	+	57561468	Chr3A	54720412	54721090	+	54720751	1.0	1.0
gene:TraesCS3A03G0196500	Chr3A	57565393	57571371	+	57568382	Chr3A	54724676	54730654	+	54727665	1.0	1.0
gene:TraesCS3A03G0196900	Chr3A	57601913	57607176	+	57604544	Chr3A	54753753	54759015	+	54756384	1.0	1.0
gene:TraesCS3A03G0197100	Chr3A	57626006	57626935	-	57626470	Chr3A	54779473	54780402	-	54779937	1.0	0.998
gene:TraesCS3A03G0197300	Chr3A	57636623	57637547	-	57637085	Chr3A	54790095	54791019	-	54790557	1.0	0.998
gene:TraesCS3A03G0197500	Chr3A	57654029	57656733	-	57655381	Chr3A	54807519	54810235	-	54808877	1.0	1.0
gene:TraesCS3A03G0197600	Chr3A	57671023	57675032	+	57673027	Chr3A	54824546	54828554	+	54826550	1.0	0.999
gene:TraesCS3A03G0197900	Chr3A	57688056	57696267	+	57692161	Chr3A	54841559	54849770	+	54845664	1.0	1.0
gene:TraesCS3A03G0198000	Chr3A	57784292	57788204	+	57786248	Chr3A	54937803	54941715	+	54939759	1.0	1.0
gene:TraesCS3A03G0198600	Chr3A	57887446	57888823	+	57888134	Chr3A	55041164	55042541	+	55041852	1.0	1.0
gene:TraesCS3A03G0199000	Chr3A	57920080	57922816	+	57921448	Chr3A	55073816	55076552	+	55075184	1.0	1.0
gene:TraesCS3A03G0199200	Chr3A	57964513	57966990	+	57965751	Chr3A	55118254	55120731	+	55119492	1.0	1.0
gene:TraesCS3A03G0200000	Chr3A	58014042	58017362	-	58015702	Chr3A	55167797	55171117	-	55169457	1.0	0.999
gene:TraesCS3A03G0200200	Chr3A	58105240	58107119	-	58106179	Chr3A	55258744	55260623	-	55259683	1.0	1.0
gene:TraesCS3A03G0200300	Chr3A	58118513	58120326	-	58119419	Chr3A	55272028	55273841	-	55272934	1.0	1.0
gene:TraesCS3A03G0200600	Chr3A	58177014	58180205	+	58178609	Chr3A	55336218	55339374	+	55337796	0.98	0.975
gene:TraesCS3A03G0201000	Chr3A	58206577	58212070	+	58209323	Chr3A	55351627	55357057	+	55354342	0.983	0.979
gene:TraesCS3A03G0201100	Chr3A	58215351	58215650	+	58215500	Chr3A	55360306	55360605	+	55360455	1.0	1.0
gene:TraesCS3A03G0201600	Chr3A	58258102	58262169	-	58260135	Chr3A	55402586	55406652	-	55404619	1.0	0.998
gene:TraesCS3A03G0201700	Chr3A	58262375	58265122	+	58263748	Chr3A	55406872	55409617	+	55408244	1.0	0.981
gene:TraesCS3A03G0201800	Chr3A	58266932	58273405	+	58270168	Chr3A	55411520	55417970	+	55414745	0.992	0.989
gene:TraesCS3A03G0201900	Chr3A	58275258	58285203	+	58280230	Chr3A	55419842	55429828	+	55424835	1.0	0.996
gene:TraesCS3A03G0202000	Chr3A	58289234	58294183	-	58291708	Chr3A	55433871	55438680	-	55436275	1.0	0.995
gene:TraesCS3A03G0202200	Chr3A	58296337	58298615	-	58297476	Chr3A	55440835	55443123	-	55441979	0.999	0.99
gene:TraesCS3A03G0202400	Chr3A	58300675	58304303	-	58302489	Chr3A	55444672	55448328	-	55446500	0.997	0.982
gene:TraesCS3A03G0202500	Chr3A	58305559	58308381	+	58306970	Chr3A	55449582	55452404	+	55450993	1.0	0.999
gene:TraesCS3A03G0202700	Chr3A	58345337	58349958	-	58347647	Chr3A	55466934	55471582	-	55469258	1.0	0.993
gene:TraesCS3A03G0202900	Chr3A	58359991	58361996	-	58360993	Chr3A	55481690	55483695	-	55482692	1.0	0.998
gene:TraesCS3A03G0204500	Chr3A	58859592	58860349	+	58859970	Chr3A	55974500	55975257	+	55974878	1.0	0.996
gene:TraesCS3A03G0204900	Chr3A	59073720	59077892	-	59075806	Chr3A	56182458	56186631	-	56184544	1.0	0.999
gene:TraesCS3A03G0205100	Chr3A	59224553	59227664	-	59226108	Chr3A	56335651	56338762	-	56337206	1.0	0.998
gene:TraesCS3A03G0205600	Chr3A	59314749	59319312	+	59317030	Chr3A	56402272	56406840	+	56404556	1.0	0.999
gene:TraesCS3A03G0205700	Chr3A	59809064	59820690	+	59814877	Chr3A	56883460	56895080	+	56889270	1.0	0.998
gene:TraesCS3A03G0206000	Chr3A	59890788	59904688	+	59897738	Chr3A	56956525	56970422	+	56963473	1.0	0.998
gene:TraesCS3A03G0206100	Chr3A	59913120	59915018	+	59914069	Chr3A	56979562	56981461	+	56980511	1.0	0.998
gene:TraesCS3A03G0206500	Chr3A	60186823	60189201	+	60188012	Chr3A	57261598	57263926	+	57262762	1.0	0.997
gene:TraesCS3A03G0206600	Chr3A	60203138	60204486	-	60203812	Chr3A	57284753	57286102	-	57285427	1.0	0.998
gene:TraesCS3A03G0206800	Chr3A	60334505	60335715	-	60335110	Chr3A	57431059	57432269	-	57431664	1.0	0.995
gene:TraesCS3A03G0206900	Chr3A	60385260	60386505	-	60385882	Chr3A	57495919	57497125	-	57496522	0.965	0.961
gene:TraesCS3A03G0207000	Chr3A	60408396	60409407	-	60408901	Chr3A	57518859	57519885	-	57519372	1.0	0.977
gene:TraesCS3A03G0207500	Chr3A	60572964	60574475	+	60573719	Chr3A	57687785	57689296	+	57688540	1.0	0.997
gene:TraesCS3A03G0207800	Chr3A	60580008	60580586	+	60580297	Chr3A	57694691	57695269	+	57694980	1.0	1.0
gene:TraesCS3A03G0207900	Chr3A	60583679	60584437	+	60584058	Chr3A	57698356	57699114	+	57698735	1.0	0.996
gene:TraesCS3A03G0208500	Chr3A	60622103	60622826	+	60622464	Chr3A	57750227	57750950	+	57750588	1.0	0.993
gene:TraesCS3A03G0208600	Chr3A	60630580	60631320	+	60630950	Chr3A	57758568	57759308	+	57758938	1.0	0.997
gene:TraesCS3A03G0208800	Chr3A	60676176	60677363	+	60676769	Chr3A	57788233	57789420	+	57788826	1.0	1.0
gene:TraesCS3A03G0209000	Chr3A	60811846	60812082	-	60811964	Chr3A	57925715	57925951	-	57925833	1.0	1.0
gene:TraesCS3A03G0209100	Chr3A	60818963	60820811	-	60819887	Chr3A	57932833	57934681	-	57933757	1.0	1.0
gene:TraesCS3A03G0209200	Chr3A	60824611	60829969	-	60827290	Chr3A	57938477	57943835	-	57941156	1.0	0.997
gene:TraesCS3A03G0209300	Chr3A	60849286	60850930	+	60850108	Chr3A	57963182	57964826	+	57964004	1.0	1.0
gene:TraesCS3A03G0209500	Chr3A	60879241	60881889	-	60880565	Chr3A	57992879	57995527	-	57994203	1.0	1.0
gene:TraesCS3A03G0209600	Chr3A	60882424	60883465	+	60882944	Chr3A	57996062	57997103	+	57996582	1.0	1.0
gene:TraesCS3A03G0209700	Chr3A	60884397	60889547	-	60886972	Chr3A	57998035	58003185	-	58000610	1.0	0.999
gene:TraesCS3A03G0209900	Chr3A	61001724	61003497	+	61002610	Chr3A	58114517	58116290	+	58115403	1.0	1.0
gene:TraesCS3A03G0210000	Chr3A	61020044	61023886	-	61021965	Chr3A	58132837	58136679	-	58134758	1.0	1.0
gene:TraesCS3A03G0210100	Chr3A	61054296	61058190	-	61056243	Chr3A	58167093	58170987	-	58169040	1.0	0.999
gene:TraesCS3A03G0210200	Chr3A	61072086	61075991	-	61074038	Chr3A	58184896	58188801	-	58186848	1.0	1.0
gene:TraesCS3A03G0210800	Chr3A	61230851	61231315	+	61231083	Chr3A	58391801	58392265	+	58392033	1.0	0.995
gene:TraesCS3A03G0211300	Chr3A	61255545	61260578	+	61258061	Chr3A	58408062	58413096	+	58410579	1.0	0.997
gene:TraesCS3A03G0211600	Chr3A	61599783	61604989	+	61602386	Chr3A	58772102	58777326	+	58774714	1.0	0.996
gene:TraesCS3A03G0212000	Chr3A	61696740	61701786	-	61699263	Chr3A	58862921	58868227	-	58865574	0.979	0.977
gene:TraesCS3A03G0212100	Chr3A	61702772	61705476	-	61704124	Chr3A	58869174	58871863	-	58870518	0.99	0.989
gene:TraesCS3A03G0212300	Chr3A	61725360	61729822	+	61727591	Chr3A	58898170	58902632	+	58900401	1.0	0.997
gene:TraesCS3A03G0212400	Chr3A	61731339	61734623	+	61732981	Chr3A	58904147	58907455	+	58905801	1.0	0.983
gene:TraesCS3A03G0212600	Chr3A	61822189	61822707	-	61822448	Chr3A	58976261	58976778	-	58976519	0.998	0.996
gene:TraesCS3A03G0212700	Chr3A	61830106	61833846	-	61831976	Chr3A	58984295	58988035	-	58986165	1.0	0.995
gene:TraesCS3A03G0213000	Chr3A	61860873	61863694	+	61862283	Chr3A	59006396	59009216	+	59007806	1.0	0.996
gene:TraesCS3A03G0213100	Chr3A	61864874	61867169	+	61866021	Chr3A	59010295	59012590	+	59011442	1.0	0.999
gene:TraesCS3A03G0213900	Chr3A	62813527	62820647	+	62817087	Chr3A	59951513	59958633	+	59955073	1.0	1.0
gene:TraesCS3A03G0214000	Chr3A	62825699	62826873	-	62826286	Chr3A	59963690	59964864	-	59964277	1.0	1.0
gene:TraesCS3A03G0214100	Chr3A	62836684	62839908	-	62838296	Chr3A	59974650	59977874	-	59976262	1.0	1.0
gene:TraesCS3A03G0215100	Chr3A	63451147	63454666	+	63452906	Chr3A	60580648	60584167	+	60582407	1.0	0.999
gene:TraesCS3A03G0215300	Chr3A	63457539	63461641	+	63459590	Chr3A	60587041	60591143	+	60589092	1.0	0.999
gene:TraesCS3A03G0215600	Chr3A	63462061	63465338	-	63463699	Chr3A	60591563	60594840	-	60593201	1.0	1.0
gene:TraesCS3A03G0215700	Chr3A	63515754	63516664	+	63516209	Chr3A	60644620	60645530	+	60645075	1.0	1.0
gene:TraesCS3A03G0215800	Chr3A	63560655	63561390	-	63561022	Chr3A	60688911	60689646	-	60689278	1.0	0.993
gene:TraesCS3A03G0215900	Chr3A	63562295	63564422	-	63563358	Chr3A	60690546	60692673	-	60691609	1.0	1.0
gene:TraesCS3A03G0216000	Chr3A	63565663	63568718	-	63567190	Chr3A	60693914	60696969	-	60695441	1.0	1.0
gene:TraesCS3A03G0216100	Chr3A	63574181	63576964	-	63575572	Chr3A	60701986	60704769	-	60703377	1.0	1.0
gene:TraesCS3A03G0216200	Chr3A	63767655	63769028	-	63768341	Chr3A	60896915	60898288	-	60897601	1.0	1.0
gene:TraesCS3A03G0216300	Chr3A	63773666	63775364	+	63774515	Chr3A	60902926	60904624	+	60903775	1.0	1.0
gene:TraesCS3A03G0216500	Chr3A	63817195	63817656	-	63817425	Chr3A	60946428	60946889	-	60946658	1.0	1.0
gene:TraesCS3A03G0216600	Chr3A	63818797	63820105	+	63819451	Chr3A	60948030	60949338	+	60948684	1.0	1.0
gene:TraesCS3A03G0217000	Chr3A	63856684	63860018	+	63858351	Chr3A	60994718	60998052	+	60996385	1.0	1.0
gene:TraesCS3A03G0217100	Chr3A	63860796	63861691	-	63861243	Chr3A	60998830	60999725	-	60999277	1.0	1.0
gene:TraesCS3A03G0217200	Chr3A	63869996	63871363	+	63870679	Chr3A	61008032	61009399	+	61008715	1.0	1.0
gene:TraesCS3A03G0217400	Chr3A	63942605	63943387	+	63942996	Chr3A	61080656	61081438	+	61081047	1.0	1.0
gene:TraesCS3A03G0217500	Chr3A	63944126	63948953	-	63946539	Chr3A	61082177	61087004	-	61084590	1.0	0.999
gene:TraesCS3A03G0217600	Chr3A	63955583	63960169	-	63957876	Chr3A	61093634	61098220	-	61095927	1.0	1.0
gene:TraesCS3A03G0217700	Chr3A	64220938	64221834	-	64221386	Chr3A	61358543	61359439	-	61358991	1.0	1.0
gene:TraesCS3A03G0217800	Chr3A	64288127	64292399	+	64290263	Chr3A	61425718	61429990	+	61427854	1.0	1.0
gene:TraesCS3A03G0217900	Chr3A	64398028	64400044	+	64399036	Chr3A	61535614	61537630	+	61536622	1.0	1.0
gene:TraesCS3A03G0218000	Chr3A	64400985	64408986	-	64404985	Chr3A	61538572	61546569	-	61542570	1.0	1.0
gene:TraesCS3A03G0218100	Chr3A	64409779	64411623	-	64410701	Chr3A	61547362	61549206	-	61548284	1.0	1.0
gene:TraesCS3A03G0218200	Chr3A	64430178	64442473	+	64436325	Chr3A	61567762	61580057	+	61573909	1.0	0.999
gene:TraesCS3A03G0218500	Chr3A	64661393	64665236	+	64663314	Chr3A	61798564	61802407	+	61800485	1.0	1.0
gene:TraesCS3A03G0218600	Chr3A	64667099	64668656	-	64667877	Chr3A	61804270	61805827	-	61805048	1.0	1.0
gene:TraesCS3A03G0218700	Chr3A	64669641	64676843	-	64673242	Chr3A	61806812	61813201	-	61810006	0.965	0.965
gene:TraesCS3A03G0218800	Chr3A	64684343	64685876	-	64685109	Chr3A	61817633	61819166	-	61818399	1.0	1.0
gene:TraesCS3A03G0218900	Chr3A	64687725	64690744	-	64689234	Chr3A	61821015	61824034	-	61822524	1.0	1.0
gene:TraesCS3A03G0219000	Chr3A	64697816	64698280	-	64698048	Chr3A	61831106	61831570	-	61831338	1.0	1.0
gene:TraesCS3A03G0219400	Chr3A	65110033	65113096	+	65111564	Chr3A	62242511	62245275	+	62243893	1.0	1.0
gene:TraesCS3A03G0219500	Chr3A	65160020	65163435	+	65161727	Chr3A	62292168	62295583	+	62293875	1.0	0.999
gene:TraesCS3A03G0219600	Chr3A	65169155	65175345	-	65172250	Chr3A	62301317	62307509	-	62304413	1.0	0.999
gene:TraesCS3A03G0220500	Chr3A	65721410	65725813	-	65723611	Chr3A	62852846	62857249	-	62855047	1.0	0.999
gene:TraesCS3A03G0220600	Chr3A	65728182	65734675	-	65731428	Chr3A	62859618	62866111	-	62862864	1.0	1.0
gene:TraesCS3A03G0220700	Chr3A	65738900	65739445	+	65739172	Chr3A	62870337	62870882	+	62870609	1.0	1.0
gene:TraesCS3A03G0220800	Chr3A	65778889	65779682	-	65779285	Chr3A	62908491	62909285	-	62908888	1.0	0.998
gene:TraesCS3A03G0220900	Chr3A	65781042	65783104	+	65782073	Chr3A	62910645	62912707	+	62911676	1.0	1.0
gene:TraesCS3A03G0221000	Chr3A	65810225	65813888	-	65812056	Chr3A	62941051	62944714	-	62942882	1.0	1.0
gene:TraesCS3A03G0221100	Chr3A	65843489	65845443	+	65844466	Chr3A	62974319	62976273	+	62975296	1.0	1.0
gene:TraesCS3A03G0221200	Chr3A	65854692	65858090	-	65856391	Chr3A	62985523	62988921	-	62987222	1.0	1.0
gene:TraesCS3A03G0221400	Chr3A	66075914	66076692	+	66076303	Chr3A	63205701	63206479	+	63206090	1.0	1.0
gene:TraesCS3A03G0221600	Chr3A	66139205	66139884	-	66139544	Chr3A	63268941	63269620	-	63269280	1.0	1.0
gene:TraesCS3A03G0221800	Chr3A	66203667	66204263	-	66203965	Chr3A	63333422	63334018	-	63333720	1.0	1.0
gene:TraesCS3A03G0222100	Chr3A	66324544	66326080	+	66325312	Chr3A	63453965	63455501	+	63454733	1.0	1.0
gene:TraesCS3A03G0222400	Chr3A	66335680	66338728	-	66337204	Chr3A	63464782	63467830	-	63466306	1.0	1.0
gene:TraesCS3A03G0222600	Chr3A	66368013	66368627	+	66368320	Chr3A	63495885	63496499	+	63496192	1.0	1.0
