gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS2D03G0117500	Chr2D	26817132	26820241	-	26818686	Chr2D	26317228	26320337	-	26318782	1.0	1.0
gene:TraesCS2D03G0117600	Chr2D	26823135	26825090	-	26824112	Chr2D	26323254	26325209	-	26324231	1.0	1.0
gene:TraesCS2D03G0118000	Chr2D	26935324	26940431	-	26937877	Chr2D	26436046	26441153	-	26438599	1.0	1.0
gene:TraesCS2D03G0118300	Chr2D	26947065	26947946	-	26947505	Chr2D	26447787	26448668	-	26448227	1.0	1.0
gene:TraesCS2D03G0118400	Chr2D	26955514	26956549	-	26956031	Chr2D	26456240	26457275	-	26456757	1.0	0.999
gene:TraesCS2D03G0118500	Chr2D	26976070	26977232	-	26976651	Chr2D	26476795	26477957	-	26477376	1.0	1.0
gene:TraesCS2D03G0119200	Chr2D	27282030	27283170	-	27282600	Chr2D	26700190	26701330	-	26700760	1.0	1.0
gene:TraesCS2D03G0119300	Chr2D	27286950	27296163	-	27291556	Chr2D	26705110	26714323	-	26709716	1.0	1.0
gene:TraesCS2D03G0119400	Chr2D	27302204	27304051	+	27303127	Chr2D	26720615	26722462	+	26721538	1.0	1.0
gene:TraesCS2D03G0119500	Chr2D	27310938	27312449	+	27311693	Chr2D	26729349	26730860	+	26730104	1.0	1.0
gene:TraesCS2D03G0119600	Chr2D	27314699	27318142	-	27316420	Chr2D	26733110	26736659	-	26734884	1.0	0.945
gene:TraesCS2D03G0119900	Chr2D	27582376	27582950	+	27582663	Chr2D	27000506	27001080	+	27000793	1.0	0.991
gene:TraesCS2D03G0121600	Chr2D	28294035	28296325	-	28295180	Chr2D	27617764	27620054	-	27618909	1.0	0.998
gene:TraesCS2D03G0121700	Chr2D	28300643	28306041	+	28303342	Chr2D	27624372	27629770	+	27627071	1.0	1.0
gene:TraesCS2D03G0121800	Chr2D	28304132	28315137	-	28309634	Chr2D	27627861	27638977	-	27633419	1.0	1.0
gene:TraesCS2D03G0123100	Chr2D	28447782	28448297	+	28448039	Chr2D	27774054	27774569	+	27774311	1.0	1.0
gene:TraesCS2D03G0123200	Chr2D	28448699	28454326	-	28451512	Chr2D	27774971	27780696	-	27777833	1.0	1.0
gene:TraesCS2D03G0123700	Chr2D	28479727	28483254	+	28481490	Chr2D	27807210	27810737	+	27808973	1.0	1.0
gene:TraesCS2D03G0123800	Chr2D	28483666	28485324	-	28484495	Chr2D	27811149	27812807	-	27811978	1.0	1.0
gene:TraesCS2D03G0124200	Chr2D	28505478	28507411	-	28506444	Chr2D	27835090	27837023	-	27836056	1.0	1.0
gene:TraesCS2D03G0124300	Chr2D	28559400	28568139	-	28563769	Chr2D	27896169	27904908	-	27900538	1.0	1.0
gene:TraesCS2D03G0125300	Chr2D	29029959	29031151	+	29030555	Chr2D	28346301	28347493	+	28346897	1.0	1.0
gene:TraesCS2D03G0125400	Chr2D	29041605	29047185	-	29044395	Chr2D	28357811	28363193	-	28360502	1.0	1.0
gene:TraesCS2D03G0125500	Chr2D	29220772	29233782	+	29227277	Chr2D	28536174	28548840	+	28542507	1.0	1.0
gene:TraesCS2D03G0125600	Chr2D	29234894	29235229	+	29235061	Chr2D	28549952	28550287	+	28550119	1.0	1.0
gene:TraesCS2D03G0125700	Chr2D	29243970	29246320	+	29245145	Chr2D	28559028	28561378	+	28560203	1.0	1.0
gene:TraesCS2D03G0125800	Chr2D	29285576	29287794	+	29286685	Chr2D	28607879	28610097	+	28608988	1.0	1.0
gene:TraesCS2D03G0125900	Chr2D	29291352	29295186	+	29293269	Chr2D	28613655	28617489	+	28615572	1.0	1.0
gene:TraesCS2D03G0126000	Chr2D	29298235	29302597	+	29300416	Chr2D	28620540	28624903	+	28622721	1.0	1.0
gene:TraesCS2D03G0126200	Chr2D	29427292	29435032	+	29431162	Chr2D	28741380	28749458	+	28745419	1.0	1.0
gene:TraesCS2D03G0126300	Chr2D	29457824	29459362	-	29458593	Chr2D	28772634	28774172	-	28773403	1.0	1.0
gene:TraesCS2D03G0126400	Chr2D	29469414	29472595	-	29471004	Chr2D	28784088	28787269	-	28785678	1.0	1.0
gene:TraesCS2D03G0126500	Chr2D	29496791	29504324	-	29500557	Chr2D	28893404	28900937	-	28897170	1.0	1.0
gene:TraesCS2D03G0126900	Chr2D	29559344	29563928	-	29561636	Chr2D	28956031	28960615	-	28958323	1.0	1.0
gene:TraesCS2D03G0127600	Chr2D	29625056	29628437	-	29626746	Chr2D	29022742	29026123	-	29024432	1.0	1.0
gene:TraesCS2D03G0127800	Chr2D	29730721	29733123	+	29731922	Chr2D	29130638	29131682	+	29131160	0.905	0.905
gene:TraesCS2D03G0127900	Chr2D	29735498	29736561	-	29736029	Chr2D	29134057	29135120	-	29134588	1.0	1.0
gene:TraesCS2D03G0128100	Chr2D	29745662	29746300	-	29745981	Chr2D	29144337	29144975	-	29144656	1.0	1.0
gene:TraesCS2D03G0128200	Chr2D	29751339	29754157	-	29752748	Chr2D	29150014	29152832	-	29151423	1.0	1.0
gene:TraesCS2D03G0128400	Chr2D	29796459	29797937	-	29797198	Chr2D	29195171	29196649	-	29195910	1.0	1.0
gene:TraesCS2D03G0128500	Chr2D	29810233	29811096	+	29810664	Chr2D	29208947	29209810	+	29209378	1.0	1.0
gene:TraesCS2D03G0128700	Chr2D	29826706	29827646	-	29827176	Chr2D	29225842	29226782	-	29226312	1.0	1.0
gene:TraesCS2D03G0128800	Chr2D	29832974	29834398	-	29833686	Chr2D	29232110	29233534	-	29232822	1.0	1.0
gene:TraesCS2D03G0128900	Chr2D	29856431	29857631	-	29857031	Chr2D	29255541	29256741	-	29256141	1.0	1.0
gene:TraesCS2D03G0129100	Chr2D	29861040	29862508	-	29861774	Chr2D	29260150	29261618	-	29260884	1.0	1.0
gene:TraesCS2D03G0129200	Chr2D	29864545	29865687	-	29865116	Chr2D	29263655	29264797	-	29264226	1.0	1.0
gene:TraesCS2D03G0129300	Chr2D	29874664	29876166	-	29875415	Chr2D	29273774	29275276	-	29274525	1.0	1.0
gene:TraesCS2D03G0129500	Chr2D	29879500	29881256	+	29880378	Chr2D	29278575	29280331	+	29279453	1.0	1.0
gene:TraesCS2D03G0129600	Chr2D	29881232	29886112	-	29883672	Chr2D	29280307	29285187	-	29282747	1.0	1.0
gene:TraesCS2D03G0129700	Chr2D	29887653	29890722	-	29889187	Chr2D	29286728	29289798	-	29288263	1.0	1.0
gene:TraesCS2D03G0129800	Chr2D	29892286	29895606	-	29893946	Chr2D	29291362	29294682	-	29293022	1.0	1.0
gene:TraesCS2D03G0130000	Chr2D	29905498	29910037	-	29907767	Chr2D	29305049	29309588	-	29307318	1.0	1.0
gene:TraesCS2D03G0130100	Chr2D	29923138	29927376	-	29925257	Chr2D	29322727	29326965	-	29324846	1.0	1.0
gene:TraesCS2D03G0130200	Chr2D	29928973	29933486	+	29931229	Chr2D	29328562	29333075	+	29330818	1.0	0.999
gene:TraesCS2D03G0130400	Chr2D	29937493	29939110	-	29938301	Chr2D	29337082	29338699	-	29337890	1.0	1.0
gene:TraesCS2D03G0130500	Chr2D	29942406	29944101	-	29943253	Chr2D	29341995	29343690	-	29342842	1.0	1.0
gene:TraesCS2D03G0130600	Chr2D	29952101	29955396	-	29953748	Chr2D	29351693	29354988	-	29353340	1.0	1.0
gene:TraesCS2D03G0130700	Chr2D	29964916	29969952	-	29967434	Chr2D	29364508	29369544	-	29367026	1.0	1.0
gene:TraesCS2D03G0130900	Chr2D	29971149	29975748	-	29973448	Chr2D	29370741	29375340	-	29373040	1.0	1.0
gene:TraesCS2D03G0131000	Chr2D	29978542	29982950	-	29980746	Chr2D	29378134	29382542	-	29380338	1.0	1.0
gene:TraesCS2D03G0131100	Chr2D	30020967	30021662	+	30021314	Chr2D	29431931	29432626	+	29432278	1.0	0.998
gene:TraesCS2D03G0131500	Chr2D	30041172	30043508	-	30042340	Chr2D	29453037	29455373	-	29454205	1.0	1.0
gene:TraesCS2D03G0131700	Chr2D	30052952	30057531	-	30055241	Chr2D	29465219	29469764	-	29467491	0.992	0.992
gene:TraesCS2D03G0131800	Chr2D	30062285	30066777	-	30064531	Chr2D	29474857	29479349	-	29477103	1.0	1.0
gene:TraesCS2D03G0132300	Chr2D	30376277	30378010	+	30377143	Chr2D	29789332	29791065	+	29790198	1.0	1.0
gene:TraesCS2D03G0132400	Chr2D	30383892	30386900	-	30385396	Chr2D	29797172	29800180	-	29798676	1.0	1.0
gene:TraesCS2D03G0132700	Chr2D	30389056	30392959	-	30391007	Chr2D	29802336	29806239	-	29804287	1.0	1.0
gene:TraesCS2D03G0132900	Chr2D	30394477	30397797	-	30396137	Chr2D	29807757	29811077	-	29809417	1.0	1.0
gene:TraesCS2D03G0133000	Chr2D	30519013	30522154	+	30520583	Chr2D	29931203	29934338	+	29932770	0.996	0.996
gene:TraesCS2D03G0133100	Chr2D	30594383	30608175	-	30601279	Chr2D	30007009	30020801	-	30013905	1.0	1.0
gene:TraesCS2D03G0133500	Chr2D	30694030	30694173	-	30694101	Chr2D	30107653	30107796	-	30107724	1.0	1.0
gene:TraesCS2D03G0133600	Chr2D	30698312	30701569	-	30699940	Chr2D	30111935	30115192	-	30113563	1.0	1.0
gene:TraesCS2D03G0133800	Chr2D	30724560	30728191	+	30726375	Chr2D	30138227	30141858	+	30140042	1.0	1.0
gene:TraesCS2D03G0133900	Chr2D	30731252	30732725	+	30731988	Chr2D	30144919	30146392	+	30145655	1.0	1.0
gene:TraesCS2D03G0134000	Chr2D	30737279	30740522	-	30738900	Chr2D	30150609	30153852	-	30152230	1.0	1.0
gene:TraesCS2D03G0134200	Chr2D	30795737	30797432	+	30796584	Chr2D	30216910	30218605	+	30217757	1.0	1.0
gene:TraesCS2D03G0134600	Chr2D	30840411	30853998	-	30847204	Chr2D	30261829	30275418	-	30268623	1.0	1.0
gene:TraesCS2D03G0134700	Chr2D	30862673	30864324	+	30863498	Chr2D	30284093	30285744	+	30284918	1.0	0.995
gene:TraesCS2D03G0134800	Chr2D	30880943	30882801	-	30881872	Chr2D	30302779	30304637	-	30303708	1.0	0.999
gene:TraesCS2D03G0135200	Chr2D	30931100	30932797	+	30931948	Chr2D	30353457	30355154	+	30354305	1.0	1.0
gene:TraesCS2D03G0135500	Chr2D	30950121	30950960	-	30950540	Chr2D	30372329	30373168	-	30372748	1.0	1.0
gene:TraesCS2D03G0136100	Chr2D	31116150	31120944	-	31118547	Chr2D	30555151	30559945	-	30557548	1.0	1.0
gene:TraesCS2D03G0136200	Chr2D	31121021	31126971	+	31123996	Chr2D	30560022	30565972	+	30562997	1.0	1.0
gene:TraesCS2D03G0136300	Chr2D	31129022	31133441	+	31131231	Chr2D	30568230	30572649	+	30570439	1.0	1.0
gene:TraesCS2D03G0136400	Chr2D	31140463	31147823	+	31144143	Chr2D	30579651	30587279	+	30583465	1.0	1.0
gene:TraesCS2D03G0136500	Chr2D	31150200	31151970	-	31151085	Chr2D	30589656	30591426	-	30590541	1.0	0.999
gene:TraesCS2D03G0136600	Chr2D	31246309	31247987	+	31247148	Chr2D	30686439	30688117	+	30687278	1.0	1.0
gene:TraesCS2D03G0136800	Chr2D	31412462	31414806	+	31413634	Chr2D	30853806	30856150	+	30854978	1.0	0.999
gene:TraesCS2D03G0136900	Chr2D	31452923	31455883	+	31454403	Chr2D	30893207	30896167	+	30894687	1.0	0.998
gene:TraesCS2D03G0137000	Chr2D	31463489	31474431	+	31468960	Chr2D	30903727	30914663	+	30909195	1.0	1.0
gene:TraesCS2D03G0137100	Chr2D	31486532	31490214	+	31488373	Chr2D	30926764	30930446	+	30928605	1.0	1.0
gene:TraesCS2D03G0137200	Chr2D	31490819	31493404	-	31492111	Chr2D	30931051	30933636	-	30932343	1.0	1.0
gene:TraesCS2D03G0137800	Chr2D	31644551	31647738	+	31646144	Chr2D	31084639	31087826	+	31086232	1.0	1.0
gene:TraesCS2D03G0137900	Chr2D	31674988	31677058	+	31676023	Chr2D	31114609	31116679	+	31115644	1.0	1.0
gene:TraesCS2D03G0138200	Chr2D	31699093	31704264	+	31701678	Chr2D	31138716	31143887	+	31141301	1.0	1.0
gene:TraesCS2D03G0138700	Chr2D	31794797	31802670	+	31798733	Chr2D	31234546	31242750	+	31238648	1.0	1.0
gene:TraesCS2D03G0138900	Chr2D	31830280	31835135	+	31832707	Chr2D	31271402	31276257	+	31273829	1.0	1.0
gene:TraesCS2D03G0139000	Chr2D	31839208	31840607	-	31839907	Chr2D	31280410	31281809	-	31281109	1.0	1.0
gene:TraesCS2D03G0139300	Chr2D	32050493	32051746	-	32051119	Chr2D	31491722	31492975	-	31492348	1.0	1.0
gene:TraesCS2D03G0139700	Chr2D	32112069	32113330	-	32112699	Chr2D	31553017	31554278	-	31553647	1.0	0.998
gene:TraesCS2D03G0140400	Chr2D	32293114	32294425	-	32293769	Chr2D	31617301	31618612	-	31617956	1.0	1.0
gene:TraesCS2D03G0140600	Chr2D	32300757	32302009	-	32301383	Chr2D	31625045	31626297	-	31625671	1.0	1.0
gene:TraesCS2D03G0140800	Chr2D	32309948	32313253	-	32311600	Chr2D	31634617	31637922	-	31636269	1.0	0.998
gene:TraesCS2D03G0140900	Chr2D	32313673	32325986	-	32319829	Chr2D	31638342	31650597	-	31644469	0.983	0.983
gene:TraesCS2D03G0141000	Chr2D	32389047	32390660	-	32389853	Chr2D	31714261	31715874	-	31715067	1.0	1.0
gene:TraesCS2D03G0141100	Chr2D	32396160	32397494	+	32396827	Chr2D	31721746	31723080	+	31722413	1.0	1.0
gene:TraesCS2D03G0141200	Chr2D	32397525	32403621	-	32400573	Chr2D	31723111	31729207	-	31726159	1.0	0.999
gene:TraesCS2D03G0141300	Chr2D	32419214	32419903	-	32419558	Chr2D	31745322	31746011	-	31745666	1.0	1.0
gene:TraesCS2D03G0141600	Chr2D	32462216	32462893	-	32462554	Chr2D	31788814	31789491	-	31789152	1.0	1.0
gene:TraesCS2D03G0141700	Chr2D	32466506	32471387	-	32468946	Chr2D	31793105	31797986	-	31795545	1.0	1.0
gene:TraesCS2D03G0141800	Chr2D	32483581	32484646	+	32484113	Chr2D	31810176	31811241	+	31810708	1.0	1.0
gene:TraesCS2D03G0142000	Chr2D	32497806	32498467	+	32498136	Chr2D	31824540	31825201	+	31824870	1.0	1.0
gene:TraesCS2D03G0142200	Chr2D	32507480	32510686	-	32509083	Chr2D	31834214	31837420	-	31835817	1.0	1.0
gene:TraesCS2D03G0142400	Chr2D	32517097	32519269	+	32518183	Chr2D	31843831	31846003	+	31844917	1.0	1.0
gene:TraesCS2D03G0142500	Chr2D	32527989	32531629	-	32529809	Chr2D	31854969	31858609	-	31856789	1.0	1.0
gene:TraesCS2D03G0142800	Chr2D	32543444	32550454	-	32546949	Chr2D	31870424	31877432	-	31873928	1.0	0.999
gene:TraesCS2D03G0143000	Chr2D	32607775	32612216	+	32609995	Chr2D	31930423	31934866	+	31932644	1.0	0.992
gene:TraesCS2D03G0143100	Chr2D	32644559	32649565	+	32647062	Chr2D	31941745	31946872	+	31944308	0.997	0.942
gene:TraesCS2D03G0143400	Chr2D	32716318	32720064	+	32718191	Chr2D	32007925	32011614	+	32009769	0.988	0.97
gene:TraesCS2D03G0143500	Chr2D	32721087	32722522	-	32721804	Chr2D	32012688	32014125	-	32013406	1.0	0.986
gene:TraesCS2D03G0143900	Chr2D	32805760	32809958	+	32807859	Chr2D	32221156	32225282	+	32223219	0.988	0.954
gene:TraesCS2D03G0144200	Chr2D	32847172	32848928	+	32848050	Chr2D	32259652	32261414	+	32260533	1.0	0.989
gene:TraesCS2D03G0144400	Chr2D	32992895	32993521	-	32993208	Chr2D	32374789	32375415	-	32375102	1.0	0.995
gene:TraesCS2D03G0144600	Chr2D	33035746	33037192	-	33036469	Chr2D	32413637	32415092	-	32414364	1.0	0.998
gene:TraesCS2D03G0145100	Chr2D	33563825	33565289	+	33564557	Chr2D	32734070	32735534	+	32734802	1.0	0.991
gene:TraesCS2D03G0145200	Chr2D	33565440	33569442	-	33567441	Chr2D	32735686	32739689	-	32737687	1.0	0.997
gene:TraesCS2D03G0145300	Chr2D	33611957	33613490	-	33612723	Chr2D	32787476	32789012	-	32788244	1.0	0.993
gene:TraesCS2D03G0145400	Chr2D	33657938	33659657	-	33658797	Chr2D	32828465	32830184	-	32829324	1.0	0.995
gene:TraesCS2D03G0145600	Chr2D	33788483	33790158	-	33789320	Chr2D	32957670	32959345	-	32958507	1.0	0.999
gene:TraesCS2D03G0145800	Chr2D	33866055	33871782	-	33868918	Chr2D	33063329	33069068	-	33066198	1.0	0.979
gene:TraesCS2D03G0146000	Chr2D	33946570	33949949	-	33948259	Chr2D	33827103	33830511	-	33828807	0.995	0.984
gene:TraesCS2D03G0146100	Chr2D	33956297	33958861	+	33957579	Chr2D	33836605	33839168	+	33837886	1.0	0.991
gene:TraesCS2D03G0146300	Chr2D	33969464	33971017	+	33970240	Chr2D	33848013	33849566	+	33848789	1.0	0.998
gene:TraesCS2D03G0146500	Chr2D	34088296	34091643	-	34089969	Chr2D	33967217	33970555	-	33968886	0.999	0.992
gene:TraesCS2D03G0146600	Chr2D	34095668	34096635	+	34096151	Chr2D	33974312	33975291	+	33974801	1.0	0.985
gene:TraesCS2D03G0146700	Chr2D	34111802	34116218	-	34114010	Chr2D	33989197	33993610	-	33991403	1.0	0.996
gene:TraesCS2D03G0146900	Chr2D	34130997	34131869	-	34131433	Chr2D	34008361	34009241	-	34008801	1.0	0.982
gene:TraesCS2D03G0147100	Chr2D	34210907	34212333	-	34211620	Chr2D	34126042	34127443	-	34126742	0.978	0.964
gene:TraesCS2D03G0147200	Chr2D	34241728	34250589	+	34246158	Chr2D	34157422	34166325	+	34161873	1.0	0.996
gene:TraesCS2D03G0147300	Chr2D	34340403	34344320	+	34342361	Chr2D	34328363	34332282	+	34330322	1.0	0.994
gene:TraesCS2D03G0147400	Chr2D	34353967	34357230	-	34355598	Chr2D	34342637	34345905	-	34344271	1.0	0.994
gene:TraesCS2D03G0147700	Chr2D	34460909	34462339	+	34461624	Chr2D	34467946	34469376	+	34468661	1.0	0.993
gene:TraesCS2D03G0148300	Chr2D	34530001	34532215	+	34531108	Chr2D	34568574	34570788	+	34569681	1.0	1.0
gene:TraesCS2D03G0148400	Chr2D	34532742	34542126	-	34537434	Chr2D	34571315	34580353	-	34575834	0.974	0.974
gene:TraesCS2D03G0148600	Chr2D	34563110	34563691	-	34563400	Chr2D	34602195	34602776	-	34602485	1.0	1.0
gene:TraesCS2D03G0148700	Chr2D	34580428	34581715	-	34581071	Chr2D	34619548	34620835	-	34620191	1.0	0.999
gene:TraesCS2D03G0148900	Chr2D	34600981	34609328	-	34605154	Chr2D	34640087	34648433	-	34644260	0.999	0.994
gene:TraesCS2D03G0149300	Chr2D	34654237	34655918	-	34655077	Chr2D	34702550	34704234	-	34703392	1.0	0.996
gene:TraesCS2D03G0149400	Chr2D	34658291	34659748	+	34659019	Chr2D	34706601	34708058	+	34707329	1.0	0.994
gene:TraesCS2D03G0149600	Chr2D	34899877	34902111	-	34900994	Chr2D	34873906	34875750	-	34874828	0.993	0.925
gene:TraesCS2D03G0150100	Chr2D	35023533	35024765	+	35024149	Chr2D	34988022	34989252	+	34988637	0.995	0.986
gene:TraesCS2D03G0150300	Chr2D	35048961	35053997	+	35051479	Chr2D	35009728	35014756	+	35012242	0.995	0.985
gene:TraesCS2D03G0150400	Chr2D	35054002	35057297	+	35055649	Chr2D	35014761	35018037	+	35016399	0.983	0.976
gene:TraesCS2D03G0150500	Chr2D	35058926	35064340	+	35061633	Chr2D	35019315	35024750	+	35022032	0.993	0.965
gene:TraesCS2D03G0150700	Chr2D	35067300	35069804	+	35068552	Chr2D	35027483	35029976	+	35028729	1.0	0.966
gene:TraesCS2D03G0150800	Chr2D	35220476	35223702	+	35222089	Chr2D	35181193	35184419	+	35182806	1.0	1.0
gene:TraesCS2D03G0150900	Chr2D	35226501	35232053	+	35229277	Chr2D	35187438	35192994	+	35190216	1.0	0.998
gene:TraesCS2D03G0151100	Chr2D	35242916	35246106	-	35244511	Chr2D	35203894	35207084	-	35205489	1.0	1.0
gene:TraesCS2D03G0151200	Chr2D	35250644	35251647	-	35251145	Chr2D	35211730	35212733	-	35212231	1.0	1.0
gene:TraesCS2D03G0151500	Chr2D	35304599	35307714	-	35306156	Chr2D	35266228	35269343	-	35267785	1.0	1.0
gene:TraesCS2D03G0151600	Chr2D	35420210	35422256	-	35421233	Chr2D	35383014	35385060	-	35384037	1.0	1.0
gene:TraesCS2D03G0151700	Chr2D	35473505	35488105	+	35480805	Chr2D	35436314	35451210	+	35443762	1.0	1.0
gene:TraesCS2D03G0152100	Chr2D	35496082	35498722	-	35497402	Chr2D	35459187	35461827	-	35460507	1.0	1.0
gene:TraesCS2D03G0152300	Chr2D	35557661	35567434	+	35562547	Chr2D	35521043	35530816	+	35525929	1.0	1.0
gene:TraesCS2D03G0152900	Chr2D	35621604	35624029	+	35622816	Chr2D	35585183	35587608	+	35586395	1.0	1.0
gene:TraesCS2D03G0153100	Chr2D	35628364	35630660	-	35629512	Chr2D	35591943	35594239	-	35593091	1.0	1.0
gene:TraesCS2D03G0153300	Chr2D	35800134	35802430	+	35801282	Chr2D	35714877	35717173	+	35716025	1.0	1.0
gene:TraesCS2D03G0153600	Chr2D	35835969	35836969	-	35836469	Chr2D	35751278	35752278	-	35751778	1.0	1.0
gene:TraesCS2D03G0154100	Chr2D	35973415	35978494	+	35975954	Chr2D	35890220	35895299	+	35892759	1.0	1.0
gene:TraesCS2D03G0154200	Chr2D	35981779	35982809	+	35982294	Chr2D	35898585	35899615	+	35899100	1.0	1.0
gene:TraesCS2D03G0154300	Chr2D	36033545	36035092	-	36034318	Chr2D	35950263	35951810	-	35951036	1.0	1.0
gene:TraesCS2D03G0154700	Chr2D	36103542	36104926	-	36104234	Chr2D	36021068	36022452	-	36021760	1.0	1.0
gene:TraesCS2D03G0154800	Chr2D	36128513	36129528	-	36129020	Chr2D	36046277	36047292	-	36046784	1.0	1.0
gene:TraesCS2D03G0154900	Chr2D	36132426	36132882	+	36132654	Chr2D	36050190	36050646	+	36050418	1.0	1.0
gene:TraesCS2D03G0155100	Chr2D	36145863	36148541	+	36147202	Chr2D	36063839	36066517	+	36065178	1.0	1.0
gene:TraesCS2D03G0156700	Chr2D	36200698	36201806	+	36201252	Chr2D	36119640	36120748	+	36120194	1.0	1.0
gene:TraesCS2D03G0156800	Chr2D	36204982	36209203	-	36207092	Chr2D	36124238	36128454	-	36126346	0.998	0.997
gene:TraesCS2D03G0157900	Chr2D	36478815	36482914	+	36480864	Chr2D	36399947	36404046	+	36401996	1.0	1.0
gene:TraesCS2D03G0158000	Chr2D	36483066	36485906	+	36484486	Chr2D	36404198	36407038	+	36405618	1.0	1.0
gene:TraesCS2D03G0158100	Chr2D	36513656	36514307	-	36513981	Chr2D	36434790	36435441	-	36435115	1.0	1.0
gene:TraesCS2D03G0158200	Chr2D	36523535	36526710	-	36525122	Chr2D	36445104	36448279	-	36446691	1.0	1.0
gene:TraesCS2D03G0158400	Chr2D	36580547	36583204	+	36581875	Chr2D	36500857	36503514	+	36502185	1.0	1.0
gene:TraesCS2D03G0158600	Chr2D	36592728	36594943	-	36593835	Chr2D	36513038	36515253	-	36514145	1.0	1.0
gene:TraesCS2D03G0158800	Chr2D	36628456	36628723	-	36628589	Chr2D	36548808	36549075	-	36548941	1.0	1.0
gene:TraesCS2D03G0159200	Chr2D	36831987	36833947	+	36832967	Chr2D	36751173	36753133	+	36752153	1.0	1.0
gene:TraesCS2D03G0159800	Chr2D	37141547	37145138	+	37143342	Chr2D	37059746	37063337	+	37061541	1.0	1.0
gene:TraesCS2D03G0159900	Chr2D	37230334	37233900	+	37232117	Chr2D	37148534	37152370	+	37150452	1.0	1.0
gene:TraesCS2D03G0160100	Chr2D	37237852	37238043	+	37237947	Chr2D	37156322	37156513	+	37156417	1.0	1.0
gene:TraesCS2D03G0160000	Chr2D	37237737	37242125	-	37239931	Chr2D	37156207	37160595	-	37158401	1.0	1.0
gene:TraesCS2D03G0160300	Chr2D	37244607	37244798	+	37244702	Chr2D	37163075	37163266	+	37163170	1.0	1.0
gene:TraesCS2D03G0160200	Chr2D	37244488	37248653	-	37246570	Chr2D	37162956	37167121	-	37165038	1.0	1.0
gene:TraesCS2D03G0160400	Chr2D	37249636	37253058	-	37251347	Chr2D	37168104	37171526	-	37169815	1.0	1.0
gene:TraesCS2D03G0160500	Chr2D	37272260	37275524	-	37273892	Chr2D	37191243	37194507	-	37192875	1.0	1.0
gene:TraesCS2D03G0160700	Chr2D	37283013	37284629	-	37283821	Chr2D	37201996	37203612	-	37202804	1.0	1.0
gene:TraesCS2D03G0161300	Chr2D	37330690	37331222	-	37330956	Chr2D	37249723	37250255	-	37249989	1.0	1.0
gene:TraesCS2D03G0161400	Chr2D	37477066	37478883	-	37477974	Chr2D	37397111	37398928	-	37398019	1.0	1.0
gene:TraesCS2D03G0161500	Chr2D	37488384	37489919	-	37489151	Chr2D	37408428	37409963	-	37409195	1.0	1.0
gene:TraesCS2D03G0161600	Chr2D	37506798	37510722	+	37508760	Chr2D	37428924	37432848	+	37430886	1.0	1.0
gene:TraesCS2D03G0162100	Chr2D	37562349	37563757	+	37563053	Chr2D	37483918	37485326	+	37484622	1.0	1.0
gene:TraesCS2D03G0162400	Chr2D	37746927	37757093	-	37752010	Chr2D	37671135	37681301	-	37676218	1.0	1.0
gene:TraesCS2D03G0162600	Chr2D	37775547	37776546	+	37776046	Chr2D	37700099	37701098	+	37700598	1.0	1.0
gene:TraesCS2D03G0162800	Chr2D	37808074	37809155	+	37808614	Chr2D	37732462	37733543	+	37733002	1.0	1.0
gene:TraesCS2D03G0163000	Chr2D	37882808	37883878	+	37883343	Chr2D	37805559	37806629	+	37806094	1.0	1.0
gene:TraesCS2D03G0163100	Chr2D	37922338	37923325	+	37922831	Chr2D	37845756	37846743	+	37846249	1.0	1.0
gene:TraesCS2D03G0163200	Chr2D	37928009	37931152	-	37929580	Chr2D	37851440	37854583	-	37853011	1.0	1.0
gene:TraesCS2D03G0163300	Chr2D	38022105	38028563	+	38025334	Chr2D	37946287	37952745	+	37949516	1.0	1.0
gene:TraesCS2D03G0163400	Chr2D	38034679	38044806	-	38039742	Chr2D	37958877	37969004	-	37963940	1.0	1.0
gene:TraesCS2D03G0163500	Chr2D	38047449	38049785	+	38048617	Chr2D	37971647	37973983	+	37972815	1.0	0.999
gene:TraesCS2D03G0163600	Chr2D	38163215	38167196	+	38165205	Chr2D	38087792	38091765	+	38089778	0.996	0.996
gene:TraesCS2D03G0163800	Chr2D	38170447	38171556	+	38171001	Chr2D	38095016	38096125	+	38095570	1.0	1.0
gene:TraesCS2D03G0164100	Chr2D	38292674	38293778	+	38293226	Chr2D	38217021	38218125	+	38217573	1.0	1.0
gene:TraesCS2D03G0164900	Chr2D	38330824	38331909	-	38331366	Chr2D	38255782	38256867	-	38256324	1.0	1.0
gene:TraesCS2D03G0165000	Chr2D	38334987	38336093	-	38335540	Chr2D	38259945	38261051	-	38260498	1.0	1.0
gene:TraesCS2D03G0165100	Chr2D	38352282	38353631	+	38352956	Chr2D	38277227	38278576	+	38277901	1.0	1.0
gene:TraesCS2D03G0165600	Chr2D	38440914	38441952	+	38441433	Chr2D	38366562	38367600	+	38367081	1.0	1.0
gene:TraesCS2D03G0166000	Chr2D	38508370	38508732	-	38508551	Chr2D	38433837	38434199	-	38434018	1.0	1.0
gene:TraesCS2D03G0167100	Chr2D	38669449	38672955	-	38671202	Chr2D	38596187	38599693	-	38597940	1.0	0.999
