gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS5A03G0347200	Chr5A	272871643	272873157	-	272872400	Chr5A	257125465	257126980	-	257126222	1.0	0.999
gene:TraesCS5A03G0347300	Chr5A	272936900	272937413	+	272937156	Chr5A	257189943	257190456	+	257190199	1.0	1.0
gene:TraesCS5A03G0347800	Chr5A	273026120	273026356	+	273026238	Chr5A	257279170	257279406	+	257279288	1.0	1.0
gene:TraesCS5A03G0348600	Chr5A	273681962	273686903	-	273684432	Chr5A	257934363	257939304	-	257936833	1.0	1.0
gene:TraesCS5A03G0348900	Chr5A	274182031	274187295	+	274184663	Chr5A	258433375	258438284	+	258435829	1.0	1.0
gene:TraesCS5A03G0349500	Chr5A	275512246	275520194	+	275516220	Chr5A	259747935	259755933	+	259751934	1.0	1.0
gene:TraesCS5A03G0349700	Chr5A	275719638	275720511	+	275720074	Chr5A	259955424	259956297	+	259955860	1.0	1.0
gene:TraesCS5A03G0350400	Chr5A	275818453	275829241	+	275823847	Chr5A	260054200	260064988	+	260059594	1.0	1.0
gene:TraesCS5A03G0350500	Chr5A	275831343	275836979	-	275834161	Chr5A	260067090	260072726	-	260069908	1.0	0.998
gene:TraesCS5A03G0351000	Chr5A	275986780	275987274	-	275987027	Chr5A	260222544	260223038	-	260222791	1.0	1.0
gene:TraesCS5A03G0351100	Chr5A	276371269	276373050	+	276372159	Chr5A	260608086	260609867	+	260608976	1.0	1.0
gene:TraesCS5A03G0351300	Chr5A	276673040	276679341	+	276676190	Chr5A	260909541	260915842	+	260912691	1.0	1.0
gene:TraesCS5A03G0351500	Chr5A	276831841	276832569	+	276832205	Chr5A	261068322	261069050	+	261068686	1.0	0.998
gene:TraesCS5A03G0351600	Chr5A	277051031	277051933	-	277051482	Chr5A	261287234	261288136	-	261287685	1.0	1.0
gene:TraesCS5A03G0351700	Chr5A	277390762	277396822	+	277393792	Chr5A	261627096	261633154	+	261630125	1.0	0.998
gene:TraesCS5A03G0351800	Chr5A	277695078	277696448	-	277695763	Chr5A	261930202	261931572	-	261930887	1.0	1.0
gene:TraesCS5A03G0351900	Chr5A	278039211	278049431	+	278044321	Chr5A	262273384	262283610	+	262278497	1.0	0.998
gene:TraesCS5A03G0352500	Chr5A	278428990	278429466	+	278429228	Chr5A	262662789	262663265	+	262663027	1.0	1.0
gene:TraesCS5A03G0352600	Chr5A	278429746	278438873	-	278434309	Chr5A	262663545	262672459	-	262668002	1.0	0.971
gene:TraesCS5A03G0352900	Chr5A	278678438	278679655	+	278679046	Chr5A	262909853	262911070	+	262910461	1.0	1.0
gene:TraesCS5A03G0353100	Chr5A	279008135	279009465	-	279008800	Chr5A	263236562	263237892	-	263237227	1.0	1.0
gene:TraesCS5A03G0353200	Chr5A	279724157	279725061	-	279724609	Chr5A	263943750	263944654	-	263944202	1.0	1.0
gene:TraesCS5A03G0353600	Chr5A	280179962	280184243	+	280182102	Chr5A	264378708	264382989	+	264380848	1.0	1.0
gene:TraesCS5A03G0353700	Chr5A	280365177	280367494	+	280366335	Chr5A	264563704	264566021	+	264564862	1.0	1.0
gene:TraesCS5A03G0353800	Chr5A	280778774	280782784	+	280780779	Chr5A	264981928	264986050	+	264983989	1.0	1.0
gene:TraesCS5A03G0353900	Chr5A	280863175	280864743	-	280863959	Chr5A	265066774	265068342	-	265067558	1.0	1.0
gene:TraesCS5A03G0354400	Chr5A	281680156	281684365	+	281682260	Chr5A	265873175	265877396	+	265875285	1.0	0.998
gene:TraesCS5A03G0354900	Chr5A	283199932	283201497	+	283200714	Chr5A	267375106	267376671	+	267375888	1.0	1.0
gene:TraesCS5A03G0355000	Chr5A	283205329	283206920	-	283206124	Chr5A	267380503	267382094	-	267381298	1.0	1.0
gene:TraesCS5A03G0355500	Chr5A	283632023	283632979	-	283632501	Chr5A	267805503	267806459	-	267805981	1.0	0.998
gene:TraesCS5A03G0355600	Chr5A	283728976	283729906	-	283729441	Chr5A	267902448	267903378	-	267902913	1.0	1.0
gene:TraesCS5A03G0356500	Chr5A	284234171	284234503	-	284234337	Chr5A	268407580	268407912	-	268407746	1.0	1.0
gene:TraesCS5A03G0356600	Chr5A	284237373	284247026	-	284242199	Chr5A	268410782	268420436	-	268415609	1.0	1.0
gene:TraesCS5A03G0357200	Chr5A	285294995	285299702	+	285297348	Chr5A	269469670	269474374	+	269472022	1.0	1.0
gene:TraesCS5A03G0357300	Chr5A	285311171	285312489	+	285311830	Chr5A	269485843	269487161	+	269486502	1.0	1.0
gene:TraesCS5A03G0357400	Chr5A	285488230	285488913	+	285488571	Chr5A	269662841	269663524	+	269663182	1.0	1.0
gene:TraesCS5A03G0357500	Chr5A	285906169	285906965	+	285906567	Chr5A	270083935	270084731	+	270084333	1.0	1.0
gene:TraesCS5A03G0357900	Chr5A	285995746	285996201	+	285995973	Chr5A	270173671	270174126	+	270173898	1.0	1.0
gene:TraesCS5A03G0357800	Chr5A	285995514	285999295	-	285997404	Chr5A	270173439	270177220	-	270175329	1.0	1.0
gene:TraesCS5A03G0358200	Chr5A	286592946	286598257	+	286595601	Chr5A	270770025	270775336	+	270772680	1.0	1.0
gene:TraesCS5A03G0358600	Chr5A	287262425	287264554	+	287263489	Chr5A	271435698	271437827	+	271436762	1.0	1.0
gene:TraesCS5A03G0358900	Chr5A	287269142	287271009	-	287270075	Chr5A	271442415	271444282	-	271443348	1.0	1.0
gene:TraesCS5A03G0359100	Chr5A	288197508	288198913	+	288198210	Chr5A	272366530	272367935	+	272367232	1.0	1.0
gene:TraesCS5A03G0359700	Chr5A	288838603	288840145	-	288839374	Chr5A	273001621	273003163	-	273002392	1.0	1.0
gene:TraesCS5A03G0359800	Chr5A	288841382	288843016	+	288842199	Chr5A	273004400	273006034	+	273005217	1.0	1.0
gene:TraesCS5A03G0360000	Chr5A	289465277	289468101	+	289466689	Chr5A	273625714	273628537	+	273627125	1.0	1.0
gene:TraesCS5A03G0360700	Chr5A	290427508	290431226	-	290429367	Chr5A	274581012	274584730	-	274582871	1.0	1.0
gene:TraesCS5A03G0360800	Chr5A	290462187	290464939	+	290463563	Chr5A	274615689	274618441	+	274617065	1.0	1.0
gene:TraesCS5A03G0361500	Chr5A	290641728	290646110	+	290643919	Chr5A	274795250	274799632	+	274797441	1.0	1.0
gene:TraesCS5A03G0361600	Chr5A	290683814	290687333	+	290685573	Chr5A	274837339	274840858	+	274839098	1.0	1.0
gene:TraesCS5A03G0362000	Chr5A	290954210	290963302	+	290958756	Chr5A	275100216	275109308	+	275104762	1.0	1.0
gene:TraesCS5A03G0362200	Chr5A	291114577	291116103	+	291115340	Chr5A	275259485	275261011	+	275260248	1.0	1.0
gene:TraesCS5A03G0362500	Chr5A	291489588	291494800	+	291492194	Chr5A	275633001	275638213	+	275635607	1.0	1.0
gene:TraesCS5A03G0362700	Chr5A	291694434	291699416	+	291696925	Chr5A	275837787	275842769	+	275840278	1.0	1.0
gene:TraesCS5A03G0362900	Chr5A	291833126	291836290	-	291834708	Chr5A	275976476	275979640	-	275978058	1.0	1.0
gene:TraesCS5A03G0363200	Chr5A	292155294	292158909	+	292157101	Chr5A	276298724	276302339	+	276300531	1.0	1.0
gene:TraesCS5A03G0363400	Chr5A	292159522	292160467	+	292159994	Chr5A	276302952	276303897	+	276303424	1.0	1.0
gene:TraesCS5A03G0363500	Chr5A	292163140	292164078	+	292163609	Chr5A	276306570	276307508	+	276307039	1.0	1.0
gene:TraesCS5A03G0363700	Chr5A	292165263	292168042	-	292166652	Chr5A	276308693	276311472	-	276310082	1.0	1.0
gene:TraesCS5A03G0364200	Chr5A	292486346	292488184	-	292487265	Chr5A	276629119	276630957	-	276630038	1.0	1.0
gene:TraesCS5A03G0364400	Chr5A	292811491	292812231	+	292811861	Chr5A	276954912	276955652	+	276955282	1.0	1.0
gene:TraesCS5A03G0364500	Chr5A	292813103	292814308	-	292813705	Chr5A	276956524	276957729	-	276957126	1.0	1.0
gene:TraesCS5A03G0364800	Chr5A	293415334	293417854	-	293416594	Chr5A	277556639	277559159	-	277557899	1.0	1.0
gene:TraesCS5A03G0365500	Chr5A	294413695	294415811	+	294414753	Chr5A	278547879	278549995	+	278548937	1.0	1.0
gene:TraesCS5A03G0365900	Chr5A	294789340	294796967	+	294793153	Chr5A	278923554	278931179	+	278927366	1.0	1.0
gene:TraesCS5A03G0366000	Chr5A	294798010	294808142	+	294803076	Chr5A	278932222	278942075	+	278937148	1.0	0.999
gene:TraesCS5A03G0366500	Chr5A	295413537	295416244	+	295414890	Chr5A	279546538	279549245	+	279547891	1.0	1.0
gene:TraesCS5A03G0366800	Chr5A	295612684	295627923	+	295620303	Chr5A	279745297	279760540	+	279752918	1.0	1.0
gene:TraesCS5A03G0367000	Chr5A	295858766	295864515	+	295861640	Chr5A	279989971	279995720	+	279992845	1.0	1.0
gene:TraesCS5A03G0367700	Chr5A	296128579	296131689	+	296130134	Chr5A	280258213	280261324	+	280259768	1.0	1.0
gene:TraesCS5A03G0368300	Chr5A	296267929	296274039	+	296270984	Chr5A	280403000	280409108	+	280406054	1.0	0.999
gene:TraesCS5A03G0368600	Chr5A	296733157	296736381	-	296734769	Chr5A	280866441	280869665	-	280868053	1.0	1.0
gene:TraesCS5A03G0368700	Chr5A	296839502	296843239	-	296841370	Chr5A	280972276	280976013	-	280974144	1.0	1.0
gene:TraesCS5A03G0369100	Chr5A	297005057	297006522	+	297005789	Chr5A	281129870	281131335	+	281130602	1.0	1.0
gene:TraesCS5A03G0369300	Chr5A	297006777	297023420	-	297015098	Chr5A	281131590	281147733	-	281139661	1.0	1.0
gene:TraesCS5A03G0370100	Chr5A	297259895	297263439	-	297261667	Chr5A	281384234	281387780	-	281386007	1.0	1.0
gene:TraesCS5A03G0373500	Chr5A	299327205	299333335	-	299330270	Chr5A	282161278	282167408	-	282164343	1.0	1.0
gene:TraesCS5A03G0373600	Chr5A	299582124	299585671	+	299583897	Chr5A	282415755	282419302	+	282417528	1.0	1.0
gene:TraesCS5A03G0373800	Chr5A	299588445	299592079	-	299590262	Chr5A	282422076	282425710	-	282423893	1.0	1.0
gene:TraesCS5A03G0374400	Chr5A	299625683	299626946	-	299626314	Chr5A	282459316	282460579	-	282459947	1.0	0.999
gene:TraesCS5A03G0374700	Chr5A	299774150	299775893	-	299775021	Chr5A	282607550	282609293	-	282608421	1.0	1.0
gene:TraesCS5A03G0374800	Chr5A	299878537	299881951	-	299880244	Chr5A	282711305	282714719	-	282713012	1.0	1.0
gene:TraesCS5A03G0375200	Chr5A	300023530	300025499	-	300024514	Chr5A	282855725	282857694	-	282856709	1.0	1.0
gene:TraesCS5A03G0375300	Chr5A	300128984	300133034	-	300131009	Chr5A	282960780	282964830	-	282962805	1.0	1.0
gene:TraesCS5A03G0375400	Chr5A	300146858	300149567	+	300148212	Chr5A	282978654	282981363	+	282980008	1.0	1.0
gene:TraesCS5A03G0375600	Chr5A	300298447	300318338	+	300308392	Chr5A	283131183	283150818	+	283141000	1.0	1.0
gene:TraesCS5A03G0375700	Chr5A	300312992	300313617	-	300313304	Chr5A	283145472	283146097	-	283145784	1.0	1.0
gene:TraesCS5A03G0376900	Chr5A	300613136	300613858	+	300613497	Chr5A	283454659	283455381	+	283455020	1.0	1.0
gene:TraesCS5A03G0377000	Chr5A	300652614	300656120	+	300654367	Chr5A	283493967	283497473	+	283495720	1.0	1.0
gene:TraesCS5A03G0377500	Chr5A	301549817	301550080	+	301549948	Chr5A	284387185	284387448	+	284387316	1.0	1.0
gene:TraesCS5A03G0377600	Chr5A	301552643	301555249	-	301553946	Chr5A	284390011	284392617	-	284391314	1.0	0.999
gene:TraesCS5A03G0377700	Chr5A	301557638	301559531	-	301558584	Chr5A	284395155	284397048	-	284396101	1.0	1.0
gene:TraesCS5A03G0378300	Chr5A	302161788	302165066	-	302163427	Chr5A	284999254	285002532	-	285000893	1.0	1.0
gene:TraesCS5A03G0378700	Chr5A	302894410	302899073	-	302896741	Chr5A	285730961	285735624	-	285733292	1.0	1.0
gene:TraesCS5A03G0379000	Chr5A	303139381	303144655	+	303142018	Chr5A	285984060	285989330	+	285986695	1.0	0.998
gene:TraesCS5A03G0379300	Chr5A	303574277	303574492	-	303574384	Chr5A	286418419	286418634	-	286418526	1.0	1.0
gene:TraesCS5A03G0379800	Chr5A	303865946	303871127	-	303868536	Chr5A	286707305	286712487	-	286709896	1.0	1.0
gene:TraesCS5A03G0379900	Chr5A	303979994	303984034	+	303982014	Chr5A	286821342	286825382	+	286823362	1.0	1.0
gene:TraesCS5A03G0381200	Chr5A	305114195	305117151	-	305115673	Chr5A	287935007	287937963	-	287936485	1.0	1.0
gene:TraesCS5A03G0381400	Chr5A	305288800	305289153	-	305288976	Chr5A	288114561	288114914	-	288114737	1.0	1.0
gene:TraesCS5A03G0381600	Chr5A	305437760	305438585	+	305438172	Chr5A	288263530	288264355	+	288263942	1.0	1.0
gene:TraesCS5A03G0381700	Chr5A	305500717	305502816	+	305501766	Chr5A	288325504	288327603	+	288326553	1.0	1.0
gene:TraesCS5A03G0382100	Chr5A	305660562	305669795	-	305665178	Chr5A	288485197	288494427	-	288489812	1.0	1.0
gene:TraesCS5A03G0382200	Chr5A	305850235	305852734	+	305851484	Chr5A	288674910	288677407	+	288676158	1.0	1.0
gene:TraesCS5A03G0382300	Chr5A	306125589	306127694	+	306126641	Chr5A	288950033	288952138	+	288951085	1.0	1.0
gene:TraesCS5A03G0382800	Chr5A	307055620	307060429	-	307058024	Chr5A	289879006	289883815	-	289881410	1.0	1.0
gene:TraesCS5A03G0383100	Chr5A	307065154	307069853	-	307067503	Chr5A	289888540	289893244	-	289890892	1.0	0.999
gene:TraesCS5A03G0383300	Chr5A	307441069	307445182	+	307443125	Chr5A	290265293	290269406	+	290267349	1.0	1.0
gene:TraesCS5A03G0383400	Chr5A	307445763	307463197	-	307454480	Chr5A	290269987	290287432	-	290278709	1.0	1.0
gene:TraesCS5A03G0383600	Chr5A	307767990	307770790	+	307769390	Chr5A	290590950	290593750	+	290592350	1.0	1.0
gene:TraesCS5A03G0383700	Chr5A	307770978	307775635	-	307773306	Chr5A	290593938	290598595	-	290596266	1.0	1.0
gene:TraesCS5A03G0384100	Chr5A	307908688	307913526	+	307911107	Chr5A	290730542	290735380	+	290732961	1.0	1.0
gene:TraesCS5A03G0384200	Chr5A	307911889	307918487	-	307915188	Chr5A	290733743	290740334	-	290737038	0.998	0.997
gene:TraesCS5A03G0384400	Chr5A	308059247	308059657	+	308059452	Chr5A	290881096	290881506	+	290881301	1.0	1.0
gene:TraesCS5A03G0384500	Chr5A	308264899	308271078	+	308267988	Chr5A	291086766	291092945	+	291089855	1.0	1.0
gene:TraesCS5A03G0384900	Chr5A	308797975	308798250	-	308798112	Chr5A	291625982	291626257	-	291626119	1.0	1.0
gene:TraesCS5A03G0385100	Chr5A	308931373	308932482	-	308931927	Chr5A	291759443	291760552	-	291759997	1.0	1.0
gene:TraesCS5A03G0385300	Chr5A	308942675	308943103	-	308942889	Chr5A	291770745	291771173	-	291770959	1.0	1.0
gene:TraesCS5A03G0385400	Chr5A	309013523	309017553	-	309015538	Chr5A	291841604	291845634	-	291843619	1.0	1.0
gene:TraesCS5A03G0385500	Chr5A	309093446	309093982	-	309093714	Chr5A	291921559	291922095	-	291921827	1.0	1.0
gene:TraesCS5A03G0385800	Chr5A	309567861	309569716	-	309568788	Chr5A	292395370	292397225	-	292396297	1.0	1.0
gene:TraesCS5A03G0385900	Chr5A	309572075	309592409	+	309582242	Chr5A	292399584	292419916	+	292409750	1.0	1.0
gene:TraesCS5A03G0386000	Chr5A	309649564	309651289	+	309650426	Chr5A	292477071	292478816	+	292477943	1.0	1.0
gene:TraesCS5A03G0386200	Chr5A	309854368	309858191	+	309856279	Chr5A	292682063	292685886	+	292683974	1.0	1.0
gene:TraesCS5A03G0386300	Chr5A	309858283	309860077	-	309859180	Chr5A	292685978	292687772	-	292686875	1.0	1.0
gene:TraesCS5A03G0386400	Chr5A	310140987	310142639	+	310141813	Chr5A	292967752	292969404	+	292968578	1.0	1.0
gene:TraesCS5A03G0386500	Chr5A	310217007	310237622	+	310227314	Chr5A	293043796	293064156	+	293053976	1.0	0.999
gene:TraesCS5A03G0386600	Chr5A	310234877	310238603	-	310236740	Chr5A	293061411	293065137	-	293063274	1.0	1.0
gene:TraesCS5A03G0386700	Chr5A	310488886	310507757	-	310498321	Chr5A	293313543	293332411	-	293322977	1.0	1.0
gene:TraesCS5A03G0387200	Chr5A	310733939	310734616	+	310734277	Chr5A	293558691	293559368	+	293559029	1.0	0.998
gene:TraesCS5A03G0387400	Chr5A	310964336	310968226	-	310966281	Chr5A	293789231	293793129	-	293791180	1.0	0.999
gene:TraesCS5A03G0387900	Chr5A	311286297	311291966	+	311289131	Chr5A	294111183	294116852	+	294114017	1.0	1.0
gene:TraesCS5A03G0388000	Chr5A	311423000	311427059	+	311425029	Chr5A	294247895	294251954	+	294249924	1.0	1.0
gene:TraesCS5A03G0388100	Chr5A	311429722	311432125	-	311430923	Chr5A	294254604	294257007	-	294255805	1.0	1.0
gene:TraesCS5A03G0388300	Chr5A	311524826	311533090	+	311528958	Chr5A	294349757	294358021	+	294353889	1.0	1.0
gene:TraesCS5A03G0388400	Chr5A	311534507	311539188	-	311536847	Chr5A	294359438	294364092	-	294361765	1.0	0.976
gene:TraesCS5A03G0388500	Chr5A	311540610	311543282	+	311541946	Chr5A	294365530	294368202	+	294366866	1.0	1.0
gene:TraesCS5A03G0388600	Chr5A	311556188	311558047	+	311557117	Chr5A	294381111	294382970	+	294382040	1.0	1.0
gene:TraesCS5A03G0388800	Chr5A	311574406	311575816	-	311575111	Chr5A	294399326	294400736	-	294400031	1.0	1.0
gene:TraesCS5A03G0389200	Chr5A	311678996	311681505	+	311680250	Chr5A	294503863	294506372	+	294505117	1.0	0.998
gene:TraesCS5A03G0389300	Chr5A	311834010	311838350	+	311836180	Chr5A	294657647	294661987	+	294659817	1.0	0.999
gene:TraesCS5A03G0389700	Chr5A	312094947	312098145	+	312096546	Chr5A	294918589	294921787	+	294920188	1.0	1.0
gene:TraesCS5A03G0390000	Chr5A	312223449	312226010	+	312224729	Chr5A	295047113	295049674	+	295048393	1.0	1.0
gene:TraesCS5A03G0390200	Chr5A	312226612	312226911	+	312226761	Chr5A	295050276	295050575	+	295050425	1.0	1.0
gene:TraesCS5A03G0390100	Chr5A	312226216	312229177	-	312227696	Chr5A	295049880	295052841	-	295051360	1.0	1.0
gene:TraesCS5A03G0390300	Chr5A	312485427	312490865	+	312488146	Chr5A	295308366	295313804	+	295311085	1.0	1.0
gene:TraesCS5A03G0390600	Chr5A	312495983	312497801	-	312496892	Chr5A	295318921	295320740	-	295319830	1.0	1.0
gene:TraesCS5A03G0390700	Chr5A	312525697	312535278	-	312530487	Chr5A	295348635	295358210	-	295353422	1.0	1.0
gene:TraesCS5A03G0390900	Chr5A	312781976	312783306	-	312782641	Chr5A	295604360	295605690	-	295605025	1.0	1.0
gene:TraesCS5A03G0391000	Chr5A	312791671	312796728	-	312794199	Chr5A	295614253	295619310	-	295616781	1.0	1.0
gene:TraesCS5A03G0391500	Chr5A	312808806	312809336	-	312809071	Chr5A	295631387	295631917	-	295631652	1.0	1.0
gene:TraesCS5A03G0391600	Chr5A	312813301	312824897	-	312819099	Chr5A	295635882	295647478	-	295641680	1.0	1.0
gene:TraesCS5A03G0392300	Chr5A	313046774	313047468	-	313047121	Chr5A	295869354	295870048	-	295869701	1.0	0.998
gene:TraesCS5A03G0392400	Chr5A	313054064	313054705	+	313054384	Chr5A	295876644	295877285	+	295876964	1.0	1.0
gene:TraesCS5A03G0393000	Chr5A	313296815	313300430	+	313298622	Chr5A	296119383	296122999	+	296121191	1.0	1.0
gene:TraesCS5A03G0393100	Chr5A	313434547	313438233	+	313436390	Chr5A	296256673	296260361	+	296258517	1.0	1.0
gene:TraesCS5A03G0393300	Chr5A	313462845	313465348	-	313464096	Chr5A	296283943	296286446	-	296285194	1.0	1.0
gene:TraesCS5A03G0393500	Chr5A	313465499	313469129	+	313467314	Chr5A	296286597	296290227	+	296288412	1.0	1.0
gene:TraesCS5A03G0393600	Chr5A	313471195	313472002	-	313471598	Chr5A	296292293	296293100	-	296292696	1.0	1.0
gene:TraesCS5A03G0393700	Chr5A	313842610	313846732	+	313844671	Chr5A	296663522	296667644	+	296665583	1.0	1.0
gene:TraesCS5A03G0393900	Chr5A	313849951	313853734	+	313851842	Chr5A	296670864	296674647	+	296672755	1.0	1.0
gene:TraesCS5A03G0394000	Chr5A	313857409	313858538	+	313857973	Chr5A	296678327	296679456	+	296678891	1.0	1.0
gene:TraesCS5A03G0394100	Chr5A	313860016	313862744	-	313861380	Chr5A	296680934	296683662	-	296682298	1.0	1.0
gene:TraesCS5A03G0394400	Chr5A	314411972	314423320	+	314417646	Chr5A	297233534	297244885	+	297239209	1.0	0.999
gene:TraesCS5A03G0394500	Chr5A	314443816	314447800	-	314445808	Chr5A	297265373	297269357	-	297267365	1.0	1.0
gene:TraesCS5A03G0394600	Chr5A	314682776	314688728	+	314685752	Chr5A	297503945	297509897	+	297506921	1.0	1.0
gene:TraesCS5A03G0394700	Chr5A	315215486	315219920	+	315217703	Chr5A	298028437	298032871	+	298030654	1.0	1.0
gene:TraesCS5A03G0395200	Chr5A	315725469	315725702	+	315725585	Chr5A	298536419	298536652	+	298536535	1.0	1.0
gene:TraesCS5A03G0395900	Chr5A	315832954	315844724	+	315838839	Chr5A	298643548	298655316	+	298649432	1.0	1.0
gene:TraesCS5A03G0396000	Chr5A	315881688	315885085	+	315883386	Chr5A	298692282	298695679	+	298693980	1.0	1.0
gene:TraesCS5A03G0396100	Chr5A	316042088	316044775	+	316043431	Chr5A	298852463	298855150	+	298853806	1.0	0.999
gene:TraesCS5A03G0396200	Chr5A	316045607	316051106	+	316048356	Chr5A	298855982	298861481	+	298858731	1.0	0.999
gene:TraesCS5A03G0396500	Chr5A	316536632	316540197	+	316538414	Chr5A	299346021	299349586	+	299347803	1.0	1.0
gene:TraesCS5A03G0396900	Chr5A	316639143	316640718	+	316639930	Chr5A	299448428	299449994	+	299449211	0.993	0.993
gene:TraesCS5A03G0397000	Chr5A	316645762	316650558	-	316648160	Chr5A	299455038	299459834	-	299457436	1.0	1.0
gene:TraesCS5A03G0397100	Chr5A	316903092	316903844	-	316903468	Chr5A	299712028	299712780	-	299712404	1.0	1.0
gene:TraesCS5A03G0397400	Chr5A	317064325	317070695	-	317067510	Chr5A	299873387	299879480	-	299876433	1.0	1.0
gene:TraesCS5A03G0397500	Chr5A	317210996	317211917	+	317211456	Chr5A	300019190	300020111	+	300019650	1.0	1.0
gene:TraesCS5A03G0397600	Chr5A	317780622	317784381	+	317782501	Chr5A	300587059	300590818	+	300588938	1.0	0.999
gene:TraesCS5A03G0397700	Chr5A	317788576	317790319	-	317789447	Chr5A	300595216	300596958	-	300596087	1.0	1.0
gene:TraesCS5A03G0397800	Chr5A	317796474	317798224	-	317797349	Chr5A	300603113	300604863	-	300603988	1.0	1.0
gene:TraesCS5A03G0398400	Chr5A	318239679	318242306	+	318240992	Chr5A	301046316	301048943	+	301047629	1.0	1.0
gene:TraesCS5A03G0398500	Chr5A	319298279	319301932	+	319300105	Chr5A	302103578	302107231	+	302105404	1.0	1.0
gene:TraesCS5A03G0398600	Chr5A	319357402	319358522	-	319357962	Chr5A	302161925	302163045	-	302162485	1.0	1.0
gene:TraesCS5A03G0398800	Chr5A	319359504	319390873	-	319375188	Chr5A	302164027	302194942	-	302179484	1.0	1.0
gene:TraesCS5A03G0399200	Chr5A	319766517	319772243	+	319769380	Chr5A	302568618	302574344	+	302571481	1.0	1.0
gene:TraesCS5A03G0399300	Chr5A	319772392	319775547	-	319773969	Chr5A	302574493	302577648	-	302576070	1.0	1.0
gene:TraesCS5A03G0399700	Chr5A	320296702	320299723	-	320298212	Chr5A	303097807	303100828	-	303099317	1.0	1.0
gene:TraesCS5A03G0399900	Chr5A	320753550	320759024	-	320756287	Chr5A	303554560	303560038	-	303557299	1.0	1.0
gene:TraesCS5A03G0400200	Chr5A	320803861	320808949	+	320806405	Chr5A	303601345	303606433	+	303603889	1.0	0.999
gene:TraesCS5A03G0400900	Chr5A	321099541	321105737	+	321102639	Chr5A	303896991	303903187	+	303900089	1.0	1.0
gene:TraesCS5A03G0401000	Chr5A	321281992	321282375	+	321282183	Chr5A	304079421	304079804	+	304079612	1.0	1.0
gene:TraesCS5A03G0401100	Chr5A	321538760	321540321	+	321539540	Chr5A	304335035	304336596	+	304335815	1.0	1.0
gene:TraesCS5A03G0401800	Chr5A	321556900	321558293	+	321557596	Chr5A	304353175	304354568	+	304353871	1.0	1.0
gene:TraesCS5A03G0401900	Chr5A	321560681	321563548	-	321562114	Chr5A	304356956	304359822	-	304358389	1.0	1.0
gene:TraesCS5A03G0402100	Chr5A	321589286	321590378	+	321589832	Chr5A	304385517	304386609	+	304386063	1.0	1.0
gene:TraesCS5A03G0402300	Chr5A	321861753	321863810	+	321862781	Chr5A	304656990	304659047	+	304658018	1.0	1.0
gene:TraesCS5A03G0402400	Chr5A	321864286	321865791	-	321865038	Chr5A	304659523	304661028	-	304660275	1.0	1.0
gene:TraesCS5A03G0402700	Chr5A	322252514	322256159	-	322254336	Chr5A	305047414	305051059	-	305049236	1.0	1.0
gene:TraesCS5A03G0402900	Chr5A	322425739	322429689	-	322427714	Chr5A	305220333	305224283	-	305222308	1.0	1.0
gene:TraesCS5A03G0403600	Chr5A	322450541	322455677	-	322453109	Chr5A	305245134	305250270	-	305247702	1.0	1.0
gene:TraesCS5A03G0403900	Chr5A	322459590	322462205	-	322460897	Chr5A	305254183	305256798	-	305255490	1.0	1.0
gene:TraesCS5A03G0404100	Chr5A	322462461	322464403	+	322463432	Chr5A	305257054	305258996	+	305258025	1.0	1.0
gene:TraesCS5A03G0404200	Chr5A	322464575	322467341	-	322465958	Chr5A	305259168	305261934	-	305260551	1.0	1.0
gene:TraesCS5A03G0404700	Chr5A	322723546	322725118	-	322724332	Chr5A	305516726	305518298	-	305517512	1.0	1.0
gene:TraesCS5A03G0405100	Chr5A	323010378	323012431	+	323011404	Chr5A	305803282	305805335	+	305804308	1.0	1.0
gene:TraesCS5A03G0405200	Chr5A	323144372	323148194	+	323146283	Chr5A	305937281	305941103	+	305939192	1.0	1.0
gene:TraesCS5A03G0405300	Chr5A	323208613	323210990	+	323209801	Chr5A	306001545	306003922	+	306002733	1.0	1.0
gene:TraesCS5A03G0406100	Chr5A	323547553	323549641	+	323548597	Chr5A	306339916	306342004	+	306340960	1.0	1.0
gene:TraesCS5A03G0406800	Chr5A	323877370	323878931	+	323878150	Chr5A	306668862	306670423	+	306669642	1.0	1.0
gene:TraesCS5A03G0407500	Chr5A	324594383	324598641	+	324596512	Chr5A	307380225	307384483	+	307382354	1.0	1.0
gene:TraesCS5A03G0407600	Chr5A	324599721	324600894	+	324600307	Chr5A	307385563	307386736	+	307386149	1.0	1.0
gene:TraesCS5A03G0408000	Chr5A	324925661	324926469	-	324926065	Chr5A	307719781	307720589	-	307720185	1.0	1.0
gene:TraesCS5A03G0408300	Chr5A	325001046	325004207	+	325002626	Chr5A	307795203	307798364	+	307796783	1.0	1.0
gene:TraesCS5A03G0408500	Chr5A	325216415	325217153	+	325216784	Chr5A	308010504	308011242	+	308010873	1.0	1.0
gene:TraesCS5A03G0409400	Chr5A	325691433	325692304	+	325691868	Chr5A	308484018	308484889	+	308484453	1.0	1.0
gene:TraesCS5A03G0409500	Chr5A	325694815	325695158	-	325694986	Chr5A	308487377	308487720	-	308487548	1.0	1.0
