gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS2B03G0155100	Chr2B	42423789	42426831	+	42425310	Chr2B	43521424	43524466	+	43522945	1.0	1.0
gene:TraesCS2B03G0155200	Chr2B	42434544	42436461	+	42435502	Chr2B	43532165	43534082	+	43533123	1.0	0.999
gene:TraesCS2B03G0155300	Chr2B	42506111	42508537	-	42507324	Chr2B	43603739	43606165	-	43604952	1.0	1.0
gene:TraesCS2B03G0155400	Chr2B	42508707	42509346	+	42509026	Chr2B	43606335	43606974	+	43606654	1.0	1.0
gene:TraesCS2B03G0156400	Chr2B	42622125	42628657	-	42625391	Chr2B	43721766	43728298	-	43725032	1.0	0.999
gene:TraesCS2B03G0156600	Chr2B	42651364	42653964	-	42652664	Chr2B	43751121	43753721	-	43752421	1.0	1.0
gene:TraesCS2B03G0156900	Chr2B	42752427	42755450	+	42753938	Chr2B	43852182	43855204	+	43853693	0.999	0.999
gene:TraesCS2B03G0157100	Chr2B	42783058	42785202	-	42784130	Chr2B	43882819	43884963	-	43883891	1.0	1.0
gene:TraesCS2B03G0157200	Chr2B	42792476	42811511	+	42801993	Chr2B	43892237	43911276	+	43901756	1.0	1.0
gene:TraesCS2B03G0157500	Chr2B	42848621	42858026	-	42853323	Chr2B	43948388	43957798	-	43953093	0.999	0.999
gene:TraesCS2B03G0157700	Chr2B	43133627	43135995	+	43134811	Chr2B	44202980	44205348	+	44204164	1.0	1.0
gene:TraesCS2B03G0157800	Chr2B	43149040	43150152	-	43149596	Chr2B	44218396	44219508	-	44218952	1.0	1.0
gene:TraesCS2B03G0158800	Chr2B	43318599	43327841	-	43323220	Chr2B	44383908	44393150	-	44388529	1.0	1.0
gene:TraesCS2B03G0158900	Chr2B	43331484	43335447	-	43333465	Chr2B	44396797	44400760	-	44398778	1.0	0.999
gene:TraesCS2B03G0159400	Chr2B	43485182	43492123	+	43488652	Chr2B	44545086	44552026	+	44548556	1.0	1.0
gene:TraesCS2B03G0159500	Chr2B	43494818	43495330	+	43495074	Chr2B	44554721	44555233	+	44554977	1.0	1.0
gene:TraesCS2B03G0159600	Chr2B	43499903	43501278	-	43500590	Chr2B	44559805	44561180	-	44560492	1.0	1.0
gene:TraesCS2B03G0159800	Chr2B	43516422	43519467	+	43517944	Chr2B	44576328	44579373	+	44577850	1.0	1.0
gene:TraesCS2B03G0159900	Chr2B	43520365	43521753	-	43521059	Chr2B	44580271	44581659	-	44580965	1.0	1.0
gene:TraesCS2B03G0160200	Chr2B	43664120	43676096	+	43670108	Chr2B	44616336	44628270	+	44622303	1.0	1.0
gene:TraesCS2B03G0160500	Chr2B	44054358	44055888	+	44055123	Chr2B	45041493	45043023	+	45042258	1.0	1.0
gene:TraesCS2B03G0161000	Chr2B	44299600	44301113	-	44300356	Chr2B	45283451	45284964	-	45284207	1.0	1.0
gene:TraesCS2B03G0161100	Chr2B	44302618	44304455	+	44303536	Chr2B	45286469	45288306	+	45287387	1.0	1.0
gene:TraesCS2B03G0161400	Chr2B	44367839	44369436	-	44368637	Chr2B	45351685	45353282	-	45352483	1.0	1.0
gene:TraesCS2B03G0161500	Chr2B	44389396	44390819	-	44390107	Chr2B	45373236	45374659	-	45373947	1.0	1.0
gene:TraesCS2B03G0161600	Chr2B	44404026	44405477	-	44404751	Chr2B	45387602	45389053	-	45388327	1.0	1.0
gene:TraesCS2B03G0162100	Chr2B	44513841	44520959	+	44517400	Chr2B	45497381	45504499	+	45500940	1.0	1.0
gene:TraesCS2B03G0162300	Chr2B	44543507	44544996	+	44544251	Chr2B	45527050	45528539	+	45527794	1.0	1.0
gene:TraesCS2B03G0162400	Chr2B	44547766	44552623	-	44550194	Chr2B	45531309	45536166	-	45533737	1.0	1.0
gene:TraesCS2B03G0162700	Chr2B	44577046	44582906	+	44579976	Chr2B	45560080	45565941	+	45563010	1.0	1.0
gene:TraesCS2B03G0162900	Chr2B	44939473	44942587	+	44941030	Chr2B	46001806	46004922	+	46003364	1.0	0.998
gene:TraesCS2B03G0164200	Chr2B	45457706	45458503	+	45458104	Chr2B	46519119	46519916	+	46519517	1.0	1.0
gene:TraesCS2B03G0164300	Chr2B	45478911	45484758	+	45481834	Chr2B	46540678	46546525	+	46543601	1.0	1.0
gene:TraesCS2B03G0164500	Chr2B	45492576	45493730	-	45493153	Chr2B	46554343	46555497	-	46554920	1.0	1.0
gene:TraesCS2B03G0164600	Chr2B	45500685	45501746	+	45501215	Chr2B	46562451	46563512	+	46562981	1.0	1.0
gene:TraesCS2B03G0164700	Chr2B	45580364	45585116	+	45582740	Chr2B	46642171	46646922	+	46644546	0.999	0.996
gene:TraesCS2B03G0165200	Chr2B	45789232	45793682	+	45791457	Chr2B	47014837	47019274	+	47017055	0.994	0.991
gene:TraesCS2B03G0165600	Chr2B	45832193	45837889	+	45835041	Chr2B	47064843	47070538	+	47067690	1.0	0.987
gene:TraesCS2B03G0165800	Chr2B	45857837	45868581	+	45863209	Chr2B	47084179	47094089	+	47089134	0.997	0.993
gene:TraesCS2B03G0165900	Chr2B	45947752	45968790	+	45958271	Chr2B	47185911	47205512	+	47195711	0.904	0.903
gene:TraesCS2B03G0166100	Chr2B	46004709	46006300	-	46005504	Chr2B	47228704	47230288	-	47229496	0.992	0.971
gene:TraesCS2B03G0166400	Chr2B	46024246	46027635	-	46025940	Chr2B	47319376	47322763	-	47321069	1.0	0.997
gene:TraesCS2B03G0166900	Chr2B	46343329	46345757	-	46344543	Chr2B	47588596	47591025	-	47589810	1.0	0.991
gene:TraesCS2B03G0167100	Chr2B	46375564	46377126	+	46376345	Chr2B	47620237	47621795	+	47621016	0.995	0.982
gene:TraesCS2B03G0167200	Chr2B	46403431	46408884	-	46406157	Chr2B	47628499	47633882	-	47631190	0.998	0.994
gene:TraesCS2B03G0167400	Chr2B	46418655	46422833	-	46420744	Chr2B	47657884	47662061	-	47659972	1.0	0.981
gene:TraesCS2B03G0167900	Chr2B	46584961	46585543	+	46585252	Chr2B	47845188	47845778	+	47845483	1.0	0.901
gene:TraesCS2B03G0168300	Chr2B	46795345	46796118	+	46795731	Chr2B	47858074	47858847	+	47858460	1.0	0.992
gene:TraesCS2B03G0168400	Chr2B	46795404	46796118	+	46795761	Chr2B	47858133	47858847	+	47858490	1.0	0.993
gene:TraesCS2B03G0168600	Chr2B	46822065	46828205	-	46825135	Chr2B	47879470	47885713	-	47882591	0.981	0.958
gene:TraesCS2B03G0168700	Chr2B	46832049	46833298	-	46832673	Chr2B	47889575	47890826	-	47890200	0.985	0.962
gene:TraesCS2B03G0168800	Chr2B	46840684	46842244	+	46841464	Chr2B	47896724	47898284	+	47897504	1.0	0.994
gene:TraesCS2B03G0168900	Chr2B	46844968	46846661	+	46845814	Chr2B	47900941	47902634	+	47901787	1.0	0.997
gene:TraesCS2B03G0169000	Chr2B	46849084	46850631	+	46849857	Chr2B	47905063	47906611	+	47905837	1.0	0.991
gene:TraesCS2B03G0169100	Chr2B	46852227	46855781	-	46854004	Chr2B	47908689	47912223	-	47910456	0.989	0.972
gene:TraesCS2B03G0170700	Chr2B	47355893	47357059	-	47356476	Chr2B	48803241	48804407	-	48803824	1.0	0.996
gene:TraesCS2B03G0170800	Chr2B	47376643	47379199	-	47377921	Chr2B	48817200	48819757	-	48818478	1.0	0.999
gene:TraesCS2B03G0171500	Chr2B	47950300	47952212	-	47951256	Chr2B	49021425	49023337	-	49022381	1.0	0.997
gene:TraesCS2B03G0171700	Chr2B	48043963	48053607	-	48048785	Chr2B	49122023	49131656	-	49126839	1.0	0.999
gene:TraesCS2B03G0172000	Chr2B	48229672	48240011	+	48234841	Chr2B	49330691	49341033	+	49335862	1.0	0.998
gene:TraesCS2B03G0172300	Chr2B	48280542	48280799	+	48280670	Chr2B	49758683	49758940	+	49758811	1.0	0.992
gene:TraesCS2B03G0172800	Chr2B	48349369	48350392	+	48349880	Chr2B	49837558	49838579	+	49838068	0.997	0.991
gene:TraesCS2B03G0173000	Chr2B	48361903	48367182	-	48364542	Chr2B	49892771	49898216	-	49895493	0.997	0.967
gene:TraesCS2B03G0174200	Chr2B	49184583	49197103	+	49190843	Chr2B	50587713	50599959	+	50593836	1.0	0.99
gene:TraesCS2B03G0174300	Chr2B	49199009	49199416	+	49199212	Chr2B	50601143	50601545	+	50601344	0.977	0.939
gene:TraesCS2B03G0174400	Chr2B	49293295	49297926	-	49295610	Chr2B	50732063	50737030	-	50734546	0.985	0.964
gene:TraesCS2B03G0175000	Chr2B	49395250	49397943	-	49396596	Chr2B	50776106	50778797	-	50777451	1.0	0.989
gene:TraesCS2B03G0175100	Chr2B	49471029	49472776	+	49471902	Chr2B	50837950	50839745	+	50838847	0.995	0.958
gene:TraesCS2B03G0175200	Chr2B	49482066	49486283	-	49484174	Chr2B	50849615	50853832	-	50851723	1.0	0.995
gene:TraesCS2B03G0175400	Chr2B	49503168	49505365	-	49504266	Chr2B	50870672	50872847	-	50871759	1.0	0.99
gene:TraesCS2B03G0175700	Chr2B	49510708	49511917	-	49511312	Chr2B	50887420	50888545	-	50887982	0.93	0.927
gene:TraesCS2B03G0176800	Chr2B	49690156	49691690	-	49690923	Chr2B	51035216	51036752	-	51035984	1.0	0.986
gene:TraesCS2B03G0176900	Chr2B	49848578	49851038	+	49849808	Chr2B	51203024	51205484	+	51204254	1.0	0.998
gene:TraesCS2B03G0177000	Chr2B	49850609	49866773	-	49858691	Chr2B	51205055	51221233	-	51213144	1.0	1.0
gene:TraesCS2B03G0177700	Chr2B	49909123	49911913	-	49910518	Chr2B	51263325	51266054	-	51264689	0.969	0.967
gene:TraesCS2B03G0177800	Chr2B	50033999	50038370	+	50036184	Chr2B	51401178	51405171	+	51403174	1.0	0.999
gene:TraesCS2B03G0178200	Chr2B	50262749	50264076	+	50263412	Chr2B	51630213	51631536	+	51630874	0.996	0.993
gene:TraesCS2B03G0178300	Chr2B	50342947	50344421	-	50343684	Chr2B	51719353	51720827	-	51720090	1.0	0.997
gene:TraesCS2B03G0178500	Chr2B	50393519	50394825	+	50394172	Chr2B	51775041	51776345	+	51775693	0.998	0.995
gene:TraesCS2B03G0178800	Chr2B	50506432	50508521	-	50507476	Chr2B	51878189	51880278	-	51879233	0.999	0.981
gene:TraesCS2B03G0179100	Chr2B	50519388	50520804	-	50520096	Chr2B	51891135	51892551	-	51891843	1.0	0.997
gene:TraesCS2B03G0179200	Chr2B	50544386	50545516	-	50544951	Chr2B	51919511	51920640	-	51920075	0.998	0.982
gene:TraesCS2B03G0179300	Chr2B	50580009	50581721	-	50580865	Chr2B	51963317	51965029	-	51964173	1.0	0.992
gene:TraesCS2B03G0179600	Chr2B	50594304	50595790	-	50595047	Chr2B	51977632	51979118	-	51978375	1.0	0.995
gene:TraesCS2B03G0179800	Chr2B	50638325	50643077	-	50640701	Chr2B	52041328	52046097	-	52043712	1.0	0.998
gene:TraesCS2B03G0179900	Chr2B	50644729	50647953	-	50646341	Chr2B	52047747	52050971	-	52049359	1.0	0.997
gene:TraesCS2B03G0180000	Chr2B	50653276	50656693	-	50654984	Chr2B	52056296	52059690	-	52057993	0.979	0.96
gene:TraesCS2B03G0180100	Chr2B	50657687	50662825	-	50660256	Chr2B	52060680	52065817	-	52063248	0.999	0.996
gene:TraesCS2B03G0180300	Chr2B	50972204	50976677	-	50974440	Chr2B	52381452	52385909	-	52383680	1.0	0.997
gene:TraesCS2B03G0180400	Chr2B	50980758	50985574	-	50983166	Chr2B	52390157	52394974	-	52392565	1.0	0.996
gene:TraesCS2B03G0180600	Chr2B	51132172	51134447	+	51133309	Chr2B	52522589	52524866	+	52523727	1.0	0.999
gene:TraesCS2B03G0181000	Chr2B	51152507	51156780	+	51154643	Chr2B	52543326	52547662	+	52545494	1.0	0.996
gene:TraesCS2B03G0181300	Chr2B	51169142	51170850	-	51169996	Chr2B	52558679	52560387	-	52559533	1.0	0.993
gene:TraesCS2B03G0181700	Chr2B	51254173	51256581	-	51255377	Chr2B	52631379	52633786	-	52632582	0.999	0.992
gene:TraesCS2B03G0182000	Chr2B	51262089	51266727	-	51264408	Chr2B	52644594	52649232	-	52646913	1.0	0.999
gene:TraesCS2B03G0182100	Chr2B	51356888	51357472	-	51357180	Chr2B	52740603	52741187	-	52740895	1.0	0.996
gene:TraesCS2B03G0182200	Chr2B	51357964	51359901	-	51358932	Chr2B	52741679	52743615	-	52742647	0.999	0.993
gene:TraesCS2B03G0182800	Chr2B	51754600	51756715	+	51755657	Chr2B	53166195	53167337	+	53166766	0.993	0.993
gene:TraesCS2B03G0183000	Chr2B	51757530	51758899	+	51758214	Chr2B	53168152	53169521	+	53168836	1.0	0.996
gene:TraesCS2B03G0183200	Chr2B	51765354	51767365	+	51766359	Chr2B	53175932	53177943	+	53176937	1.0	0.993
gene:TraesCS2B03G0183300	Chr2B	51770137	51774936	+	51772536	Chr2B	53180746	53185545	+	53183145	1.0	0.998
gene:TraesCS2B03G0183900	Chr2B	51836273	51837004	-	51836638	Chr2B	53274175	53274904	-	53274539	0.996	0.978
gene:TraesCS2B03G0184300	Chr2B	51860997	51862464	-	51861730	Chr2B	53252902	53254365	+	53253633	0.997	0.947
gene:TraesCS2B03G0185200	Chr2B	51913882	51917138	+	51915510	Chr2B	53281190	53284521	-	53282855	0.997	0.912
gene:TraesCS2B03G0185500	Chr2B	51952971	51956065	-	51954518	Chr2B	53366201	53369304	-	53367752	0.997	0.986
gene:TraesCS2B03G0185600	Chr2B	52005032	52018809	-	52011920	Chr2B	53419945	53433717	-	53426831	0.999	0.998
gene:TraesCS2B03G0185700	Chr2B	52220794	52222401	-	52221597	Chr2B	53561335	53562948	-	53562141	1.0	0.982
gene:TraesCS2B03G0185900	Chr2B	52305553	52309156	-	52307354	Chr2B	53583024	53586626	-	53584825	0.999	0.983
gene:TraesCS2B03G0186000	Chr2B	52318210	52321854	+	52320032	Chr2B	53595865	53599494	+	53597679	0.998	0.977
gene:TraesCS2B03G0186100	Chr2B	52322365	52324319	-	52323342	Chr2B	53600425	53602373	-	53601399	0.996	0.957
gene:TraesCS2B03G0186200	Chr2B	52329772	52333035	-	52331403	Chr2B	53611539	53614801	-	53613170	0.997	0.991
gene:TraesCS2B03G0187400	Chr2B	52716551	52718228	+	52717389	Chr2B	53830904	53832587	+	53831745	1.0	0.974
gene:TraesCS2B03G0187800	Chr2B	52797401	52797934	-	52797667	Chr2B	53876894	53877395	-	53877144	0.93	0.903
gene:TraesCS2B03G0187900	Chr2B	52801893	52809046	-	52805469	Chr2B	53883722	53887533	-	53885627	0.992	0.987
gene:TraesCS2B03G0188300	Chr2B	52875355	52879532	+	52877443	Chr2B	53984241	53986410	+	53985325	0.988	0.967
gene:TraesCS2B03G0190700	Chr2B	54182226	54188019	+	54185122	Chr2B	54655820	54660464	-	54658142	1.0	0.966
gene:TraesCS2B03G0191100	Chr2B	54229490	54230578	+	54230034	Chr2B	54622174	54623262	-	54622718	1.0	0.998
gene:TraesCS2B03G0191300	Chr2B	54264332	54266016	-	54265174	Chr2B	54592571	54594255	+	54593413	1.0	0.996
gene:TraesCS2B03G0191700	Chr2B	54400153	54400416	-	54400284	Chr2B	54470834	54471097	+	54470965	1.0	0.992
gene:TraesCS2B03G0191900	Chr2B	54430709	54432405	+	54431557	Chr2B	54439730	54441429	-	54440579	1.0	0.996
gene:TraesCS2B03G0192300	Chr2B	54442683	54444523	-	54443603	Chr2B	54428004	54429844	+	54428924	1.0	1.0
gene:TraesCS2B03G0192900	Chr2B	54460170	54472661	-	54466415	Chr2B	54399845	54412299	+	54406072	0.997	0.99
gene:TraesCS2B03G0193200	Chr2B	54544817	54552485	+	54548651	Chr2B	54864040	54870451	+	54867245	1.0	0.97
gene:TraesCS2B03G0193300	Chr2B	54553288	54555653	-	54554470	Chr2B	55100433	55102949	-	55101691	1.0	0.961
gene:TraesCS2B03G0193500	Chr2B	54646500	54651616	+	54649058	Chr2B	55200030	55204929	+	55202479	1.0	0.99
gene:TraesCS2B03G0193600	Chr2B	54652229	54654767	-	54653498	Chr2B	55205541	55208080	-	55206810	1.0	0.994
gene:TraesCS2B03G0194000	Chr2B	54712867	54722502	+	54717684	Chr2B	55254278	55263897	+	55259087	1.0	0.995
gene:TraesCS2B03G0194200	Chr2B	54777049	54778183	+	54777616	Chr2B	55291399	55292532	+	55291965	1.0	0.995
gene:TraesCS2B03G0194500	Chr2B	54839941	54841341	-	54840641	Chr2B	55312535	55313930	-	55313232	0.996	0.99
gene:TraesCS2B03G0194700	Chr2B	55028889	55040029	+	55034459	Chr2B	55778341	55789428	+	55783884	1.0	0.991
gene:TraesCS2B03G0195700	Chr2B	55176671	55177184	-	55176927	Chr2B	55956674	55957187	-	55956930	1.0	0.982
gene:TraesCS2B03G0195800	Chr2B	55211881	55212524	-	55212202	Chr2B	55991836	55992479	-	55992157	1.0	0.988
gene:TraesCS2B03G0196000	Chr2B	55300824	55300991	-	55300907	Chr2B	56091501	56091668	-	56091584	1.0	0.988
gene:TraesCS2B03G0196100	Chr2B	55789835	55795952	+	55792893	Chr2B	56566514	56572613	+	56569563	0.993	0.988
gene:TraesCS2B03G0196200	Chr2B	56071625	56089288	+	56080456	Chr2B	56825194	56838046	+	56831620	1.0	0.998
gene:TraesCS2B03G0196500	Chr2B	56089549	56092973	+	56091261	Chr2B	56838304	56842074	+	56840189	0.98	0.969
gene:TraesCS2B03G0196600	Chr2B	56104049	56105359	+	56104704	Chr2B	56865644	56866954	+	56866299	1.0	0.989
gene:TraesCS2B03G0196900	Chr2B	56272644	56273397	+	56273020	Chr2B	57013388	57014141	+	57013764	1.0	0.988
gene:TraesCS2B03G0197400	Chr2B	56315437	56320823	-	56318130	Chr2B	57048152	57053539	-	57050845	1.0	0.994
gene:TraesCS2B03G0197500	Chr2B	56368467	56370484	-	56369475	Chr2B	57118440	57120453	-	57119446	1.0	0.996
gene:TraesCS2B03G0197700	Chr2B	56463538	56464471	-	56464004	Chr2B	57213547	57214480	-	57214013	1.0	0.997
gene:TraesCS2B03G0197800	Chr2B	56466313	56470936	-	56468624	Chr2B	57216322	57220945	-	57218633	1.0	1.0
gene:TraesCS2B03G0198300	Chr2B	56499519	56500277	+	56499898	Chr2B	57257303	57258057	+	57257680	0.986	0.912
gene:TraesCS2B03G0199300	Chr2B	56833270	56834086	+	56833678	Chr2B	57301144	57301807	+	57301475	0.982	0.936
gene:TraesCS2B03G0199800	Chr2B	57015192	57018422	-	57016807	Chr2B	57548831	57552029	-	57550430	1.0	0.991
gene:TraesCS2B03G0199900	Chr2B	57026094	57027547	+	57026820	Chr2B	57614052	57615396	-	57614724	0.975	0.915
gene:TraesCS2B03G0200000	Chr2B	57087302	57094111	+	57090706	Chr2B	57575611	57582460	-	57579035	0.99	0.931
gene:TraesCS2B03G0200100	Chr2B	57095095	57098412	-	57096753	Chr2B	57571133	57574627	+	57572880	0.999	0.969
gene:TraesCS2B03G0201300	Chr2B	57401517	57406337	+	57403927	Chr2B	57742048	57750191	+	57746119	0.987	0.954
gene:TraesCS2B03G0202900	Chr2B	57595659	57597254	+	57596456	Chr2B	57975450	57977032	+	57976241	0.98	0.976
gene:TraesCS2B03G0203000	Chr2B	57598482	57602217	-	57600349	Chr2B	57978260	57982002	-	57980131	0.998	0.988
gene:TraesCS2B03G0203600	Chr2B	57704999	57708424	+	57706711	Chr2B	58093078	58096503	+	58094790	1.0	0.992
gene:TraesCS2B03G0203800	Chr2B	57737182	57741176	+	57739179	Chr2B	59586654	59590649	+	59588651	1.0	0.991
gene:TraesCS2B03G0203900	Chr2B	57751902	57753641	+	57752771	Chr2B	59613292	59615031	+	59614161	1.0	0.996
gene:TraesCS2B03G0204200	Chr2B	57850238	57851735	-	57850986	Chr2B	59709872	59711362	-	59710617	0.995	0.982
gene:TraesCS2B03G0204600	Chr2B	58188764	58192465	+	58190614	Chr2B	60013080	60016501	-	60014790	1.0	0.979
gene:TraesCS2B03G0204800	Chr2B	58210088	58210700	+	58210394	Chr2B	60379017	60379629	+	60379323	1.0	0.981
gene:TraesCS2B03G0205100	Chr2B	58334563	58335201	+	58334882	Chr2B	60508769	60509407	+	60509088	1.0	1.0
gene:TraesCS2B03G0205900	Chr2B	58824491	58826225	-	58825358	Chr2B	61080286	61082018	-	61081152	0.998	0.99
gene:TraesCS2B03G0206500	Chr2B	58994484	58996046	-	58995265	Chr2B	61177300	61178862	-	61178081	1.0	0.974
gene:TraesCS2B03G0206600	Chr2B	59004347	59010260	-	59007303	Chr2B	61247532	61253290	-	61250411	0.975	0.946
gene:TraesCS2B03G0207200	Chr2B	59235956	59237345	+	59236650	Chr2B	61346871	61348280	+	61347575	1.0	0.953
gene:TraesCS2B03G0208300	Chr2B	59334151	59336255	+	59335203	Chr2B	61427654	61429757	+	61428705	1.0	0.978
gene:TraesCS2B03G0208400	Chr2B	59450130	59451081	-	59450605	Chr2B	61504919	61505860	-	61505389	0.986	0.945
gene:TraesCS2B03G0208500	Chr2B	59458915	59462542	+	59460728	Chr2B	61520661	61524115	+	61522388	1.0	0.975
gene:TraesCS2B03G0210000	Chr2B	59771818	59776162	+	59773990	Chr2B	61737125	61742047	+	61739586	0.985	0.967
gene:TraesCS2B03G0210100	Chr2B	59794870	59796323	+	59795596	Chr2B	61753310	61754762	+	61754036	0.999	0.994
gene:TraesCS2B03G0210300	Chr2B	59822259	59824148	+	59823203	Chr2B	61778057	61779941	-	61778999	1.0	0.991
gene:TraesCS2B03G0210500	Chr2B	59970283	59979340	+	59974811	Chr2B	61974190	61983259	+	61978724	1.0	0.994
gene:TraesCS2B03G0210800	Chr2B	60011181	60014676	+	60012928	Chr2B	62015096	62018503	+	62016799	0.98	0.949
gene:TraesCS2B03G0210900	Chr2B	60015808	60019727	-	60017767	Chr2B	62019635	62023554	-	62021594	1.0	1.0
gene:TraesCS2B03G0211500	Chr2B	60140400	60142147	-	60141273	Chr2B	62149752	62151493	-	62150622	0.996	0.996
gene:TraesCS2B03G0211700	Chr2B	60149687	60151395	+	60150541	Chr2B	62159037	62160745	+	62159891	1.0	1.0
gene:TraesCS2B03G0211800	Chr2B	60159245	60160991	+	60160118	Chr2B	62168596	62170342	+	62169469	1.0	1.0
gene:TraesCS2B03G0211900	Chr2B	60188238	60189531	+	60188884	Chr2B	62197587	62198880	+	62198233	1.0	1.0
gene:TraesCS2B03G0212000	Chr2B	60249820	60252337	+	60251078	Chr2B	62259184	62261701	+	62260442	1.0	1.0
gene:TraesCS2B03G0212600	Chr2B	60399508	60401809	+	60400658	Chr2B	62408687	62410988	+	62409837	1.0	1.0
gene:TraesCS2B03G0212900	Chr2B	60522933	60523481	+	60523207	Chr2B	62532009	62532557	+	62532283	1.0	1.0
gene:TraesCS2B03G0213100	Chr2B	60530738	60532750	+	60531744	Chr2B	62539813	62541825	+	62540819	1.0	1.0
gene:TraesCS2B03G0213400	Chr2B	60565038	60573391	-	60569214	Chr2B	62574104	62582462	-	62578283	1.0	1.0
gene:TraesCS2B03G0213500	Chr2B	60610340	60611152	-	60610746	Chr2B	62619418	62620230	-	62619824	1.0	1.0
gene:TraesCS2B03G0213600	Chr2B	60618425	60619744	-	60619084	Chr2B	62627507	62628826	-	62628166	1.0	1.0
gene:TraesCS2B03G0213700	Chr2B	60675573	60676901	+	60676237	Chr2B	62684653	62685981	+	62685317	1.0	1.0
gene:TraesCS2B03G0213800	Chr2B	60681151	60683222	+	60682186	Chr2B	62690230	62692300	+	62691265	1.0	1.0
gene:TraesCS2B03G0214200	Chr2B	60756115	60757460	+	60756787	Chr2B	62764130	62765475	+	62764802	1.0	1.0
gene:TraesCS2B03G0214300	Chr2B	60757491	60758202	+	60757846	Chr2B	62765506	62766217	+	62765861	1.0	1.0
gene:TraesCS2B03G0214700	Chr2B	60796732	60800167	-	60798449	Chr2B	62804497	62807930	-	62806213	0.999	0.999
gene:TraesCS2B03G0215900	Chr2B	61113538	61114692	-	61114115	Chr2B	63109016	63110170	-	63109593	1.0	1.0
gene:TraesCS2B03G0216300	Chr2B	61131650	61133254	+	61132452	Chr2B	63139479	63140916	+	63140197	0.99	0.983
gene:TraesCS2B03G0216800	Chr2B	61194172	61195609	+	61194890	Chr2B	63187511	63188948	+	63188229	1.0	1.0
gene:TraesCS2B03G0216900	Chr2B	61381876	61383330	-	61382603	Chr2B	63375057	63376511	-	63375784	1.0	1.0
gene:TraesCS2B03G0217000	Chr2B	61414876	61417170	-	61416023	Chr2B	63408076	63410370	-	63409223	1.0	1.0
gene:TraesCS2B03G0217300	Chr2B	61472195	61473936	+	61473065	Chr2B	63465389	63467130	+	63466259	1.0	1.0
gene:TraesCS2B03G0217600	Chr2B	61583852	61585133	+	61584492	Chr2B	63576529	63577810	+	63577169	1.0	1.0
gene:TraesCS2B03G0217900	Chr2B	61669706	61674524	+	61672115	Chr2B	63663279	63668097	+	63665688	1.0	1.0
gene:TraesCS2B03G0218000	Chr2B	61674779	61678221	+	61676500	Chr2B	63668352	63671794	+	63670073	1.0	1.0
gene:TraesCS2B03G0218300	Chr2B	61686050	61691537	+	61688793	Chr2B	63679622	63685109	+	63682365	1.0	0.999
gene:TraesCS2B03G0218400	Chr2B	61691460	61694364	-	61692912	Chr2B	63685032	63687936	-	63686484	1.0	1.0
gene:TraesCS2B03G0218500	Chr2B	61691709	61696992	+	61694350	Chr2B	63685281	63690564	+	63687922	1.0	1.0
gene:TraesCS2B03G0218800	Chr2B	61873259	61875998	+	61874628	Chr2B	63865726	63868465	+	63867095	1.0	1.0
gene:TraesCS2B03G0218900	Chr2B	61905731	61911205	+	61908468	Chr2B	63898210	63903684	+	63900947	1.0	1.0
gene:TraesCS2B03G0219100	Chr2B	61919353	61922428	-	61920890	Chr2B	63911516	63914591	-	63913053	1.0	1.0
gene:TraesCS2B03G0219200	Chr2B	61927610	61928152	-	61927881	Chr2B	63919774	63920316	-	63920045	1.0	1.0
gene:TraesCS2B03G0219400	Chr2B	62169326	62171589	-	62170457	Chr2B	64161288	64163533	-	64162410	0.985	0.985
gene:TraesCS2B03G0219800	Chr2B	62308816	62319456	+	62314136	Chr2B	64300810	64311450	+	64306130	1.0	1.0
gene:TraesCS2B03G0220100	Chr2B	62345996	62348332	-	62347164	Chr2B	64337955	64340291	-	64339123	1.0	1.0
gene:TraesCS2B03G0220500	Chr2B	62549043	62550643	+	62549843	Chr2B	64540883	64542483	+	64541683	1.0	1.0
gene:TraesCS2B03G0221200	Chr2B	62831916	62832882	-	62832399	Chr2B	64812232	64813198	-	64812715	1.0	1.0
gene:TraesCS2B03G0221400	Chr2B	63014287	63019312	+	63016799	Chr2B	64993596	64998621	+	64996108	1.0	0.999
gene:TraesCS2B03G0221500	Chr2B	63020997	63025766	+	63023381	Chr2B	65000306	65005074	+	65002690	1.0	1.0
gene:TraesCS2B03G0221600	Chr2B	63027910	63030121	+	63029015	Chr2B	65007213	65009424	+	65008318	1.0	1.0
gene:TraesCS2B03G0221800	Chr2B	63031616	63032995	+	63032305	Chr2B	65010919	65012298	+	65011608	1.0	1.0
gene:TraesCS2B03G0222000	Chr2B	63118015	63120393	+	63119204	Chr2B	65097305	65099683	+	65098494	1.0	1.0
gene:TraesCS2B03G0222400	Chr2B	63165516	63168670	-	63167093	Chr2B	65144819	65147973	-	65146396	1.0	1.0
gene:TraesCS2B03G0222600	Chr2B	63365825	63369904	-	63367864	Chr2B	65402662	65406741	-	65404701	1.0	0.999
gene:TraesCS2B03G0222700	Chr2B	63367059	63369877	-	63368468	Chr2B	65403896	65406714	-	65405305	1.0	0.999
gene:TraesCS2B03G0224400	Chr2B	64253330	64254407	-	64253868	Chr2B	66133749	66134826	-	66134287	1.0	1.0
