gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS4B03G0230100	Chr4B	109916596	109917423	-	109917009	Chr4B	96291795	96292622	-	96292208	1.0	1.0
gene:TraesCS4B03G0230300	Chr4B	109919726	109921435	+	109920580	Chr4B	96294925	96296634	+	96295779	1.0	1.0
gene:TraesCS4B03G0230700	Chr4B	109952135	109957513	-	109954824	Chr4B	96327304	96332682	-	96329993	1.0	1.0
gene:TraesCS4B03G0230900	Chr4B	110067303	110068295	+	110067799	Chr4B	96442505	96443497	+	96443001	1.0	0.998
gene:TraesCS4B03G0231000	Chr4B	110068900	110074166	-	110071533	Chr4B	96444102	96449502	-	96446802	1.0	0.999
gene:TraesCS4B03G0231200	Chr4B	110328781	110334930	+	110331855	Chr4B	96703571	96709720	+	96706645	1.0	1.0
gene:TraesCS4B03G0231400	Chr4B	110545381	110551469	+	110548425	Chr4B	96920188	96926269	+	96923228	1.0	0.998
gene:TraesCS4B03G0231500	Chr4B	110551624	110552954	-	110552289	Chr4B	96926424	96927754	-	96927089	1.0	0.999
gene:TraesCS4B03G0231600	Chr4B	110736805	110740695	-	110738750	Chr4B	97111364	97115254	-	97113309	1.0	1.0
gene:TraesCS4B03G0231900	Chr4B	110748001	110755551	-	110751776	Chr4B	97122560	97130110	-	97126335	1.0	1.0
gene:TraesCS4B03G0232000	Chr4B	110843111	110844590	+	110843850	Chr4B	97217524	97219003	+	97218263	1.0	1.0
gene:TraesCS4B03G0232500	Chr4B	111168643	111168833	+	111168738	Chr4B	97543094	97543284	+	97543189	1.0	1.0
gene:TraesCS4B03G0232600	Chr4B	111433057	111441093	+	111437075	Chr4B	97806265	97814301	+	97810283	1.0	1.0
gene:TraesCS4B03G0232900	Chr4B	111442304	111444746	-	111443525	Chr4B	97815512	97817954	-	97816733	1.0	1.0
gene:TraesCS4B03G0233100	Chr4B	111736205	111738416	+	111737310	Chr4B	98109319	98111530	+	98110424	1.0	1.0
gene:TraesCS4B03G0233200	Chr4B	111747481	111752016	+	111749748	Chr4B	98120601	98125143	+	98122872	1.0	0.999
gene:TraesCS4B03G0233300	Chr4B	111756361	111758199	-	111757280	Chr4B	98126736	98128571	-	98127653	0.998	0.998
gene:TraesCS4B03G0233800	Chr4B	112129979	112131223	+	112130601	Chr4B	98499958	98501202	+	98500580	1.0	1.0
gene:TraesCS4B03G0233900	Chr4B	112131458	112134546	-	112133002	Chr4B	98501437	98504525	-	98502981	1.0	1.0
gene:TraesCS4B03G0234000	Chr4B	112136330	112137913	-	112137121	Chr4B	98506309	98507892	-	98507100	1.0	1.0
gene:TraesCS4B03G0234100	Chr4B	112302345	112305107	+	112303726	Chr4B	98672188	98674950	+	98673569	1.0	1.0
gene:TraesCS4B03G0234200	Chr4B	112305988	112306536	+	112306262	Chr4B	98675831	98676379	+	98676105	1.0	1.0
gene:TraesCS4B03G0234400	Chr4B	112312746	112315594	-	112314170	Chr4B	98682590	98685438	-	98684014	1.0	1.0
gene:TraesCS4B03G0234500	Chr4B	112397663	112399545	-	112398604	Chr4B	98767509	98769391	-	98768450	1.0	1.0
gene:TraesCS4B03G0234700	Chr4B	112482535	112487007	+	112484771	Chr4B	98852755	98857227	+	98854991	1.0	1.0
gene:TraesCS4B03G0234800	Chr4B	112487713	112490761	-	112489237	Chr4B	98857933	98860981	-	98859457	1.0	1.0
gene:TraesCS4B03G0235300	Chr4B	112870080	112872714	+	112871397	Chr4B	99238778	99241412	+	99240095	1.0	1.0
gene:TraesCS4B03G0235400	Chr4B	112905761	112911034	-	112908397	Chr4B	99274470	99279738	-	99277104	1.0	1.0
gene:TraesCS4B03G0236100	Chr4B	113001439	113004365	+	113002902	Chr4B	99370152	99373078	+	99371615	1.0	1.0
gene:TraesCS4B03G0236200	Chr4B	113005938	113007483	-	113006710	Chr4B	99374651	99376196	-	99375423	1.0	1.0
gene:TraesCS4B03G0236300	Chr4B	113304274	113306235	+	113305254	Chr4B	99672732	99674693	+	99673712	1.0	0.999
gene:TraesCS4B03G0236800	Chr4B	113357708	113358541	-	113358124	Chr4B	99725495	99726328	-	99725911	1.0	1.0
gene:TraesCS4B03G0236900	Chr4B	113480222	113481209	-	113480715	Chr4B	99847662	99848649	-	99848155	1.0	1.0
gene:TraesCS4B03G0237200	Chr4B	113776895	113787775	+	113782335	Chr4B	100144081	100154963	+	100149522	0.999	0.999
gene:TraesCS4B03G0237300	Chr4B	114108883	114118259	+	114113571	Chr4B	100475230	100484606	+	100479918	1.0	1.0
gene:TraesCS4B03G0237500	Chr4B	114849760	114852855	+	114851307	Chr4B	101232371	101235466	+	101233918	1.0	0.999
gene:TraesCS4B03G0237600	Chr4B	114853670	114869536	-	114861603	Chr4B	101236281	101252144	-	101244212	1.0	0.999
gene:TraesCS4B03G0237900	Chr4B	115103377	115107532	+	115105454	Chr4B	101485551	101489708	+	101487629	1.0	1.0
gene:TraesCS4B03G0238000	Chr4B	115108578	115111759	-	115110168	Chr4B	101490754	101493935	-	101492344	1.0	1.0
gene:TraesCS4B03G0238300	Chr4B	115420375	115426294	+	115423334	Chr4B	101792419	101798338	+	101795378	1.0	1.0
gene:TraesCS4B03G0238400	Chr4B	115424932	115426224	-	115425578	Chr4B	101796976	101798268	-	101797622	1.0	1.0
gene:TraesCS4B03G0238600	Chr4B	115567224	115567971	-	115567597	Chr4B	101939758	101940505	-	101940131	1.0	1.0
gene:TraesCS4B03G0238700	Chr4B	115983567	115986296	+	115984931	Chr4B	102354279	102357008	+	102355643	1.0	1.0
gene:TraesCS4B03G0239000	Chr4B	116438278	116442498	-	116440388	Chr4B	102810658	102814878	-	102812768	1.0	1.0
gene:TraesCS4B03G0239400	Chr4B	117012043	117027481	-	117019762	Chr4B	103384182	103399622	-	103391902	1.0	0.999
gene:TraesCS4B03G0239800	Chr4B	117498691	117504487	+	117501589	Chr4B	103869957	103875753	+	103872855	1.0	1.0
gene:TraesCS4B03G0240100	Chr4B	118005260	118007257	+	118006258	Chr4B	104369407	104371404	+	104370405	1.0	1.0
gene:TraesCS4B03G0240300	Chr4B	118153450	118155733	-	118154591	Chr4B	104517020	104519303	-	104518161	1.0	0.999
gene:TraesCS4B03G0240700	Chr4B	118451111	118454317	+	118452714	Chr4B	104814666	104817872	+	104816269	1.0	1.0
gene:TraesCS4B03G0240800	Chr4B	118583534	118585998	+	118584766	Chr4B	104946862	104949326	+	104948094	1.0	0.999
gene:TraesCS4B03G0240900	Chr4B	118603796	118604343	-	118604069	Chr4B	104967124	104967671	-	104967397	1.0	1.0
gene:TraesCS4B03G0241000	Chr4B	118609188	118610097	-	118609642	Chr4B	104972516	104973425	-	104972970	1.0	1.0
gene:TraesCS4B03G0241100	Chr4B	118610269	118614281	-	118612275	Chr4B	104973597	104977609	-	104975603	1.0	1.0
gene:TraesCS4B03G0241300	Chr4B	118893944	118896589	-	118895266	Chr4B	105257368	105260013	-	105258690	1.0	1.0
gene:TraesCS4B03G0241400	Chr4B	118927378	118930157	-	118928767	Chr4B	105290803	105293582	-	105292192	1.0	1.0
gene:TraesCS4B03G0242000	Chr4B	119256484	119258563	+	119257523	Chr4B	105619923	105622002	+	105620962	1.0	1.0
gene:TraesCS4B03G0242200	Chr4B	119259758	119263419	-	119261588	Chr4B	105623197	105626858	-	105625027	1.0	1.0
gene:TraesCS4B03G0242300	Chr4B	119379414	119383394	+	119381404	Chr4B	105742842	105746822	+	105744832	1.0	1.0
gene:TraesCS4B03G0242600	Chr4B	119531558	119535591	-	119533574	Chr4B	105894285	105898311	-	105896298	1.0	1.0
gene:TraesCS4B03G0242900	Chr4B	120005593	120006499	+	120006046	Chr4B	106365436	106366342	+	106365889	1.0	1.0
gene:TraesCS4B03G0243000	Chr4B	120056035	120056714	+	120056374	Chr4B	106416555	106417234	+	106416894	1.0	1.0
gene:TraesCS4B03G0243500	Chr4B	120095535	120107990	+	120101762	Chr4B	106456052	106468380	+	106462216	1.0	1.0
gene:TraesCS4B03G0243600	Chr4B	120107762	120108988	-	120108375	Chr4B	106468152	106469378	-	106468765	1.0	1.0
gene:TraesCS4B03G0244100	Chr4B	120133161	120134107	-	120133634	Chr4B	106492998	106493944	-	106493471	1.0	1.0
gene:TraesCS4B03G0244500	Chr4B	120252996	120259728	-	120256362	Chr4B	106594757	106601489	-	106598123	1.0	1.0
gene:TraesCS4B03G0244600	Chr4B	120347418	120348141	-	120347779	Chr4B	106689176	106689899	-	106689537	1.0	1.0
gene:TraesCS4B03G0245000	Chr4B	120444970	120448842	-	120446906	Chr4B	106786717	106790600	-	106788658	1.0	1.0
gene:TraesCS4B03G0245200	Chr4B	120824597	120829043	+	120826820	Chr4B	107169700	107174146	+	107171923	1.0	1.0
gene:TraesCS4B03G0245300	Chr4B	120829570	120843608	-	120836589	Chr4B	107174673	107188713	-	107181693	1.0	1.0
gene:TraesCS4B03G0245600	Chr4B	121344981	121349832	+	121347406	Chr4B	107689403	107694254	+	107691828	1.0	1.0
gene:TraesCS4B03G0245800	Chr4B	121708487	121733468	-	121720977	Chr4B	108052039	108077023	-	108064531	1.0	1.0
gene:TraesCS4B03G0246100	Chr4B	122159762	122161936	-	122160849	Chr4B	108502568	108504742	-	108503655	1.0	0.999
gene:TraesCS4B03G0246300	Chr4B	122311623	122324574	+	122318098	Chr4B	108654505	108667482	+	108660993	1.0	1.0
gene:TraesCS4B03G0246400	Chr4B	122325351	122328453	+	122326902	Chr4B	108668259	108671361	+	108669810	1.0	1.0
gene:TraesCS4B03G0246700	Chr4B	122389974	122397088	+	122393531	Chr4B	108732837	108740004	+	108736420	1.0	1.0
gene:TraesCS4B03G0246800	Chr4B	122403248	122405259	+	122404253	Chr4B	108746168	108748179	+	108747173	1.0	1.0
gene:TraesCS4B03G0247500	Chr4B	122874001	122876361	-	122875181	Chr4B	109227423	109229783	-	109228603	1.0	0.999
gene:TraesCS4B03G0248200	Chr4B	123307071	123309009	-	123308040	Chr4B	109660051	109661989	-	109661020	1.0	0.993
gene:TraesCS4B03G0249000	Chr4B	124485594	124486506	+	124486050	Chr4B	110844124	110845036	+	110844580	1.0	1.0
gene:TraesCS4B03G0249100	Chr4B	124623634	124626808	+	124625221	Chr4B	110978751	110981925	+	110980338	1.0	0.998
gene:TraesCS4B03G0249600	Chr4B	124966293	124972458	-	124969375	Chr4B	111320554	111326722	-	111323638	1.0	1.0
gene:TraesCS4B03G0249700	Chr4B	125064010	125066108	+	125065059	Chr4B	111418320	111420418	+	111419369	0.999	0.998
gene:TraesCS4B03G0249800	Chr4B	125240489	125249083	+	125244786	Chr4B	111593935	111602529	+	111598232	1.0	1.0
gene:TraesCS4B03G0249900	Chr4B	125322964	125329649	-	125326306	Chr4B	111676419	111683133	-	111679776	1.0	1.0
gene:TraesCS4B03G0250000	Chr4B	125332457	125339115	+	125335786	Chr4B	111685941	111692599	+	111689270	1.0	1.0
gene:TraesCS4B03G0250100	Chr4B	125547150	125551635	+	125549392	Chr4B	111899456	111903941	+	111901698	1.0	1.0
gene:TraesCS4B03G0250700	Chr4B	125590482	125593019	+	125591750	Chr4B	111935086	111937623	+	111936354	1.0	1.0
gene:TraesCS4B03G0251100	Chr4B	125879686	125882547	+	125881116	Chr4B	112224150	112227011	+	112225580	1.0	1.0
gene:TraesCS4B03G0251300	Chr4B	126473515	126479412	+	126476463	Chr4B	112817572	112823469	+	112820520	1.0	1.0
gene:TraesCS4B03G0251400	Chr4B	126520941	126527179	+	126524060	Chr4B	112865015	112871253	+	112868134	1.0	1.0
gene:TraesCS4B03G0251600	Chr4B	126870110	126871522	-	126870816	Chr4B	113213996	113215408	-	113214702	1.0	1.0
gene:TraesCS4B03G0252100	Chr4B	126943612	126946365	+	126944988	Chr4B	113287597	113290350	+	113288973	1.0	1.0
gene:TraesCS4B03G0252400	Chr4B	127040501	127042804	+	127041652	Chr4B	113385369	113387672	+	113386520	1.0	1.0
gene:TraesCS4B03G0252600	Chr4B	127043475	127060593	-	127052034	Chr4B	113388343	113405451	-	113396897	1.0	1.0
gene:TraesCS4B03G0252800	Chr4B	127068357	127070084	+	127069220	Chr4B	113413214	113414941	+	113414077	1.0	1.0
gene:TraesCS4B03G0253300	Chr4B	127516785	127520417	+	127518601	Chr4B	113861591	113865223	+	113863407	1.0	1.0
gene:TraesCS4B03G0253400	Chr4B	127522261	127523724	-	127522992	Chr4B	113867061	113868524	-	113867792	1.0	1.0
gene:TraesCS4B03G0253600	Chr4B	127581596	127583301	-	127582448	Chr4B	113926401	113928106	-	113927253	1.0	1.0
gene:TraesCS4B03G0253700	Chr4B	127760037	127761581	+	127760809	Chr4B	114108430	114109974	+	114109202	1.0	1.0
gene:TraesCS4B03G0253800	Chr4B	127764623	127772185	-	127768404	Chr4B	114113014	114120576	-	114116795	1.0	1.0
gene:TraesCS4B03G0254000	Chr4B	127934051	127936599	-	127935325	Chr4B	114281885	114284433	-	114283159	1.0	1.0
gene:TraesCS4B03G0254100	Chr4B	127937028	127942223	-	127939625	Chr4B	114284862	114290057	-	114287459	1.0	1.0
gene:TraesCS4B03G0254200	Chr4B	127944293	127946814	-	127945553	Chr4B	114292126	114294647	-	114293386	1.0	1.0
gene:TraesCS4B03G0256200	Chr4B	129508889	129510663	-	129509776	Chr4B	114737671	114739445	-	114738558	1.0	0.999
gene:TraesCS4B03G0256300	Chr4B	129598946	129603194	-	129601070	Chr4B	114827727	114831975	-	114829851	1.0	1.0
gene:TraesCS4B03G0256600	Chr4B	129729187	129734012	-	129731599	Chr4B	114988530	114993365	-	114990947	1.0	0.995
gene:TraesCS4B03G0257100	Chr4B	130468927	130475719	+	130472323	Chr4B	115721173	115727968	+	115724570	1.0	1.0
gene:TraesCS4B03G0257400	Chr4B	130685507	130686684	-	130686095	Chr4B	115937293	115938470	-	115937881	1.0	1.0
gene:TraesCS4B03G0257600	Chr4B	130718699	130719492	-	130719095	Chr4B	115962690	115963483	-	115963086	1.0	1.0
gene:TraesCS4B03G0257700	Chr4B	130719516	130722404	-	130720960	Chr4B	115963507	115966395	-	115964951	1.0	1.0
gene:TraesCS4B03G0258100	Chr4B	131019153	131021062	-	131020107	Chr4B	116258981	116260890	-	116259935	1.0	1.0
gene:TraesCS4B03G0258300	Chr4B	131023430	131024854	-	131024142	Chr4B	116263258	116264682	-	116263970	1.0	1.0
gene:TraesCS4B03G0258400	Chr4B	131054034	131057633	-	131055833	Chr4B	116293388	116296987	-	116295187	1.0	1.0
gene:TraesCS4B03G0258600	Chr4B	131254474	131255660	-	131255067	Chr4B	116493837	116495023	-	116494430	1.0	1.0
gene:TraesCS4B03G0258900	Chr4B	131522984	131536568	+	131529776	Chr4B	116762196	116775780	+	116768988	1.0	1.0
gene:TraesCS4B03G0259100	Chr4B	131537425	131539182	-	131538303	Chr4B	116776637	116778394	-	116777515	1.0	1.0
gene:TraesCS4B03G0259200	Chr4B	131539573	131540482	-	131540027	Chr4B	116778785	116779694	-	116779239	1.0	1.0
gene:TraesCS4B03G0259300	Chr4B	131542260	131542664	-	131542462	Chr4B	116781472	116781876	-	116781674	1.0	1.0
gene:TraesCS4B03G0259500	Chr4B	131545356	131546366	-	131545861	Chr4B	116784568	116785578	-	116785073	1.0	1.0
gene:TraesCS4B03G0259600	Chr4B	131548549	131549502	-	131549025	Chr4B	116787761	116788714	-	116788237	1.0	1.0
gene:TraesCS4B03G0259700	Chr4B	131552013	131552603	-	131552308	Chr4B	116791225	116791815	-	116791520	1.0	1.0
gene:TraesCS4B03G0259800	Chr4B	131554593	131554991	-	131554792	Chr4B	116793805	116794203	-	116794004	1.0	1.0
gene:TraesCS4B03G0260000	Chr4B	131680944	131683076	-	131682010	Chr4B	116919988	116922120	-	116921054	1.0	0.999
gene:TraesCS4B03G0260700	Chr4B	132503104	132504890	+	132503997	Chr4B	117738300	117740086	+	117739193	1.0	1.0
gene:TraesCS4B03G0261000	Chr4B	133199105	133207671	+	133203388	Chr4B	118431617	118440184	+	118435900	1.0	0.999
gene:TraesCS4B03G0261500	Chr4B	133598329	133598694	-	133598511	Chr4B	118830846	118831210	-	118831028	0.997	0.997
gene:TraesCS4B03G0261600	Chr4B	133601543	133606325	-	133603934	Chr4B	118831338	118835683	-	118833510	0.924	0.924
gene:TraesCS4B03G0261800	Chr4B	134187739	134189445	-	134188592	Chr4B	119350550	119352256	-	119351403	1.0	1.0
gene:TraesCS4B03G0261900	Chr4B	134254777	134256278	-	134255527	Chr4B	119482289	119483789	-	119483039	0.999	0.999
gene:TraesCS4B03G0262700	Chr4B	134793102	134793980	-	134793541	Chr4B	120018467	120019345	-	120018906	1.0	1.0
gene:TraesCS4B03G0262800	Chr4B	134794454	134801207	-	134797830	Chr4B	120019819	120026572	-	120023195	1.0	1.0
gene:TraesCS4B03G0263100	Chr4B	135134572	135140517	+	135137544	Chr4B	120349766	120355711	+	120352738	1.0	1.0
gene:TraesCS4B03G0263300	Chr4B	135141937	135143394	-	135142665	Chr4B	120357131	120358588	-	120357859	1.0	1.0
gene:TraesCS4B03G0263400	Chr4B	135251745	135253481	-	135252613	Chr4B	120466910	120468646	-	120467778	1.0	1.0
gene:TraesCS4B03G0263500	Chr4B	135378656	135380670	-	135379663	Chr4B	120593895	120595909	-	120594902	1.0	1.0
gene:TraesCS4B03G0263600	Chr4B	135405496	135407010	+	135406253	Chr4B	120620741	120622255	+	120621498	1.0	1.0
gene:TraesCS4B03G0263800	Chr4B	135416717	135418341	+	135417529	Chr4B	120631963	120633587	+	120632775	1.0	1.0
gene:TraesCS4B03G0263900	Chr4B	135419252	135425692	-	135422472	Chr4B	120634498	120640938	-	120637718	1.0	1.0
gene:TraesCS4B03G0264000	Chr4B	135932202	135935832	+	135934017	Chr4B	121145702	121149332	+	121147517	1.0	1.0
gene:TraesCS4B03G0264100	Chr4B	135937274	135943348	-	135940311	Chr4B	121150775	121156847	-	121153811	1.0	1.0
gene:TraesCS4B03G0264400	Chr4B	136670949	136675986	+	136673467	Chr4B	121877911	121882948	+	121880429	1.0	1.0
gene:TraesCS4B03G0264500	Chr4B	136932541	136935569	+	136934055	Chr4B	122137534	122140562	+	122139048	1.0	1.0
gene:TraesCS4B03G0269800	Chr4B	140765330	140766652	+	140765991	Chr4B	143652188	143653510	-	143652849	1.0	1.0
gene:TraesCS4B03G0270100	Chr4B	140803690	140805176	-	140804433	Chr4B	143614043	143615529	+	143614786	1.0	1.0
gene:TraesCS4B03G0270500	Chr4B	141351342	141353104	+	141352223	Chr4B	143077674	143079436	-	143078555	1.0	1.0
gene:TraesCS4B03G0270800	Chr4B	141375456	141381718	-	141378587	Chr4B	143049065	143055322	+	143052193	1.0	1.0
gene:TraesCS4B03G0271100	Chr4B	141690713	141693460	-	141692086	Chr4B	142738301	142741048	+	142739674	1.0	1.0
gene:TraesCS4B03G0271300	Chr4B	142096352	142098014	+	142097183	Chr4B	142335048	142336710	-	142335879	1.0	1.0
gene:TraesCS4B03G0271800	Chr4B	142181132	142182739	+	142181935	Chr4B	142250316	142251923	-	142251119	1.0	0.997
gene:TraesCS4B03G0272000	Chr4B	142209082	142210296	+	142209689	Chr4B	142222758	142223972	-	142223365	1.0	1.0
gene:TraesCS4B03G0272200	Chr4B	142212789	142213860	-	142213324	Chr4B	142219194	142220265	+	142219729	1.0	0.999
gene:TraesCS4B03G0272700	Chr4B	142627450	142628269	+	142627859	Chr4B	141768722	141769541	-	141769131	1.0	1.0
gene:TraesCS4B03G0272800	Chr4B	142661543	142664962	-	142663252	Chr4B	141732020	141735439	+	141733729	1.0	1.0
gene:TraesCS4B03G0272900	Chr4B	142685460	142687771	-	142686615	Chr4B	141709177	141711488	+	141710332	1.0	1.0
gene:TraesCS4B03G0273200	Chr4B	142707446	142709612	-	142708529	Chr4B	141687336	141689502	+	141688419	1.0	1.0
gene:TraesCS4B03G0273400	Chr4B	142740462	142742451	-	142741456	Chr4B	141654500	141656489	+	141655494	1.0	1.0
gene:TraesCS4B03G0273500	Chr4B	142855335	142856902	+	142856118	Chr4B	141540039	141541606	-	141540822	1.0	0.997
gene:TraesCS4B03G0273700	Chr4B	142865592	142868124	+	142866858	Chr4B	141528814	141531346	-	141530080	1.0	1.0
gene:TraesCS4B03G0273800	Chr4B	142871390	142881051	+	142876220	Chr4B	141515887	141525548	-	141520717	1.0	1.0
gene:TraesCS4B03G0273900	Chr4B	142881074	142882031	+	142881552	Chr4B	141514907	141515864	-	141515385	1.0	1.0
gene:TraesCS4B03G0274400	Chr4B	143318259	143318885	-	143318572	Chr4B	141078570	141079196	+	141078883	1.0	1.0
gene:TraesCS4B03G0274500	Chr4B	143537018	143547462	-	143542240	Chr4B	140849933	140860377	+	140855155	1.0	0.999
gene:TraesCS4B03G0274800	Chr4B	143698758	143704208	-	143701483	Chr4B	140693178	140698628	+	140695903	1.0	1.0
gene:TraesCS4B03G0275100	Chr4B	143801285	143810985	+	143806135	Chr4B	140586601	140596073	-	140591337	1.0	0.999
gene:TraesCS4B03G0275600	Chr4B	143988704	143991258	+	143989981	Chr4B	140406861	140409415	-	140408138	1.0	1.0
gene:TraesCS4B03G0277400	Chr4B	144178328	144178570	+	144178449	Chr4B	140220438	140220680	-	140220559	1.0	1.0
gene:TraesCS4B03G0277600	Chr4B	144523646	144524980	-	144524313	Chr4B	139874497	139875831	+	139875164	1.0	0.997
gene:TraesCS4B03G0277800	Chr4B	144535711	144548343	-	144542027	Chr4B	139851138	139863769	+	139857453	1.0	1.0
gene:TraesCS4B03G0278400	Chr4B	145139282	145152960	-	145146121	Chr4B	139246506	139260209	+	139253357	1.0	1.0
gene:TraesCS4B03G0278500	Chr4B	145522085	145524050	+	145523067	Chr4B	138875377	138877342	-	138876359	1.0	1.0
gene:TraesCS4B03G0278600	Chr4B	145608309	145613888	+	145611098	Chr4B	138786430	138792009	-	138789219	1.0	1.0
gene:TraesCS4B03G0278700	Chr4B	145631408	145631773	+	145631590	Chr4B	138768530	138768895	-	138768712	1.0	1.0
gene:TraesCS4B03G0279100	Chr4B	145764234	145764782	+	145764508	Chr4B	138636314	138636862	-	138636588	1.0	1.0
gene:TraesCS4B03G0279300	Chr4B	145787385	145789160	+	145788272	Chr4B	138611896	138613671	-	138612783	1.0	1.0
gene:TraesCS4B03G0279600	Chr4B	146003269	146007701	+	146005485	Chr4B	138400606	138405038	-	138402822	1.0	1.0
gene:TraesCS4B03G0279800	Chr4B	146018012	146022604	-	146020308	Chr4B	138386003	138390595	+	138388299	1.0	1.0
gene:TraesCS4B03G0279900	Chr4B	146392103	146396710	+	146394406	Chr4B	138012245	138016852	-	138014548	1.0	1.0
gene:TraesCS4B03G0280000	Chr4B	146398545	146401421	-	146399983	Chr4B	138007534	138010410	+	138008972	1.0	1.0
gene:TraesCS4B03G0280100	Chr4B	146976476	146979659	+	146978067	Chr4B	137431667	137434850	-	137433258	1.0	1.0
gene:TraesCS4B03G0281500	Chr4B	147768498	147773976	-	147771237	Chr4B	136648459	136653937	+	136651198	1.0	0.999
gene:TraesCS4B03G0281800	Chr4B	147835167	147836668	+	147835917	Chr4B	136585851	136587352	-	136586601	1.0	1.0
gene:TraesCS4B03G0281900	Chr4B	147837123	147838714	+	147837918	Chr4B	136583805	136585396	-	136584600	1.0	1.0
gene:TraesCS4B03G0282100	Chr4B	147839994	147846239	+	147843116	Chr4B	136576411	136582525	-	136579468	1.0	1.0
gene:TraesCS4B03G0282700	Chr4B	148458745	148459848	+	148459296	Chr4B	135963485	135964588	-	135964036	1.0	1.0
gene:TraesCS4B03G0282800	Chr4B	148462193	148464810	-	148463501	Chr4B	135958523	135961140	+	135959831	1.0	1.0
gene:TraesCS4B03G0282900	Chr4B	148616367	148618687	-	148617527	Chr4B	135804647	135806967	+	135805807	1.0	1.0
gene:TraesCS4B03G0283000	Chr4B	148620419	148621529	+	148620974	Chr4B	135801805	135802915	-	135802360	1.0	1.0
gene:TraesCS4B03G0283300	Chr4B	148888780	148892428	-	148890604	Chr4B	135530898	135534546	+	135532722	1.0	1.0
gene:TraesCS4B03G0283400	Chr4B	148926438	148934004	-	148930221	Chr4B	135489683	135497249	+	135493466	1.0	1.0
gene:TraesCS4B03G0283800	Chr4B	149558655	149562561	+	149560608	Chr4B	134872050	134875956	-	134874003	1.0	0.999
gene:TraesCS4B03G0284000	Chr4B	149572065	149581284	+	149576674	Chr4B	134853484	134862546	-	134858015	1.0	1.0
gene:TraesCS4B03G0284300	Chr4B	149584335	149585000	-	149584667	Chr4B	134849472	134850137	+	134849804	1.0	1.0
gene:TraesCS4B03G0284400	Chr4B	149586426	149589923	-	149588174	Chr4B	134844549	134848046	+	134846297	1.0	1.0
gene:TraesCS4B03G0284600	Chr4B	149648122	149650502	-	149649312	Chr4B	134785922	134788301	+	134787111	0.999	0.998
gene:TraesCS4B03G0284700	Chr4B	149777497	149780867	-	149779182	Chr4B	134655562	134658932	+	134657247	1.0	1.0
gene:TraesCS4B03G0285100	Chr4B	150153015	150153749	-	150153382	Chr4B	134282965	134283699	+	134283332	1.0	1.0
gene:TraesCS4B03G0285500	Chr4B	150411702	150414790	-	150413246	Chr4B	134021924	134025012	+	134023468	1.0	1.0
gene:TraesCS4B03G0285800	Chr4B	150466243	150468736	+	150467489	Chr4B	133967984	133970477	-	133969230	1.0	1.0
gene:TraesCS4B03G0285900	Chr4B	150469600	150470013	-	150469806	Chr4B	133966707	133967120	+	133966913	1.0	1.0
gene:TraesCS4B03G0286000	Chr4B	150479053	150483786	-	150481419	Chr4B	133952930	133957663	+	133955296	1.0	1.0
gene:TraesCS4B03G0286200	Chr4B	150792083	150803168	-	150797625	Chr4B	133625677	133636764	+	133631220	1.0	1.0
gene:TraesCS4B03G0286800	Chr4B	152012112	152015198	+	152013655	Chr4B	132417858	132420944	-	132419401	1.0	1.0
gene:TraesCS4B03G0287000	Chr4B	152081967	152086710	-	152084338	Chr4B	132345058	132349801	+	132347429	1.0	1.0
gene:TraesCS4B03G0287500	Chr4B	152138657	152143305	-	152140981	Chr4B	132288990	132293638	+	132291314	1.0	1.0
gene:TraesCS4B03G0287600	Chr4B	152794838	152797032	+	152795935	Chr4B	131638042	131640236	-	131639139	1.0	1.0
gene:TraesCS4B03G0287700	Chr4B	152801462	152806057	-	152803759	Chr4B	131629017	131633612	+	131631314	1.0	1.0
gene:TraesCS4B03G0287800	Chr4B	152807805	152812651	-	152810228	Chr4B	131622423	131627269	+	131624846	1.0	1.0
gene:TraesCS4B03G0288000	Chr4B	153012997	153016855	-	153014926	Chr4B	131418189	131422047	+	131420118	1.0	1.0
gene:TraesCS4B03G0288300	Chr4B	153814180	153816274	+	153815227	Chr4B	130624436	130626530	-	130625483	1.0	1.0
gene:TraesCS4B03G0288400	Chr4B	153816665	153819658	-	153818161	Chr4B	130621052	130624045	+	130622548	1.0	0.999
gene:TraesCS4B03G0290200	Chr4B	155146902	155147237	-	155147069	Chr4B	129315953	129316288	+	129316120	1.0	1.0
gene:TraesCS4B03G0290400	Chr4B	155152087	155157174	-	155154630	Chr4B	129306016	129311103	+	129308559	1.0	1.0
gene:TraesCS4B03G0291200	Chr4B	157170110	157174841	-	157172475	Chr4B	127317396	127322127	+	127319761	1.0	0.999
gene:TraesCS4B03G0291800	Chr4B	158151809	158152237	+	158152023	Chr4B	126344153	126344581	-	126344367	1.0	1.0
gene:TraesCS4B03G0292000	Chr4B	158425030	158429636	+	158427333	Chr4B	126067654	126072260	-	126069957	1.0	1.0
gene:TraesCS4B03G0292100	Chr4B	158430834	158433704	-	158432269	Chr4B	126063586	126066456	+	126065021	1.0	1.0
gene:TraesCS4B03G0292400	Chr4B	159113739	159114769	+	159114254	Chr4B	125386919	125387949	-	125387434	1.0	1.0
