gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS5A03G0211700	Chr5A	111343263	111346844	+	111345053	Chr5A	113698877	113702458	+	113700667	1.0	1.0
gene:TraesCS5A03G0211800	Chr5A	111354626	111357244	+	111355935	Chr5A	113710285	113712903	+	113711594	1.0	1.0
gene:TraesCS5A03G0211900	Chr5A	111364347	111367936	+	111366141	Chr5A	113720151	113723740	+	113721945	1.0	1.0
gene:TraesCS5A03G0212100	Chr5A	111370747	111380581	+	111375664	Chr5A	113726692	113736839	+	113731765	1.0	1.0
gene:TraesCS5A03G0212200	Chr5A	111380768	111381438	-	111381103	Chr5A	113737026	113737696	-	113737361	1.0	1.0
gene:TraesCS5A03G0212500	Chr5A	111763545	111765722	-	111764633	Chr5A	114117756	114119933	-	114118844	1.0	1.0
gene:TraesCS5A03G0212600	Chr5A	111773280	111782387	-	111777833	Chr5A	114127566	114136673	-	114132119	1.0	0.999
gene:TraesCS5A03G0212700	Chr5A	111783020	111785813	-	111784416	Chr5A	114137306	114140099	-	114138702	1.0	1.0
gene:TraesCS5A03G0212800	Chr5A	111789244	111794170	-	111791707	Chr5A	114143463	114148389	-	114145926	1.0	1.0
gene:TraesCS5A03G0213000	Chr5A	112071646	112080831	-	112076238	Chr5A	114426383	114435870	-	114431126	1.0	0.999
gene:TraesCS5A03G0213200	Chr5A	112956864	112958524	+	112957694	Chr5A	115309980	115311640	+	115310810	1.0	1.0
gene:TraesCS5A03G0213300	Chr5A	112991673	112993838	+	112992755	Chr5A	115344678	115346821	+	115345749	0.981	0.981
gene:TraesCS5A03G0213400	Chr5A	113012744	113024095	+	113018419	Chr5A	115365085	115376802	+	115370943	1.0	1.0
gene:TraesCS5A03G0213500	Chr5A	113025820	113030458	-	113028139	Chr5A	115378527	115383164	-	115380845	1.0	0.998
gene:TraesCS5A03G0214500	Chr5A	113495532	113500038	+	113497785	Chr5A	115849595	115854101	+	115851848	1.0	1.0
gene:TraesCS5A03G0214700	Chr5A	113507823	113508471	-	113508147	Chr5A	115861886	115862534	-	115862210	1.0	1.0
gene:TraesCS5A03G0214900	Chr5A	113543326	113544477	-	113543901	Chr5A	115919633	115920784	-	115920208	1.0	1.0
gene:TraesCS5A03G0215200	Chr5A	113713484	113719070	-	113716277	Chr5A	116091347	116096933	-	116094140	1.0	1.0
gene:TraesCS5A03G0215800	Chr5A	114996102	115006810	+	115001456	Chr5A	117374329	117384795	+	117379562	1.0	0.999
gene:TraesCS5A03G0216100	Chr5A	115112888	115117285	+	115115086	Chr5A	117491207	117495604	+	117493405	1.0	1.0
gene:TraesCS5A03G0216300	Chr5A	115191870	115199532	+	115195701	Chr5A	117571671	117579333	+	117575502	1.0	1.0
gene:TraesCS5A03G0217400	Chr5A	116106957	116119723	+	116113340	Chr5A	118501215	118513737	+	118507476	1.0	1.0
gene:TraesCS5A03G0217500	Chr5A	116414785	116416572	+	116415678	Chr5A	118815236	118817023	+	118816129	1.0	1.0
gene:TraesCS5A03G0217600	Chr5A	116420929	116426725	-	116423827	Chr5A	118821380	118827183	-	118824281	1.0	0.995
gene:TraesCS5A03G0217900	Chr5A	116426818	116430481	+	116428649	Chr5A	118827276	118830939	+	118829107	1.0	1.0
gene:TraesCS5A03G0218100	Chr5A	116492124	116497923	+	116495023	Chr5A	118892916	118899180	+	118896048	1.0	1.0
gene:TraesCS5A03G0218300	Chr5A	116645165	116646139	+	116645652	Chr5A	119048638	119049612	+	119049125	1.0	1.0
gene:TraesCS5A03G0218400	Chr5A	117009626	117012952	-	117011289	Chr5A	119416458	119419785	-	119418121	1.0	0.999
gene:TraesCS5A03G0218500	Chr5A	117016311	117024173	-	117020242	Chr5A	119423466	119431227	-	119427346	1.0	1.0
gene:TraesCS5A03G0218600	Chr5A	117056441	117073263	-	117064852	Chr5A	119463715	119480535	-	119472125	1.0	1.0
gene:TraesCS5A03G0219000	Chr5A	117134312	117135492	-	117134902	Chr5A	119541465	119542645	-	119542055	1.0	1.0
gene:TraesCS5A03G0219300	Chr5A	117424421	117426451	-	117425436	Chr5A	119824401	119826431	-	119825416	1.0	1.0
gene:TraesCS5A03G0219700	Chr5A	117960342	117963774	+	117962058	Chr5A	120360490	120363922	+	120362206	1.0	1.0
gene:TraesCS5A03G0219800	Chr5A	117963120	117971440	-	117967280	Chr5A	120363268	120371588	-	120367428	1.0	1.0
gene:TraesCS5A03G0219900	Chr5A	117974042	117976692	-	117975367	Chr5A	120374190	120376840	-	120375515	1.0	1.0
gene:TraesCS5A03G0221400	Chr5A	118767960	118776594	+	118772277	Chr5A	121177942	121186572	+	121182257	1.0	1.0
gene:TraesCS5A03G0221800	Chr5A	118776713	118778131	+	118777422	Chr5A	121186691	121188109	+	121187400	1.0	1.0
gene:TraesCS5A03G0222200	Chr5A	118882102	118886019	+	118884060	Chr5A	121292070	121295987	+	121294028	1.0	1.0
gene:TraesCS5A03G0222600	Chr5A	119637281	119637845	+	119637563	Chr5A	122049250	122049814	+	122049532	1.0	1.0
gene:TraesCS5A03G0222700	Chr5A	119725051	119730006	+	119727528	Chr5A	122137123	122142074	+	122139598	1.0	1.0
gene:TraesCS5A03G0222800	Chr5A	119766925	119767840	+	119767382	Chr5A	122181121	122182036	+	122181578	1.0	1.0
gene:TraesCS5A03G0223000	Chr5A	120035825	120041008	+	120038416	Chr5A	122451269	122456452	+	122453860	1.0	1.0
gene:TraesCS5A03G0223100	Chr5A	120041314	120044394	+	120042854	Chr5A	122456758	122459838	+	122458298	1.0	1.0
gene:TraesCS5A03G0223200	Chr5A	120045156	120046368	-	120045762	Chr5A	122460600	122461812	-	122461206	1.0	1.0
gene:TraesCS5A03G0223500	Chr5A	120131256	120136206	+	120133731	Chr5A	122547514	122552464	+	122549989	1.0	1.0
gene:TraesCS5A03G0223600	Chr5A	120238902	120239330	-	120239116	Chr5A	122654840	122655268	-	122655054	1.0	1.0
gene:TraesCS5A03G0223800	Chr5A	120411328	120412504	-	120411916	Chr5A	122832074	122833250	-	122832662	1.0	1.0
gene:TraesCS5A03G0223900	Chr5A	120414079	120415479	+	120414779	Chr5A	122834805	122836205	+	122835505	1.0	1.0
gene:TraesCS5A03G0224300	Chr5A	120449190	120449704	+	120449447	Chr5A	122883250	122883764	+	122883507	1.0	1.0
gene:TraesCS5A03G0225000	Chr5A	120598224	120600081	-	120599152	Chr5A	123033287	123035144	-	123034215	1.0	1.0
gene:TraesCS5A03G0225100	Chr5A	120600332	120606958	+	120603645	Chr5A	123035395	123042204	+	123038799	1.0	1.0
gene:TraesCS5A03G0225300	Chr5A	120608105	120609020	-	120608562	Chr5A	123043351	123044266	-	123043808	1.0	1.0
gene:TraesCS5A03G0225700	Chr5A	120818957	120822328	+	120820642	Chr5A	123261160	123264531	+	123262845	1.0	1.0
gene:TraesCS5A03G0225800	Chr5A	120922305	120925833	+	120924069	Chr5A	123364548	123368076	+	123366312	1.0	1.0
gene:TraesCS5A03G0225900	Chr5A	120951861	120954727	-	120953294	Chr5A	123394140	123397006	-	123395573	1.0	1.0
gene:TraesCS5A03G0226300	Chr5A	121212125	121214481	+	121213303	Chr5A	123654642	123657246	+	123655944	1.0	1.0
gene:TraesCS5A03G0226400	Chr5A	121240062	121241256	-	121240659	Chr5A	123682548	123683742	-	123683145	1.0	1.0
gene:TraesCS5A03G0226500	Chr5A	121241991	121243048	+	121242519	Chr5A	123684477	123685534	+	123685005	1.0	1.0
gene:TraesCS5A03G0226900	Chr5A	121517559	121518092	-	121517825	Chr5A	123950265	123950798	-	123950531	1.0	1.0
gene:TraesCS5A03G0227000	Chr5A	122121405	122128989	+	122125197	Chr5A	124549688	124557549	+	124553618	1.0	1.0
gene:TraesCS5A03G0227600	Chr5A	122485902	122491852	-	122488877	Chr5A	124926440	124932390	-	124929415	1.0	0.999
gene:TraesCS5A03G0227700	Chr5A	122780238	122786569	+	122783403	Chr5A	125229194	125235525	+	125232359	1.0	0.999
gene:TraesCS5A03G0227800	Chr5A	122787764	122792252	-	122790008	Chr5A	125236720	125241208	-	125238964	1.0	1.0
gene:TraesCS5A03G0228200	Chr5A	123090339	123091183	-	123090761	Chr5A	125538415	125539259	-	125538837	1.0	1.0
gene:TraesCS5A03G0228800	Chr5A	123690343	123694586	-	123692464	Chr5A	126141769	126146012	-	126143890	1.0	1.0
gene:TraesCS5A03G0229300	Chr5A	124314386	124318783	+	124316584	Chr5A	126765922	126770319	+	126768120	1.0	0.999
gene:TraesCS5A03G0229500	Chr5A	124357450	124358319	-	124357884	Chr5A	126809472	126810341	-	126809906	1.0	1.0
gene:TraesCS5A03G0230700	Chr5A	125065366	125070623	-	125067994	Chr5A	127518643	127523900	-	127521271	1.0	0.999
gene:TraesCS5A03G0232100	Chr5A	126480102	126480804	-	126480453	Chr5A	128943711	128944413	-	128944062	1.0	1.0
gene:TraesCS5A03G0232200	Chr5A	126485313	126490956	-	126488134	Chr5A	128948838	128954481	-	128951659	1.0	0.999
gene:TraesCS5A03G0232900	Chr5A	127170979	127182080	+	127176529	Chr5A	129646676	129657778	+	129652227	1.0	1.0
gene:TraesCS5A03G0233200	Chr5A	127437655	127439157	-	127438406	Chr5A	129906395	129907897	-	129907146	1.0	1.0
gene:TraesCS5A03G0233400	Chr5A	127602169	127609639	+	127605904	Chr5A	130071993	130079463	+	130075728	1.0	1.0
gene:TraesCS5A03G0233500	Chr5A	127609740	127613027	-	127611383	Chr5A	130079564	130082851	-	130081207	1.0	1.0
gene:TraesCS5A03G0233600	Chr5A	127638043	127640331	-	127639187	Chr5A	130107867	130110156	-	130109011	1.0	0.999
gene:TraesCS5A03G0233900	Chr5A	127962444	127975471	+	127968957	Chr5A	130432649	130445920	+	130439284	1.0	1.0
gene:TraesCS5A03G0234000	Chr5A	128023967	128029570	-	128026768	Chr5A	130494807	130500410	-	130497608	1.0	1.0
gene:TraesCS5A03G0234500	Chr5A	128238685	128261818	+	128250251	Chr5A	130711549	130734682	+	130723115	1.0	1.0
gene:TraesCS5A03G0234700	Chr5A	128846934	128860046	+	128853490	Chr5A	131315752	131328864	+	131322308	1.0	1.0
gene:TraesCS5A03G0234800	Chr5A	128860199	128861996	+	128861097	Chr5A	131329017	131330814	+	131329915	1.0	1.0
gene:TraesCS5A03G0235000	Chr5A	128893000	128896526	+	128894763	Chr5A	131361924	131365550	+	131363737	1.0	1.0
gene:TraesCS5A03G0235500	Chr5A	128937433	128942244	-	128939838	Chr5A	131408244	131413055	-	131410649	1.0	1.0
gene:TraesCS5A03G0235600	Chr5A	129303417	129311582	+	129307499	Chr5A	131776015	131784180	+	131780097	1.0	1.0
gene:TraesCS5A03G0236000	Chr5A	129748629	129752732	+	129750680	Chr5A	132223079	132227182	+	132225130	1.0	1.0
gene:TraesCS5A03G0236100	Chr5A	129753411	129762986	-	129758198	Chr5A	132229752	132237170	-	132233461	0.922	0.922
gene:TraesCS5A03G0236500	Chr5A	130424392	130427797	+	130426094	Chr5A	132900744	132904149	+	132902446	1.0	1.0
gene:TraesCS5A03G0236600	Chr5A	130428073	130434382	-	130431227	Chr5A	132904425	132910735	-	132907580	1.0	0.999
gene:TraesCS5A03G0237000	Chr5A	130592028	130592933	-	130592480	Chr5A	133068890	133069795	-	133069342	1.0	1.0
gene:TraesCS5A03G0237300	Chr5A	130903297	130906109	+	130904703	Chr5A	133388226	133391038	+	133389632	1.0	1.0
gene:TraesCS5A03G0237400	Chr5A	130906186	130911009	-	130908597	Chr5A	133391115	133395938	-	133393526	1.0	1.0
gene:TraesCS5A03G0237700	Chr5A	131023723	131025673	-	131024698	Chr5A	133508941	133510891	-	133509916	1.0	1.0
gene:TraesCS5A03G0237800	Chr5A	131054607	131056089	+	131055348	Chr5A	133539824	133541306	+	133540565	1.0	1.0
gene:TraesCS5A03G0237900	Chr5A	131388461	131392573	-	131390517	Chr5A	133867942	133872054	-	133869998	1.0	1.0
gene:TraesCS5A03G0238000	Chr5A	131393469	131403196	-	131398332	Chr5A	133872950	133882976	-	133877963	1.0	1.0
gene:TraesCS5A03G0238100	Chr5A	131426007	131427310	-	131426658	Chr5A	133904361	133905664	-	133905012	1.0	1.0
gene:TraesCS5A03G0238200	Chr5A	131430799	131438690	+	131434744	Chr5A	133909147	133917038	+	133913092	1.0	1.0
gene:TraesCS5A03G0238300	Chr5A	131440359	131445174	-	131442766	Chr5A	133918707	133923522	-	133921114	1.0	1.0
gene:TraesCS5A03G0238400	Chr5A	131445943	131450369	-	131448156	Chr5A	133924291	133929049	-	133926670	1.0	1.0
gene:TraesCS5A03G0238600	Chr5A	131586206	131588186	-	131587196	Chr5A	134066235	134068215	-	134067225	1.0	1.0
gene:TraesCS5A03G0238700	Chr5A	131829867	131837566	+	131833716	Chr5A	134308742	134316441	+	134312591	1.0	0.999
gene:TraesCS5A03G0238800	Chr5A	131837679	131843615	-	131840647	Chr5A	134316554	134322490	-	134319522	1.0	1.0
gene:TraesCS5A03G0238900	Chr5A	132864449	132864763	-	132864606	Chr5A	135361048	135361362	-	135361205	1.0	1.0
gene:TraesCS5A03G0239100	Chr5A	132946832	132947588	-	132947210	Chr5A	135453886	135454642	-	135454264	1.0	1.0
gene:TraesCS5A03G0239500	Chr5A	133088218	133088529	-	133088373	Chr5A	135594377	135594688	-	135594532	1.0	1.0
gene:TraesCS5A03G0239600	Chr5A	133105209	133105520	-	133105364	Chr5A	135611860	135612171	-	135612015	1.0	1.0
gene:TraesCS5A03G0239800	Chr5A	133391868	133392625	-	133392246	Chr5A	135906833	135907590	-	135907211	1.0	1.0
gene:TraesCS5A03G0239900	Chr5A	133395227	133399930	-	133397578	Chr5A	135910192	135914894	-	135912543	1.0	1.0
gene:TraesCS5A03G0240000	Chr5A	133401287	133405909	-	133403598	Chr5A	135916251	135920873	-	135918562	1.0	1.0
gene:TraesCS5A03G0240400	Chr5A	133890285	133891890	-	133891087	Chr5A	136409362	136410967	-	136410164	1.0	1.0
gene:TraesCS5A03G0240600	Chr5A	134111873	134112418	+	134112145	Chr5A	136631687	136632232	+	136631959	1.0	1.0
gene:TraesCS5A03G0240800	Chr5A	134255639	134261723	+	134258681	Chr5A	136775424	136781508	+	136778466	1.0	1.0
gene:TraesCS5A03G0240900	Chr5A	134263565	134267246	+	134265405	Chr5A	136783350	136786955	+	136785152	1.0	1.0
gene:TraesCS5A03G0241100	Chr5A	134673721	134674694	+	134674207	Chr5A	137193812	137194785	+	137194298	1.0	1.0
gene:TraesCS5A03G0241300	Chr5A	135105883	135108354	+	135107118	Chr5A	137627352	137629823	+	137628587	1.0	0.998
gene:TraesCS5A03G0241600	Chr5A	135370665	135377714	-	135374189	Chr5A	137894176	137901225	-	137897700	1.0	1.0
gene:TraesCS5A03G0241700	Chr5A	135376911	135380037	+	135378474	Chr5A	137900422	137903548	+	137901985	1.0	0.999
gene:TraesCS5A03G0242000	Chr5A	135381807	135384369	-	135383088	Chr5A	137905318	137907880	-	137906599	1.0	1.0
gene:TraesCS5A03G0242500	Chr5A	136336984	136340614	+	136338799	Chr5A	138864185	138867816	+	138866000	1.0	1.0
gene:TraesCS5A03G0242600	Chr5A	136341292	136342413	+	136341852	Chr5A	138868494	138869615	+	138869054	1.0	1.0
gene:TraesCS5A03G0242800	Chr5A	136433802	136441737	+	136437769	Chr5A	138961409	138969057	+	138965233	1.0	1.0
gene:TraesCS5A03G0243000	Chr5A	136811372	136827929	-	136819650	Chr5A	139330524	139347079	-	139338801	1.0	1.0
gene:TraesCS5A03G0243300	Chr5A	137669525	137673713	+	137671619	Chr5A	140181468	140185656	+	140183562	1.0	1.0
gene:TraesCS5A03G0243400	Chr5A	137674546	137678452	+	137676499	Chr5A	140186490	140190396	+	140188443	1.0	1.0
gene:TraesCS5A03G0243500	Chr5A	137679017	137683355	-	137681186	Chr5A	140190961	140195299	-	140193130	1.0	1.0
gene:TraesCS5A03G0243600	Chr5A	137684213	137688129	-	137686171	Chr5A	140196157	140200073	-	140198115	1.0	1.0
gene:TraesCS5A03G0243800	Chr5A	137849344	137849631	+	137849487	Chr5A	140361395	140361682	+	140361538	1.0	1.0
gene:TraesCS5A03G0244000	Chr5A	137923536	137925350	+	137924443	Chr5A	140436897	140438711	+	140437804	1.0	1.0
gene:TraesCS5A03G0244500	Chr5A	138555125	138558676	+	138556900	Chr5A	141065874	141069425	+	141067649	1.0	1.0
gene:TraesCS5A03G0244600	Chr5A	138559063	138562080	-	138560571	Chr5A	141069812	141072829	-	141071320	1.0	1.0
gene:TraesCS5A03G0245100	Chr5A	139353720	139354691	-	139354205	Chr5A	141889394	141890365	-	141889879	1.0	1.0
gene:TraesCS5A03G0245500	Chr5A	139474638	139475693	+	139475165	Chr5A	142009187	142010242	+	142009714	1.0	1.0
gene:TraesCS5A03G0245600	Chr5A	139510309	139510566	+	139510437	Chr5A	142045098	142045355	+	142045226	1.0	1.0
gene:TraesCS5A03G0245700	Chr5A	139698859	139700625	-	139699742	Chr5A	142234925	142236691	-	142235808	1.0	1.0
gene:TraesCS5A03G0246300	Chr5A	140337725	140338226	+	140337975	Chr5A	142833421	142833922	+	142833671	1.0	1.0
gene:TraesCS5A03G0247000	Chr5A	140740205	140740823	-	140740514	Chr5A	143237808	143238426	-	143238117	1.0	1.0
gene:TraesCS5A03G0247200	Chr5A	140747746	140749788	-	140748767	Chr5A	143245349	143247391	-	143246370	1.0	0.999
gene:TraesCS5A03G0247400	Chr5A	140772347	140772685	-	140772516	Chr5A	143269892	143270230	-	143270061	1.0	0.997
gene:TraesCS5A03G0247500	Chr5A	140775448	140781526	-	140778487	Chr5A	143272993	143279071	-	143276032	1.0	1.0
gene:TraesCS5A03G0247700	Chr5A	140944548	140949283	+	140946915	Chr5A	143442059	143446794	+	143444426	1.0	1.0
gene:TraesCS5A03G0247800	Chr5A	140947521	140949283	-	140948402	Chr5A	143445032	143446794	-	143445913	1.0	1.0
gene:TraesCS5A03G0247900	Chr5A	141052678	141052881	-	141052779	Chr5A	143551122	143551325	-	143551223	1.0	1.0
gene:TraesCS5A03G0248100	Chr5A	141151664	141152625	-	141152144	Chr5A	143650596	143651557	-	143651076	1.0	1.0
gene:TraesCS5A03G0248200	Chr5A	141179282	141190364	-	141184823	Chr5A	143678812	143689894	-	143684353	1.0	1.0
gene:TraesCS5A03G0248400	Chr5A	141836582	141841835	-	141839208	Chr5A	144344837	144350121	-	144347479	1.0	1.0
gene:TraesCS5A03G0248600	Chr5A	142267365	142269751	+	142268558	Chr5A	144769287	144771673	+	144770480	1.0	0.997
gene:TraesCS5A03G0248700	Chr5A	142273222	142274382	+	142273802	Chr5A	144775142	144776302	+	144775722	1.0	0.999
gene:TraesCS5A03G0249000	Chr5A	142310915	142317681	-	142314298	Chr5A	144812772	144819538	-	144816155	1.0	0.998
gene:TraesCS5A03G0249300	Chr5A	143117988	143122884	-	143120436	Chr5A	145622788	145627684	-	145625236	1.0	1.0
gene:TraesCS5A03G0249400	Chr5A	143123846	143129934	-	143126890	Chr5A	145628646	145634188	-	145631417	0.985	0.985
gene:TraesCS5A03G0250100	Chr5A	143485786	143487230	-	143486508	Chr5A	145990636	145992080	-	145991358	1.0	0.998
gene:TraesCS5A03G0250700	Chr5A	143987967	143990741	-	143989354	Chr5A	146491759	146494533	-	146493146	1.0	1.0
gene:TraesCS5A03G0250800	Chr5A	144078119	144082298	+	144080208	Chr5A	146590964	146595143	+	146593053	1.0	1.0
gene:TraesCS5A03G0251000	Chr5A	144083944	144085770	-	144084857	Chr5A	146596789	146598615	-	146597702	1.0	1.0
gene:TraesCS5A03G0251200	Chr5A	144261486	144272247	+	144266866	Chr5A	146772690	146783451	+	146778070	1.0	1.0
gene:TraesCS5A03G0251600	Chr5A	144588419	144590271	-	144589345	Chr5A	147093910	147095762	-	147094836	1.0	1.0
gene:TraesCS5A03G0251700	Chr5A	144790021	144791466	-	144790743	Chr5A	147310166	147311611	-	147310888	1.0	1.0
gene:TraesCS5A03G0251800	Chr5A	144808624	144825199	-	144816911	Chr5A	147328740	147345315	-	147337027	1.0	1.0
gene:TraesCS5A03G0252100	Chr5A	144896029	144898786	-	144897407	Chr5A	147422126	147424883	-	147423504	1.0	1.0
gene:TraesCS5A03G0252500	Chr5A	145622514	145625756	+	145624135	Chr5A	148154061	148157303	+	148155682	1.0	1.0
gene:TraesCS5A03G0252600	Chr5A	145941950	145944888	-	145943419	Chr5A	148474026	148476964	-	148475495	1.0	1.0
gene:TraesCS5A03G0253100	Chr5A	146881746	146888632	-	146885189	Chr5A	149420459	149427345	-	149423902	1.0	0.999
gene:TraesCS5A03G0253400	Chr5A	146898882	146902525	-	146900703	Chr5A	149437595	149441238	-	149439416	1.0	1.0
gene:TraesCS5A03G0253500	Chr5A	146960020	146970775	-	146965397	Chr5A	149490952	149501705	-	149496328	1.0	1.0
gene:TraesCS5A03G0253900	Chr5A	147082904	147083451	-	147083177	Chr5A	149610871	149611418	-	149611144	1.0	1.0
gene:TraesCS5A03G0254000	Chr5A	147104866	147105147	-	147105006	Chr5A	149632917	149633198	-	149633057	1.0	1.0
gene:TraesCS5A03G0254500	Chr5A	147749503	147752023	+	147750763	Chr5A	150245515	150248035	+	150246775	1.0	1.0
gene:TraesCS5A03G0254900	Chr5A	148803016	148804487	+	148803751	Chr5A	151302785	151304256	+	151303520	1.0	1.0
gene:TraesCS5A03G0255000	Chr5A	149262715	149269705	+	149266210	Chr5A	151759999	151766989	+	151763494	1.0	1.0
gene:TraesCS5A03G0255200	Chr5A	149438878	149445063	-	149441970	Chr5A	151936515	151942700	-	151939607	1.0	1.0
gene:TraesCS5A03G0255700	Chr5A	150034130	150034533	-	150034331	Chr5A	152553340	152553743	-	152553541	1.0	1.0
gene:TraesCS5A03G0256200	Chr5A	150889732	150890970	-	150890351	Chr5A	153419692	153420930	-	153420311	1.0	1.0
gene:TraesCS5A03G0256500	Chr5A	151532631	151536041	-	151534336	Chr5A	154078561	154082005	-	154080283	1.0	1.0
gene:TraesCS5A03G0256600	Chr5A	151574535	151584167	-	151579351	Chr5A	154121143	154130776	-	154125959	1.0	0.998
gene:TraesCS5A03G0256900	Chr5A	152417843	152421045	+	152419444	Chr5A	154974315	154977517	+	154975916	1.0	1.0
gene:TraesCS5A03G0257000	Chr5A	152425261	152432150	-	152428705	Chr5A	154981733	154988622	-	154985177	1.0	1.0
gene:TraesCS5A03G0257500	Chr5A	152897766	152901106	-	152899436	Chr5A	155470816	155474156	-	155472486	1.0	1.0
gene:TraesCS5A03G0259400	Chr5A	156753355	156754945	+	156754150	Chr5A	159358274	159359864	+	159359069	1.0	1.0
gene:TraesCS5A03G0259600	Chr5A	156788767	156790585	+	156789676	Chr5A	159393959	159395777	+	159394868	1.0	1.0
gene:TraesCS5A03G0259800	Chr5A	157339140	157340106	+	157339623	Chr5A	159940336	159941302	+	159940819	1.0	1.0
gene:TraesCS5A03G0260000	Chr5A	157420802	157424352	+	157422577	Chr5A	160022683	160026233	+	160024458	1.0	1.0
gene:TraesCS5A03G0260200	Chr5A	158141307	158144746	-	158143026	Chr5A	160748437	160751876	-	160750156	1.0	1.0
gene:TraesCS5A03G0261000	Chr5A	158666776	158673431	-	158670103	Chr5A	161282573	161289228	-	161285900	1.0	1.0
gene:TraesCS5A03G0263000	Chr5A	159435910	159441232	-	159438571	Chr5A	162067998	162073320	-	162070659	1.0	1.0
gene:TraesCS5A03G0264400	Chr5A	159840595	159846585	-	159843590	Chr5A	162468760	162474752	-	162471756	1.0	0.999
gene:TraesCS5A03G0264600	Chr5A	160098346	160101868	+	160100107	Chr5A	162726913	162730435	+	162728674	1.0	0.999
gene:TraesCS5A03G0264700	Chr5A	160117558	160119362	-	160118460	Chr5A	162755121	162756925	-	162756023	1.0	1.0
gene:TraesCS5A03G0264900	Chr5A	160153995	160154651	+	160154323	Chr5A	162790630	162791286	+	162790958	1.0	1.0
gene:TraesCS5A03G0265000	Chr5A	160633907	160634320	+	160634113	Chr5A	163274725	163275138	+	163274931	1.0	1.0
gene:TraesCS5A03G0265100	Chr5A	160716739	160719626	+	160718182	Chr5A	163362552	163365439	+	163363995	1.0	1.0
gene:TraesCS5A03G0265900	Chr5A	163079737	163088459	+	163084098	Chr5A	165749793	165758516	+	165754154	1.0	1.0
gene:TraesCS5A03G0266400	Chr5A	163313605	163314051	-	163313828	Chr5A	165983849	165984295	-	165984072	1.0	1.0
gene:TraesCS5A03G0266900	Chr5A	164561518	164565028	+	164563273	Chr5A	167238711	167242441	+	167240576	1.0	0.998
gene:TraesCS5A03G0267900	Chr5A	165289769	165314680	+	165302224	Chr5A	167986791	168011700	+	167999245	1.0	1.0
gene:TraesCS5A03G0269200	Chr5A	166476495	166484008	-	166480251	Chr5A	169189271	169196784	-	169193027	1.0	1.0
gene:TraesCS5A03G0269400	Chr5A	168253104	168255994	+	168254549	Chr5A	171011026	171013916	+	171012471	1.0	1.0
gene:TraesCS5A03G0269500	Chr5A	168254633	168254923	-	168254778	Chr5A	171012555	171012845	-	171012700	1.0	1.0
gene:TraesCS5A03G0270200	Chr5A	169367088	169370527	-	169368807	Chr5A	172140931	172144370	-	172142650	1.0	1.0
gene:TraesCS5A03G0270700	Chr5A	169529596	169530446	-	169530021	Chr5A	172303687	172304537	-	172304112	1.0	1.0
gene:TraesCS5A03G0270900	Chr5A	169566776	169567704	+	169567240	Chr5A	172341419	172342347	+	172341883	1.0	1.0
gene:TraesCS5A03G0271300	Chr5A	169969606	169977691	+	169973648	Chr5A	172806490	172814575	+	172810532	1.0	1.0
gene:TraesCS5A03G0271600	Chr5A	169992199	169994155	-	169993177	Chr5A	172829088	172831041	-	172830064	0.998	0.998
gene:TraesCS5A03G0272500	Chr5A	170311354	170314934	+	170313144	Chr5A	173147589	173151169	+	173149379	1.0	1.0
gene:TraesCS5A03G0272800	Chr5A	170430972	170435935	+	170433453	Chr5A	173257973	173262936	+	173260454	1.0	0.999
gene:TraesCS5A03G0273000	Chr5A	170438882	170439829	-	170439355	Chr5A	173265884	173266831	-	173266357	1.0	1.0
gene:TraesCS5A03G0273200	Chr5A	170443787	170447235	-	170445511	Chr5A	173270790	173274238	-	173272514	1.0	1.0
gene:TraesCS5A03G0273300	Chr5A	170754580	170756322	+	170755451	Chr5A	173582963	173584705	+	173583834	1.0	1.0
gene:TraesCS5A03G0273400	Chr5A	170757052	170757550	-	170757301	Chr5A	173585435	173585933	-	173585684	1.0	1.0
gene:TraesCS5A03G0274200	Chr5A	170941706	170947811	+	170944758	Chr5A	173770750	173776855	+	173773802	1.0	1.0
gene:TraesCS5A03G0274400	Chr5A	170947887	170950800	-	170949343	Chr5A	173776931	173779844	-	173778387	1.0	1.0
gene:TraesCS5A03G0274700	Chr5A	171221484	171229342	-	171225413	Chr5A	174072033	174079891	-	174075962	1.0	1.0
gene:TraesCS5A03G0274800	Chr5A	171229598	171231256	+	171230427	Chr5A	174080147	174081805	+	174080976	1.0	1.0
gene:TraesCS5A03G0275200	Chr5A	171957391	171987079	+	171972235	Chr5A	174804263	174834727	+	174819495	1.0	1.0
gene:TraesCS5A03G0276300	Chr5A	173578973	173585641	+	173582307	Chr5A	176491436	176497689	+	176494562	1.0	0.999
gene:TraesCS5A03G0276500	Chr5A	174217334	174253636	+	174235485	Chr5A	177122409	177158861	+	177140635	1.0	1.0
gene:TraesCS5A03G0277200	Chr5A	175750437	175780769	+	175765603	Chr5A	178412563	178443215	+	178427889	1.0	1.0
gene:TraesCS5A03G0278200	Chr5A	176060791	176090032	-	176075411	Chr5A	178723745	178753235	-	178738490	1.0	1.0
gene:TraesCS5A03G0278900	Chr5A	177310911	177315844	+	177313377	Chr5A	179970487	179975422	+	179972954	1.0	0.999
