gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS3B03G0145100	Chr3B	46023217	46025538	-	46024377	Chr3B	43076269	43078590	+	43077429	1.0	0.997
gene:TraesCS3B03G0145400	Chr3B	46726416	46732634	+	46729525	Chr3B	45214606	45220824	+	45217715	1.0	0.998
gene:TraesCS3B03G0146100	Chr3B	47537095	47538165	+	47537630	Chr3B	46067023	46068108	+	46067565	1.0	0.982
gene:TraesCS3B03G0146400	Chr3B	47778203	47778859	+	47778531	Chr3B	46321141	46321797	+	46321469	1.0	0.993
gene:TraesCS3B03G0147000	Chr3B	48355502	48356971	+	48356236	Chr3B	46885980	46887448	+	46886714	0.999	0.995
gene:TraesCS3B03G0147100	Chr3B	48420644	48428129	-	48424386	Chr3B	46959248	46966719	-	46962983	1.0	0.998
gene:TraesCS3B03G0147300	Chr3B	48699064	48699792	-	48699428	Chr3B	47225504	47226232	-	47225868	1.0	0.998
gene:TraesCS3B03G0147600	Chr3B	48890992	48891321	-	48891156	Chr3B	47388901	47389230	-	47389065	1.0	1.0
gene:TraesCS3B03G0148000	Chr3B	48940491	48945011	-	48942751	Chr3B	47414568	47419045	-	47416806	0.995	0.994
gene:TraesCS3B03G0148100	Chr3B	48995938	48997451	+	48996694	Chr3B	47468707	47470220	+	47469463	1.0	0.998
gene:TraesCS3B03G0148200	Chr3B	49006359	49007874	+	49007116	Chr3B	47479998	47481522	+	47480760	1.0	0.968
gene:TraesCS3B03G0148300	Chr3B	49009772	49014461	+	49012116	Chr3B	47483485	47488163	+	47485824	0.974	0.949
gene:TraesCS3B03G0148400	Chr3B	49014661	49018791	-	49016726	Chr3B	47488362	47492501	-	47490431	0.998	0.978
gene:TraesCS3B03G0148700	Chr3B	49099224	49100240	+	49099732	Chr3B	47614787	47615803	+	47615295	1.0	0.994
gene:TraesCS3B03G0148900	Chr3B	49124065	49125474	-	49124769	Chr3B	47655204	47656613	-	47655908	1.0	0.973
gene:TraesCS3B03G0149400	Chr3B	49157162	49157986	-	49157574	Chr3B	47704542	47705367	-	47704954	1.0	0.995
gene:TraesCS3B03G0150300	Chr3B	49367825	49368244	+	49368034	Chr3B	47909063	47909482	+	47909272	1.0	0.997
gene:TraesCS3B03G0150400	Chr3B	49368316	49369371	+	49368843	Chr3B	47909554	47910609	+	47910081	1.0	0.994
gene:TraesCS3B03G0152000	Chr3B	49451897	49456625	+	49454261	Chr3B	47993349	47998079	+	47995714	1.0	0.998
gene:TraesCS3B03G0152200	Chr3B	49456556	49461882	-	49459219	Chr3B	47998010	48003443	-	48000726	0.994	0.991
gene:TraesCS3B03G0152700	Chr3B	49707654	49708869	+	49708261	Chr3B	48242999	48244215	+	48243607	1.0	0.993
gene:TraesCS3B03G0153000	Chr3B	49727474	49729424	-	49728449	Chr3B	48305874	48307824	-	48306849	1.0	0.996
gene:TraesCS3B03G0153200	Chr3B	49768408	49768949	+	49768678	Chr3B	48365245	48365795	+	48365520	1.0	0.969
gene:TraesCS3B03G0153300	Chr3B	49774943	49777458	+	49776200	Chr3B	48371665	48374188	+	48372926	0.99	0.968
gene:TraesCS3B03G0153400	Chr3B	49779063	49782788	+	49780925	Chr3B	48375585	48379355	+	48377470	0.98	0.979
gene:TraesCS3B03G0153600	Chr3B	49787204	49790566	-	49788885	Chr3B	48383736	48387086	-	48385411	1.0	0.998
gene:TraesCS3B03G0153700	Chr3B	49789560	49790219	-	49789889	Chr3B	48386092	48386749	-	48386420	0.996	0.996
gene:TraesCS3B03G0153900	Chr3B	49794320	49794775	-	49794547	Chr3B	48396416	48396871	-	48396643	1.0	0.995
gene:TraesCS3B03G0154600	Chr3B	50068484	50072326	-	50070405	Chr3B	48698925	48702767	-	48700846	1.0	0.996
gene:TraesCS3B03G0154700	Chr3B	50077736	50078278	+	50078007	Chr3B	48708245	48708760	+	48708502	0.95	0.95
gene:TraesCS3B03G0154800	Chr3B	50315898	50321285	+	50318591	Chr3B	48945206	48950457	+	48947831	1.0	0.996
gene:TraesCS3B03G0154900	Chr3B	50388399	50389151	-	50388775	Chr3B	49017688	49018439	-	49018063	0.998	0.99
gene:TraesCS3B03G0155000	Chr3B	50389823	50395380	-	50392601	Chr3B	49019111	49024487	-	49021799	1.0	0.997
gene:TraesCS3B03G0155200	Chr3B	50406395	50408215	-	50407305	Chr3B	49039625	49041445	-	49040535	1.0	0.995
gene:TraesCS3B03G0155300	Chr3B	50448818	50451038	-	50449928	Chr3B	49082089	49084311	-	49083200	1.0	0.995
gene:TraesCS3B03G0155400	Chr3B	50451339	50452253	+	50451796	Chr3B	49084595	49085507	+	49085051	0.997	0.99
gene:TraesCS3B03G0155800	Chr3B	50552470	50554314	-	50553392	Chr3B	49202501	49204349	-	49203425	1.0	0.995
gene:TraesCS3B03G0156500	Chr3B	50680368	50681580	-	50680974	Chr3B	49354103	49355315	-	49354709	1.0	0.997
gene:TraesCS3B03G0157700	Chr3B	50959198	50961700	-	50960449	Chr3B	49411753	49414186	-	49412969	0.965	0.942
gene:TraesCS3B03G0158600	Chr3B	51228213	51229514	-	51228863	Chr3B	49652563	49653864	-	49653213	1.0	1.0
gene:TraesCS3B03G0158700	Chr3B	51236718	51237566	-	51237142	Chr3B	49661110	49661941	-	49661525	0.979	0.977
gene:TraesCS3B03G0159100	Chr3B	51284427	51286144	-	51285285	Chr3B	49728293	49730010	-	49729151	1.0	0.995
gene:TraesCS3B03G0159200	Chr3B	51416484	51418430	+	51417457	Chr3B	49861280	49863226	+	49862253	1.0	0.997
gene:TraesCS3B03G0159500	Chr3B	51564394	51565307	+	51564850	Chr3B	50010858	50011708	+	50011283	0.925	0.919
gene:TraesCS3B03G0159600	Chr3B	51573215	51575409	+	51574312	Chr3B	50019685	50021782	+	50020733	0.947	0.946
gene:TraesCS3B03G0159800	Chr3B	51652956	51656385	+	51654670	Chr3B	50056958	50060387	+	50058672	1.0	1.0
gene:TraesCS3B03G0159900	Chr3B	51726202	51731269	+	51728735	Chr3B	50130828	50135894	+	50133361	1.0	1.0
gene:TraesCS3B03G0160300	Chr3B	51778513	51780679	+	51779596	Chr3B	50182668	50184834	+	50183751	1.0	1.0
gene:TraesCS3B03G0160400	Chr3B	51825941	51829884	-	51827912	Chr3B	50230219	50234162	-	50232190	1.0	1.0
gene:TraesCS3B03G0161500	Chr3B	52420811	52423345	-	52422078	Chr3B	51488513	51491047	+	51489780	1.0	1.0
gene:TraesCS3B03G0161900	Chr3B	52507363	52512367	+	52509865	Chr3B	51414127	51419131	-	51416629	1.0	0.999
gene:TraesCS3B03G0162200	Chr3B	52575539	52578633	-	52577086	Chr3B	51347675	51350937	+	51349306	1.0	1.0
gene:TraesCS3B03G0162400	Chr3B	52645457	52645600	-	52645528	Chr3B	51279669	51279812	+	51279740	1.0	1.0
gene:TraesCS3B03G0162700	Chr3B	52651693	52651833	-	52651763	Chr3B	51273434	51273574	+	51273504	1.0	1.0
gene:TraesCS3B03G0163200	Chr3B	52809547	52811409	-	52810478	Chr3B	51111622	51113484	+	51112553	1.0	1.0
gene:TraesCS3B03G0164000	Chr3B	52986059	52991447	-	52988753	Chr3B	50932914	50938618	+	50935766	1.0	0.998
gene:TraesCS3B03G0164100	Chr3B	53001510	53002355	+	53001932	Chr3B	50922159	50923004	-	50922581	1.0	0.996
gene:TraesCS3B03G0164200	Chr3B	53041000	53042000	+	53041500	Chr3B	50885315	50886316	-	50885815	1.0	1.0
gene:TraesCS3B03G0164400	Chr3B	53133996	53135679	-	53134837	Chr3B	50804927	50806610	+	50805768	1.0	0.999
gene:TraesCS3B03G0164700	Chr3B	53216892	53220048	-	53218470	Chr3B	50729623	50732745	+	50731184	0.982	0.98
gene:TraesCS3B03G0164800	Chr3B	53254054	53255460	+	53254757	Chr3B	50699496	50700911	-	50700203	0.999	0.972
gene:TraesCS3B03G0165000	Chr3B	53286253	53287719	-	53286986	Chr3B	50656558	50658024	+	50657291	1.0	1.0
gene:TraesCS3B03G0165200	Chr3B	53362037	53363974	-	53363005	Chr3B	50579695	50581632	+	50580663	1.0	1.0
gene:TraesCS3B03G0165600	Chr3B	53663437	53665847	-	53664642	Chr3B	51603363	51605773	-	51604568	1.0	1.0
gene:TraesCS3B03G0165900	Chr3B	53693875	53697329	-	53695602	Chr3B	51633434	51636888	-	51635161	1.0	1.0
gene:TraesCS3B03G0166000	Chr3B	53817451	53819282	+	53818366	Chr3B	51755763	51757562	+	51756662	0.981	0.981
gene:TraesCS3B03G0166500	Chr3B	53873175	53873387	-	53873281	Chr3B	51812616	51812828	-	51812722	1.0	1.0
gene:TraesCS3B03G0166600	Chr3B	53874126	53878431	-	53876278	Chr3B	51813567	51817872	-	51815719	1.0	0.999
gene:TraesCS3B03G0166800	Chr3B	53957140	53958594	+	53957867	Chr3B	51897133	51898587	+	51897860	1.0	1.0
gene:TraesCS3B03G0167000	Chr3B	53969624	53976420	+	53973022	Chr3B	51909773	51916439	+	51913106	1.0	1.0
gene:TraesCS3B03G0167200	Chr3B	53982335	53990139	+	53986237	Chr3B	51922373	51930484	+	51926428	1.0	0.999
gene:TraesCS3B03G0167400	Chr3B	54063763	54075780	+	54069771	Chr3B	52016498	52020323	+	52018410	0.906	0.906
gene:TraesCS3B03G0167500	Chr3B	54075900	54077996	-	54076948	Chr3B	52157458	52159553	-	52158505	0.999	0.998
gene:TraesCS3B03G0167700	Chr3B	54169598	54181281	+	54175439	Chr3B	52153514	52157338	+	52155426	0.906	0.906
gene:TraesCS3B03G0167800	Chr3B	54181586	54183535	-	54182560	Chr3B	52020628	52022585	-	52021606	0.998	0.987
gene:TraesCS3B03G0167900	Chr3B	54340438	54341496	+	54340967	Chr3B	52316821	52317879	+	52317350	1.0	0.999
gene:TraesCS3B03G0168100	Chr3B	54390353	54391456	+	54390904	Chr3B	52367031	52368134	+	52367582	1.0	1.0
gene:TraesCS3B03G0168200	Chr3B	54395121	54398324	+	54396722	Chr3B	52371850	52375053	+	52373451	1.0	0.999
gene:TraesCS3B03G0168300	Chr3B	54414740	54417977	+	54416358	Chr3B	52392038	52395273	+	52393655	0.998	0.997
gene:TraesCS3B03G0168400	Chr3B	54418154	54419944	-	54419049	Chr3B	52395450	52397240	-	52396345	1.0	0.997
gene:TraesCS3B03G0169700	Chr3B	54905689	54907080	-	54906384	Chr3B	52817865	52819256	-	52818560	1.0	0.999
gene:TraesCS3B03G0169800	Chr3B	54916376	54920065	-	54918220	Chr3B	52869002	52872691	-	52870846	1.0	0.997
gene:TraesCS3B03G0170000	Chr3B	54988951	54989708	-	54989329	Chr3B	52933804	52934561	-	52934182	1.0	0.997
gene:TraesCS3B03G0170300	Chr3B	55326140	55326848	-	55326494	Chr3B	53294992	53295700	-	53295346	1.0	0.997
gene:TraesCS3B03G0170700	Chr3B	55413707	55414267	+	55413987	Chr3B	53403952	53404512	+	53404232	1.0	0.994
gene:TraesCS3B03G0171100	Chr3B	56034680	56035961	+	56035320	Chr3B	53797916	53799197	+	53798556	1.0	1.0
gene:TraesCS3B03G0171400	Chr3B	56500185	56500667	-	56500426	Chr3B	54266109	54266591	-	54266350	1.0	1.0
gene:TraesCS3B03G0171600	Chr3B	56525364	56526032	-	56525698	Chr3B	54281441	54282109	-	54281775	1.0	0.998
gene:TraesCS3B03G0171800	Chr3B	56552736	56556480	+	56554608	Chr3B	54322782	54326528	+	54324655	1.0	0.996
gene:TraesCS3B03G0172800	Chr3B	56856677	56858641	-	56857659	Chr3B	54432617	54434607	-	54433612	0.997	0.929
gene:TraesCS3B03G0174200	Chr3B	57610352	57611491	+	57610921	Chr3B	54905222	54906361	+	54905791	1.0	0.99
gene:TraesCS3B03G0174300	Chr3B	57613086	57618073	-	57615579	Chr3B	54907958	54912944	-	54910451	1.0	0.996
gene:TraesCS3B03G0174500	Chr3B	57682501	57685437	+	57683969	Chr3B	54963974	54966892	+	54965433	0.999	0.998
gene:TraesCS3B03G0174700	Chr3B	57691382	57694663	+	57693022	Chr3B	54972820	54976124	+	54974472	1.0	0.992
gene:TraesCS3B03G0175700	Chr3B	57938329	57940257	-	57939293	Chr3B	55354330	55356258	-	55355294	1.0	0.997
gene:TraesCS3B03G0175800	Chr3B	57944377	57946299	-	57945338	Chr3B	55360494	55362416	-	55361455	1.0	0.998
gene:TraesCS3B03G0176000	Chr3B	57948744	57953750	-	57951247	Chr3B	55364860	55369867	-	55367363	1.0	0.997
gene:TraesCS3B03G0176100	Chr3B	57961407	57962129	-	57961768	Chr3B	55377522	55378303	-	55377912	1.0	0.921
gene:TraesCS3B03G0176300	Chr3B	58165728	58168314	-	58167021	Chr3B	55597733	55600313	-	55599023	0.997	0.996
gene:TraesCS3B03G0177100	Chr3B	58506579	58509143	-	58507861	Chr3B	55914317	55916882	-	55915599	1.0	0.997
gene:TraesCS3B03G0177500	Chr3B	59146433	59146995	-	59146714	Chr3B	56536157	56536719	-	56536438	1.0	1.0
gene:TraesCS3B03G0177700	Chr3B	59185749	59186927	-	59186338	Chr3B	56597739	56598917	-	56598328	1.0	0.997
gene:TraesCS3B03G0177800	Chr3B	59263230	59265253	-	59264241	Chr3B	56703443	56705465	-	56704454	1.0	0.999
gene:TraesCS3B03G0177900	Chr3B	59361777	59365343	-	59363560	Chr3B	56797020	56800896	-	56798958	0.992	0.967
gene:TraesCS3B03G0178700	Chr3B	59590479	59592733	+	59591606	Chr3B	57038841	57041113	+	57039977	0.997	0.983
gene:TraesCS3B03G0180000	Chr3B	59923086	59923604	+	59923345	Chr3B	57349586	57350068	-	57349827	0.93	0.905
gene:TraesCS3B03G0180600	Chr3B	60242907	60249367	-	60246137	Chr3B	57400861	57407313	-	57404087	1.0	0.983
gene:TraesCS3B03G0180800	Chr3B	60273894	60275033	-	60274463	Chr3B	57434232	57435363	-	57434797	0.988	0.975
gene:TraesCS3B03G0181000	Chr3B	60352476	60353393	-	60352934	Chr3B	57541203	57542126	-	57541664	0.996	0.94
gene:TraesCS3B03G0181200	Chr3B	60353739	60356256	+	60354997	Chr3B	57542458	57545025	+	57543741	0.995	0.954
gene:TraesCS3B03G0181500	Chr3B	60514720	60515932	+	60515326	Chr3B	57650342	57651554	+	57650948	1.0	0.993
gene:TraesCS3B03G0181700	Chr3B	60527503	60533632	-	60530567	Chr3B	57663118	57669488	-	57666303	0.997	0.997
gene:TraesCS3B03G0182000	Chr3B	60723247	60723596	+	60723421	Chr3B	57861734	57862083	+	57861908	1.0	1.0
gene:TraesCS3B03G0182300	Chr3B	60832945	60834974	+	60833959	Chr3B	57972339	57974368	+	57973353	1.0	1.0
gene:TraesCS3B03G0182700	Chr3B	60888184	60888565	+	60888374	Chr3B	58027419	58027800	+	58027609	1.0	1.0
gene:TraesCS3B03G0182800	Chr3B	60898529	60901865	+	60900197	Chr3B	58037521	58040857	+	58039189	1.0	1.0
gene:TraesCS3B03G0182900	Chr3B	60903452	60903860	+	60903656	Chr3B	58042448	58042856	+	58042652	1.0	1.0
gene:TraesCS3B03G0183000	Chr3B	60908292	60909006	+	60908649	Chr3B	58047288	58048002	+	58047645	1.0	1.0
gene:TraesCS3B03G0183100	Chr3B	61021801	61022420	+	61022110	Chr3B	58165441	58166060	+	58165750	1.0	1.0
gene:TraesCS3B03G0183200	Chr3B	61024027	61024437	+	61024232	Chr3B	58167667	58168077	+	58167872	1.0	1.0
gene:TraesCS3B03G0183400	Chr3B	61249055	61258685	+	61253870	Chr3B	58357789	58367431	+	58362610	1.0	0.995
gene:TraesCS3B03G0184200	Chr3B	61273735	61275107	+	61274421	Chr3B	58383931	58385303	+	58384617	1.0	1.0
gene:TraesCS3B03G0184500	Chr3B	61284722	61284892	+	61284807	Chr3B	58395051	58395221	+	58395136	1.0	1.0
gene:TraesCS3B03G0184600	Chr3B	61300554	61300724	-	61300639	Chr3B	58411112	58411282	-	58411197	1.0	1.0
gene:TraesCS3B03G0184800	Chr3B	61391001	61391171	-	61391086	Chr3B	58499188	58499358	-	58499273	1.0	1.0
gene:TraesCS3B03G0185300	Chr3B	61525691	61528227	-	61526959	Chr3B	58634730	58637266	-	58635998	1.0	0.997
gene:TraesCS3B03G0185400	Chr3B	61529036	61534438	-	61531737	Chr3B	58637994	58643390	-	58640692	1.0	0.995
gene:TraesCS3B03G0185800	Chr3B	61707962	61710127	+	61709044	Chr3B	58665413	58667580	+	58666496	1.0	0.995
gene:TraesCS3B03G0186000	Chr3B	61713327	61715513	+	61714420	Chr3B	58675051	58677237	+	58676144	0.998	0.968
gene:TraesCS3B03G0186100	Chr3B	61724356	61726503	+	61725429	Chr3B	58680586	58682733	+	58681659	1.0	0.991
gene:TraesCS3B03G0186200	Chr3B	61789638	61791415	+	61790526	Chr3B	58734970	58736747	+	58735858	1.0	1.0
gene:TraesCS3B03G0186300	Chr3B	61793995	61795419	+	61794707	Chr3B	58739325	58740749	+	58740037	1.0	0.999
gene:TraesCS3B03G0186800	Chr3B	61808535	61809911	+	61809223	Chr3B	58753100	58754476	+	58753788	1.0	0.997
gene:TraesCS3B03G0187000	Chr3B	61812361	61817179	+	61814770	Chr3B	58756925	58761745	+	58759335	1.0	0.999
gene:TraesCS3B03G0187200	Chr3B	62289859	62295394	+	62292626	Chr3B	59233353	59238887	+	59236120	0.999	0.998
gene:TraesCS3B03G0187500	Chr3B	62366424	62369459	+	62367941	Chr3B	59302475	59305510	+	59303992	1.0	0.996
gene:TraesCS3B03G0187600	Chr3B	62377015	62381194	-	62379104	Chr3B	59312986	59317164	-	59315075	1.0	0.994
gene:TraesCS3B03G0187800	Chr3B	62419103	62424092	+	62421597	Chr3B	59351192	59356312	+	59353752	0.999	0.994
gene:TraesCS3B03G0189500	Chr3B	62762043	62763856	+	62762949	Chr3B	59513736	59515554	+	59514645	1.0	0.973
gene:TraesCS3B03G0191000	Chr3B	63052219	63054007	+	63053113	Chr3B	58737442	58739248	+	58738345	0.993	0.901
gene:TraesCS3B03G0194400	Chr3B	63625799	63632351	+	63629075	Chr3B	59703976	59710527	+	59707251	0.999	0.999
gene:TraesCS3B03G0194500	Chr3B	63635593	63643817	+	63639705	Chr3B	59713644	59721875	+	59717759	1.0	0.998
gene:TraesCS3B03G0195200	Chr3B	63879133	63879671	-	63879402	Chr3B	60041148	60041680	-	60041414	0.982	0.933
gene:TraesCS3B03G0195300	Chr3B	63888722	63891144	+	63889933	Chr3B	60055434	60057856	+	60056645	1.0	0.997
gene:TraesCS3B03G0195400	Chr3B	63896590	63902089	-	63899339	Chr3B	60063159	60069065	-	60066112	0.993	0.993
gene:TraesCS3B03G0195500	Chr3B	63919525	63922081	-	63920803	Chr3B	60087175	60089731	-	60088453	1.0	0.998
gene:TraesCS3B03G0195700	Chr3B	64029713	64038897	-	64034305	Chr3B	60166603	60175792	-	60171197	0.998	0.998
gene:TraesCS3B03G0196500	Chr3B	64148387	64150630	-	64149508	Chr3B	60285830	60288073	-	60286951	1.0	1.0
gene:TraesCS3B03G0196600	Chr3B	64201070	64201666	+	64201368	Chr3B	60338447	60339043	+	60338745	1.0	0.996
gene:TraesCS3B03G0196700	Chr3B	64230550	64233388	-	64231969	Chr3B	60368766	60371603	-	60370184	1.0	0.998
gene:TraesCS3B03G0197000	Chr3B	64250002	64255464	-	64252733	Chr3B	60388513	60393974	-	60391243	0.999	0.998
gene:TraesCS3B03G0197100	Chr3B	64473910	64478342	+	64476126	Chr3B	60619335	60623772	+	60621553	1.0	0.998
gene:TraesCS3B03G0197200	Chr3B	64486455	64489193	+	64487824	Chr3B	60631779	60634514	+	60633146	1.0	0.994
gene:TraesCS3B03G0198500	Chr3B	64812221	64813021	-	64812621	Chr3B	60763610	60764409	-	60764009	0.998	0.963
gene:TraesCS3B03G0198900	Chr3B	64974118	64977552	-	64975835	Chr3B	60947557	60951049	-	60949303	1.0	0.993
gene:TraesCS3B03G0199200	Chr3B	64996234	64998367	-	64997300	Chr3B	60973976	60976111	-	60975043	1.0	1.0
gene:TraesCS3B03G0199500	Chr3B	65167788	65169843	+	65168815	Chr3B	61133835	61135890	+	61134862	1.0	1.0
gene:TraesCS3B03G0199600	Chr3B	65170095	65173984	-	65172039	Chr3B	61136142	61139830	-	61137986	1.0	0.998
gene:TraesCS3B03G0200000	Chr3B	65278457	65280403	-	65279430	Chr3B	61248526	61250473	-	61249499	1.0	0.999
gene:TraesCS3B03G0200300	Chr3B	65403317	65405333	+	65404325	Chr3B	61368616	61372711	+	61370663	1.0	0.993
gene:TraesCS3B03G0200400	Chr3B	65416884	65423819	-	65420351	Chr3B	61382474	61389383	-	61385928	0.996	0.993
gene:TraesCS3B03G0200700	Chr3B	65460782	65466371	+	65463576	Chr3B	61410486	61416103	+	61413294	1.0	0.998
gene:TraesCS3B03G0201400	Chr3B	65899797	65903019	+	65901408	Chr3B	61606409	61609632	+	61608020	1.0	0.996
gene:TraesCS3B03G0201600	Chr3B	66021697	66022245	+	66021971	Chr3B	61729601	61730149	+	61729875	1.0	0.997
gene:TraesCS3B03G0201700	Chr3B	66031424	66034154	+	66032789	Chr3B	61739952	61742682	+	61741317	1.0	0.999
gene:TraesCS3B03G0201800	Chr3B	66268580	66269724	-	66269152	Chr3B	61973677	61974821	-	61974249	1.0	1.0
gene:TraesCS3B03G0201900	Chr3B	66273427	66274643	-	66274035	Chr3B	61978524	61979740	-	61979132	1.0	1.0
gene:TraesCS3B03G0202100	Chr3B	66296065	66297059	-	66296562	Chr3B	62001164	62002158	-	62001661	1.0	1.0
gene:TraesCS3B03G0202200	Chr3B	66306022	66309416	-	66307719	Chr3B	62011455	62014849	-	62013152	1.0	1.0
gene:TraesCS3B03G0202300	Chr3B	66358203	66361514	-	66359858	Chr3B	62064000	62067311	-	62065655	1.0	1.0
gene:TraesCS3B03G0202700	Chr3B	66630526	66641531	+	66636028	Chr3B	62337055	62348060	+	62342557	1.0	1.0
gene:TraesCS3B03G0202900	Chr3B	66671919	66672476	-	66672197	Chr3B	62378447	62379004	-	62378725	1.0	0.998
gene:TraesCS3B03G0203200	Chr3B	66954790	66956647	+	66955718	Chr3B	62676322	62678167	+	62677244	0.989	0.989
gene:TraesCS3B03G0203300	Chr3B	66961428	66964245	-	66962836	Chr3B	62682956	62685701	-	62684328	1.0	1.0
gene:TraesCS3B03G0203400	Chr3B	66966348	66970564	-	66968456	Chr3B	62687803	62692019	-	62689911	1.0	1.0
gene:TraesCS3B03G0203500	Chr3B	66976556	66979290	-	66977923	Chr3B	62698553	62701460	-	62700006	1.0	1.0
gene:TraesCS3B03G0203600	Chr3B	67025303	67029599	-	67027451	Chr3B	62758057	62762353	-	62760205	1.0	1.0
gene:TraesCS3B03G0203700	Chr3B	67235983	67245804	-	67240893	Chr3B	62968585	62978679	-	62973632	1.0	1.0
gene:TraesCS3B03G0203800	Chr3B	67347223	67350652	-	67348937	Chr3B	63080025	63083641	-	63081833	1.0	1.0
gene:TraesCS3B03G0204100	Chr3B	67560871	67561128	-	67560999	Chr3B	63798651	63798908	+	63798779	1.0	1.0
gene:TraesCS3B03G0204200	Chr3B	67643214	67644525	-	67643869	Chr3B	63714540	63715851	+	63715195	1.0	1.0
gene:TraesCS3B03G0204500	Chr3B	68130023	68131633	-	68130828	Chr3B	63213864	63215474	+	63214669	1.0	1.0
gene:TraesCS3B03G0206100	Chr3B	68894665	68896248	+	68895456	Chr3B	64641893	64643476	+	64642684	1.0	1.0
gene:TraesCS3B03G0207200	Chr3B	70033991	70038214	+	70036102	Chr3B	65786344	65790567	+	65788455	1.0	0.999
gene:TraesCS3B03G0207400	Chr3B	70040580	70046282	+	70043431	Chr3B	65792933	65798633	+	65795783	1.0	0.999
gene:TraesCS3B03G0207700	Chr3B	70055767	70056273	+	70056020	Chr3B	65808821	65809327	+	65809074	1.0	1.0
gene:TraesCS3B03G0207800	Chr3B	70072507	70074920	+	70073713	Chr3B	65825440	65827849	+	65826644	0.997	0.994
gene:TraesCS3B03G0207900	Chr3B	70075683	70078655	-	70077169	Chr3B	65828612	65831583	-	65830097	0.999	0.999
gene:TraesCS3B03G0208000	Chr3B	70109095	70109388	+	70109241	Chr3B	65862614	65862907	+	65862760	1.0	0.989
gene:TraesCS3B03G0208200	Chr3B	70163071	70166260	+	70164665	Chr3B	65916039	65919229	+	65917634	1.0	0.998
gene:TraesCS3B03G0208300	Chr3B	70188373	70191898	+	70190135	Chr3B	65941299	65944824	+	65943061	1.0	0.997
gene:TraesCS3B03G0208400	Chr3B	70193571	70196318	+	70194944	Chr3B	65946500	65949247	+	65947873	1.0	1.0
gene:TraesCS3B03G0208500	Chr3B	70217504	70221499	+	70219501	Chr3B	65981473	65985470	+	65983471	1.0	0.999
gene:TraesCS3B03G0208900	Chr3B	70331331	70331738	+	70331534	Chr3B	66095780	66096187	+	66095983	1.0	1.0
gene:TraesCS3B03G0209100	Chr3B	70335224	70335505	-	70335364	Chr3B	66099673	66099954	-	66099813	1.0	1.0
gene:TraesCS3B03G0209700	Chr3B	70437436	70440855	+	70439145	Chr3B	66203112	66206531	+	66204821	1.0	1.0
gene:TraesCS3B03G0209900	Chr3B	70451476	70460241	+	70455858	Chr3B	66217152	66225940	+	66221546	1.0	0.99
gene:TraesCS3B03G0210000	Chr3B	70463212	70466543	+	70464877	Chr3B	66228895	66232226	+	66230560	1.0	0.997
gene:TraesCS3B03G0210300	Chr3B	70539340	70541561	-	70540450	Chr3B	66302978	66305191	-	66304084	1.0	0.997
gene:TraesCS3B03G0210800	Chr3B	70749511	70755077	+	70752294	Chr3B	66516733	66522298	+	66519515	1.0	1.0
gene:TraesCS3B03G0211100	Chr3B	70961009	70967169	-	70964089	Chr3B	66724153	66730315	-	66727234	0.999	0.994
gene:TraesCS3B03G0211800	Chr3B	71137141	71140927	-	71139034	Chr3B	66934745	66938489	-	66936617	0.988	0.984
gene:TraesCS3B03G0211900	Chr3B	71241502	71245146	+	71243324	Chr3B	67045325	67049055	+	67047190	1.0	0.995
gene:TraesCS3B03G0212000	Chr3B	71245301	71252716	-	71249008	Chr3B	67049753	67057056	-	67053404	0.989	0.966
gene:TraesCS3B03G0212700	Chr3B	71368151	71370982	-	71369566	Chr3B	67138472	67141302	-	67139887	1.0	1.0
gene:TraesCS3B03G0213000	Chr3B	71551456	71553281	-	71552368	Chr3B	67346332	67348157	-	67347244	1.0	0.98
gene:TraesCS3B03G0213600	Chr3B	71632383	71633142	-	71632762	Chr3B	67426312	67427071	-	67426691	1.0	0.994
gene:TraesCS3B03G0213900	Chr3B	71644734	71645525	+	71645129	Chr3B	67525679	67526470	+	67526074	1.0	0.998
gene:TraesCS3B03G0214500	Chr3B	71866735	71871474	+	71869104	Chr3B	67725458	67730232	+	67727845	1.0	0.996
gene:TraesCS3B03G0215000	Chr3B	72049871	72054119	-	72051995	Chr3B	67935191	67939432	-	67937311	1.0	0.999
gene:TraesCS3B03G0215100	Chr3B	72100246	72100884	-	72100565	Chr3B	68000141	68000779	-	68000460	1.0	0.997
gene:TraesCS3B03G0215200	Chr3B	72129978	72130525	+	72130251	Chr3B	68029620	68030166	+	68029893	0.997	0.98
gene:TraesCS3B03G0215400	Chr3B	72523576	72524273	-	72523924	Chr3B	68468995	68469692	-	68469343	1.0	1.0
gene:TraesCS3B03G0215500	Chr3B	72528275	72528673	-	72528474	Chr3B	68475221	68475619	-	68475420	1.0	0.997
gene:TraesCS3B03G0215600	Chr3B	72548869	72551262	+	72550065	Chr3B	68496018	68498411	+	68497214	1.0	0.997
gene:TraesCS3B03G0215700	Chr3B	72556517	72560611	-	72558564	Chr3B	68503847	68507937	-	68505892	1.0	1.0
gene:TraesCS3B03G0216300	Chr3B	72870231	72870518	-	72870374	Chr3B	68832111	68832398	-	68832254	1.0	1.0
