gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS4B03G0212800	Chr4B	98651172	98654450	-	98652811	Chr4B	100405533	100408811	-	100407172	1.0	1.0
gene:TraesCS4B03G0212900	Chr4B	98659191	98665990	+	98662590	Chr4B	100413552	100420351	+	100416951	1.0	1.0
gene:TraesCS4B03G0213500	Chr4B	98708053	98708603	-	98708328	Chr4B	100462051	100462601	-	100462326	1.0	1.0
gene:TraesCS4B03G0213600	Chr4B	98844861	98846345	-	98845603	Chr4B	100598715	100600199	-	100599457	1.0	1.0
gene:TraesCS4B03G0213700	Chr4B	98847037	98851616	-	98849326	Chr4B	100600891	100605470	-	100603180	1.0	1.0
gene:TraesCS4B03G0213900	Chr4B	99173134	99180222	+	99176678	Chr4B	100926977	100934065	+	100930521	1.0	1.0
gene:TraesCS4B03G0214100	Chr4B	99257204	99258898	-	99258051	Chr4B	101011039	101012733	-	101011886	1.0	0.997
gene:TraesCS4B03G0214200	Chr4B	99428667	99428996	-	99428831	Chr4B	101182503	101182832	-	101182667	1.0	1.0
gene:TraesCS4B03G0214400	Chr4B	99615980	99617574	+	99616777	Chr4B	101369951	101371545	+	101370748	1.0	1.0
gene:TraesCS4B03G0214500	Chr4B	99622126	99624263	+	99623194	Chr4B	101375826	101377963	+	101376894	1.0	1.0
gene:TraesCS4B03G0214700	Chr4B	99624779	99627232	-	99626005	Chr4B	101378479	101380932	-	101379705	1.0	1.0
gene:TraesCS4B03G0214900	Chr4B	99627949	99628209	+	99628079	Chr4B	101381649	101381909	+	101381779	1.0	1.0
gene:TraesCS4B03G0214800	Chr4B	99627356	99635630	-	99631493	Chr4B	101381056	101389330	-	101385193	1.0	1.0
gene:TraesCS4B03G0215500	Chr4B	99858512	99866353	+	99862432	Chr4B	101611047	101618888	+	101614967	1.0	1.0
gene:TraesCS4B03G0215600	Chr4B	99913095	99918676	+	99915885	Chr4B	101665630	101671230	+	101668430	1.0	1.0
gene:TraesCS4B03G0215700	Chr4B	99920036	99928472	-	99924254	Chr4B	101672590	101681026	-	101676808	1.0	1.0
gene:TraesCS4B03G0216200	Chr4B	100055656	100060994	+	100058325	Chr4B	101808213	101813551	+	101810882	1.0	1.0
gene:TraesCS4B03G0216300	Chr4B	100109292	100110016	-	100109654	Chr4B	101861857	101862581	-	101862219	1.0	1.0
gene:TraesCS4B03G0216400	Chr4B	100228468	100231819	-	100230143	Chr4B	101981039	101984390	-	101982714	1.0	1.0
gene:TraesCS4B03G0216900	Chr4B	100522148	100523385	+	100522766	Chr4B	102273071	102274308	+	102273689	1.0	1.0
gene:TraesCS4B03G0217700	Chr4B	100902104	100905861	-	100903982	Chr4B	102652886	102656643	-	102654764	1.0	1.0
gene:TraesCS4B03G0218300	Chr4B	101670293	101673692	-	101671992	Chr4B	103419734	103423133	-	103421433	1.0	1.0
gene:TraesCS4B03G0219200	Chr4B	102008368	102009280	+	102008824	Chr4B	103757624	103758536	+	103758080	1.0	1.0
gene:TraesCS4B03G0219300	Chr4B	102016666	102017364	+	102017015	Chr4B	103765922	103766620	+	103766271	1.0	1.0
gene:TraesCS4B03G0219700	Chr4B	102042711	102043067	-	102042889	Chr4B	103791967	103792323	-	103792145	1.0	1.0
gene:TraesCS4B03G0219800	Chr4B	102048891	102049754	-	102049322	Chr4B	103798147	103799010	-	103798578	1.0	1.0
gene:TraesCS4B03G0219900	Chr4B	102232594	102233521	-	102233057	Chr4B	103981479	103982406	-	103981942	1.0	1.0
gene:TraesCS4B03G0220200	Chr4B	102399777	102404732	+	102402254	Chr4B	104148670	104153625	+	104151147	1.0	1.0
gene:TraesCS4B03G0220300	Chr4B	102558016	102558883	+	102558449	Chr4B	104306934	104307801	+	104307367	1.0	1.0
gene:TraesCS4B03G0220500	Chr4B	102921406	102924287	-	102922846	Chr4B	104667377	104670258	-	104668817	1.0	1.0
gene:TraesCS4B03G0220600	Chr4B	102928235	102933630	-	102930932	Chr4B	104674206	104679601	-	104676903	1.0	1.0
gene:TraesCS4B03G0220700	Chr4B	102974601	102975149	-	102974875	Chr4B	104718694	104719242	-	104718968	1.0	1.0
gene:TraesCS4B03G0220900	Chr4B	103276950	103289623	+	103283286	Chr4B	105019772	105032168	+	105025970	0.988	0.988
gene:TraesCS4B03G0221100	Chr4B	103538799	103540648	+	103539723	Chr4B	105280079	105281928	+	105281003	1.0	1.0
gene:TraesCS4B03G0221400	Chr4B	103804280	103810144	+	103807212	Chr4B	105545684	105551548	+	105548616	1.0	1.0
gene:TraesCS4B03G0221600	Chr4B	103898163	103911832	+	103904997	Chr4B	105639562	105653232	+	105646397	1.0	1.0
gene:TraesCS4B03G0221800	Chr4B	103966801	103967037	+	103966919	Chr4B	105708201	105708437	+	105708319	1.0	1.0
gene:TraesCS4B03G0222000	Chr4B	104220694	104226387	+	104223540	Chr4B	105961521	105967214	+	105964367	1.0	1.0
gene:TraesCS4B03G0222100	Chr4B	104254463	104257251	+	104255857	Chr4B	105995290	105998078	+	105996684	1.0	1.0
gene:TraesCS4B03G0222200	Chr4B	104261499	104264006	+	104262752	Chr4B	106002326	106004833	+	106003579	1.0	1.0
gene:TraesCS4B03G0222400	Chr4B	104729738	104733801	+	104731769	Chr4B	106468305	106472368	+	106470336	1.0	1.0
gene:TraesCS4B03G0222700	Chr4B	104890997	104891942	-	104891469	Chr4B	106629598	106630543	-	106630070	1.0	1.0
gene:TraesCS4B03G0222900	Chr4B	104913705	104930558	-	104922131	Chr4B	106652586	106668894	-	106660740	1.0	1.0
gene:TraesCS4B03G0223000	Chr4B	105345010	105347348	+	105346179	Chr4B	107091052	107093390	+	107092221	1.0	1.0
gene:TraesCS4B03G0223100	Chr4B	105350753	105366621	+	105358687	Chr4B	107096418	107111872	+	107104145	1.0	1.0
gene:TraesCS4B03G0223500	Chr4B	105415564	105415902	-	105415733	Chr4B	107160999	107161337	-	107161168	1.0	1.0
gene:TraesCS4B03G0223600	Chr4B	105416755	105427587	+	105422171	Chr4B	107162190	107173022	+	107167606	1.0	0.996
gene:TraesCS4B03G0223800	Chr4B	105445347	105447171	-	105446259	Chr4B	107190822	107192646	-	107191734	1.0	1.0
gene:TraesCS4B03G0224100	Chr4B	105960960	105964220	+	105962590	Chr4B	107702607	107705867	+	107704237	1.0	0.998
gene:TraesCS4B03G0224200	Chr4B	105968528	105970747	+	105969637	Chr4B	107710175	107712394	+	107711284	1.0	1.0
gene:TraesCS4B03G0224400	Chr4B	106011507	106013864	-	106012685	Chr4B	107753153	107755510	-	107754331	1.0	1.0
gene:TraesCS4B03G0224500	Chr4B	106479899	106484016	+	106481957	Chr4B	108221354	108225471	+	108223412	1.0	1.0
gene:TraesCS4B03G0224600	Chr4B	106510332	106513428	+	106511880	Chr4B	108251787	108254883	+	108253335	1.0	1.0
gene:TraesCS4B03G0224800	Chr4B	106726853	106730249	+	106728551	Chr4B	108465495	108468891	+	108467193	1.0	1.0
gene:TraesCS4B03G0225200	Chr4B	106845752	106846384	-	106846068	Chr4B	108583830	108584462	-	108584146	1.0	1.0
gene:TraesCS4B03G0225300	Chr4B	106960307	106960717	-	106960512	Chr4B	108697692	108698102	-	108697897	1.0	1.0
gene:TraesCS4B03G0225600	Chr4B	107085987	107087021	-	107086504	Chr4B	108822734	108823768	-	108823251	1.0	1.0
gene:TraesCS4B03G0225700	Chr4B	107267361	107290919	-	107279140	Chr4B	109003593	109026254	-	109014923	1.0	1.0
gene:TraesCS4B03G0225900	Chr4B	107291147	107293773	+	107292460	Chr4B	109026482	109029108	+	109027795	1.0	1.0
gene:TraesCS4B03G0226000	Chr4B	107296360	107296992	+	107296676	Chr4B	109031695	109032327	+	109032011	1.0	1.0
gene:TraesCS4B03G0226400	Chr4B	107692391	107692852	-	107692621	Chr4B	109426610	109427071	-	109426840	1.0	1.0
gene:TraesCS4B03G0226500	Chr4B	107693809	107697278	-	107695543	Chr4B	109428029	109431498	-	109429763	1.0	1.0
gene:TraesCS4B03G0226700	Chr4B	107759844	107760890	+	107760367	Chr4B	109494069	109495115	+	109494592	1.0	1.0
gene:TraesCS4B03G0226900	Chr4B	107951764	107954940	+	107953352	Chr4B	109686052	109689228	+	109687640	1.0	1.0
gene:TraesCS4B03G0227100	Chr4B	108434288	108435578	-	108434933	Chr4B	110167522	110168812	-	110168167	1.0	1.0
gene:TraesCS4B03G0227200	Chr4B	108438612	108447187	-	108442899	Chr4B	110171846	110180421	-	110176133	1.0	0.999
gene:TraesCS4B03G0227300	Chr4B	108452542	108456747	-	108454644	Chr4B	110185776	110189981	-	110187878	1.0	1.0
gene:TraesCS4B03G0228100	Chr4B	108800578	108812203	+	108806390	Chr4B	110533824	110545449	+	110539636	1.0	1.0
gene:TraesCS4B03G0228300	Chr4B	109055261	109059336	+	109057298	Chr4B	110788129	110792204	+	110790166	1.0	1.0
gene:TraesCS4B03G0228400	Chr4B	109059996	109061181	-	109060588	Chr4B	110792864	110794049	-	110793456	1.0	1.0
gene:TraesCS4B03G0228700	Chr4B	109131421	109135576	-	109133498	Chr4B	110863710	110867865	-	110865787	1.0	1.0
gene:TraesCS4B03G0228800	Chr4B	109145986	109148206	-	109147096	Chr4B	110878002	110880222	-	110879112	1.0	1.0
gene:TraesCS4B03G0229100	Chr4B	109156041	109159143	-	109157592	Chr4B	110887545	110890647	-	110889096	1.0	1.0
gene:TraesCS4B03G0229200	Chr4B	109324858	109327847	-	109326352	Chr4B	111055350	111058339	-	111056844	1.0	1.0
gene:TraesCS4B03G0229300	Chr4B	109330285	109334653	+	109332469	Chr4B	111060618	111064696	+	111062657	1.0	1.0
gene:TraesCS4B03G0229600	Chr4B	109589035	109590607	-	109589821	Chr4B	111319092	111320664	-	111319878	1.0	1.0
gene:TraesCS4B03G0229900	Chr4B	109881889	109882167	-	109882028	Chr4B	111613193	111613471	-	111613332	1.0	1.0
gene:TraesCS4B03G0230100	Chr4B	109916596	109917423	-	109917009	Chr4B	111647907	111648734	-	111648320	1.0	1.0
gene:TraesCS4B03G0230300	Chr4B	109919726	109921435	+	109920580	Chr4B	111651037	111652746	+	111651891	1.0	1.0
gene:TraesCS4B03G0230700	Chr4B	109952135	109957513	-	109954824	Chr4B	111683453	111688831	-	111686142	1.0	1.0
gene:TraesCS4B03G0230900	Chr4B	110067303	110068295	+	110067799	Chr4B	111798625	111799617	+	111799121	1.0	0.998
gene:TraesCS4B03G0231000	Chr4B	110068900	110074166	-	110071533	Chr4B	111800222	111805622	-	111802922	1.0	1.0
gene:TraesCS4B03G0231200	Chr4B	110328781	110334930	+	110331855	Chr4B	112059694	112065843	+	112062768	1.0	1.0
gene:TraesCS4B03G0231400	Chr4B	110545381	110551469	+	110548425	Chr4B	112276315	112282396	+	112279355	1.0	0.998
gene:TraesCS4B03G0231500	Chr4B	110551624	110552954	-	110552289	Chr4B	112282551	112283881	-	112283216	1.0	1.0
gene:TraesCS4B03G0231600	Chr4B	110736805	110740695	-	110738750	Chr4B	112467476	112471366	-	112469421	1.0	1.0
gene:TraesCS4B03G0231900	Chr4B	110748001	110755551	-	110751776	Chr4B	112478672	112486222	-	112482447	1.0	1.0
gene:TraesCS4B03G0232000	Chr4B	110843111	110844590	+	110843850	Chr4B	112573625	112575104	+	112574364	1.0	1.0
gene:TraesCS4B03G0232500	Chr4B	111168643	111168833	+	111168738	Chr4B	112899198	112899388	+	112899293	1.0	1.0
gene:TraesCS4B03G0232600	Chr4B	111433057	111441093	+	111437075	Chr4B	113162140	113170176	+	113166158	1.0	1.0
gene:TraesCS4B03G0232900	Chr4B	111442304	111444746	-	111443525	Chr4B	113171387	113173829	-	113172608	1.0	1.0
gene:TraesCS4B03G0233100	Chr4B	111736205	111738416	+	111737310	Chr4B	113465278	113467489	+	113466383	1.0	1.0
gene:TraesCS4B03G0233200	Chr4B	111747481	111752016	+	111749748	Chr4B	113476560	113481099	+	113478829	1.0	0.999
gene:TraesCS4B03G0233300	Chr4B	111756361	111758199	-	111757280	Chr4B	113485443	113487281	-	113486362	1.0	1.0
gene:TraesCS4B03G0233800	Chr4B	112129979	112131223	+	112130601	Chr4B	113858724	113859968	+	113859346	1.0	1.0
gene:TraesCS4B03G0233900	Chr4B	112131458	112134546	-	112133002	Chr4B	113860203	113863291	-	113861747	1.0	1.0
gene:TraesCS4B03G0234000	Chr4B	112136330	112137913	-	112137121	Chr4B	113865075	113866658	-	113865866	1.0	1.0
gene:TraesCS4B03G0234100	Chr4B	112302345	112305107	+	112303726	Chr4B	114030946	114033708	+	114032327	1.0	1.0
gene:TraesCS4B03G0234200	Chr4B	112305988	112306536	+	112306262	Chr4B	114034589	114035137	+	114034863	1.0	1.0
gene:TraesCS4B03G0234400	Chr4B	112312746	112315594	-	112314170	Chr4B	114041347	114044195	-	114042771	1.0	1.0
gene:TraesCS4B03G0234500	Chr4B	112397663	112399545	-	112398604	Chr4B	114126270	114128152	-	114127211	1.0	1.0
gene:TraesCS4B03G0234700	Chr4B	112482535	112487007	+	112484771	Chr4B	114211516	114215988	+	114213752	1.0	1.0
gene:TraesCS4B03G0234800	Chr4B	112487713	112490761	-	112489237	Chr4B	114216694	114219742	-	114218218	1.0	1.0
gene:TraesCS4B03G0235300	Chr4B	112870080	112872714	+	112871397	Chr4B	114597561	114600195	+	114598878	1.0	1.0
gene:TraesCS4B03G0235400	Chr4B	112905761	112911034	-	112908397	Chr4B	114633244	114638518	-	114635881	1.0	1.0
gene:TraesCS4B03G0236100	Chr4B	113001439	113004365	+	113002902	Chr4B	114728931	114731857	+	114730394	1.0	1.0
gene:TraesCS4B03G0236200	Chr4B	113005938	113007483	-	113006710	Chr4B	114733430	114734975	-	114734202	1.0	1.0
gene:TraesCS4B03G0236300	Chr4B	113304274	113306235	+	113305254	Chr4B	115031526	115033487	+	115032506	1.0	1.0
gene:TraesCS4B03G0236800	Chr4B	113357708	113358541	-	113358124	Chr4B	115084304	115085137	-	115084720	1.0	1.0
gene:TraesCS4B03G0236900	Chr4B	113480222	113481209	-	113480715	Chr4B	115206464	115207451	-	115206957	1.0	1.0
gene:TraesCS4B03G0237200	Chr4B	113776895	113787775	+	113782335	Chr4B	115502842	115513722	+	115508282	1.0	1.0
gene:TraesCS4B03G0237300	Chr4B	114108883	114118259	+	114113571	Chr4B	115834013	115843389	+	115838701	1.0	1.0
gene:TraesCS4B03G0237500	Chr4B	114849760	114852855	+	114851307	Chr4B	116571865	116574960	+	116573412	1.0	1.0
gene:TraesCS4B03G0237600	Chr4B	114853670	114869536	-	114861603	Chr4B	116575775	116591647	-	116583711	1.0	1.0
gene:TraesCS4B03G0237900	Chr4B	115103377	115107532	+	115105454	Chr4B	116825138	116829295	+	116827216	1.0	1.0
gene:TraesCS4B03G0238000	Chr4B	115108578	115111759	-	115110168	Chr4B	116830341	116833522	-	116831931	1.0	1.0
gene:TraesCS4B03G0238300	Chr4B	115420375	115426294	+	115423334	Chr4B	117132012	117137931	+	117134971	1.0	1.0
gene:TraesCS4B03G0238400	Chr4B	115424932	115426224	-	115425578	Chr4B	117136569	117137861	-	117137215	1.0	1.0
gene:TraesCS4B03G0238600	Chr4B	115567224	115567971	-	115567597	Chr4B	117279357	117280104	-	117279730	1.0	1.0
gene:TraesCS4B03G0238700	Chr4B	115983567	115986296	+	115984931	Chr4B	117693835	117696564	+	117695199	1.0	1.0
gene:TraesCS4B03G0239000	Chr4B	116438278	116442498	-	116440388	Chr4B	118148782	118153002	-	118150892	1.0	1.0
gene:TraesCS4B03G0239400	Chr4B	117012043	117027481	-	117019762	Chr4B	118722385	118737825	-	118730105	1.0	1.0
gene:TraesCS4B03G0240100	Chr4B	118005260	118007257	+	118006258	Chr4B	119708749	119710746	+	119709747	1.0	1.0
gene:TraesCS4B03G0240300	Chr4B	118153450	118155733	-	118154591	Chr4B	119856355	119858638	-	119857496	1.0	1.0
gene:TraesCS4B03G0240700	Chr4B	118451111	118454317	+	118452714	Chr4B	120153956	120157162	+	120155559	1.0	1.0
gene:TraesCS4B03G0240800	Chr4B	118583534	118585998	+	118584766	Chr4B	120286155	120288619	+	120287387	1.0	1.0
gene:TraesCS4B03G0240900	Chr4B	118603796	118604343	-	118604069	Chr4B	120306415	120306962	-	120306688	1.0	1.0
gene:TraesCS4B03G0241000	Chr4B	118609188	118610097	-	118609642	Chr4B	120311807	120312716	-	120312261	1.0	1.0
gene:TraesCS4B03G0241100	Chr4B	118610269	118614281	-	118612275	Chr4B	120312888	120316900	-	120314894	1.0	1.0
gene:TraesCS4B03G0241300	Chr4B	118893944	118896589	-	118895266	Chr4B	120596593	120599238	-	120597915	1.0	1.0
gene:TraesCS4B03G0241400	Chr4B	118927378	118930157	-	118928767	Chr4B	120630027	120632806	-	120631416	1.0	1.0
gene:TraesCS4B03G0242000	Chr4B	119256484	119258563	+	119257523	Chr4B	120959118	120961197	+	120960157	1.0	1.0
gene:TraesCS4B03G0242200	Chr4B	119259758	119263419	-	119261588	Chr4B	120962392	120966053	-	120964222	1.0	1.0
gene:TraesCS4B03G0242300	Chr4B	119379414	119383394	+	119381404	Chr4B	121082047	121086027	+	121084037	1.0	1.0
gene:TraesCS4B03G0242600	Chr4B	119531558	119535591	-	119533574	Chr4B	121233491	121237535	-	121235513	1.0	1.0
gene:TraesCS4B03G0242900	Chr4B	120005593	120006499	+	120006046	Chr4B	121704683	121705589	+	121705136	1.0	1.0
gene:TraesCS4B03G0243000	Chr4B	120056035	120056714	+	120056374	Chr4B	121754881	121755560	+	121755220	1.0	1.0
gene:TraesCS4B03G0243500	Chr4B	120095535	120107990	+	120101762	Chr4B	121794380	121806708	+	121800544	1.0	1.0
gene:TraesCS4B03G0243600	Chr4B	120107762	120108988	-	120108375	Chr4B	121806480	121807706	-	121807093	1.0	1.0
gene:TraesCS4B03G0244100	Chr4B	120133161	120134107	-	120133634	Chr4B	121831327	121832273	-	121831800	1.0	1.0
gene:TraesCS4B03G0244500	Chr4B	120252996	120259728	-	120256362	Chr4B	121952279	121959011	-	121955645	1.0	1.0
gene:TraesCS4B03G0244600	Chr4B	120347418	120348141	-	120347779	Chr4B	122046702	122047425	-	122047063	1.0	1.0
gene:TraesCS4B03G0245000	Chr4B	120444970	120448842	-	120446906	Chr4B	122144256	122148139	-	122146197	1.0	1.0
gene:TraesCS4B03G0245200	Chr4B	120824597	120829043	+	120826820	Chr4B	122527252	122531698	+	122529475	1.0	1.0
gene:TraesCS4B03G0245300	Chr4B	120829570	120843608	-	120836589	Chr4B	122532225	122546264	-	122539244	1.0	1.0
gene:TraesCS4B03G0245600	Chr4B	121344981	121349832	+	121347406	Chr4B	123046881	123051732	+	123049306	1.0	1.0
gene:TraesCS4B03G0245800	Chr4B	121708487	121733468	-	121720977	Chr4B	123409494	123434475	-	123421984	1.0	1.0
gene:TraesCS4B03G0246100	Chr4B	122159762	122161936	-	122160849	Chr4B	123860060	123862234	-	123861147	1.0	1.0
gene:TraesCS4B03G0246300	Chr4B	122311623	122324574	+	122318098	Chr4B	124012000	124024977	+	124018488	1.0	1.0
gene:TraesCS4B03G0246400	Chr4B	122325351	122328453	+	122326902	Chr4B	124025754	124028856	+	124027305	1.0	1.0
gene:TraesCS4B03G0246700	Chr4B	122389974	122397088	+	122393531	Chr4B	124090359	124097477	+	124093918	1.0	1.0
gene:TraesCS4B03G0246800	Chr4B	122403248	122405259	+	122404253	Chr4B	124103637	124105648	+	124104642	1.0	1.0
gene:TraesCS4B03G0247500	Chr4B	122874001	122876361	-	122875181	Chr4B	124573323	124575683	-	124574503	1.0	1.0
gene:TraesCS4B03G0248200	Chr4B	123307071	123309009	-	123308040	Chr4B	125005970	125007908	-	125006939	1.0	0.993
gene:TraesCS4B03G0249000	Chr4B	124485594	124486506	+	124486050	Chr4B	126190019	126190931	+	126190475	1.0	1.0
gene:TraesCS4B03G0249100	Chr4B	124623634	124626808	+	124625221	Chr4B	126324677	126327851	+	126326264	1.0	1.0
gene:TraesCS4B03G0249600	Chr4B	124966293	124972458	-	124969375	Chr4B	126667123	126673287	-	126670205	1.0	1.0
gene:TraesCS4B03G0249700	Chr4B	125064010	125066108	+	125065059	Chr4B	126764853	126766951	+	126765902	1.0	1.0
gene:TraesCS4B03G0249800	Chr4B	125240489	125249083	+	125244786	Chr4B	126940501	126949095	+	126944798	1.0	1.0
gene:TraesCS4B03G0249900	Chr4B	125322964	125329649	-	125326306	Chr4B	127022982	127029696	-	127026339	1.0	1.0
gene:TraesCS4B03G0250000	Chr4B	125332457	125339115	+	125335786	Chr4B	127032504	127039162	+	127035833	1.0	1.0
gene:TraesCS4B03G0250100	Chr4B	125547150	125551635	+	125549392	Chr4B	127246010	127250495	+	127248252	1.0	1.0
gene:TraesCS4B03G0250700	Chr4B	125590482	125593019	+	125591750	Chr4B	127281639	127284176	+	127282907	1.0	1.0
gene:TraesCS4B03G0251100	Chr4B	125879686	125882547	+	125881116	Chr4B	127570517	127573378	+	127571947	1.0	1.0
gene:TraesCS4B03G0251300	Chr4B	126473515	126479412	+	126476463	Chr4B	128163952	128169849	+	128166900	1.0	1.0
gene:TraesCS4B03G0251400	Chr4B	126520941	126527179	+	126524060	Chr4B	128211380	128217618	+	128214499	1.0	1.0
gene:TraesCS4B03G0251600	Chr4B	126870110	126871522	-	126870816	Chr4B	128560388	128561800	-	128561094	1.0	1.0
gene:TraesCS4B03G0252100	Chr4B	126943612	126946365	+	126944988	Chr4B	128633903	128636656	+	128635279	1.0	1.0
gene:TraesCS4B03G0252400	Chr4B	127040501	127042804	+	127041652	Chr4B	128731683	128733986	+	128732834	1.0	1.0
gene:TraesCS4B03G0252600	Chr4B	127043475	127060593	-	127052034	Chr4B	128734657	128751767	-	128743212	1.0	1.0
gene:TraesCS4B03G0252800	Chr4B	127068357	127070084	+	127069220	Chr4B	128759532	128761259	+	128760395	1.0	1.0
gene:TraesCS4B03G0253300	Chr4B	127516785	127520417	+	127518601	Chr4B	129207983	129211615	+	129209799	1.0	1.0
gene:TraesCS4B03G0253400	Chr4B	127522261	127523724	-	127522992	Chr4B	129213459	129214922	-	129214190	1.0	1.0
gene:TraesCS4B03G0253600	Chr4B	127581596	127583301	-	127582448	Chr4B	129272796	129274501	-	129273648	1.0	1.0
gene:TraesCS4B03G0253700	Chr4B	127760037	127761581	+	127760809	Chr4B	129450638	129452182	+	129451410	1.0	1.0
gene:TraesCS4B03G0253800	Chr4B	127764623	127772185	-	127768404	Chr4B	129455224	129462786	-	129459005	1.0	1.0
gene:TraesCS4B03G0254000	Chr4B	127934051	127936599	-	127935325	Chr4B	129624128	129626676	-	129625402	1.0	1.0
gene:TraesCS4B03G0254100	Chr4B	127937028	127942223	-	127939625	Chr4B	129627105	129632300	-	129629702	1.0	1.0
gene:TraesCS4B03G0254200	Chr4B	127944293	127946814	-	127945553	Chr4B	129634371	129636892	-	129635631	1.0	1.0
gene:TraesCS4B03G0254500	Chr4B	128387821	128390317	-	128389069	Chr4B	130077087	130079583	-	130078335	1.0	1.0
gene:TraesCS4B03G0254600	Chr4B	128428552	128429988	-	128429270	Chr4B	130117515	130118951	-	130118233	1.0	1.0
gene:TraesCS4B03G0254700	Chr4B	128432460	128432938	+	128432699	Chr4B	130121423	130121901	+	130121662	1.0	1.0
gene:TraesCS4B03G0255000	Chr4B	128488187	128489255	+	128488721	Chr4B	130176630	130177698	+	130177164	1.0	1.0
gene:TraesCS4B03G0255100	Chr4B	128686278	128688861	-	128687569	Chr4B	130374725	130377308	-	130376016	1.0	1.0
gene:TraesCS4B03G0255800	Chr4B	129322728	129325536	+	129324132	Chr4B	131010406	131013214	+	131011810	1.0	1.0
gene:TraesCS4B03G0255900	Chr4B	129325145	129330797	-	129327971	Chr4B	131012823	131018475	-	131015649	1.0	1.0
gene:TraesCS4B03G0256100	Chr4B	129331035	129338861	+	129334948	Chr4B	131018713	131026541	+	131022627	1.0	1.0
gene:TraesCS4B03G0256200	Chr4B	129508889	129510663	-	129509776	Chr4B	131196190	131197964	-	131197077	1.0	1.0
gene:TraesCS4B03G0256300	Chr4B	129598946	129603194	-	129601070	Chr4B	131286247	131290495	-	131288371	1.0	1.0
gene:TraesCS4B03G0256600	Chr4B	129729187	129734012	-	129731599	Chr4B	131415086	131419911	-	131417498	1.0	1.0
gene:TraesCS4B03G0257100	Chr4B	130468927	130475719	+	130472323	Chr4B	132147656	132154452	+	132151054	1.0	1.0
gene:TraesCS4B03G0257400	Chr4B	130685507	130686684	-	130686095	Chr4B	132363779	132364956	-	132364367	1.0	1.0
gene:TraesCS4B03G0257600	Chr4B	130718699	130719492	-	130719095	Chr4B	132395109	132395902	-	132395505	1.0	1.0
gene:TraesCS4B03G0257700	Chr4B	130719516	130722404	-	130720960	Chr4B	132395926	132398814	-	132397370	1.0	1.0
gene:TraesCS4B03G0258100	Chr4B	131019153	131021062	-	131020107	Chr4B	132691558	132693467	-	132692512	1.0	1.0
gene:TraesCS4B03G0258300	Chr4B	131023430	131024854	-	131024142	Chr4B	132695835	132697259	-	132696547	1.0	1.0
gene:TraesCS4B03G0258400	Chr4B	131054034	131057633	-	131055833	Chr4B	132725972	132729571	-	132727771	1.0	1.0
gene:TraesCS4B03G0258600	Chr4B	131254474	131255660	-	131255067	Chr4B	132926430	132927616	-	132927023	1.0	1.0
gene:TraesCS4B03G0258900	Chr4B	131522984	131536568	+	131529776	Chr4B	133194762	133208346	+	133201554	1.0	1.0
gene:TraesCS4B03G0259100	Chr4B	131537425	131539182	-	131538303	Chr4B	133209203	133210960	-	133210081	1.0	1.0
gene:TraesCS4B03G0259200	Chr4B	131539573	131540482	-	131540027	Chr4B	133211351	133212260	-	133211805	1.0	1.0
gene:TraesCS4B03G0259300	Chr4B	131542260	131542664	-	131542462	Chr4B	133214038	133214442	-	133214240	1.0	1.0
gene:TraesCS4B03G0259500	Chr4B	131545356	131546366	-	131545861	Chr4B	133217134	133218144	-	133217639	1.0	1.0
gene:TraesCS4B03G0259600	Chr4B	131548549	131549502	-	131549025	Chr4B	133220327	133221280	-	133220803	1.0	1.0
gene:TraesCS4B03G0259700	Chr4B	131552013	131552603	-	131552308	Chr4B	133223791	133224381	-	133224086	1.0	1.0
gene:TraesCS4B03G0259800	Chr4B	131554593	131554991	-	131554792	Chr4B	133226371	133226769	-	133226570	1.0	1.0
gene:TraesCS4B03G0260000	Chr4B	131680944	131683076	-	131682010	Chr4B	133352548	133354680	-	133353614	1.0	1.0
gene:TraesCS4B03G0260700	Chr4B	132503104	132504890	+	132503997	Chr4B	134171822	134173608	+	134172715	1.0	1.0
gene:TraesCS4B03G0261000	Chr4B	133199105	133207671	+	133203388	Chr4B	134865222	134873788	+	134869505	1.0	1.0
gene:TraesCS4B03G0261400	Chr4B	133596218	133600636	+	133598427	Chr4B	135262287	135266705	+	135264496	1.0	1.0
gene:TraesCS4B03G0261500	Chr4B	133598329	133598694	-	133598511	Chr4B	135264398	135264763	-	135264580	1.0	1.0
gene:TraesCS4B03G0261600	Chr4B	133601543	133606325	-	133603934	Chr4B	135267612	135272394	-	135270003	1.0	1.0
gene:TraesCS4B03G0261800	Chr4B	134187739	134189445	-	134188592	Chr4B	135851942	135853648	-	135852795	1.0	1.0
gene:TraesCS4B03G0261900	Chr4B	134254777	134256278	-	134255527	Chr4B	135919009	135920510	-	135919759	1.0	1.0
gene:TraesCS4B03G0262700	Chr4B	134793102	134793980	-	134793541	Chr4B	136455117	136455995	-	136455556	1.0	1.0
gene:TraesCS4B03G0262800	Chr4B	134794454	134801207	-	134797830	Chr4B	136456469	136463222	-	136459845	1.0	1.0
