gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS1A03G0218100	Chr1A	82021035	82027063	-	82024049	Chr1A	80819950	80825978	-	80822964	1.0	1.0
gene:TraesCS1A03G0218200	Chr1A	82029929	82037633	-	82033781	Chr1A	80828844	80836350	-	80832597	0.998	0.99
gene:TraesCS1A03G0218400	Chr1A	82519266	82525065	+	82522165	Chr1A	81318593	81324392	+	81321492	1.0	1.0
gene:TraesCS1A03G0218500	Chr1A	82611588	82612375	-	82611981	Chr1A	81416684	81417471	-	81417077	1.0	1.0
gene:TraesCS1A03G0218600	Chr1A	82625870	82638038	+	82631954	Chr1A	81430965	81443135	+	81437050	1.0	1.0
gene:TraesCS1A03G0218900	Chr1A	82890144	82893387	-	82891765	Chr1A	81692279	81695522	-	81693900	1.0	1.0
gene:TraesCS1A03G0219000	Chr1A	82945152	82959288	-	82952220	Chr1A	81747293	81761429	-	81754361	1.0	1.0
gene:TraesCS1A03G0219300	Chr1A	83009590	83013376	-	83011483	Chr1A	81806762	81810548	-	81808655	1.0	1.0
gene:TraesCS1A03G0219400	Chr1A	83014752	83017914	-	83016333	Chr1A	81811924	81815086	-	81813505	1.0	1.0
gene:TraesCS1A03G0220000	Chr1A	84386958	84387522	+	84387240	Chr1A	83200897	83201461	+	83201179	1.0	1.0
gene:TraesCS1A03G0220400	Chr1A	84432404	84432937	-	84432670	Chr1A	83246348	83246881	-	83246614	1.0	1.0
gene:TraesCS1A03G0220500	Chr1A	84434658	84436588	-	84435623	Chr1A	83248602	83250532	-	83249567	1.0	1.0
gene:TraesCS1A03G0220900	Chr1A	84821498	84832163	+	84826830	Chr1A	83644438	83654917	+	83649677	0.997	0.997
gene:TraesCS1A03G0221000	Chr1A	84835055	84839300	-	84837177	Chr1A	83657815	83662060	-	83659937	1.0	1.0
gene:TraesCS1A03G0221400	Chr1A	85250241	85255501	-	85252871	Chr1A	84065473	84070733	-	84068103	1.0	0.997
gene:TraesCS1A03G0221900	Chr1A	86122340	86135316	-	86128828	Chr1A	84807522	84820530	-	84814026	1.0	0.999
gene:TraesCS1A03G0222100	Chr1A	86301295	86313462	+	86307378	Chr1A	85005374	85017541	+	85011457	1.0	1.0
gene:TraesCS1A03G0222200	Chr1A	86321219	86323189	+	86322204	Chr1A	85025299	85027269	+	85026284	1.0	1.0
gene:TraesCS1A03G0222400	Chr1A	86573116	86574500	+	86573808	Chr1A	85276388	85277772	+	85277080	1.0	1.0
gene:TraesCS1A03G0222900	Chr1A	86781070	86781606	+	86781338	Chr1A	85496675	85497211	+	85496943	1.0	1.0
gene:TraesCS1A03G0223100	Chr1A	86918267	86918803	+	86918535	Chr1A	85633283	85633819	+	85633551	1.0	1.0
gene:TraesCS1A03G0223300	Chr1A	87024851	87026917	+	87025884	Chr1A	85738986	85741051	+	85740018	0.999	0.999
gene:TraesCS1A03G0223500	Chr1A	87090563	87091887	-	87091225	Chr1A	85805749	85807073	-	85806411	1.0	1.0
gene:TraesCS1A03G0223600	Chr1A	87092117	87093371	-	87092744	Chr1A	85807303	85808557	-	85807930	1.0	0.994
gene:TraesCS1A03G0223900	Chr1A	87298384	87299568	-	87298976	Chr1A	86040196	86041380	-	86040788	1.0	1.0
gene:TraesCS1A03G0224000	Chr1A	87321064	87321624	+	87321344	Chr1A	86062873	86063433	+	86063153	1.0	1.0
gene:TraesCS1A03G0224100	Chr1A	87324254	87327161	+	87325707	Chr1A	86066060	86068966	+	86067513	0.998	0.998
gene:TraesCS1A03G0224600	Chr1A	87626153	87627395	+	87626774	Chr1A	86376630	86377872	+	86377251	1.0	1.0
gene:TraesCS1A03G0224700	Chr1A	87632892	87635309	-	87634100	Chr1A	86383369	86385786	-	86384577	1.0	1.0
gene:TraesCS1A03G0224900	Chr1A	88110037	88110935	+	88110486	Chr1A	86872194	86873092	+	86872643	1.0	1.0
gene:TraesCS1A03G0225000	Chr1A	88111493	88114293	+	88112893	Chr1A	86873650	86876450	+	86875050	1.0	1.0
gene:TraesCS1A03G0225400	Chr1A	88187332	88190022	-	88188677	Chr1A	86949750	86952440	-	86951095	1.0	1.0
gene:TraesCS1A03G0225800	Chr1A	88519994	88524973	+	88522483	Chr1A	87285295	87290273	+	87287784	0.999	0.995
gene:TraesCS1A03G0226000	Chr1A	88843609	88850062	+	88846835	Chr1A	87610525	87616955	+	87613740	1.0	1.0
gene:TraesCS1A03G0226300	Chr1A	88889500	88891029	+	88890264	Chr1A	87657392	87658921	+	87658156	1.0	1.0
gene:TraesCS1A03G0226600	Chr1A	88904594	88904850	+	88904722	Chr1A	87673026	87673282	+	87673154	1.0	1.0
gene:TraesCS1A03G0227000	Chr1A	88918755	88919820	+	88919287	Chr1A	87687204	87688269	+	87687736	1.0	1.0
gene:TraesCS1A03G0227100	Chr1A	88920867	88923136	-	88922001	Chr1A	87689316	87691585	-	87690450	1.0	1.0
gene:TraesCS1A03G0227200	Chr1A	88926189	88931307	-	88928748	Chr1A	87694638	87699756	-	87697197	1.0	1.0
gene:TraesCS1A03G0227400	Chr1A	89477470	89480380	+	89478925	Chr1A	88251833	88254743	+	88253288	1.0	1.0
gene:TraesCS1A03G0227500	Chr1A	89489212	89490510	-	89489861	Chr1A	88263575	88264873	-	88264224	1.0	1.0
gene:TraesCS1A03G0228200	Chr1A	90619118	90624991	+	90622054	Chr1A	89340159	89346032	+	89343095	1.0	0.999
gene:TraesCS1A03G0228400	Chr1A	91115674	91132505	-	91124089	Chr1A	89861947	89889760	-	89875853	1.0	0.999
gene:TraesCS1A03G0229000	Chr1A	91671119	91678195	+	91674657	Chr1A	90448293	90455369	+	90451831	1.0	1.0
gene:TraesCS1A03G0229200	Chr1A	91691030	91693620	+	91692325	Chr1A	90467982	90470572	+	90469277	1.0	1.0
gene:TraesCS1A03G0229600	Chr1A	92373116	92377541	+	92375328	Chr1A	91153778	91158206	+	91155992	1.0	0.999
gene:TraesCS1A03G0229800	Chr1A	92424496	92426286	+	92425391	Chr1A	91205210	91207000	+	91206105	1.0	0.999
gene:TraesCS1A03G0230000	Chr1A	92428816	92430312	-	92429564	Chr1A	91209530	91211026	-	91210278	1.0	1.0
gene:TraesCS1A03G0230500	Chr1A	93024362	93033296	-	93028829	Chr1A	91806362	91815296	-	91810829	1.0	1.0
gene:TraesCS1A03G0230700	Chr1A	93307535	93312698	+	93310116	Chr1A	92097557	92102720	+	92100138	1.0	1.0
gene:TraesCS1A03G0230800	Chr1A	93316464	93323298	+	93319881	Chr1A	92106486	92113320	+	92109903	1.0	1.0
gene:TraesCS1A03G0230900	Chr1A	93322844	93324216	-	93323530	Chr1A	92112866	92114238	-	92113552	1.0	1.0
gene:TraesCS1A03G0231000	Chr1A	93366738	93369138	+	93367938	Chr1A	92157086	92159486	+	92158286	1.0	1.0
gene:TraesCS1A03G0231200	Chr1A	93422537	93426854	+	93424695	Chr1A	92219363	92223680	+	92221521	1.0	1.0
gene:TraesCS1A03G0231700	Chr1A	93438638	93440402	+	93439520	Chr1A	92235465	92237229	+	92236347	1.0	1.0
gene:TraesCS1A03G0231800	Chr1A	93592374	93593396	+	93592885	Chr1A	92387758	92388780	+	92388269	1.0	1.0
gene:TraesCS1A03G0231900	Chr1A	93674401	93677713	-	93676057	Chr1A	92471286	92474598	-	92472942	1.0	1.0
gene:TraesCS1A03G0232000	Chr1A	93679955	93680920	+	93680437	Chr1A	92476840	92477805	+	92477322	1.0	1.0
gene:TraesCS1A03G0232100	Chr1A	93762497	93765985	+	93764241	Chr1A	92558342	92561830	+	92560086	1.0	1.0
gene:TraesCS1A03G0232200	Chr1A	93766299	93768749	-	93767524	Chr1A	92562144	92564594	-	92563369	1.0	1.0
gene:TraesCS1A03G0232300	Chr1A	93853752	93859290	-	93856521	Chr1A	92649807	92655345	-	92652576	1.0	1.0
gene:TraesCS1A03G0232400	Chr1A	93865882	93867990	+	93866936	Chr1A	92661936	92664044	+	92662990	1.0	1.0
gene:TraesCS1A03G0232500	Chr1A	93933180	93934115	+	93933647	Chr1A	92729228	92730163	+	92729695	1.0	1.0
gene:TraesCS1A03G0232800	Chr1A	94819167	94822045	+	94820606	Chr1A	93612242	93615120	+	93613681	1.0	1.0
gene:TraesCS1A03G0232900	Chr1A	94824792	94829798	-	94827295	Chr1A	93617867	93622873	-	93620370	1.0	1.0
gene:TraesCS1A03G0233000	Chr1A	94835303	94835584	-	94835443	Chr1A	93628379	93628660	-	93628519	1.0	1.0
gene:TraesCS1A03G0233100	Chr1A	94865856	94875575	+	94870715	Chr1A	93658930	93668649	+	93663789	1.0	0.999
gene:TraesCS1A03G0233300	Chr1A	95304310	95305616	-	95304963	Chr1A	94114392	94115697	-	94115044	1.0	1.0
gene:TraesCS1A03G0233400	Chr1A	95619565	95620284	+	95619924	Chr1A	94448360	94449079	+	94448719	1.0	1.0
gene:TraesCS1A03G0233500	Chr1A	95644216	95650012	-	95647114	Chr1A	94472738	94478534	-	94475636	1.0	1.0
gene:TraesCS1A03G0233600	Chr1A	95649755	95653503	+	95651629	Chr1A	94478277	94482025	+	94480151	1.0	1.0
gene:TraesCS1A03G0233800	Chr1A	95654064	95656056	-	95655060	Chr1A	94482586	94484578	-	94483582	1.0	1.0
gene:TraesCS1A03G0233900	Chr1A	95937615	95942299	-	95939957	Chr1A	94765727	94770411	-	94768069	1.0	0.999
gene:TraesCS1A03G0234400	Chr1A	96344503	96349655	+	96347079	Chr1A	95186922	95192074	+	95189498	1.0	1.0
gene:TraesCS1A03G0234500	Chr1A	96353045	96357324	+	96355184	Chr1A	95195466	95199745	+	95197605	1.0	1.0
gene:TraesCS1A03G0235000	Chr1A	96487668	96491806	-	96489737	Chr1A	95347482	95351620	-	95349551	1.0	1.0
gene:TraesCS1A03G0235400	Chr1A	96821487	96821720	-	96821603	Chr1A	95688351	95688584	-	95688467	1.0	1.0
gene:TraesCS1A03G0235600	Chr1A	96822785	96823432	+	96823108	Chr1A	95689649	95690296	+	95689972	1.0	1.0
gene:TraesCS1A03G0236700	Chr1A	96906229	96906587	-	96906408	Chr1A	95773092	95773450	-	95773271	1.0	1.0
gene:TraesCS1A03G0236800	Chr1A	96906717	96906950	+	96906833	Chr1A	95773580	95773813	+	95773696	1.0	1.0
gene:TraesCS1A03G0237300	Chr1A	96920259	96920513	-	96920386	Chr1A	95787123	95787377	-	95787250	1.0	1.0
gene:TraesCS1A03G0238600	Chr1A	97005058	97006411	-	97005734	Chr1A	95871536	95872889	-	95872212	1.0	1.0
gene:TraesCS1A03G0239000	Chr1A	97015302	97015619	+	97015460	Chr1A	95881780	95882097	+	95881938	1.0	1.0
gene:TraesCS1A03G0239100	Chr1A	97016801	97017523	+	97017162	Chr1A	95883279	95884001	+	95883640	1.0	1.0
gene:TraesCS1A03G0239500	Chr1A	97026110	97026596	+	97026353	Chr1A	95892592	95893078	+	95892835	1.0	0.997
gene:TraesCS1A03G0239800	Chr1A	97039285	97039598	-	97039441	Chr1A	95905767	95906080	-	95905923	1.0	1.0
gene:TraesCS1A03G0240100	Chr1A	97289846	97290927	-	97290386	Chr1A	96157411	96158492	-	96157951	1.0	1.0
gene:TraesCS1A03G0240200	Chr1A	97299339	97304432	+	97301885	Chr1A	96166904	96171997	+	96169450	1.0	1.0
gene:TraesCS1A03G0241000	Chr1A	97419852	97422380	+	97421116	Chr1A	96296226	96298754	+	96297490	1.0	1.0
gene:TraesCS1A03G0241400	Chr1A	97548055	97552204	-	97550129	Chr1A	96425908	96430057	-	96427982	1.0	0.999
gene:TraesCS1A03G0241500	Chr1A	97762258	97763148	+	97762703	Chr1A	96647383	96648273	+	96647828	1.0	1.0
gene:TraesCS1A03G0241600	Chr1A	98053366	98058818	+	98056092	Chr1A	96949763	96955215	+	96952489	1.0	1.0
gene:TraesCS1A03G0242000	Chr1A	98080983	98086389	-	98083686	Chr1A	96977442	96982848	-	96980145	1.0	1.0
gene:TraesCS1A03G0242100	Chr1A	98087498	98093734	-	98090616	Chr1A	96983957	96990193	-	96987075	1.0	1.0
gene:TraesCS1A03G0242700	Chr1A	98596835	98600462	-	98598648	Chr1A	97528854	97532481	-	97530667	1.0	1.0
gene:TraesCS1A03G0242800	Chr1A	98602728	98603822	-	98603275	Chr1A	97534741	97535835	-	97535288	1.0	1.0
gene:TraesCS1A03G0242900	Chr1A	98661094	98661848	+	98661471	Chr1A	97593152	97593906	+	97593529	1.0	1.0
gene:TraesCS1A03G0243300	Chr1A	98675882	98677600	+	98676741	Chr1A	97607938	97609656	+	97608797	1.0	1.0
gene:TraesCS1A03G0243400	Chr1A	98684315	98685174	+	98684744	Chr1A	97616374	97617233	+	97616803	1.0	1.0
gene:TraesCS1A03G0243500	Chr1A	98687323	98689396	+	98688359	Chr1A	97619384	97621457	+	97620420	1.0	1.0
gene:TraesCS1A03G0243600	Chr1A	98691058	98693041	+	98692049	Chr1A	97623119	97625102	+	97624110	1.0	1.0
gene:TraesCS1A03G0243800	Chr1A	98700260	98703071	+	98701665	Chr1A	97633632	97636443	+	97635037	1.0	1.0
gene:TraesCS1A03G0244100	Chr1A	98708070	98710879	+	98709474	Chr1A	97641443	97644253	+	97642848	1.0	1.0
gene:TraesCS1A03G0244300	Chr1A	98713474	98715330	-	98714402	Chr1A	97646848	97648704	-	97647776	1.0	1.0
gene:TraesCS1A03G0244400	Chr1A	98718145	98727014	-	98722579	Chr1A	97651518	97660214	-	97655866	1.0	0.998
gene:TraesCS1A03G0244700	Chr1A	98981611	98982309	+	98981960	Chr1A	97922764	97923462	+	97923113	1.0	1.0
gene:TraesCS1A03G0244900	Chr1A	99393929	99394908	-	99394418	Chr1A	98341693	98342672	-	98342182	1.0	1.0
gene:TraesCS1A03G0245600	Chr1A	99872034	99876119	-	99874076	Chr1A	98837815	98841918	-	98839866	1.0	1.0
gene:TraesCS1A03G0245700	Chr1A	100019966	100023973	+	100021969	Chr1A	98990184	98994181	+	98992182	0.997	0.996
gene:TraesCS1A03G0245800	Chr1A	100030032	100031131	-	100030581	Chr1A	99000240	99001339	-	99000789	1.0	1.0
gene:TraesCS1A03G0245900	Chr1A	100032450	100037279	-	100034864	Chr1A	99002655	99007484	-	99005069	1.0	1.0
gene:TraesCS1A03G0246000	Chr1A	100148128	100151217	-	100149672	Chr1A	99119808	99122897	-	99121352	1.0	1.0
gene:TraesCS1A03G0246200	Chr1A	100162013	100167783	-	100164898	Chr1A	99133695	99139465	-	99136580	1.0	1.0
gene:TraesCS1A03G0246600	Chr1A	100178618	100180990	-	100179804	Chr1A	99150743	99153115	-	99151929	1.0	1.0
gene:TraesCS1A03G0246700	Chr1A	100181262	100183457	-	100182359	Chr1A	99153387	99155582	-	99154484	1.0	1.0
gene:TraesCS1A03G0246900	Chr1A	100189067	100190615	+	100189841	Chr1A	99161192	99162740	+	99161966	1.0	1.0
gene:TraesCS1A03G0247100	Chr1A	100246188	100248311	+	100247249	Chr1A	99218107	99220230	+	99219168	1.0	1.0
gene:TraesCS1A03G0247200	Chr1A	100248974	100249240	-	100249107	Chr1A	99220893	99221159	-	99221026	1.0	1.0
gene:TraesCS1A03G0247300	Chr1A	100249485	100250492	-	100249988	Chr1A	99221404	99222411	-	99221907	1.0	1.0
gene:TraesCS1A03G0247600	Chr1A	100453320	100461950	-	100457635	Chr1A	99426135	99434765	-	99430450	1.0	1.0
gene:TraesCS1A03G0247700	Chr1A	100467433	100472913	-	100470173	Chr1A	99440248	99445728	-	99442988	1.0	1.0
gene:TraesCS1A03G0248200	Chr1A	100809731	100816645	+	100813188	Chr1A	99781613	99788527	+	99785070	1.0	1.0
gene:TraesCS1A03G0248900	Chr1A	101224204	101232478	+	101228341	Chr1A	100207625	100215892	+	100211758	1.0	1.0
gene:TraesCS1A03G0249000	Chr1A	101236586	101240678	+	101238632	Chr1A	100217191	100221283	+	100219237	1.0	1.0
gene:TraesCS1A03G0249100	Chr1A	101240942	101241970	+	101241456	Chr1A	100221547	100222575	+	100222061	1.0	1.0
gene:TraesCS1A03G0249300	Chr1A	101293034	101294357	+	101293695	Chr1A	100273649	100274972	+	100274310	1.0	0.999
gene:TraesCS1A03G0249400	Chr1A	101360190	101361430	+	101360810	Chr1A	100340645	100341885	+	100341265	1.0	0.998
gene:TraesCS1A03G0249500	Chr1A	101369976	101371252	+	101370614	Chr1A	100350431	100351707	+	100351069	1.0	1.0
gene:TraesCS1A03G0249700	Chr1A	101374878	101375342	+	101375110	Chr1A	100355295	100355759	+	100355527	1.0	1.0
gene:TraesCS1A03G0249800	Chr1A	101375515	101375874	+	101375694	Chr1A	100355932	100356291	+	100356111	1.0	1.0
gene:TraesCS1A03G0249900	Chr1A	101376097	101376477	+	101376287	Chr1A	100356514	100356894	+	100356704	1.0	1.0
gene:TraesCS1A03G0250300	Chr1A	101513056	101514609	-	101513832	Chr1A	100493512	100495065	-	100494288	1.0	1.0
gene:TraesCS1A03G0250700	Chr1A	101540366	101541484	+	101540925	Chr1A	100520821	100521939	+	100521380	1.0	1.0
gene:TraesCS1A03G0250800	Chr1A	101561136	101561681	-	101561408	Chr1A	100556560	100557105	-	100556832	1.0	1.0
gene:TraesCS1A03G0251300	Chr1A	101743739	101758286	+	101751012	Chr1A	100737253	100751805	+	100744529	1.0	0.999
gene:TraesCS1A03G0252000	Chr1A	101852717	101862730	+	101857723	Chr1A	100854754	100864767	+	100859760	1.0	0.999
gene:TraesCS1A03G0252100	Chr1A	101889561	101891384	+	101890472	Chr1A	100891591	100893414	+	100892502	1.0	1.0
gene:TraesCS1A03G0252300	Chr1A	101950126	101954067	-	101952096	Chr1A	100954132	100958119	-	100956125	1.0	1.0
gene:TraesCS1A03G0253000	Chr1A	102118495	102124205	+	102121350	Chr1A	101129052	101134762	+	101131907	1.0	1.0
gene:TraesCS1A03G0253100	Chr1A	102140873	102142426	-	102141649	Chr1A	101151436	101152989	-	101152212	1.0	1.0
gene:TraesCS1A03G0253200	Chr1A	102143217	102148425	-	102145821	Chr1A	101153780	101158988	-	101156384	1.0	1.0
gene:TraesCS1A03G0253600	Chr1A	102224454	102244539	+	102234496	Chr1A	101234517	101254364	+	101244440	1.0	1.0
gene:TraesCS1A03G0253800	Chr1A	102260671	102266925	+	102263798	Chr1A	101270522	101276776	+	101273649	1.0	1.0
gene:TraesCS1A03G0254000	Chr1A	102269342	102270130	-	102269736	Chr1A	101279193	101279981	-	101279587	1.0	1.0
gene:TraesCS1A03G0254100	Chr1A	102269964	102270164	+	102270064	Chr1A	101279815	101280015	+	101279915	1.0	1.0
gene:TraesCS1A03G0254200	Chr1A	102397492	102397905	+	102397698	Chr1A	101408165	101408578	+	101408371	1.0	1.0
gene:TraesCS1A03G0255000	Chr1A	103163347	103166627	+	103164987	Chr1A	102200867	102204147	+	102202507	1.0	1.0
gene:TraesCS1A03G0255200	Chr1A	103177381	103178256	-	103177818	Chr1A	102214901	102215776	-	102215338	1.0	1.0
gene:TraesCS1A03G0255300	Chr1A	103219940	103224574	-	103222257	Chr1A	102257465	102262101	-	102259783	1.0	0.998
gene:TraesCS1A03G0255900	Chr1A	103605073	103608949	-	103607011	Chr1A	102665364	102669240	-	102667302	1.0	1.0
gene:TraesCS1A03G0256200	Chr1A	104004407	104009921	+	104007164	Chr1A	103072692	103078206	+	103075449	1.0	1.0
gene:TraesCS1A03G0256300	Chr1A	104198605	104204075	+	104201340	Chr1A	103267683	103273153	+	103270418	1.0	1.0
gene:TraesCS1A03G0256500	Chr1A	104205651	104209880	+	104207765	Chr1A	103274729	103278958	+	103276843	1.0	1.0
gene:TraesCS1A03G0256600	Chr1A	104210338	104214144	-	104212241	Chr1A	103279416	103283222	-	103281319	1.0	1.0
gene:TraesCS1A03G0257200	Chr1A	105147819	105161872	-	105154845	Chr1A	104235017	104249598	-	104242307	1.0	1.0
gene:TraesCS1A03G0257500	Chr1A	105466722	105471474	-	105469098	Chr1A	104556054	104560806	-	104558430	1.0	1.0
gene:TraesCS1A03G0257700	Chr1A	106043029	106054201	+	106048615	Chr1A	105139123	105150295	+	105144709	1.0	0.999
gene:TraesCS1A03G0257800	Chr1A	106056354	106057208	-	106056781	Chr1A	105152448	105153302	-	105152875	1.0	1.0
gene:TraesCS1A03G0257900	Chr1A	106059984	106064453	+	106062218	Chr1A	105156078	105160547	+	105158312	1.0	0.999
gene:TraesCS1A03G0258300	Chr1A	106211882	106214127	+	106213004	Chr1A	105307418	105309663	+	105308540	1.0	1.0
gene:TraesCS1A03G0258600	Chr1A	106266891	106267757	-	106267324	Chr1A	105362189	105363055	-	105362622	1.0	1.0
gene:TraesCS1A03G0258800	Chr1A	106271967	106275894	-	106273930	Chr1A	105367264	105371191	-	105369227	1.0	1.0
gene:TraesCS1A03G0259300	Chr1A	106753587	106755956	-	106754771	Chr1A	105748114	105750483	-	105749298	1.0	1.0
gene:TraesCS1A03G0259400	Chr1A	106764827	106770187	+	106767507	Chr1A	105759354	105765519	+	105762436	1.0	1.0
gene:TraesCS1A03G0259500	Chr1A	106770660	106783271	-	106776965	Chr1A	105765992	105778605	-	105772298	1.0	1.0
gene:TraesCS1A03G0259600	Chr1A	107134403	107136531	+	107135467	Chr1A	106144843	106146971	+	106145907	1.0	1.0
gene:TraesCS1A03G0259700	Chr1A	107715852	107717235	-	107716543	Chr1A	106736679	106738062	-	106737370	1.0	0.999
gene:TraesCS1A03G0259800	Chr1A	107733651	107736434	-	107735042	Chr1A	106754850	106757633	-	106756241	1.0	1.0
gene:TraesCS1A03G0260100	Chr1A	108045326	108046630	-	108045978	Chr1A	107066379	107067683	-	107067031	1.0	1.0
gene:TraesCS1A03G0260200	Chr1A	108048254	108059126	-	108053690	Chr1A	107069307	107080178	-	107074742	1.0	1.0
gene:TraesCS1A03G0260600	Chr1A	108924050	108926579	+	108925314	Chr1A	107954766	107957295	+	107956030	1.0	1.0
gene:TraesCS1A03G0260700	Chr1A	108931256	108937116	+	108934186	Chr1A	107961972	107967832	+	107964902	1.0	1.0
gene:TraesCS1A03G0260900	Chr1A	108937791	108940325	-	108939058	Chr1A	107968507	107971041	-	107969774	1.0	1.0
gene:TraesCS1A03G0261200	Chr1A	109061355	109062185	+	109061770	Chr1A	108092608	108093438	+	108093023	1.0	0.998
gene:TraesCS1A03G0261400	Chr1A	109291427	109306830	+	109299128	Chr1A	108328438	108343844	+	108336141	1.0	1.0
gene:TraesCS1A03G0261500	Chr1A	109308886	109310402	-	109309644	Chr1A	108345900	108347416	-	108346658	1.0	1.0
gene:TraesCS1A03G0262100	Chr1A	109470590	109472566	+	109471578	Chr1A	108514484	108516460	+	108515472	1.0	1.0
gene:TraesCS1A03G0262400	Chr1A	109601278	109602885	-	109602081	Chr1A	108645209	108646816	-	108646012	1.0	1.0
gene:TraesCS1A03G0263400	Chr1A	109893326	109897600	+	109895463	Chr1A	108938645	108942919	+	108940782	1.0	1.0
gene:TraesCS1A03G0263600	Chr1A	109899588	109904533	-	109902060	Chr1A	108944907	108949852	-	108947379	1.0	1.0
gene:TraesCS1A03G0263700	Chr1A	109986068	109997305	-	109991686	Chr1A	109031590	109042578	-	109037084	1.0	1.0
gene:TraesCS1A03G0264000	Chr1A	110644791	110647087	-	110645939	Chr1A	109309849	109312145	-	109310997	1.0	1.0
gene:TraesCS1A03G0264500	Chr1A	110886837	110891379	+	110889108	Chr1A	109577000	109581542	+	109579271	1.0	1.0
gene:TraesCS1A03G0264600	Chr1A	110892676	110897325	-	110895000	Chr1A	109582839	109587488	-	109585163	1.0	1.0
gene:TraesCS1A03G0264800	Chr1A	110959663	110965716	-	110962689	Chr1A	109650725	109656778	-	109653751	1.0	1.0
gene:TraesCS1A03G0264900	Chr1A	110968722	110973678	+	110971200	Chr1A	109659784	109664740	+	109662262	1.0	1.0
gene:TraesCS1A03G0265100	Chr1A	110973610	110974928	-	110974269	Chr1A	109664672	109665990	-	109665331	1.0	1.0
gene:TraesCS1A03G0265300	Chr1A	110977637	110980342	-	110978989	Chr1A	109668699	109671404	-	109670051	1.0	1.0
gene:TraesCS1A03G0265400	Chr1A	110997341	110999289	+	110998315	Chr1A	109688398	109690346	+	109689372	1.0	1.0
gene:TraesCS1A03G0265900	Chr1A	111118190	111118465	-	111118327	Chr1A	109808409	109808684	-	109808546	1.0	1.0
gene:TraesCS1A03G0266000	Chr1A	111120787	111123688	+	111122237	Chr1A	109811006	109813907	+	109812456	1.0	1.0
gene:TraesCS1A03G0266400	Chr1A	111623683	111624466	-	111624074	Chr1A	110321524	110322307	-	110321915	1.0	1.0
gene:TraesCS1A03G0266600	Chr1A	111768274	111773094	+	111770684	Chr1A	110465998	110470818	+	110468408	1.0	1.0
gene:TraesCS1A03G0266700	Chr1A	112176452	112180133	-	112178292	Chr1A	110868199	110871905	-	110870052	1.0	1.0
gene:TraesCS1A03G0266900	Chr1A	112281819	112282815	+	112282317	Chr1A	110964673	110965669	+	110965171	1.0	1.0
gene:TraesCS1A03G0267200	Chr1A	112366750	112367580	+	112367165	Chr1A	111055011	111055841	+	111055426	1.0	1.0
gene:TraesCS1A03G0267300	Chr1A	112368427	112368910	-	112368668	Chr1A	111056688	111057171	-	111056929	1.0	1.0
gene:TraesCS1A03G0267400	Chr1A	112487942	112490637	+	112489289	Chr1A	111176186	111178881	+	111177533	1.0	1.0
gene:TraesCS1A03G0267500	Chr1A	112491034	112492948	-	112491991	Chr1A	111179278	111181192	-	111180235	1.0	1.0
gene:TraesCS1A03G0267900	Chr1A	113327458	113337604	+	113332531	Chr1A	112027598	112037284	+	112032441	1.0	1.0
gene:TraesCS1A03G0268100	Chr1A	113355488	113358642	-	113357065	Chr1A	112055338	112058492	-	112056915	1.0	1.0
gene:TraesCS1A03G0268200	Chr1A	113727843	113731815	+	113729829	Chr1A	112431745	112435559	+	112433652	0.919	0.919
gene:TraesCS1A03G0270200	Chr1A	114223750	114230711	-	114227230	Chr1A	112947470	112954431	-	112950950	1.0	1.0
gene:TraesCS1A03G0270900	Chr1A	114966469	114966817	+	114966643	Chr1A	113693444	113693792	+	113693618	1.0	1.0
gene:TraesCS1A03G0271100	Chr1A	115116906	115117716	+	115117311	Chr1A	113844542	113845352	+	113844947	1.0	1.0
gene:TraesCS1A03G0271200	Chr1A	115124148	115131178	+	115127663	Chr1A	113851784	113858811	+	113855297	1.0	1.0
gene:TraesCS1A03G0271300	Chr1A	115131649	115133537	-	115132593	Chr1A	113859282	113861170	-	113860226	1.0	0.999
gene:TraesCS1A03G0271400	Chr1A	115439743	115441120	-	115440431	Chr1A	114207405	114208784	-	114208094	1.0	0.998
gene:TraesCS1A03G0271800	Chr1A	115725217	115728523	-	115726870	Chr1A	114502560	114505866	-	114504213	1.0	1.0
gene:TraesCS1A03G0272100	Chr1A	116035107	116042322	+	116038714	Chr1A	114829614	114837500	+	114833557	1.0	1.0
gene:TraesCS1A03G0272200	Chr1A	116042215	116045655	-	116043935	Chr1A	114837393	114840833	-	114839113	1.0	1.0
gene:TraesCS1A03G0272800	Chr1A	116061387	116064377	-	116062882	Chr1A	114856565	114859555	-	114858060	1.0	1.0
gene:TraesCS1A03G0272900	Chr1A	116066225	116067085	+	116066655	Chr1A	114861403	114862263	+	114861833	1.0	1.0
gene:TraesCS1A03G0273000	Chr1A	116251969	116254686	-	116253327	Chr1A	115049495	115052212	-	115050853	1.0	1.0
gene:TraesCS1A03G0273100	Chr1A	116732177	116734257	+	116733217	Chr1A	115531523	115533603	+	115532563	1.0	1.0
gene:TraesCS1A03G0273200	Chr1A	116735523	116739798	+	116737660	Chr1A	115534552	115538827	+	115536689	1.0	1.0
