gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS2A03G0086300	Chr2A	21091015	21095417	+	21093216	Chr2A	17981360	17985762	+	17983561	1.0	1.0
gene:TraesCS2A03G0086500	Chr2A	21116073	21121428	+	21118750	Chr2A	18006418	18011773	+	18009095	1.0	1.0
gene:TraesCS2A03G0086600	Chr2A	21125520	21135348	-	21130434	Chr2A	18015865	18025736	-	18020800	1.0	1.0
gene:TraesCS2A03G0086800	Chr2A	21167965	21169077	-	21168521	Chr2A	18058353	18059469	-	18058911	1.0	1.0
gene:TraesCS2A03G0087000	Chr2A	21177929	21182512	+	21180220	Chr2A	18068320	18072905	+	18070612	1.0	1.0
gene:TraesCS2A03G0087100	Chr2A	21187081	21194810	-	21190945	Chr2A	18077474	18085191	-	18081332	1.0	0.999
gene:TraesCS2A03G0087200	Chr2A	21266060	21275309	+	21270684	Chr2A	18156441	18165690	+	18161065	1.0	1.0
gene:TraesCS2A03G0087400	Chr2A	21285404	21290319	-	21287861	Chr2A	18175784	18180712	-	18178248	1.0	0.991
gene:TraesCS2A03G0088400	Chr2A	21404941	21407115	+	21406028	Chr2A	18295333	18297507	+	18296420	1.0	1.0
gene:TraesCS2A03G0088500	Chr2A	21407119	21407806	+	21407462	Chr2A	18297511	18298198	+	18297854	1.0	1.0
gene:TraesCS2A03G0088700	Chr2A	21423682	21431853	+	21427767	Chr2A	18314074	18322245	+	18318159	1.0	1.0
gene:TraesCS2A03G0088800	Chr2A	21450899	21451752	+	21451325	Chr2A	18341291	18342144	+	18341717	1.0	1.0
gene:TraesCS2A03G0088900	Chr2A	21456667	21457922	+	21457294	Chr2A	18347059	18348314	+	18347686	1.0	1.0
gene:TraesCS2A03G0089000	Chr2A	21463609	21464860	+	21464234	Chr2A	18354001	18355252	+	18354626	1.0	1.0
gene:TraesCS2A03G0089100	Chr2A	21467221	21469891	+	21468556	Chr2A	18357613	18360283	+	18358948	1.0	1.0
gene:TraesCS2A03G0089200	Chr2A	21473217	21474913	-	21474065	Chr2A	18363609	18365305	-	18364457	1.0	1.0
gene:TraesCS2A03G0089300	Chr2A	21523717	21524061	+	21523889	Chr2A	18414109	18414453	+	18414281	1.0	1.0
gene:TraesCS2A03G0089400	Chr2A	21532232	21534581	-	21533406	Chr2A	18422624	18424973	-	18423798	1.0	1.0
gene:TraesCS2A03G0089700	Chr2A	21603677	21604890	+	21604283	Chr2A	18494069	18495282	+	18494675	1.0	1.0
gene:TraesCS2A03G0089900	Chr2A	21654232	21656579	+	21655405	Chr2A	18544624	18546971	+	18545797	1.0	1.0
gene:TraesCS2A03G0090000	Chr2A	21694200	21694439	+	21694319	Chr2A	18584592	18584831	+	18584711	1.0	1.0
gene:TraesCS2A03G0090100	Chr2A	21696357	21696929	+	21696643	Chr2A	18586835	18587407	+	18587121	1.0	1.0
gene:TraesCS2A03G0090600	Chr2A	21724717	21725472	+	21725094	Chr2A	18615168	18615923	+	18615545	1.0	1.0
gene:TraesCS2A03G0090800	Chr2A	21746123	21746616	+	21746369	Chr2A	18636405	18636898	+	18636651	1.0	1.0
gene:TraesCS2A03G0090900	Chr2A	21755590	21756262	-	21755926	Chr2A	18645872	18646544	-	18646208	1.0	1.0
gene:TraesCS2A03G0091000	Chr2A	21757599	21758186	+	21757892	Chr2A	18647881	18648468	+	18648174	1.0	1.0
gene:TraesCS2A03G0091300	Chr2A	21944151	21945755	+	21944953	Chr2A	18833526	18835131	+	18834328	1.0	1.0
gene:TraesCS2A03G0091400	Chr2A	21969678	21969893	+	21969785	Chr2A	18859329	18859544	+	18859436	1.0	1.0
gene:TraesCS2A03G0091600	Chr2A	22018258	22018992	+	22018625	Chr2A	18909894	18910628	+	18910261	1.0	1.0
gene:TraesCS2A03G0091700	Chr2A	22020193	22020916	-	22020554	Chr2A	18911829	18912552	-	18912190	1.0	1.0
gene:TraesCS2A03G0091800	Chr2A	22135105	22135478	-	22135291	Chr2A	19027547	19027920	-	19027733	1.0	1.0
gene:TraesCS2A03G0091900	Chr2A	22136421	22138187	-	22137304	Chr2A	19028863	19030629	-	19029746	1.0	1.0
gene:TraesCS2A03G0092000	Chr2A	22141233	22141709	-	22141471	Chr2A	19033675	19034151	-	19033913	1.0	1.0
gene:TraesCS2A03G0092200	Chr2A	22160401	22161895	-	22161148	Chr2A	19053331	19054825	-	19054078	1.0	1.0
gene:TraesCS2A03G0092300	Chr2A	22177953	22180088	-	22179020	Chr2A	19070885	19073020	-	19071952	1.0	1.0
gene:TraesCS2A03G0092400	Chr2A	22186552	22191628	-	22189090	Chr2A	19079731	19084807	-	19082269	1.0	1.0
gene:TraesCS2A03G0092600	Chr2A	22207089	22213127	-	22210108	Chr2A	19100268	19106306	-	19103287	1.0	1.0
gene:TraesCS2A03G0093100	Chr2A	22230883	22233201	+	22232042	Chr2A	19124341	19126659	+	19125500	1.0	1.0
gene:TraesCS2A03G0093200	Chr2A	22269439	22270719	-	22270079	Chr2A	19162944	19164224	-	19163584	1.0	1.0
gene:TraesCS2A03G0093300	Chr2A	22276632	22277872	+	22277252	Chr2A	19170155	19171395	+	19170775	1.0	1.0
gene:TraesCS2A03G0094200	Chr2A	22574045	22574699	-	22574372	Chr2A	19360799	19361453	-	19361126	1.0	1.0
gene:TraesCS2A03G0094600	Chr2A	22646603	22647791	+	22647197	Chr2A	19433252	19434440	+	19433846	1.0	1.0
gene:TraesCS2A03G0094700	Chr2A	22648638	22650459	-	22649548	Chr2A	19435287	19437108	-	19436197	1.0	1.0
gene:TraesCS2A03G0094800	Chr2A	22659827	22662196	+	22661011	Chr2A	19446476	19448845	+	19447660	1.0	1.0
gene:TraesCS2A03G0095200	Chr2A	22780093	22780753	+	22780423	Chr2A	19566921	19567581	+	19567251	1.0	1.0
gene:TraesCS2A03G0095400	Chr2A	22859165	22865678	+	22862421	Chr2A	19645993	19652506	+	19649249	1.0	1.0
gene:TraesCS2A03G0095700	Chr2A	23308749	23309798	+	23309273	Chr2A	20029377	20030426	-	20029901	1.0	1.0
gene:TraesCS2A03G0096000	Chr2A	23389994	23395824	+	23392909	Chr2A	19943342	19949166	-	19946254	0.997	0.997
gene:TraesCS2A03G0096200	Chr2A	23409779	23410381	-	23410080	Chr2A	19928775	19929377	+	19929076	1.0	1.0
gene:TraesCS2A03G0096300	Chr2A	23411967	23412489	+	23412228	Chr2A	19926667	19927189	-	19926928	1.0	1.0
gene:TraesCS2A03G0096400	Chr2A	23420345	23420947	-	23420646	Chr2A	19918209	19918811	+	19918510	1.0	1.0
gene:TraesCS2A03G0096500	Chr2A	23424372	23425317	-	23424844	Chr2A	19913839	19914784	+	19914311	1.0	1.0
gene:TraesCS2A03G0096600	Chr2A	23432553	23435142	+	23433847	Chr2A	19904014	19906603	-	19905308	1.0	1.0
gene:TraesCS2A03G0097400	Chr2A	23768589	23773723	+	23771156	Chr2A	20853246	20858380	-	20855813	1.0	1.0
gene:TraesCS2A03G0097500	Chr2A	23800230	23807753	+	23803991	Chr2A	20819216	20826739	-	20822977	1.0	1.0
gene:TraesCS2A03G0098000	Chr2A	23995192	23996934	+	23996063	Chr2A	20630035	20631777	-	20630906	1.0	1.0
gene:TraesCS2A03G0098200	Chr2A	24032701	24034171	-	24033436	Chr2A	20592631	20594101	+	20593366	1.0	1.0
gene:TraesCS2A03G0098600	Chr2A	24072267	24072725	+	24072496	Chr2A	20554077	20554535	-	20554306	1.0	1.0
gene:TraesCS2A03G0098800	Chr2A	24121581	24123650	-	24122615	Chr2A	20502650	20504719	+	20503684	1.0	1.0
gene:TraesCS2A03G0099400	Chr2A	24259027	24260903	-	24259965	Chr2A	20365397	20367273	+	20366335	1.0	1.0
gene:TraesCS2A03G0099700	Chr2A	24295462	24297136	-	24296299	Chr2A	20329164	20330838	+	20330001	1.0	1.0
gene:TraesCS2A03G0099800	Chr2A	24351138	24352975	+	24352056	Chr2A	20273325	20275162	-	20274243	1.0	1.0
gene:TraesCS2A03G0100100	Chr2A	24388379	24389404	+	24388891	Chr2A	20236896	20237921	-	20237408	1.0	1.0
gene:TraesCS2A03G0100400	Chr2A	24448895	24450594	-	24449744	Chr2A	21191605	21193304	+	21192454	1.0	1.0
gene:TraesCS2A03G0100600	Chr2A	24463068	24464830	-	24463949	Chr2A	21177369	21179131	+	21178250	1.0	1.0
gene:TraesCS2A03G0100700	Chr2A	24492384	24493955	-	24493169	Chr2A	21148244	21149815	+	21149029	1.0	1.0
gene:TraesCS2A03G0100900	Chr2A	24635508	24637370	+	24636439	Chr2A	21004829	21006691	-	21005760	1.0	1.0
gene:TraesCS2A03G0101400	Chr2A	24778810	24781520	-	24780165	Chr2A	21228494	21231204	-	21229849	1.0	1.0
gene:TraesCS2A03G0101500	Chr2A	24802617	24805314	-	24803965	Chr2A	21252301	21254998	-	21253649	1.0	1.0
gene:TraesCS2A03G0101700	Chr2A	24811381	24817755	+	24814568	Chr2A	21261065	21267439	+	21264252	1.0	1.0
gene:TraesCS2A03G0101800	Chr2A	24823842	24825975	-	24824908	Chr2A	21273526	21275659	-	21274592	1.0	1.0
gene:TraesCS2A03G0102500	Chr2A	25010701	25015564	-	25013132	Chr2A	21460385	21465248	-	21462816	1.0	1.0
gene:TraesCS2A03G0102600	Chr2A	25081869	25085511	-	25083690	Chr2A	21531553	21535195	-	21533374	1.0	1.0
gene:TraesCS2A03G0102800	Chr2A	25239435	25239914	-	25239674	Chr2A	21689143	21689622	-	21689382	1.0	1.0
gene:TraesCS2A03G0103000	Chr2A	25281731	25282208	-	25281969	Chr2A	21731439	21731916	-	21731677	1.0	1.0
gene:TraesCS2A03G0103300	Chr2A	25488035	25541186	-	25514610	Chr2A	21939552	21992944	-	21966248	1.0	1.0
gene:TraesCS2A03G0103500	Chr2A	25587041	25587444	-	25587242	Chr2A	22039020	22039423	-	22039221	1.0	1.0
gene:TraesCS2A03G0103700	Chr2A	25667486	25667899	+	25667692	Chr2A	22120305	22120718	+	22120511	1.0	1.0
gene:TraesCS2A03G0103800	Chr2A	25737973	25738710	-	25738341	Chr2A	22192163	22192900	-	22192531	1.0	1.0
gene:TraesCS2A03G0104200	Chr2A	26112071	26114447	-	26113259	Chr2A	22571240	22573616	-	22572428	1.0	1.0
gene:TraesCS2A03G0104300	Chr2A	26120934	26123798	+	26122366	Chr2A	22580103	22582967	+	22581535	1.0	1.0
gene:TraesCS2A03G0104700	Chr2A	26168519	26169498	+	26169008	Chr2A	22628152	22629131	+	22628641	1.0	1.0
gene:TraesCS2A03G0105000	Chr2A	26192469	26192756	+	26192612	Chr2A	22801007	22801294	-	22801150	1.0	1.0
gene:TraesCS2A03G0105500	Chr2A	26479181	26480286	-	26479733	Chr2A	22938095	22939200	-	22938647	1.0	1.0
gene:TraesCS2A03G0105600	Chr2A	26673122	26673409	-	26673265	Chr2A	23132036	23132323	-	23132179	1.0	1.0
gene:TraesCS2A03G0105700	Chr2A	27582410	27582733	+	27582571	Chr2A	23190805	23191128	+	23190966	1.0	1.0
gene:TraesCS2A03G0105800	Chr2A	27583070	27583516	+	27583293	Chr2A	23191465	23191911	+	23191688	1.0	1.0
gene:TraesCS2A03G0106000	Chr2A	27680282	27680569	+	27680425	Chr2A	23288678	23288965	+	23288821	1.0	1.0
gene:TraesCS2A03G0107400	Chr2A	28332409	28332744	+	28332576	Chr2A	23796346	23796681	+	23796513	1.0	1.0
gene:TraesCS2A03G0107500	Chr2A	28339170	28342334	+	28340752	Chr2A	23803107	23806271	+	23804689	1.0	1.0
gene:TraesCS2A03G0107600	Chr2A	28361955	28362647	+	28362301	Chr2A	23826137	23826829	+	23826483	1.0	1.0
gene:TraesCS2A03G0107700	Chr2A	28364266	28365102	+	28364684	Chr2A	23828448	23829284	+	23828866	1.0	0.995
gene:TraesCS2A03G0107800	Chr2A	28400021	28400596	+	28400308	Chr2A	23864472	23865047	+	23864759	1.0	1.0
gene:TraesCS2A03G0107900	Chr2A	28414395	28415084	+	28414739	Chr2A	23878852	23879541	+	23879196	1.0	1.0
gene:TraesCS2A03G0108000	Chr2A	28419345	28419611	-	28419478	Chr2A	23883802	23884068	-	23883935	1.0	1.0
gene:TraesCS2A03G0108200	Chr2A	28461361	28461612	-	28461486	Chr2A	23926469	23926720	-	23926594	1.0	1.0
gene:TraesCS2A03G0108600	Chr2A	28471668	28471850	-	28471759	Chr2A	23936776	23936958	-	23936867	1.0	1.0
gene:TraesCS2A03G0108700	Chr2A	28475359	28484096	+	28479727	Chr2A	23940804	23949658	+	23945231	1.0	1.0
gene:TraesCS2A03G0109000	Chr2A	28493239	28495565	+	28494402	Chr2A	23958801	23961127	+	23959964	1.0	1.0
gene:TraesCS2A03G0109100	Chr2A	28500920	28502098	+	28501509	Chr2A	23966655	23967833	+	23967244	1.0	1.0
gene:TraesCS2A03G0109200	Chr2A	28502260	28503043	+	28502651	Chr2A	23967995	23968778	+	23968386	1.0	1.0
gene:TraesCS2A03G0109300	Chr2A	28504982	28506867	+	28505924	Chr2A	23970717	23972602	+	23971659	1.0	1.0
gene:TraesCS2A03G0109600	Chr2A	28536925	28538171	+	28537548	Chr2A	24002200	24003446	+	24002823	1.0	1.0
gene:TraesCS2A03G0109700	Chr2A	28560680	28561246	+	28560963	Chr2A	24026269	24026835	+	24026552	1.0	1.0
gene:TraesCS2A03G0109800	Chr2A	28563185	28564415	+	28563800	Chr2A	24028774	24030004	+	24029389	1.0	1.0
gene:TraesCS2A03G0109900	Chr2A	28592612	28601463	-	28597037	Chr2A	24058267	24067118	-	24062692	1.0	1.0
gene:TraesCS2A03G0110100	Chr2A	28644577	28646757	+	28645667	Chr2A	24569876	24572056	-	24570966	1.0	1.0
gene:TraesCS2A03G0110500	Chr2A	28700978	28703110	+	28702044	Chr2A	24542923	24545055	-	24543989	1.0	1.0
gene:TraesCS2A03G0110600	Chr2A	28713062	28715538	-	28714300	Chr2A	24530232	24532708	+	24531470	1.0	1.0
gene:TraesCS2A03G0110700	Chr2A	28715704	28716079	+	28715891	Chr2A	24529691	24530066	-	24529878	1.0	1.0
gene:TraesCS2A03G0110900	Chr2A	28721858	28722494	+	28722176	Chr2A	24523276	24523912	-	24523594	1.0	1.0
gene:TraesCS2A03G0111200	Chr2A	28803312	28806479	-	28804895	Chr2A	24429823	24432990	+	24431406	1.0	1.0
gene:TraesCS2A03G0111400	Chr2A	28822047	28826238	+	28824142	Chr2A	24409415	24413606	-	24411510	1.0	1.0
gene:TraesCS2A03G0111500	Chr2A	28827375	28828383	-	28827879	Chr2A	24407270	24408278	+	24407774	1.0	1.0
gene:TraesCS2A03G0111800	Chr2A	28869174	28870300	-	28869737	Chr2A	24363913	24365039	+	24364476	1.0	1.0
gene:TraesCS2A03G0112000	Chr2A	28919736	28921269	-	28920502	Chr2A	24312662	24314195	+	24313428	1.0	1.0
gene:TraesCS2A03G0112100	Chr2A	28931932	28933360	-	28932646	Chr2A	24300423	24301851	+	24301137	1.0	1.0
gene:TraesCS2A03G0112200	Chr2A	28948363	28955071	+	28951717	Chr2A	24278547	24285255	-	24281901	1.0	1.0
gene:TraesCS2A03G0112400	Chr2A	29018510	29035263	-	29026886	Chr2A	24197385	24214565	+	24205975	1.0	1.0
gene:TraesCS2A03G0112500	Chr2A	29050833	29052106	+	29051469	Chr2A	24180672	24181945	-	24181308	1.0	1.0
gene:TraesCS2A03G0112700	Chr2A	29056553	29058841	-	29057697	Chr2A	24173937	24176225	+	24175081	1.0	1.0
gene:TraesCS2A03G0113000	Chr2A	29067088	29071660	+	29069374	Chr2A	24160906	24165690	-	24163298	1.0	1.0
gene:TraesCS2A03G0113200	Chr2A	29075131	29078345	+	29076738	Chr2A	24154221	24157435	-	24155828	1.0	1.0
gene:TraesCS2A03G0113300	Chr2A	29081817	29083795	+	29082806	Chr2A	24148868	24150846	-	24149857	1.0	1.0
gene:TraesCS2A03G0113400	Chr2A	29087583	29097065	+	29092324	Chr2A	24135598	24145080	-	24140339	1.0	1.0
gene:TraesCS2A03G0113500	Chr2A	29097725	29104159	-	29100942	Chr2A	24128504	24134938	+	24131721	1.0	1.0
gene:TraesCS2A03G0113600	Chr2A	29115961	29122867	-	29119414	Chr2A	24109796	24116702	+	24113249	1.0	1.0
gene:TraesCS2A03G0114500	Chr2A	29330483	29337583	+	29334033	Chr2A	25478724	25485824	-	25482274	1.0	1.0
gene:TraesCS2A03G0114600	Chr2A	29341054	29345541	+	29343297	Chr2A	25470766	25475253	-	25473009	1.0	1.0
gene:TraesCS2A03G0114700	Chr2A	29347389	29349907	-	29348648	Chr2A	25466400	25468918	+	25467659	1.0	1.0
gene:TraesCS2A03G0114800	Chr2A	29365053	29365670	+	29365361	Chr2A	25450094	25450711	-	25450402	1.0	1.0
gene:TraesCS2A03G0115600	Chr2A	29464123	29466490	+	29465306	Chr2A	25348197	25350564	-	25349380	1.0	1.0
gene:TraesCS2A03G0115800	Chr2A	29469209	29471583	-	29470396	Chr2A	25343113	25345487	+	25344300	1.0	1.0
gene:TraesCS2A03G0116800	Chr2A	29708489	29713281	+	29710885	Chr2A	25099898	25104690	-	25102294	1.0	0.999
gene:TraesCS2A03G0117600	Chr2A	29773659	29774699	+	29774179	Chr2A	25037873	25038913	-	25038393	1.0	1.0
gene:TraesCS2A03G0117900	Chr2A	29781632	29783332	-	29782482	Chr2A	25028105	25029805	+	25028955	1.0	1.0
gene:TraesCS2A03G0118900	Chr2A	30896673	30899714	+	30898193	Chr2A	26371659	26374700	+	26373179	1.0	1.0
gene:TraesCS2A03G0119300	Chr2A	31382911	31385846	-	31384378	Chr2A	26864968	26867903	-	26866435	1.0	1.0
gene:TraesCS2A03G0119400	Chr2A	31383984	31384781	+	31384382	Chr2A	26866041	26866838	+	26866439	1.0	1.0
gene:TraesCS2A03G0119500	Chr2A	31390669	31396398	+	31393533	Chr2A	26872728	26878457	+	26875592	1.0	1.0
gene:TraesCS2A03G0119600	Chr2A	31398039	31399344	-	31398691	Chr2A	26880098	26881403	-	26880750	1.0	1.0
gene:TraesCS2A03G0119900	Chr2A	31628101	31630882	-	31629491	Chr2A	27124356	27127139	-	27125747	1.0	1.0
gene:TraesCS2A03G0120000	Chr2A	31778806	31780188	-	31779497	Chr2A	27275933	27277315	-	27276624	1.0	1.0
gene:TraesCS2A03G0120300	Chr2A	31828526	31831621	+	31830073	Chr2A	27328385	27331480	+	27329932	1.0	1.0
gene:TraesCS2A03G0120400	Chr2A	31838887	31844080	+	31841483	Chr2A	27338746	27343939	+	27341342	1.0	1.0
gene:TraesCS2A03G0120700	Chr2A	31860635	31862316	-	31861475	Chr2A	27360664	27362345	-	27361504	1.0	1.0
gene:TraesCS2A03G0120800	Chr2A	31870979	31872079	+	31871529	Chr2A	27371008	27372108	+	27371558	1.0	1.0
gene:TraesCS2A03G0120900	Chr2A	31914262	31924001	+	31919131	Chr2A	27414292	27424031	+	27419161	1.0	1.0
gene:TraesCS2A03G0121000	Chr2A	31927541	31950498	+	31939019	Chr2A	27427571	27450528	+	27439049	1.0	1.0
gene:TraesCS2A03G0121100	Chr2A	31951831	31953281	-	31952556	Chr2A	27451861	27453311	-	27452586	1.0	1.0
gene:TraesCS2A03G0121300	Chr2A	31999845	32000789	+	32000317	Chr2A	27499875	27500819	+	27500347	1.0	1.0
gene:TraesCS2A03G0121400	Chr2A	32001976	32003476	-	32002726	Chr2A	27502006	27503506	-	27502756	1.0	1.0
gene:TraesCS2A03G0121700	Chr2A	32044296	32047813	-	32046054	Chr2A	27544326	27547843	-	27546084	1.0	1.0
gene:TraesCS2A03G0122000	Chr2A	32054993	32061417	-	32058205	Chr2A	27555023	27561447	-	27558235	1.0	1.0
gene:TraesCS2A03G0122400	Chr2A	32103070	32106566	-	32104818	Chr2A	27603100	27606596	-	27604848	1.0	1.0
gene:TraesCS2A03G0122500	Chr2A	32119254	32120413	-	32119833	Chr2A	27619284	27620443	-	27619863	1.0	1.0
gene:TraesCS2A03G0122600	Chr2A	32128374	32129699	+	32129036	Chr2A	27628404	27629729	+	27629066	1.0	1.0
gene:TraesCS2A03G0122700	Chr2A	32132072	32133200	-	32132636	Chr2A	27632102	27633230	-	27632666	1.0	1.0
gene:TraesCS2A03G0122800	Chr2A	32138698	32140040	+	32139369	Chr2A	27638728	27640070	+	27639399	1.0	1.0
gene:TraesCS2A03G0122900	Chr2A	32142901	32143936	+	32143418	Chr2A	27642931	27643966	+	27643448	1.0	1.0
gene:TraesCS2A03G0123500	Chr2A	32227433	32230865	+	32229149	Chr2A	27727463	27730895	+	27729179	1.0	1.0
gene:TraesCS2A03G0123600	Chr2A	32233451	32234337	-	32233894	Chr2A	27733481	27734367	-	27733924	1.0	1.0
gene:TraesCS2A03G0123700	Chr2A	32238918	32240231	-	32239574	Chr2A	27738948	27740261	-	27739604	1.0	1.0
gene:TraesCS2A03G0123800	Chr2A	32242254	32243347	-	32242800	Chr2A	27742284	27743377	-	27742830	1.0	1.0
gene:TraesCS2A03G0123900	Chr2A	32246778	32247944	-	32247361	Chr2A	27746808	27747974	-	27747391	1.0	1.0
gene:TraesCS2A03G0124100	Chr2A	32310619	32311346	-	32310982	Chr2A	27810648	27811375	-	27811011	1.0	1.0
gene:TraesCS2A03G0124200	Chr2A	32354915	32355642	-	32355278	Chr2A	27854944	27855671	-	27855307	1.0	1.0
gene:TraesCS2A03G0124400	Chr2A	32410966	32412619	-	32411792	Chr2A	27910993	27912646	-	27911819	1.0	1.0
gene:TraesCS2A03G0124500	Chr2A	32439369	32440954	-	32440161	Chr2A	27939396	27940981	-	27940188	1.0	1.0
gene:TraesCS2A03G0124600	Chr2A	32452415	32453968	+	32453191	Chr2A	27952442	27953995	+	27953218	1.0	1.0
gene:TraesCS2A03G0124700	Chr2A	32456585	32458213	+	32457399	Chr2A	27956612	27958240	+	27957426	1.0	1.0
gene:TraesCS2A03G0124800	Chr2A	32462954	32464458	+	32463706	Chr2A	27962981	27964485	+	27963733	1.0	1.0
gene:TraesCS2A03G0125000	Chr2A	32467216	32470470	-	32468843	Chr2A	27967243	27970497	-	27968870	0.997	0.997
gene:TraesCS2A03G0125500	Chr2A	32515403	32518329	-	32516866	Chr2A	28015430	28018356	-	28016893	1.0	1.0
gene:TraesCS2A03G0125800	Chr2A	32700154	32700666	+	32700410	Chr2A	28200182	28200694	+	28200438	1.0	1.0
gene:TraesCS2A03G0126700	Chr2A	33159935	33162774	-	33161354	Chr2A	28656724	28659563	-	28658143	1.0	1.0
gene:TraesCS2A03G0126800	Chr2A	33168127	33169945	+	33169036	Chr2A	28664916	28666734	+	28665825	1.0	1.0
gene:TraesCS2A03G0127000	Chr2A	33177883	33180305	-	33179094	Chr2A	28674672	28677094	-	28675883	1.0	1.0
gene:TraesCS2A03G0127500	Chr2A	33285933	33286442	+	33286187	Chr2A	28784706	28785215	+	28784960	1.0	1.0
gene:TraesCS2A03G0127600	Chr2A	33287280	33293037	-	33290158	Chr2A	28786053	28791810	-	28788931	1.0	1.0
gene:TraesCS2A03G0127800	Chr2A	33301444	33304847	+	33303145	Chr2A	28800217	28803620	+	28801918	1.0	1.0
gene:TraesCS2A03G0127900	Chr2A	33308608	33310638	-	33309623	Chr2A	28807577	28809607	-	28808592	1.0	1.0
gene:TraesCS2A03G0128000	Chr2A	33312157	33314354	-	33313255	Chr2A	28811126	28813323	-	28812224	1.0	1.0
gene:TraesCS2A03G0128100	Chr2A	33322761	33332224	-	33327492	Chr2A	28821876	28831339	-	28826607	1.0	1.0
gene:TraesCS2A03G0128200	Chr2A	33595193	33605490	+	33600341	Chr2A	29095511	29105808	+	29100659	1.0	1.0
gene:TraesCS2A03G0128300	Chr2A	33648797	33652372	+	33650584	Chr2A	29149115	29152690	+	29150902	1.0	1.0
gene:TraesCS2A03G0128600	Chr2A	33761342	33762484	+	33761913	Chr2A	29261790	29262932	+	29262361	1.0	1.0
gene:TraesCS2A03G0129000	Chr2A	33784666	33789994	-	33787330	Chr2A	29285160	29290489	-	29287824	1.0	1.0
gene:TraesCS2A03G0129300	Chr2A	34097434	34110368	+	34103901	Chr2A	29579732	29592621	+	29586176	1.0	1.0
gene:TraesCS2A03G0129500	Chr2A	34111538	34111873	+	34111705	Chr2A	29593791	29594126	+	29593958	1.0	1.0
gene:TraesCS2A03G0129600	Chr2A	34118307	34121170	+	34119738	Chr2A	29600560	29603423	+	29601991	1.0	1.0
gene:TraesCS2A03G0129700	Chr2A	34134391	34136766	+	34135578	Chr2A	29616645	29619020	+	29617832	1.0	1.0
gene:TraesCS2A03G0129800	Chr2A	34161490	34165246	+	34163368	Chr2A	29644407	29648495	+	29646451	1.0	1.0
gene:TraesCS2A03G0129900	Chr2A	34169676	34173251	+	34171463	Chr2A	29652925	29656500	+	29654712	1.0	1.0
gene:TraesCS2A03G0130000	Chr2A	34236262	34238810	-	34237536	Chr2A	29719687	29722235	-	29720961	1.0	1.0
gene:TraesCS2A03G0130200	Chr2A	34249130	34254200	-	34251665	Chr2A	29732555	29737625	-	29735090	1.0	1.0
gene:TraesCS2A03G0130500	Chr2A	34329552	34330239	+	34329895	Chr2A	29812977	29813664	+	29813320	1.0	1.0
gene:TraesCS2A03G0130700	Chr2A	34331253	34334274	-	34332763	Chr2A	29814678	29817699	-	29816188	1.0	1.0
gene:TraesCS2A03G0130900	Chr2A	34386632	34388953	+	34387792	Chr2A	29870058	29872379	+	29871218	1.0	1.0
gene:TraesCS2A03G0131000	Chr2A	34388842	34396035	-	34392438	Chr2A	29872268	29879461	-	29875864	1.0	1.0
gene:TraesCS2A03G0131100	Chr2A	34399815	34402447	-	34401131	Chr2A	29883241	29885873	-	29884557	1.0	1.0
gene:TraesCS2A03G0131200	Chr2A	34450307	34451760	+	34451033	Chr2A	29933733	29935186	+	29934459	1.0	1.0
gene:TraesCS2A03G0131300	Chr2A	34471637	34473153	-	34472395	Chr2A	29955063	29956579	-	29955821	1.0	1.0
gene:TraesCS2A03G0131400	Chr2A	34506076	34507037	+	34506556	Chr2A	29989502	29990463	+	29989982	1.0	1.0
gene:TraesCS2A03G0131600	Chr2A	34537207	34538074	-	34537640	Chr2A	30020633	30021500	-	30021066	1.0	1.0
gene:TraesCS2A03G0131700	Chr2A	34564476	34565698	-	34565087	Chr2A	30047902	30049124	-	30048513	1.0	1.0
gene:TraesCS2A03G0131800	Chr2A	34588132	34589350	-	34588741	Chr2A	30071558	30072776	-	30072167	1.0	1.0
gene:TraesCS2A03G0131900	Chr2A	34595690	34597264	-	34596477	Chr2A	30079116	30080690	-	30079903	1.0	1.0
gene:TraesCS2A03G0132000	Chr2A	34601979	34603441	-	34602710	Chr2A	30085405	30086867	-	30086136	1.0	1.0
gene:TraesCS2A03G0132100	Chr2A	34606880	34608333	-	34607606	Chr2A	30090306	30091759	-	30091032	1.0	1.0
gene:TraesCS2A03G0132200	Chr2A	34642464	34643912	-	34643188	Chr2A	30125890	30127338	-	30126614	1.0	1.0
gene:TraesCS2A03G0132400	Chr2A	34647460	34649280	+	34648370	Chr2A	30130886	30132706	+	30131796	1.0	1.0
gene:TraesCS2A03G0132500	Chr2A	34649410	34653697	-	34651553	Chr2A	30132836	30137123	-	30134979	1.0	1.0
gene:TraesCS2A03G0132600	Chr2A	34655200	34658751	-	34656975	Chr2A	30138626	30142177	-	30140401	1.0	1.0
gene:TraesCS2A03G0132700	Chr2A	34660662	34663821	-	34662241	Chr2A	30144088	30147247	-	30145667	1.0	1.0
gene:TraesCS2A03G0132800	Chr2A	34664253	34670275	-	34667264	Chr2A	30147679	30153701	-	30150690	1.0	1.0
