gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS4D03G0163300	Chr4D	58892203	58905156	-	58898679	Chr4D	59613632	59626561	-	59620096	0.977	0.965
gene:TraesCS4D03G0164000	Chr4D	59448444	59449885	+	59449164	Chr4D	60167400	60168841	+	60168120	1.0	0.984
gene:TraesCS4D03G0164800	Chr4D	59909859	59912521	+	59911190	Chr4D	60628839	60631501	+	60630170	1.0	1.0
gene:TraesCS4D03G0165500	Chr4D	60116770	60119520	+	60118145	Chr4D	60835660	60838410	+	60837035	1.0	1.0
gene:TraesCS4D03G0165600	Chr4D	60137021	60139655	+	60138338	Chr4D	60855892	60858489	+	60857190	0.999	0.994
gene:TraesCS4D03G0165700	Chr4D	60611409	60620842	+	60616125	Chr4D	61335565	61344991	+	61340278	1.0	0.999
gene:TraesCS4D03G0165900	Chr4D	60624670	60626206	+	60625438	Chr4D	61348828	61350364	+	61349596	1.0	1.0
gene:TraesCS4D03G0166200	Chr4D	60658964	60661387	-	60660175	Chr4D	61390532	61392921	+	61391726	0.989	0.966
gene:TraesCS4D03G0166300	Chr4D	60666522	60668887	+	60667704	Chr4D	61383025	61385404	-	61384214	1.0	0.994
gene:TraesCS4D03G0166900	Chr4D	61364742	61369682	+	61367212	Chr4D	62085657	62090561	+	62088109	0.999	0.99
gene:TraesCS4D03G0167000	Chr4D	61614701	61635258	-	61624979	Chr4D	62335509	62356097	-	62345803	1.0	0.995
gene:TraesCS4D03G0167500	Chr4D	61636137	61650911	+	61643524	Chr4D	62356976	62371732	+	62364354	1.0	0.996
gene:TraesCS4D03G0167600	Chr4D	62070954	62078801	+	62074877	Chr4D	62788885	62796731	+	62792808	1.0	0.994
gene:TraesCS4D03G0167700	Chr4D	62078902	62080047	-	62079474	Chr4D	62796832	62797977	-	62797404	1.0	0.996
gene:TraesCS4D03G0167800	Chr4D	62090205	62091148	+	62090676	Chr4D	62807817	62808760	+	62808288	1.0	1.0
gene:TraesCS4D03G0167900	Chr4D	62333599	62334768	+	62334183	Chr4D	63050750	63051940	+	63051345	0.994	0.963
gene:TraesCS4D03G0168000	Chr4D	62437452	62439461	-	62438456	Chr4D	63154018	63155962	-	63154990	0.951	0.947
gene:TraesCS4D03G0168200	Chr4D	62439769	62452625	-	62446197	Chr4D	63156270	63168881	-	63162575	1.0	1.0
gene:TraesCS4D03G0169000	Chr4D	62576821	62577801	+	62577311	Chr4D	63292726	63293709	+	63293217	1.0	0.967
gene:TraesCS4D03G0169100	Chr4D	62578812	62583899	-	62581355	Chr4D	63294703	63299793	-	63297248	1.0	0.985
gene:TraesCS4D03G0169200	Chr4D	62598201	62602381	+	62600291	Chr4D	63314092	63318294	+	63316193	1.0	0.984
gene:TraesCS4D03G0169800	Chr4D	62784173	62785039	+	62784606	Chr4D	63512624	63513490	+	63513057	1.0	1.0
gene:TraesCS4D03G0169900	Chr4D	62936956	62948849	+	62942902	Chr4D	63665337	63677233	+	63671285	1.0	0.998
gene:TraesCS4D03G0170100	Chr4D	62958949	62962312	+	62960630	Chr4D	63687295	63690658	+	63688976	1.0	1.0
gene:TraesCS4D03G0170200	Chr4D	63028074	63028529	+	63028301	Chr4D	63758713	63759168	+	63758940	1.0	0.986
gene:TraesCS4D03G0170400	Chr4D	63202313	63208418	-	63205365	Chr4D	63932902	63939005	-	63935953	1.0	0.993
gene:TraesCS4D03G0170700	Chr4D	63218814	63220044	-	63219429	Chr4D	63949389	63950619	-	63950004	1.0	0.984
gene:TraesCS4D03G0170900	Chr4D	63233192	63253532	-	63243362	Chr4D	63963767	63984085	-	63973926	1.0	0.994
gene:TraesCS4D03G0171000	Chr4D	63298732	63300204	+	63299468	Chr4D	64029276	64030748	+	64030012	1.0	0.996
gene:TraesCS4D03G0171100	Chr4D	63349667	63352966	-	63351316	Chr4D	64080188	64083480	-	64081834	1.0	0.996
gene:TraesCS4D03G0171300	Chr4D	63693626	63694090	-	63693858	Chr4D	64420468	64420920	-	64420694	0.965	0.953
gene:TraesCS4D03G0171500	Chr4D	63702551	63706790	-	63704670	Chr4D	64429010	64433160	-	64431085	0.984	0.96
gene:TraesCS4D03G0171600	Chr4D	63723579	63729232	-	63726405	Chr4D	64448936	64454603	-	64451769	1.0	0.997
gene:TraesCS4D03G0171900	Chr4D	64043340	64044754	-	64044047	Chr4D	64768108	64769519	-	64768813	0.997	0.997
gene:TraesCS4D03G0172000	Chr4D	64055474	64061415	-	64058444	Chr4D	64780240	64786162	-	64783201	1.0	0.987
gene:TraesCS4D03G0172500	Chr4D	64653357	64659217	+	64656287	Chr4D	65377035	65382895	+	65379965	1.0	1.0
gene:TraesCS4D03G0172600	Chr4D	64687301	64687811	+	64687556	Chr4D	65411004	65411514	+	65411259	1.0	1.0
gene:TraesCS4D03G0173100	Chr4D	64815074	64815796	-	64815435	Chr4D	65538740	65539462	-	65539101	1.0	1.0
gene:TraesCS4D03G0173400	Chr4D	64869146	64870489	+	64869817	Chr4D	65592789	65594132	+	65593460	1.0	1.0
gene:TraesCS4D03G0173600	Chr4D	65002514	65007572	+	65005043	Chr4D	65726143	65731196	+	65728669	0.998	0.987
gene:TraesCS4D03G0173800	Chr4D	65008996	65013805	-	65011400	Chr4D	65732620	65737417	-	65735018	1.0	1.0
gene:TraesCS4D03G0174000	Chr4D	65068758	65071673	-	65070215	Chr4D	65792322	65795228	-	65793775	0.998	0.98
gene:TraesCS4D03G0174200	Chr4D	65080093	65082755	-	65081424	Chr4D	65803662	65806324	-	65804993	1.0	0.999
gene:TraesCS4D03G0174300	Chr4D	65170943	65184027	-	65177485	Chr4D	65894548	65907631	-	65901089	1.0	1.0
gene:TraesCS4D03G0174600	Chr4D	65189059	65194388	-	65191723	Chr4D	65912669	65917993	-	65915331	0.998	0.998
gene:TraesCS4D03G0174700	Chr4D	65531929	65533181	-	65532555	Chr4D	66254913	66256165	-	66255539	1.0	0.988
gene:TraesCS4D03G0174800	Chr4D	65537049	65539271	-	65538160	Chr4D	66260033	66262254	-	66261143	0.997	0.985
gene:TraesCS4D03G0175000	Chr4D	65574313	65583381	-	65578847	Chr4D	66296059	66304939	-	66300499	1.0	0.996
gene:TraesCS4D03G0175200	Chr4D	65583698	65589967	+	65586832	Chr4D	66305268	66311537	+	66308402	1.0	0.978
gene:TraesCS4D03G0176000	Chr4D	65635317	65635811	-	65635564	Chr4D	66356293	66356787	-	66356540	1.0	0.982
gene:TraesCS4D03G0176100	Chr4D	65636861	65638404	-	65637632	Chr4D	66357837	66359380	-	66358608	1.0	0.994
gene:TraesCS4D03G0176200	Chr4D	65639117	65643961	-	65641539	Chr4D	66360092	66364926	-	66362509	0.995	0.994
gene:TraesCS4D03G0177200	Chr4D	65991320	65999300	+	65995310	Chr4D	66710310	66718280	+	66714295	0.999	0.993
gene:TraesCS4D03G0177300	Chr4D	66036320	66038054	-	66037187	Chr4D	66755309	66757043	-	66756176	1.0	0.993
gene:TraesCS4D03G0177600	Chr4D	66319518	66321248	+	66320383	Chr4D	67036929	67038615	+	67037772	0.974	0.955
gene:TraesCS4D03G0178200	Chr4D	66393310	66395695	+	66394502	Chr4D	67110641	67113048	+	67111844	1.0	0.994
gene:TraesCS4D03G0178400	Chr4D	66396144	66398571	-	66397357	Chr4D	67113497	67115924	-	67114710	1.0	0.992
gene:TraesCS4D03G0178900	Chr4D	66745282	66755199	+	66750240	Chr4D	67461201	67470935	+	67466068	1.0	0.995
gene:TraesCS4D03G0179100	Chr4D	66759096	66764622	+	66761859	Chr4D	67474628	67480165	+	67477396	0.998	0.992
gene:TraesCS4D03G0179400	Chr4D	66774077	66781489	-	66777783	Chr4D	67489368	67496791	-	67493079	1.0	0.986
gene:TraesCS4D03G0179600	Chr4D	66966976	66974348	+	66970662	Chr4D	67680728	67688103	+	67684415	1.0	0.989
gene:TraesCS4D03G0179700	Chr4D	67027292	67028033	-	67027662	Chr4D	67741050	67741777	-	67741413	0.981	0.946
gene:TraesCS4D03G0179800	Chr4D	67047072	67050344	-	67048708	Chr4D	67760743	67764003	-	67762373	0.999	0.997
gene:TraesCS4D03G0180000	Chr4D	67240604	67241651	+	67241127	Chr4D	67953857	67954895	+	67954376	0.99	0.962
gene:TraesCS4D03G0180100	Chr4D	67395606	67396286	-	67395946	Chr4D	68108655	68109335	-	68108995	1.0	0.998
gene:TraesCS4D03G0180200	Chr4D	67572945	67577467	-	67575206	Chr4D	68285515	68290047	-	68287781	0.996	0.991
gene:TraesCS4D03G0180400	Chr4D	67696959	67697886	+	67697422	Chr4D	68409481	68410408	+	68409944	1.0	0.996
gene:TraesCS4D03G0180600	Chr4D	67732336	67733286	-	67732811	Chr4D	68444854	68445804	-	68445329	1.0	1.0
gene:TraesCS4D03G0181100	Chr4D	67782859	67783419	-	67783139	Chr4D	68495298	68495858	-	68495578	1.0	1.0
gene:TraesCS4D03G0181300	Chr4D	67788823	67791997	-	67790410	Chr4D	68501279	68504450	-	68502864	0.99	0.956
gene:TraesCS4D03G0181600	Chr4D	67916484	67922729	-	67919606	Chr4D	68629165	68635419	-	68632292	1.0	0.994
gene:TraesCS4D03G0181700	Chr4D	68244430	68255220	+	68249825	Chr4D	68980907	68991720	+	68986313	1.0	0.991
gene:TraesCS4D03G0181800	Chr4D	68506459	68507844	+	68507151	Chr4D	69242061	69243451	+	69242756	0.997	0.984
gene:TraesCS4D03G0182000	Chr4D	68872601	68878686	+	68875643	Chr4D	69607331	69613433	+	69610382	1.0	0.992
gene:TraesCS4D03G0182100	Chr4D	68917569	68935475	+	68926522	Chr4D	69652292	69670160	+	69661226	1.0	0.993
gene:TraesCS4D03G0182500	Chr4D	69109133	69114152	+	69111642	Chr4D	69842593	69847654	+	69845123	1.0	0.979
gene:TraesCS4D03G0182600	Chr4D	69157743	69161785	+	69159764	Chr4D	69891210	69895252	+	69893231	1.0	1.0
gene:TraesCS4D03G0182700	Chr4D	69206052	69206477	+	69206264	Chr4D	69939514	69939939	+	69939726	1.0	1.0
gene:TraesCS4D03G0182900	Chr4D	69257694	69260147	+	69258920	Chr4D	69993536	69995989	+	69994762	1.0	0.996
gene:TraesCS4D03G0183200	Chr4D	69575721	69578989	+	69577355	Chr4D	70309752	70313019	+	70311385	1.0	0.977
gene:TraesCS4D03G0183600	Chr4D	69692982	69701842	-	69697412	Chr4D	70426956	70435780	-	70431368	1.0	0.998
gene:TraesCS4D03G0184200	Chr4D	69839056	69870180	+	69854618	Chr4D	70572994	70604103	+	70588548	1.0	0.984
gene:TraesCS4D03G0184800	Chr4D	69924736	69936719	+	69930727	Chr4D	70658650	70670686	+	70664668	1.0	0.992
gene:TraesCS4D03G0185100	Chr4D	69982490	69984352	-	69983421	Chr4D	70716468	70718317	-	70717392	0.994	0.98
gene:TraesCS4D03G0185200	Chr4D	70086700	70089949	+	70088324	Chr4D	70820668	70823917	+	70822292	0.999	0.981
gene:TraesCS4D03G0185500	Chr4D	70094433	70096609	+	70095521	Chr4D	70828355	70830525	+	70829440	1.0	0.988
gene:TraesCS4D03G0185600	Chr4D	70118907	70121214	-	70120060	Chr4D	70852809	70855084	-	70853946	0.978	0.948
gene:TraesCS4D03G0186000	Chr4D	70286123	70290265	+	70288194	Chr4D	71019979	71024121	+	71022050	0.995	0.987
gene:TraesCS4D03G0186100	Chr4D	70557067	70560390	+	70558728	Chr4D	71290447	71293773	+	71292110	1.0	0.987
gene:TraesCS4D03G0186200	Chr4D	70664327	70677696	-	70671011	Chr4D	71397510	71410900	-	71404205	0.999	0.992
gene:TraesCS4D03G0186400	Chr4D	70781232	70782089	-	70781660	Chr4D	71514389	71515246	-	71514817	1.0	1.0
gene:TraesCS4D03G0186500	Chr4D	70789557	70797705	-	70793631	Chr4D	71522716	71530885	-	71526800	1.0	0.998
gene:TraesCS4D03G0186600	Chr4D	70797886	70800324	+	70799105	Chr4D	71531066	71533506	+	71532286	0.999	0.987
gene:TraesCS4D03G0186900	Chr4D	70953831	70954901	-	70954366	Chr4D	71685344	71686414	-	71685879	1.0	0.988
gene:TraesCS4D03G0187200	Chr4D	71123377	71125645	-	71124511	Chr4D	71854013	71856281	-	71855147	1.0	1.0
gene:TraesCS4D03G0187300	Chr4D	71434326	71440691	+	71437508	Chr4D	72165091	72171460	+	72168275	1.0	0.985
gene:TraesCS4D03G0187400	Chr4D	71450219	71452019	-	71451119	Chr4D	72180989	72182767	-	72181878	0.984	0.966
gene:TraesCS4D03G0187600	Chr4D	71743242	71746655	-	71744948	Chr4D	72472997	72476404	-	72474700	0.996	0.985
gene:TraesCS4D03G0188000	Chr4D	71869588	71870929	-	71870258	Chr4D	72599345	72600686	-	72600015	1.0	1.0
gene:TraesCS4D03G0188200	Chr4D	71979448	71979999	+	71979723	Chr4D	72709151	72709702	+	72709426	1.0	0.996
gene:TraesCS4D03G0188400	Chr4D	72272747	72280713	-	72276730	Chr4D	73002162	73010157	-	73006159	1.0	0.993
gene:TraesCS4D03G0189100	Chr4D	72678334	72682547	-	72680440	Chr4D	73408193	73412410	-	73410301	1.0	0.997
gene:TraesCS4D03G0190100	Chr4D	73109764	73121420	+	73115592	Chr4D	73839062	73850710	+	73844886	1.0	0.989
gene:TraesCS4D03G0190200	Chr4D	73256181	73256594	+	73256387	Chr4D	73984095	73984508	+	73984301	1.0	1.0
gene:TraesCS4D03G0190300	Chr4D	73349991	73353968	+	73351979	Chr4D	74078548	74082524	+	74080536	0.999	0.993
gene:TraesCS4D03G0190500	Chr4D	73649162	73650394	+	73649778	Chr4D	74377811	74379016	+	74378413	0.973	0.956
gene:TraesCS4D03G0190600	Chr4D	73659997	73665453	-	73662725	Chr4D	74388621	74394061	-	74391341	1.0	0.994
gene:TraesCS4D03G0190900	Chr4D	73823179	73827374	+	73825276	Chr4D	74551008	74555208	+	74553108	1.0	0.998
gene:TraesCS4D03G0191400	Chr4D	74399569	74401539	-	74400554	Chr4D	75125192	75127162	-	75126177	1.0	0.991
gene:TraesCS4D03G0191500	Chr4D	74421574	74424494	-	74423034	Chr4D	75147195	75150116	-	75148655	1.0	0.961
gene:TraesCS4D03G0191600	Chr4D	74426209	74428927	-	74427568	Chr4D	75151831	75154549	-	75153190	1.0	1.0
gene:TraesCS4D03G0191800	Chr4D	74508544	74511533	-	74510038	Chr4D	75234270	75237257	-	75235763	0.985	0.975
gene:TraesCS4D03G0192100	Chr4D	74525332	74527509	+	74526420	Chr4D	75251062	75253239	+	75252150	1.0	1.0
gene:TraesCS4D03G0192500	Chr4D	74777853	74778131	-	74777992	Chr4D	75503488	75503766	-	75503627	1.0	1.0
gene:TraesCS4D03G0192600	Chr4D	74781439	74782497	-	74781968	Chr4D	75507066	75508124	-	75507595	1.0	1.0
gene:TraesCS4D03G0192800	Chr4D	74784400	74786109	+	74785254	Chr4D	75510027	75511736	+	75510881	1.0	1.0
gene:TraesCS4D03G0193300	Chr4D	74794651	74797318	-	74795984	Chr4D	75520278	75522945	-	75521611	1.0	0.993
gene:TraesCS4D03G0193400	Chr4D	74798792	74804155	-	74801473	Chr4D	75524416	75529789	-	75527102	0.998	0.979
gene:TraesCS4D03G0193500	Chr4D	75034239	75034682	+	75034460	Chr4D	75759785	75760228	+	75760006	1.0	1.0
gene:TraesCS4D03G0193600	Chr4D	75036241	75041640	-	75038940	Chr4D	75761787	75767175	-	75764481	1.0	0.991
gene:TraesCS4D03G0193800	Chr4D	75471651	75478650	+	75475150	Chr4D	76194277	76201291	+	76197784	0.998	0.992
gene:TraesCS4D03G0194000	Chr4D	75655253	75659225	-	75657239	Chr4D	76377182	76381143	-	76379162	0.996	0.975
gene:TraesCS4D03G0194400	Chr4D	75691101	75699843	-	75695472	Chr4D	76413049	76421811	-	76417430	0.999	0.984
gene:TraesCS4D03G0194600	Chr4D	75815697	75817028	-	75816362	Chr4D	76537252	76538583	-	76537917	1.0	0.973
gene:TraesCS4D03G0194700	Chr4D	75925947	75934509	+	75930228	Chr4D	76647482	76656044	+	76651763	1.0	0.996
gene:TraesCS4D03G0195000	Chr4D	75978046	75980489	-	75979267	Chr4D	76699575	76702012	-	76700793	0.986	0.961
gene:TraesCS4D03G0195200	Chr4D	76200685	76208720	+	76204702	Chr4D	76921412	76929447	+	76925429	1.0	0.99
gene:TraesCS4D03G0195500	Chr4D	76209935	76212542	-	76211238	Chr4D	76930662	76933269	-	76931965	1.0	1.0
gene:TraesCS4D03G0195600	Chr4D	76441540	76443337	-	76442438	Chr4D	77161083	77162880	-	77161981	1.0	1.0
gene:TraesCS4D03G0195700	Chr4D	76446413	76448803	-	76447608	Chr4D	77165967	77168355	-	77167161	1.0	1.0
gene:TraesCS4D03G0196000	Chr4D	77026056	77026943	+	77026499	Chr4D	77743444	77744331	+	77743887	1.0	1.0
gene:TraesCS4D03G0196100	Chr4D	77030999	77034106	-	77032552	Chr4D	77748354	77751462	-	77749908	1.0	0.997
gene:TraesCS4D03G0196200	Chr4D	77045629	77047273	-	77046451	Chr4D	77762974	77764618	-	77763796	1.0	1.0
gene:TraesCS4D03G0196400	Chr4D	77254857	77257594	-	77256225	Chr4D	77971351	77974078	-	77972714	0.993	0.986
gene:TraesCS4D03G0196600	Chr4D	77438087	77439773	+	77438930	Chr4D	78153819	78155505	+	78154662	1.0	0.991
gene:TraesCS4D03G0197000	Chr4D	77446823	77449654	+	77448238	Chr4D	78162547	78165378	+	78163962	1.0	1.0
gene:TraesCS4D03G0197400	Chr4D	77462061	77463301	-	77462681	Chr4D	78177768	78179008	-	78178388	1.0	1.0
gene:TraesCS4D03G0197500	Chr4D	77540938	77542762	+	77541850	Chr4D	78256490	78258293	+	78257391	0.998	0.979
gene:TraesCS4D03G0197600	Chr4D	77544453	77547064	+	77545758	Chr4D	78259983	78262594	+	78261288	1.0	1.0
gene:TraesCS4D03G0197700	Chr4D	77547539	77550131	-	77548835	Chr4D	78263069	78265661	-	78264365	1.0	1.0
gene:TraesCS4D03G0197900	Chr4D	77694530	77698279	+	77696404	Chr4D	78409349	78413111	+	78411230	0.999	0.981
gene:TraesCS4D03G0198000	Chr4D	77699490	77709545	-	77704517	Chr4D	78414322	78424276	-	78419299	0.999	0.989
gene:TraesCS4D03G0198700	Chr4D	78326172	78326897	-	78326534	Chr4D	79035715	79036440	-	79036077	1.0	1.0
gene:TraesCS4D03G0198900	Chr4D	78788259	78791537	-	78789898	Chr4D	79496883	79500161	-	79498522	1.0	0.999
gene:TraesCS4D03G0199000	Chr4D	78853799	78854965	-	78854382	Chr4D	79562633	79563799	-	79563216	1.0	1.0
gene:TraesCS4D03G0199500	Chr4D	79150224	79150775	-	79150499	Chr4D	79856998	79857549	-	79857273	1.0	1.0
gene:TraesCS4D03G0199600	Chr4D	79198001	79199981	+	79198991	Chr4D	79904784	79906764	+	79905774	1.0	0.995
gene:TraesCS4D03G0199800	Chr4D	79212189	79213409	-	79212799	Chr4D	79918976	79920196	-	79919586	1.0	1.0
gene:TraesCS4D03G0199900	Chr4D	79253556	79254142	-	79253849	Chr4D	79960332	79960918	-	79960625	1.0	1.0
gene:TraesCS4D03G0200100	Chr4D	79427009	79427787	+	79427398	Chr4D	80133407	80134181	+	80133794	1.0	0.983
gene:TraesCS4D03G0200300	Chr4D	79626830	79637838	+	79632334	Chr4D	80333146	80344154	+	80338650	0.998	0.988
gene:TraesCS4D03G0201200	Chr4D	80113472	80122121	+	80117796	Chr4D	80818553	80827248	+	80822900	0.998	0.99
gene:TraesCS4D03G0201400	Chr4D	80553869	80559795	+	80556832	Chr4D	81250243	81256164	+	81253203	0.998	0.979
gene:TraesCS4D03G0201500	Chr4D	80558437	80559729	-	80559083	Chr4D	81254806	81256098	-	81255452	1.0	0.972
gene:TraesCS4D03G0201600	Chr4D	80633523	80634454	-	80633988	Chr4D	81329633	81330559	-	81330096	0.994	0.983
gene:TraesCS4D03G0202200	Chr4D	81245529	81248275	+	81246902	Chr4D	81940582	81943328	+	81941955	1.0	1.0
gene:TraesCS4D03G0202300	Chr4D	81292742	81297345	-	81295043	Chr4D	81987782	81992385	-	81990083	1.0	0.989
gene:TraesCS4D03G0202400	Chr4D	81382803	81393349	-	81388076	Chr4D	82077793	82088347	-	82083070	0.999	0.987
gene:TraesCS4D03G0202700	Chr4D	81729952	81737529	+	81733740	Chr4D	82424538	82432097	+	82428317	1.0	0.988
gene:TraesCS4D03G0203100	Chr4D	81798185	81800347	+	81799266	Chr4D	82492767	82494935	+	82493851	1.0	0.984
gene:TraesCS4D03G0203300	Chr4D	82063068	82064874	-	82063971	Chr4D	82757821	82759624	-	82758722	0.994	0.988
gene:TraesCS4D03G0203500	Chr4D	82305756	82308224	+	82306990	Chr4D	83007915	83010384	+	83009149	0.997	0.974
gene:TraesCS4D03G0203600	Chr4D	82311926	82312327	-	82312126	Chr4D	83014086	83014487	-	83014286	1.0	1.0
gene:TraesCS4D03G0203700	Chr4D	82315525	82316084	-	82315804	Chr4D	83017685	83018244	-	83017964	1.0	1.0
gene:TraesCS4D03G0203800	Chr4D	82316590	82320327	-	82318458	Chr4D	83018750	83022492	-	83020621	0.996	0.991
gene:TraesCS4D03G0203900	Chr4D	82369857	82372733	-	82371295	Chr4D	83071895	83074775	-	83073335	1.0	0.985
gene:TraesCS4D03G0204000	Chr4D	82373201	82378536	+	82375868	Chr4D	83075243	83080563	+	83077903	0.989	0.982
gene:TraesCS4D03G0204100	Chr4D	82383344	82385805	-	82384574	Chr4D	83085375	83087837	-	83086606	1.0	0.992
gene:TraesCS4D03G0204300	Chr4D	82411169	82421089	-	82416129	Chr4D	83113191	83123111	-	83118151	1.0	1.0
gene:TraesCS4D03G0205300	Chr4D	82845901	82849979	+	82847940	Chr4D	83547047	83551125	+	83549086	1.0	0.996
gene:TraesCS4D03G0205500	Chr4D	82859702	82861546	-	82860624	Chr4D	83560831	83562664	-	83561747	1.0	0.983
gene:TraesCS4D03G0205600	Chr4D	82896810	82897712	-	82897261	Chr4D	83605670	83606582	-	83606126	0.994	0.953
gene:TraesCS4D03G0205900	Chr4D	82964515	82965042	+	82964778	Chr4D	83673347	83673874	+	83673610	1.0	1.0
gene:TraesCS4D03G0206100	Chr4D	83120513	83127421	+	83123967	Chr4D	83828253	83835091	+	83831672	1.0	0.987
gene:TraesCS4D03G0206200	Chr4D	83127197	83128395	-	83127796	Chr4D	83834861	83836056	-	83835458	0.994	0.968
gene:TraesCS4D03G0206300	Chr4D	83134880	83135829	-	83135354	Chr4D	83842574	83843510	-	83843042	0.985	0.972
gene:TraesCS4D03G0206600	Chr4D	83215133	83215939	-	83215536	Chr4D	83922827	83923633	-	83923230	1.0	1.0
gene:TraesCS4D03G0206700	Chr4D	83220229	83226522	-	83223375	Chr4D	83927722	83933968	-	83930845	0.994	0.976
gene:TraesCS4D03G0207000	Chr4D	83253566	83254637	+	83254101	Chr4D	83960797	83961868	+	83961332	1.0	0.996
gene:TraesCS4D03G0207200	Chr4D	83261562	83265401	-	83263481	Chr4D	83968777	83972616	-	83970696	1.0	0.992
gene:TraesCS4D03G0207600	Chr4D	83528075	83532371	+	83530223	Chr4D	84235274	84239564	+	84237419	1.0	1.0
gene:TraesCS4D03G0207700	Chr4D	83532338	83548954	-	83540646	Chr4D	84239531	84256152	-	84247841	1.0	0.998
gene:TraesCS4D03G0207800	Chr4D	83667315	83672691	+	83670003	Chr4D	84359217	84364587	+	84361902	0.999	0.993
gene:TraesCS4D03G0207900	Chr4D	83674315	83676995	-	83675655	Chr4D	84366211	84368903	-	84367557	0.998	0.972
gene:TraesCS4D03G0208500	Chr4D	84244583	84265590	-	84255086	Chr4D	84936578	84957579	-	84947078	1.0	0.994
gene:TraesCS4D03G0208600	Chr4D	84563808	84564846	-	84564327	Chr4D	85255112	85256150	-	85255631	1.0	0.991
gene:TraesCS4D03G0208800	Chr4D	84659918	84665921	+	84662919	Chr4D	85351141	85357141	+	85354141	1.0	0.996
gene:TraesCS4D03G0209000	Chr4D	84667510	84670551	+	84669030	Chr4D	85358740	85361788	+	85360264	1.0	0.989
gene:TraesCS4D03G0209200	Chr4D	84682651	84687788	+	84685219	Chr4D	85373871	85378952	+	85376411	0.991	0.965
gene:TraesCS4D03G0209300	Chr4D	84692270	84694313	+	84693291	Chr4D	85383432	85385475	+	85384453	1.0	1.0
gene:TraesCS4D03G0209600	Chr4D	84933464	84937157	-	84935310	Chr4D	85623772	85627465	-	85625618	1.0	0.998
gene:TraesCS4D03G0209700	Chr4D	84990218	84993147	-	84991682	Chr4D	85680529	85683460	-	85681994	1.0	0.98
gene:TraesCS4D03G0209800	Chr4D	85148058	85150046	-	85149052	Chr4D	85838258	85840246	-	85839252	1.0	0.993
gene:TraesCS4D03G0210200	Chr4D	85175606	85176793	+	85176199	Chr4D	85865794	85866981	+	85866387	1.0	1.0
gene:TraesCS4D03G0210500	Chr4D	85179261	85180446	+	85179853	Chr4D	85869449	85870634	+	85870041	1.0	1.0
gene:TraesCS4D03G0210600	Chr4D	85182182	85184276	-	85183229	Chr4D	85872370	85874464	-	85873417	1.0	1.0
gene:TraesCS4D03G0210800	Chr4D	85370017	85372335	+	85371176	Chr4D	86059935	86062253	+	86061094	1.0	0.987
gene:TraesCS4D03G0210900	Chr4D	85386130	85395258	+	85390694	Chr4D	86076006	86085124	+	86080565	0.999	0.981
gene:TraesCS4D03G0211100	Chr4D	85548685	85558573	-	85553629	Chr4D	86238462	86248298	-	86243380	1.0	0.986
gene:TraesCS4D03G0211200	Chr4D	85640294	85646801	-	85643547	Chr4D	86329977	86336479	-	86333228	0.998	0.996
gene:TraesCS4D03G0211300	Chr4D	85717634	85724489	+	85721061	Chr4D	86407294	86414156	+	86410725	1.0	0.997
gene:TraesCS4D03G0211700	Chr4D	85960877	85965017	+	85962947	Chr4D	86669499	86673637	+	86671568	0.998	0.991
gene:TraesCS4D03G0211800	Chr4D	85970013	85970741	+	85970377	Chr4D	86678636	86679364	+	86679000	1.0	1.0
gene:TraesCS4D03G0211900	Chr4D	85972580	85975645	+	85974112	Chr4D	86681203	86684257	+	86682730	0.992	0.958
gene:TraesCS4D03G0213500	Chr4D	86124931	86127226	+	86126078	Chr4D	86833521	86835816	+	86834668	1.0	1.0
gene:TraesCS4D03G0213800	Chr4D	86256770	86262566	+	86259668	Chr4D	86965292	86971083	+	86968187	0.998	0.979
gene:TraesCS4D03G0214600	Chr4D	86906626	86910378	+	86908502	Chr4D	87612810	87615385	+	87614097	0.985	0.984
gene:TraesCS4D03G0215400	Chr4D	87908959	87915522	+	87912240	Chr4D	88604440	88611000	+	88607720	1.0	0.996
gene:TraesCS4D03G0216100	Chr4D	87939105	87944237	+	87941671	Chr4D	88634568	88639698	+	88637133	0.998	0.995
gene:TraesCS4D03G0216200	Chr4D	88080211	88082488	+	88081349	Chr4D	88802232	88804509	+	88803370	0.997	0.992
gene:TraesCS4D03G0216300	Chr4D	88082770	88088466	-	88085618	Chr4D	88804728	88810424	-	88807576	1.0	0.998
gene:TraesCS4D03G0216400	Chr4D	88093423	88095409	+	88094416	Chr4D	88815386	88817372	+	88816379	0.996	0.982
gene:TraesCS4D03G0216500	Chr4D	88311273	88313029	+	88312151	Chr4D	89033116	89034872	+	89033994	1.0	0.996
gene:TraesCS4D03G0216700	Chr4D	88319893	88321378	-	88320635	Chr4D	89041671	89043156	-	89042413	1.0	1.0
gene:TraesCS4D03G0216800	Chr4D	88329032	88330761	-	88329896	Chr4D	89050811	89052540	-	89051675	1.0	1.0
gene:TraesCS4D03G0217200	Chr4D	88503775	88505971	-	88504873	Chr4D	89224824	89227012	-	89225918	1.0	1.0
