gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS5A03G0368300	Chr5A	296267929	296274039	+	296270984	Chr5A	302630867	302636980	+	302633923	1.0	1.0
gene:TraesCS5A03G0368600	Chr5A	296733157	296736381	-	296734769	Chr5A	303094423	303097647	-	303096035	1.0	1.0
gene:TraesCS5A03G0368700	Chr5A	296839502	296843239	-	296841370	Chr5A	303200411	303204148	-	303202279	1.0	1.0
gene:TraesCS5A03G0369100	Chr5A	297005057	297006522	+	297005789	Chr5A	303364836	303366301	+	303365568	1.0	1.0
gene:TraesCS5A03G0369300	Chr5A	297006777	297023420	-	297015098	Chr5A	303366556	303382692	-	303374624	1.0	1.0
gene:TraesCS5A03G0370100	Chr5A	297259895	297263439	-	297261667	Chr5A	303619120	303622664	-	303620892	1.0	1.0
gene:TraesCS5A03G0371100	Chr5A	298257137	298257532	+	298257334	Chr5A	304619393	304619788	+	304619590	1.0	1.0
gene:TraesCS5A03G0371000	Chr5A	298255722	298283340	-	298269531	Chr5A	304617978	304645596	-	304631787	1.0	1.0
gene:TraesCS5A03G0372900	Chr5A	298785728	298786321	+	298786024	Chr5A	305147364	305147957	+	305147660	1.0	1.0
gene:TraesCS5A03G0373300	Chr5A	299058276	299059015	+	299058645	Chr5A	305420241	305420980	+	305420610	1.0	1.0
gene:TraesCS5A03G0373500	Chr5A	299327205	299333335	-	299330270	Chr5A	305687643	305693773	-	305690708	1.0	1.0
gene:TraesCS5A03G0373600	Chr5A	299582124	299585671	+	299583897	Chr5A	305942139	305945686	+	305943912	1.0	1.0
gene:TraesCS5A03G0373800	Chr5A	299588445	299592079	-	299590262	Chr5A	305948460	305952094	-	305950277	1.0	1.0
gene:TraesCS5A03G0374400	Chr5A	299625683	299626946	-	299626314	Chr5A	305985698	305986961	-	305986329	1.0	1.0
gene:TraesCS5A03G0374700	Chr5A	299774150	299775893	-	299775021	Chr5A	306133936	306135679	-	306134807	1.0	1.0
gene:TraesCS5A03G0374800	Chr5A	299878537	299881951	-	299880244	Chr5A	306237692	306241106	-	306239399	1.0	1.0
gene:TraesCS5A03G0375200	Chr5A	300023530	300025499	-	300024514	Chr5A	306382115	306384084	-	306383099	1.0	1.0
gene:TraesCS5A03G0375300	Chr5A	300128984	300133034	-	300131009	Chr5A	306487179	306491229	-	306489204	1.0	1.0
gene:TraesCS5A03G0375400	Chr5A	300146858	300149567	+	300148212	Chr5A	306505053	306507762	+	306506407	1.0	1.0
gene:TraesCS5A03G0375600	Chr5A	300298447	300318338	+	300308392	Chr5A	306657600	306677229	+	306667414	1.0	1.0
gene:TraesCS5A03G0375700	Chr5A	300312992	300313617	-	300313304	Chr5A	306671883	306672508	-	306672195	1.0	1.0
gene:TraesCS5A03G0376900	Chr5A	300613136	300613858	+	300613497	Chr5A	306981060	306981782	+	306981421	1.0	1.0
gene:TraesCS5A03G0377000	Chr5A	300652614	300656120	+	300654367	Chr5A	307020370	307023876	+	307022123	1.0	1.0
gene:TraesCS5A03G0377500	Chr5A	301549817	301550080	+	301549948	Chr5A	307913173	307913436	+	307913304	1.0	1.0
gene:TraesCS5A03G0377600	Chr5A	301552643	301555249	-	301553946	Chr5A	307915999	307918605	-	307917302	1.0	1.0
gene:TraesCS5A03G0377700	Chr5A	301557638	301559531	-	301558584	Chr5A	307920994	307922887	-	307921940	1.0	1.0
gene:TraesCS5A03G0378300	Chr5A	302161788	302165066	-	302163427	Chr5A	308525137	308528415	-	308526776	1.0	1.0
gene:TraesCS5A03G0378700	Chr5A	302894410	302899073	-	302896741	Chr5A	309256809	309261472	-	309259140	1.0	1.0
gene:TraesCS5A03G0379000	Chr5A	303139381	303144655	+	303142018	Chr5A	309501580	309506850	+	309504215	1.0	0.998
gene:TraesCS5A03G0379300	Chr5A	303574277	303574492	-	303574384	Chr5A	309935923	309936138	-	309936030	1.0	1.0
gene:TraesCS5A03G0379800	Chr5A	303865946	303871127	-	303868536	Chr5A	310215022	310220203	-	310217612	1.0	1.0
gene:TraesCS5A03G0379900	Chr5A	303979994	303984034	+	303982014	Chr5A	310329078	310333118	+	310331098	1.0	1.0
gene:TraesCS5A03G0381200	Chr5A	305114195	305117151	-	305115673	Chr5A	311461816	311464772	-	311463294	1.0	1.0
gene:TraesCS5A03G0381400	Chr5A	305288800	305289153	-	305288976	Chr5A	311636167	311636520	-	311636343	1.0	1.0
gene:TraesCS5A03G0381600	Chr5A	305437760	305438585	+	305438172	Chr5A	311785128	311785953	+	311785540	1.0	1.0
gene:TraesCS5A03G0381700	Chr5A	305500717	305502816	+	305501766	Chr5A	311847066	311849165	+	311848115	1.0	1.0
gene:TraesCS5A03G0382100	Chr5A	305660562	305669795	-	305665178	Chr5A	312006726	312015956	-	312011341	1.0	1.0
gene:TraesCS5A03G0382200	Chr5A	305850235	305852734	+	305851484	Chr5A	312196460	312198959	+	312197709	1.0	1.0
gene:TraesCS5A03G0382300	Chr5A	306125589	306127694	+	306126641	Chr5A	312471559	312473664	+	312472611	1.0	1.0
gene:TraesCS5A03G0382800	Chr5A	307055620	307060429	-	307058024	Chr5A	313400544	313405353	-	313402948	1.0	1.0
gene:TraesCS5A03G0383100	Chr5A	307065154	307069853	-	307067503	Chr5A	313410078	313414780	-	313412429	1.0	1.0
gene:TraesCS5A03G0383300	Chr5A	307441069	307445182	+	307443125	Chr5A	313786015	313790128	+	313788071	1.0	1.0
gene:TraesCS5A03G0383400	Chr5A	307445763	307463197	-	307454480	Chr5A	313790709	313808159	-	313799434	1.0	1.0
gene:TraesCS5A03G0383600	Chr5A	307767990	307770790	+	307769390	Chr5A	314111722	314114522	+	314113122	1.0	1.0
gene:TraesCS5A03G0383700	Chr5A	307770978	307775635	-	307773306	Chr5A	314114710	314119367	-	314117038	1.0	1.0
gene:TraesCS5A03G0384100	Chr5A	307908688	307913526	+	307911107	Chr5A	314251281	314256119	+	314253700	1.0	1.0
gene:TraesCS5A03G0384200	Chr5A	307911889	307918487	-	307915188	Chr5A	314254482	314261080	-	314257781	1.0	1.0
gene:TraesCS5A03G0384400	Chr5A	308059247	308059657	+	308059452	Chr5A	314401837	314402247	+	314402042	1.0	1.0
gene:TraesCS5A03G0384500	Chr5A	308264899	308271078	+	308267988	Chr5A	314607482	314613661	+	314610571	1.0	1.0
gene:TraesCS5A03G0384900	Chr5A	308797975	308798250	-	308798112	Chr5A	315139662	315139937	-	315139799	1.0	1.0
gene:TraesCS5A03G0385100	Chr5A	308931373	308932482	-	308931927	Chr5A	315273114	315274223	-	315273668	1.0	1.0
gene:TraesCS5A03G0385300	Chr5A	308942675	308943103	-	308942889	Chr5A	315284416	315284844	-	315284630	1.0	1.0
gene:TraesCS5A03G0385400	Chr5A	309013523	309017553	-	309015538	Chr5A	315355278	315359308	-	315357293	1.0	1.0
gene:TraesCS5A03G0385500	Chr5A	309093446	309093982	-	309093714	Chr5A	315435246	315435782	-	315435514	1.0	1.0
gene:TraesCS5A03G0385800	Chr5A	309567861	309569716	-	309568788	Chr5A	315909085	315910940	-	315910012	1.0	1.0
gene:TraesCS5A03G0385900	Chr5A	309572075	309592409	+	309582242	Chr5A	315913299	315933633	+	315923466	1.0	1.0
gene:TraesCS5A03G0386000	Chr5A	309649564	309651289	+	309650426	Chr5A	315990788	315992533	+	315991660	1.0	1.0
gene:TraesCS5A03G0386200	Chr5A	309854368	309858191	+	309856279	Chr5A	316195774	316199597	+	316197685	1.0	1.0
gene:TraesCS5A03G0386300	Chr5A	309858283	309860077	-	309859180	Chr5A	316199689	316201483	-	316200586	1.0	1.0
gene:TraesCS5A03G0386400	Chr5A	310140987	310142639	+	310141813	Chr5A	316481408	316483060	+	316482234	1.0	1.0
gene:TraesCS5A03G0386500	Chr5A	310217007	310237622	+	310227314	Chr5A	316557462	316577797	+	316567629	1.0	1.0
gene:TraesCS5A03G0386600	Chr5A	310234877	310238603	-	310236740	Chr5A	316575052	316578778	-	316576915	1.0	1.0
gene:TraesCS5A03G0386700	Chr5A	310488886	310507757	-	310498321	Chr5A	316827184	316846052	-	316836618	1.0	1.0
gene:TraesCS5A03G0387200	Chr5A	310733939	310734616	+	310734277	Chr5A	317072315	317072992	+	317072653	1.0	1.0
gene:TraesCS5A03G0387400	Chr5A	310964336	310968226	-	310966281	Chr5A	317302853	317306751	-	317304802	1.0	1.0
gene:TraesCS5A03G0387900	Chr5A	311286297	311291966	+	311289131	Chr5A	317635610	317641279	+	317638444	1.0	1.0
gene:TraesCS5A03G0388000	Chr5A	311423000	311427059	+	311425029	Chr5A	317772288	317776347	+	317774317	1.0	1.0
gene:TraesCS5A03G0388100	Chr5A	311429722	311432125	-	311430923	Chr5A	317779001	317781404	-	317780202	1.0	1.0
gene:TraesCS5A03G0388300	Chr5A	311524826	311533090	+	311528958	Chr5A	317874149	317882413	+	317878281	1.0	1.0
gene:TraesCS5A03G0388400	Chr5A	311534507	311539188	-	311536847	Chr5A	317883830	317888484	-	317886157	1.0	0.976
gene:TraesCS5A03G0388500	Chr5A	311540610	311543282	+	311541946	Chr5A	317889922	317892594	+	317891258	1.0	1.0
gene:TraesCS5A03G0388600	Chr5A	311556188	311558047	+	311557117	Chr5A	317905505	317907364	+	317906434	1.0	1.0
gene:TraesCS5A03G0388800	Chr5A	311574406	311575816	-	311575111	Chr5A	317923728	317925138	-	317924433	1.0	1.0
gene:TraesCS5A03G0389200	Chr5A	311678996	311681505	+	311680250	Chr5A	318028276	318030785	+	318029530	1.0	1.0
gene:TraesCS5A03G0389300	Chr5A	311834010	311838350	+	311836180	Chr5A	318182041	318186381	+	318184211	1.0	0.999
gene:TraesCS5A03G0389700	Chr5A	312094947	312098145	+	312096546	Chr5A	318442981	318446179	+	318444580	1.0	1.0
gene:TraesCS5A03G0390000	Chr5A	312223449	312226010	+	312224729	Chr5A	318571483	318574044	+	318572763	1.0	1.0
gene:TraesCS5A03G0390200	Chr5A	312226612	312226911	+	312226761	Chr5A	318574646	318574945	+	318574795	1.0	1.0
gene:TraesCS5A03G0390100	Chr5A	312226216	312229177	-	312227696	Chr5A	318574250	318577211	-	318575730	1.0	1.0
gene:TraesCS5A03G0390300	Chr5A	312485427	312490865	+	312488146	Chr5A	318832738	318838176	+	318835457	1.0	1.0
gene:TraesCS5A03G0390600	Chr5A	312495983	312497801	-	312496892	Chr5A	318843294	318845112	-	318844203	1.0	1.0
gene:TraesCS5A03G0390700	Chr5A	312525697	312535278	-	312530487	Chr5A	318873009	318882594	-	318877801	1.0	1.0
gene:TraesCS5A03G0390900	Chr5A	312781976	312783306	-	312782641	Chr5A	319128726	319130056	-	319129391	1.0	1.0
gene:TraesCS5A03G0391000	Chr5A	312791671	312796728	-	312794199	Chr5A	319138421	319143478	-	319140949	1.0	1.0
gene:TraesCS5A03G0391500	Chr5A	312808806	312809336	-	312809071	Chr5A	319155556	319156086	-	319155821	1.0	1.0
gene:TraesCS5A03G0391600	Chr5A	312813301	312824897	-	312819099	Chr5A	319160051	319171647	-	319165849	1.0	1.0
gene:TraesCS5A03G0392300	Chr5A	313046774	313047468	-	313047121	Chr5A	319393489	319394183	-	319393836	1.0	1.0
gene:TraesCS5A03G0392400	Chr5A	313054064	313054705	+	313054384	Chr5A	319400779	319401420	+	319401099	1.0	1.0
gene:TraesCS5A03G0393000	Chr5A	313296815	313300430	+	313298622	Chr5A	319643533	319647148	+	319645340	1.0	1.0
gene:TraesCS5A03G0393100	Chr5A	313434547	313438233	+	313436390	Chr5A	319780823	319784509	+	319782666	1.0	1.0
gene:TraesCS5A03G0393300	Chr5A	313462845	313465348	-	313464096	Chr5A	319808084	319810587	-	319809335	1.0	1.0
gene:TraesCS5A03G0393500	Chr5A	313465499	313469129	+	313467314	Chr5A	319810738	319814368	+	319812553	1.0	1.0
gene:TraesCS5A03G0393600	Chr5A	313471195	313472002	-	313471598	Chr5A	319816434	319817241	-	319816837	1.0	1.0
gene:TraesCS5A03G0393700	Chr5A	313842610	313846732	+	313844671	Chr5A	320187671	320191793	+	320189732	1.0	1.0
gene:TraesCS5A03G0393900	Chr5A	313849951	313853734	+	313851842	Chr5A	320195012	320198795	+	320196903	1.0	1.0
gene:TraesCS5A03G0394000	Chr5A	313857409	313858538	+	313857973	Chr5A	320202471	320203600	+	320203035	1.0	1.0
gene:TraesCS5A03G0394100	Chr5A	313860016	313862744	-	313861380	Chr5A	320205078	320207805	-	320206441	1.0	1.0
gene:TraesCS5A03G0394400	Chr5A	314411972	314423320	+	314417646	Chr5A	320757719	320769070	+	320763394	1.0	0.999
gene:TraesCS5A03G0394500	Chr5A	314443816	314447800	-	314445808	Chr5A	320789557	320793541	-	320791549	1.0	1.0
gene:TraesCS5A03G0394600	Chr5A	314682776	314688728	+	314685752	Chr5A	321028232	321034184	+	321031208	1.0	1.0
gene:TraesCS5A03G0394700	Chr5A	315215486	315219920	+	315217703	Chr5A	321558847	321563281	+	321561064	1.0	1.0
gene:TraesCS5A03G0395200	Chr5A	315725469	315725702	+	315725585	Chr5A	322067436	322067669	+	322067552	1.0	1.0
gene:TraesCS5A03G0395900	Chr5A	315832954	315844724	+	315838839	Chr5A	322174550	322186319	+	322180434	1.0	1.0
gene:TraesCS5A03G0396000	Chr5A	315881688	315885085	+	315883386	Chr5A	322223283	322226680	+	322224981	1.0	1.0
gene:TraesCS5A03G0396100	Chr5A	316042088	316044775	+	316043431	Chr5A	322383419	322386106	+	322384762	1.0	1.0
gene:TraesCS5A03G0396200	Chr5A	316045607	316051106	+	316048356	Chr5A	322386938	322392437	+	322389687	1.0	1.0
gene:TraesCS5A03G0396500	Chr5A	316536632	316540197	+	316538414	Chr5A	322877032	322880597	+	322878814	1.0	1.0
gene:TraesCS5A03G0396900	Chr5A	316639143	316640718	+	316639930	Chr5A	322979442	322981016	+	322980229	0.999	0.999
gene:TraesCS5A03G0397000	Chr5A	316645762	316650558	-	316648160	Chr5A	322986061	322990857	-	322988459	1.0	1.0
gene:TraesCS5A03G0397100	Chr5A	316903092	316903844	-	316903468	Chr5A	323243048	323243800	-	323243424	1.0	1.0
gene:TraesCS5A03G0397400	Chr5A	317064325	317070695	-	317067510	Chr5A	323404320	323410418	-	323407369	1.0	1.0
gene:TraesCS5A03G0397500	Chr5A	317210996	317211917	+	317211456	Chr5A	323550111	323551032	+	323550571	1.0	1.0
gene:TraesCS5A03G0397600	Chr5A	317780622	317784381	+	317782501	Chr5A	324126122	324129881	+	324128001	1.0	1.0
gene:TraesCS5A03G0397700	Chr5A	317788576	317790319	-	317789447	Chr5A	324134076	324135819	-	324134947	1.0	1.0
gene:TraesCS5A03G0397800	Chr5A	317796474	317798224	-	317797349	Chr5A	324141974	324143724	-	324142849	1.0	1.0
gene:TraesCS5A03G0398400	Chr5A	318239679	318242306	+	318240992	Chr5A	324585190	324587817	+	324586503	1.0	1.0
gene:TraesCS5A03G0398500	Chr5A	319298279	319301932	+	319300105	Chr5A	325643067	325646720	+	325644893	1.0	1.0
gene:TraesCS5A03G0398600	Chr5A	319357402	319358522	-	319357962	Chr5A	325701445	325702565	-	325702005	1.0	1.0
gene:TraesCS5A03G0398800	Chr5A	319359504	319390873	-	319375188	Chr5A	325703547	325734480	-	325719013	1.0	1.0
gene:TraesCS5A03G0399200	Chr5A	319766517	319772243	+	319769380	Chr5A	326108144	326113870	+	326111007	1.0	1.0
gene:TraesCS5A03G0399300	Chr5A	319772392	319775547	-	319773969	Chr5A	326114019	326117174	-	326115596	1.0	1.0
gene:TraesCS5A03G0399700	Chr5A	320296702	320299723	-	320298212	Chr5A	326637442	326640463	-	326638952	1.0	1.0
gene:TraesCS5A03G0399900	Chr5A	320753550	320759024	-	320756287	Chr5A	327094049	327099529	-	327096789	1.0	1.0
gene:TraesCS5A03G0400100	Chr5A	320760140	320763977	+	320762058	Chr5A	327100645	327104485	+	327102565	1.0	1.0
gene:TraesCS5A03G0400200	Chr5A	320803861	320808949	+	320806405	Chr5A	327144370	327149458	+	327146914	1.0	1.0
gene:TraesCS5A03G0400900	Chr5A	321099541	321105737	+	321102639	Chr5A	327440016	327446212	+	327443114	1.0	1.0
gene:TraesCS5A03G0401000	Chr5A	321281992	321282375	+	321282183	Chr5A	327622461	327622844	+	327622652	1.0	1.0
gene:TraesCS5A03G0401100	Chr5A	321538760	321540321	+	321539540	Chr5A	327878680	327880241	+	327879460	1.0	1.0
gene:TraesCS5A03G0401800	Chr5A	321556900	321558293	+	321557596	Chr5A	327896820	327898213	+	327897516	1.0	1.0
gene:TraesCS5A03G0401900	Chr5A	321560681	321563548	-	321562114	Chr5A	327900601	327903468	-	327902034	1.0	1.0
gene:TraesCS5A03G0402100	Chr5A	321589286	321590378	+	321589832	Chr5A	327929182	327930274	+	327929728	1.0	0.999
gene:TraesCS5A03G0402300	Chr5A	321861753	321863810	+	321862781	Chr5A	328200633	328202690	+	328201661	1.0	1.0
gene:TraesCS5A03G0402400	Chr5A	321864286	321865791	-	321865038	Chr5A	328203166	328204671	-	328203918	1.0	1.0
gene:TraesCS5A03G0402700	Chr5A	322252514	322256159	-	322254336	Chr5A	328591250	328594895	-	328593072	1.0	1.0
gene:TraesCS5A03G0402900	Chr5A	322425739	322429689	-	322427714	Chr5A	328764210	328768160	-	328766185	1.0	1.0
gene:TraesCS5A03G0403600	Chr5A	322450541	322455677	-	322453109	Chr5A	328789011	328794147	-	328791579	1.0	1.0
gene:TraesCS5A03G0403900	Chr5A	322459590	322462205	-	322460897	Chr5A	328798060	328800675	-	328799367	1.0	1.0
gene:TraesCS5A03G0404100	Chr5A	322462461	322464403	+	322463432	Chr5A	328800931	328802873	+	328801902	1.0	1.0
gene:TraesCS5A03G0404200	Chr5A	322464575	322467341	-	322465958	Chr5A	328803045	328805811	-	328804428	1.0	1.0
gene:TraesCS5A03G0404700	Chr5A	322723546	322725118	-	322724332	Chr5A	329060596	329062168	-	329061382	1.0	1.0
gene:TraesCS5A03G0405100	Chr5A	323010378	323012431	+	323011404	Chr5A	329347180	329349233	+	329348206	1.0	1.0
gene:TraesCS5A03G0405200	Chr5A	323144372	323148194	+	323146283	Chr5A	329481176	329484998	+	329483087	1.0	1.0
gene:TraesCS5A03G0405300	Chr5A	323208613	323210990	+	323209801	Chr5A	329545440	329547817	+	329546628	1.0	1.0
gene:TraesCS5A03G0406100	Chr5A	323547553	323549641	+	323548597	Chr5A	329883822	329885910	+	329884866	1.0	1.0
gene:TraesCS5A03G0406800	Chr5A	323877370	323878931	+	323878150	Chr5A	330212792	330214353	+	330213572	1.0	1.0
gene:TraesCS5A03G0407000	Chr5A	323896063	323897391	+	323896727	Chr5A	330231483	330232811	+	330232147	1.0	1.0
gene:TraesCS5A03G0407500	Chr5A	324594383	324598641	+	324596512	Chr5A	330929218	330933476	+	330931347	1.0	1.0
gene:TraesCS5A03G0407600	Chr5A	324599721	324600894	+	324600307	Chr5A	330934556	330935729	+	330935142	1.0	1.0
gene:TraesCS5A03G0408000	Chr5A	324925661	324926469	-	324926065	Chr5A	331259121	331259929	-	331259525	1.0	1.0
gene:TraesCS5A03G0408300	Chr5A	325001046	325004207	+	325002626	Chr5A	331334510	331337671	+	331336090	1.0	1.0
gene:TraesCS5A03G0408500	Chr5A	325216415	325217153	+	325216784	Chr5A	331549890	331550628	+	331550259	1.0	1.0
gene:TraesCS5A03G0409400	Chr5A	325691433	325692304	+	325691868	Chr5A	332023489	332024360	+	332023924	1.0	1.0
gene:TraesCS5A03G0409500	Chr5A	325694815	325695158	-	325694986	Chr5A	332026871	332027214	-	332027042	1.0	1.0
gene:TraesCS5A03G0409600	Chr5A	325880489	325886878	-	325883683	Chr5A	332212027	332218416	-	332215221	1.0	1.0
gene:TraesCS5A03G0409700	Chr5A	325888943	325895695	-	325892319	Chr5A	332220479	332227231	-	332223855	1.0	1.0
gene:TraesCS5A03G0409800	Chr5A	326253061	326253458	-	326253259	Chr5A	332584307	332584704	-	332584505	1.0	1.0
gene:TraesCS5A03G0409900	Chr5A	326312455	326313084	-	326312769	Chr5A	332642980	332643609	-	332643294	1.0	1.0
gene:TraesCS5A03G0410000	Chr5A	326316425	326317060	-	326316742	Chr5A	332646950	332647585	-	332647267	1.0	1.0
gene:TraesCS5A03G0410200	Chr5A	326438190	326440951	+	326439570	Chr5A	332768546	332771307	+	332769926	1.0	1.0
gene:TraesCS5A03G0410300	Chr5A	326459800	326460463	-	326460131	Chr5A	332790156	332790819	-	332790487	1.0	1.0
gene:TraesCS5A03G0410400	Chr5A	326500022	326503094	+	326501558	Chr5A	332830368	332833440	+	332831904	1.0	1.0
gene:TraesCS5A03G0410500	Chr5A	326503431	326504526	-	326503978	Chr5A	332833777	332834872	-	332834324	1.0	1.0
gene:TraesCS5A03G0410600	Chr5A	326503907	326504593	+	326504250	Chr5A	332834253	332834939	+	332834596	1.0	1.0
gene:TraesCS5A03G0410700	Chr5A	326546464	326550333	-	326548398	Chr5A	332876815	332880684	-	332878749	1.0	1.0
gene:TraesCS5A03G0410800	Chr5A	326562744	326565171	-	326563957	Chr5A	332893095	332895522	-	332894308	1.0	1.0
gene:TraesCS5A03G0410900	Chr5A	326789534	326795410	+	326792472	Chr5A	333120002	333125878	+	333122940	1.0	1.0
gene:TraesCS5A03G0411100	Chr5A	326940056	326941882	-	326940969	Chr5A	333270234	333272060	-	333271147	1.0	1.0
gene:TraesCS5A03G0411300	Chr5A	327153675	327154896	+	327154285	Chr5A	333489611	333490832	+	333490221	1.0	1.0
gene:TraesCS5A03G0411500	Chr5A	327163561	327167560	-	327165560	Chr5A	333499497	333503496	-	333501496	1.0	1.0
gene:TraesCS5A03G0411600	Chr5A	327222775	327226704	-	327224739	Chr5A	333558700	333562629	-	333560664	1.0	1.0
gene:TraesCS5A03G0411800	Chr5A	327584573	327595902	+	327590237	Chr5A	333913811	333925140	+	333919475	1.0	1.0
gene:TraesCS5A03G0412000	Chr5A	327596260	327597601	+	327596930	Chr5A	333925498	333926839	+	333926168	1.0	0.999
gene:TraesCS5A03G0412200	Chr5A	327932830	327936201	+	327934515	Chr5A	334260971	334264342	+	334262656	1.0	1.0
gene:TraesCS5A03G0412300	Chr5A	327936399	327938861	-	327937630	Chr5A	334264540	334267002	-	334265771	1.0	1.0
gene:TraesCS5A03G0412600	Chr5A	328076230	328078065	-	328077147	Chr5A	334404002	334405837	-	334404919	1.0	1.0
gene:TraesCS5A03G0412500	Chr5A	328074111	328081328	+	328077719	Chr5A	334401883	334409100	+	334405491	1.0	1.0
gene:TraesCS5A03G0412700	Chr5A	328083941	328086115	+	328085028	Chr5A	334411713	334413887	+	334412800	1.0	1.0
gene:TraesCS5A03G0412800	Chr5A	328224735	328226243	+	328225489	Chr5A	334552132	334553640	+	334552886	1.0	1.0
gene:TraesCS5A03G0413000	Chr5A	328406341	328408572	+	328407456	Chr5A	334733735	334735966	+	334734850	1.0	1.0
gene:TraesCS5A03G0413300	Chr5A	328415220	328417627	+	328416423	Chr5A	334742614	334745021	+	334743817	1.0	1.0
gene:TraesCS5A03G0413400	Chr5A	328417659	328424412	-	328421035	Chr5A	334745053	334751807	-	334748430	1.0	1.0
gene:TraesCS5A03G0413900	Chr5A	328504319	328507854	-	328506086	Chr5A	334837811	334841346	-	334839578	1.0	1.0
gene:TraesCS5A03G0414000	Chr5A	328507127	328507554	+	328507340	Chr5A	334840619	334841046	+	334840832	1.0	1.0
gene:TraesCS5A03G0414200	Chr5A	328578781	328581440	-	328580110	Chr5A	334910815	334913474	-	334912144	1.0	1.0
gene:TraesCS5A03G0414600	Chr5A	329045894	329048696	+	329047295	Chr5A	335374060	335376862	+	335375461	1.0	1.0
gene:TraesCS5A03G0414700	Chr5A	329051693	329054278	-	329052985	Chr5A	335379859	335382444	-	335381151	1.0	1.0
gene:TraesCS5A03G0414800	Chr5A	329156770	329160564	-	329158667	Chr5A	335484539	335488333	-	335486436	1.0	1.0
gene:TraesCS5A03G0415100	Chr5A	329208535	329209023	-	329208779	Chr5A	335536297	335536785	-	335536541	1.0	1.0
gene:TraesCS5A03G0415200	Chr5A	329213189	329217153	-	329215171	Chr5A	335540951	335544915	-	335542933	1.0	1.0
gene:TraesCS5A03G0415300	Chr5A	329217389	329226869	-	329222129	Chr5A	335545151	335554631	-	335549891	1.0	1.0
gene:TraesCS5A03G0415400	Chr5A	329296742	329301096	+	329298919	Chr5A	335624510	335628864	+	335626687	1.0	1.0
gene:TraesCS5A03G0415500	Chr5A	329301416	329303840	+	329302628	Chr5A	335629184	335631608	+	335630396	1.0	1.0
gene:TraesCS5A03G0415600	Chr5A	329305389	329309753	-	329307571	Chr5A	335633157	335637521	-	335635339	1.0	1.0
gene:TraesCS5A03G0416100	Chr5A	329338149	329339149	-	329338649	Chr5A	335665916	335666916	-	335666416	1.0	1.0
gene:TraesCS5A03G0416200	Chr5A	329422479	329423159	-	329422819	Chr5A	335750254	335750934	-	335750594	1.0	1.0
gene:TraesCS5A03G0416400	Chr5A	329427995	329430825	-	329429410	Chr5A	335755770	335758600	-	335757185	1.0	1.0
gene:TraesCS5A03G0416500	Chr5A	329438082	329442291	-	329440186	Chr5A	335765840	335770049	-	335767944	1.0	1.0
gene:TraesCS5A03G0416600	Chr5A	329442330	329443499	+	329442914	Chr5A	335770088	335771257	+	335770672	1.0	1.0
gene:TraesCS5A03G0416700	Chr5A	329443899	329449206	-	329446552	Chr5A	335771657	335776967	-	335774312	1.0	1.0
gene:TraesCS5A03G0417300	Chr5A	329717872	329723216	-	329720544	Chr5A	336045292	336050636	-	336047964	1.0	1.0
gene:TraesCS5A03G0417600	Chr5A	329735267	329736962	-	329736114	Chr5A	336062686	336064381	-	336063533	1.0	1.0
gene:TraesCS5A03G0417700	Chr5A	329743425	329746358	-	329744891	Chr5A	336070845	336073778	-	336072311	1.0	1.0
gene:TraesCS5A03G0417900	Chr5A	329873147	329876755	+	329874951	Chr5A	336199899	336203507	+	336201703	1.0	1.0
gene:TraesCS5A03G0418200	Chr5A	330179796	330182935	+	330181365	Chr5A	336505443	336508582	+	336507012	1.0	1.0
gene:TraesCS5A03G0418600	Chr5A	330308644	330315511	+	330312077	Chr5A	336634205	336641072	+	336637638	1.0	1.0
gene:TraesCS5A03G0418800	Chr5A	330473157	330477198	+	330475177	Chr5A	336798014	336802055	+	336800034	1.0	1.0
gene:TraesCS5A03G0418900	Chr5A	330478000	330480500	-	330479250	Chr5A	336802857	336805357	-	336804107	1.0	1.0
gene:TraesCS5A03G0419300	Chr5A	330676594	330680826	+	330678710	Chr5A	337001444	337005676	+	337003560	1.0	1.0
gene:TraesCS5A03G0419400	Chr5A	330684241	330685931	+	330685086	Chr5A	337009091	337010781	+	337009936	1.0	1.0
gene:TraesCS5A03G0419500	Chr5A	330713945	330715989	+	330714967	Chr5A	337038839	337040883	+	337039861	1.0	1.0
gene:TraesCS5A03G0419700	Chr5A	330985726	330989844	+	330987785	Chr5A	337306561	337310679	+	337308620	1.0	1.0
gene:TraesCS5A03G0420100	Chr5A	331208469	331211607	+	331210038	Chr5A	337529203	337532341	+	337530772	1.0	1.0
gene:TraesCS5A03G0420500	Chr5A	331446848	331447339	+	331447093	Chr5A	337766446	337766937	+	337766691	1.0	0.997
gene:TraesCS5A03G0420600	Chr5A	331450012	331461361	-	331455686	Chr5A	337769610	337780959	-	337775284	1.0	1.0
gene:TraesCS5A03G0420900	Chr5A	331595307	331599024	+	331597165	Chr5A	337906873	337910591	+	337908732	1.0	1.0
gene:TraesCS5A03G0420800	Chr5A	331594132	331600422	-	331597277	Chr5A	337905698	337911989	-	337908843	1.0	1.0
