gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS2B03G0172800	Chr2B	48349369	48350392	+	48349880	Chr2B	45378263	45379286	+	45378774	1.0	1.0
gene:TraesCS2B03G0173000	Chr2B	48361903	48367182	-	48364542	Chr2B	45390757	45396037	-	45393397	1.0	0.999
gene:TraesCS2B03G0174200	Chr2B	49184583	49197103	+	49190843	Chr2B	46177635	46190146	+	46183890	1.0	1.0
gene:TraesCS2B03G0174300	Chr2B	49199009	49199416	+	49199212	Chr2B	46192053	46192460	+	46192256	1.0	1.0
gene:TraesCS2B03G0174400	Chr2B	49293295	49297926	-	49295610	Chr2B	46286356	46290987	-	46288671	1.0	1.0
gene:TraesCS2B03G0175000	Chr2B	49395250	49397943	-	49396596	Chr2B	46388299	46390992	-	46389645	1.0	0.999
gene:TraesCS2B03G0175100	Chr2B	49471029	49472776	+	49471902	Chr2B	46464102	46465849	+	46464975	1.0	1.0
gene:TraesCS2B03G0175200	Chr2B	49482066	49486283	-	49484174	Chr2B	46475139	46479356	-	46477247	1.0	1.0
gene:TraesCS2B03G0175400	Chr2B	49503168	49505365	-	49504266	Chr2B	46496246	46498445	-	46497345	1.0	0.998
gene:TraesCS2B03G0175700	Chr2B	49510708	49511917	-	49511312	Chr2B	46503800	46505009	-	46504404	1.0	1.0
gene:TraesCS2B03G0176800	Chr2B	49690156	49691690	-	49690923	Chr2B	46683300	46684834	-	46684067	1.0	0.998
gene:TraesCS2B03G0176900	Chr2B	49848578	49851038	+	49849808	Chr2B	46841337	46843797	+	46842567	1.0	1.0
gene:TraesCS2B03G0177000	Chr2B	49850609	49866773	-	49858691	Chr2B	46843368	46859536	-	46851452	1.0	1.0
gene:TraesCS2B03G0177700	Chr2B	49909123	49911913	-	49910518	Chr2B	46901893	46904683	-	46903288	1.0	0.999
gene:TraesCS2B03G0177800	Chr2B	50033999	50038370	+	50036184	Chr2B	47026785	47030774	+	47028779	1.0	1.0
gene:TraesCS2B03G0178200	Chr2B	50262749	50264076	+	50263412	Chr2B	47256840	47258167	+	47257503	1.0	1.0
gene:TraesCS2B03G0178300	Chr2B	50342947	50344421	-	50343684	Chr2B	47337101	47338575	-	47337838	1.0	1.0
gene:TraesCS2B03G0178500	Chr2B	50393519	50394825	+	50394172	Chr2B	47387679	47388985	+	47388332	1.0	1.0
gene:TraesCS2B03G0178600	Chr2B	50425223	50426726	-	50425974	Chr2B	47419389	47420892	-	47420140	1.0	1.0
gene:TraesCS2B03G0178800	Chr2B	50506432	50508521	-	50507476	Chr2B	47500574	47502663	-	47501618	1.0	0.995
gene:TraesCS2B03G0179100	Chr2B	50519388	50520804	-	50520096	Chr2B	47513540	47514956	-	47514248	1.0	1.0
gene:TraesCS2B03G0179200	Chr2B	50544386	50545516	-	50544951	Chr2B	47538537	47539667	-	47539102	1.0	1.0
gene:TraesCS2B03G0179300	Chr2B	50580009	50581721	-	50580865	Chr2B	47573784	47575496	-	47574640	1.0	1.0
gene:TraesCS2B03G0179600	Chr2B	50594304	50595790	-	50595047	Chr2B	47588077	47589563	-	47588820	1.0	0.998
gene:TraesCS2B03G0179700	Chr2B	50636400	50638257	+	50637328	Chr2B	47630174	47631990	+	47631082	0.987	0.967
gene:TraesCS2B03G0179800	Chr2B	50638325	50643077	-	50640701	Chr2B	47632058	47636803	-	47634430	0.996	0.994
gene:TraesCS2B03G0179900	Chr2B	50644729	50647953	-	50646341	Chr2B	47638454	47641531	-	47639992	0.97	0.953
gene:TraesCS2B03G0180000	Chr2B	50653276	50656693	-	50654984	Chr2B	47689223	47692157	-	47690690	0.979	0.95
gene:TraesCS2B03G0180100	Chr2B	50657687	50662825	-	50660256	Chr2B	47693168	47698305	-	47695736	0.999	0.996
gene:TraesCS2B03G0180300	Chr2B	50972204	50976677	-	50974440	Chr2B	48008628	48013111	-	48010869	1.0	1.0
gene:TraesCS2B03G0180400	Chr2B	50980758	50985574	-	50983166	Chr2B	48017192	48022008	-	48019600	1.0	0.999
gene:TraesCS2B03G0180600	Chr2B	51132172	51134447	+	51133309	Chr2B	48184305	48186580	+	48185442	1.0	1.0
gene:TraesCS2B03G0181000	Chr2B	51152507	51156780	+	51154643	Chr2B	48204648	48208921	+	48206784	1.0	1.0
gene:TraesCS2B03G0181300	Chr2B	51169142	51170850	-	51169996	Chr2B	48221295	48223003	-	48222149	1.0	1.0
gene:TraesCS2B03G0181700	Chr2B	51254173	51256581	-	51255377	Chr2B	48303089	48305497	-	48304293	1.0	0.999
gene:TraesCS2B03G0182000	Chr2B	51262089	51266727	-	51264408	Chr2B	48311005	48315643	-	48313324	1.0	0.999
gene:TraesCS2B03G0182100	Chr2B	51356888	51357472	-	51357180	Chr2B	48405846	48406430	-	48406138	1.0	1.0
gene:TraesCS2B03G0182200	Chr2B	51357964	51359901	-	51358932	Chr2B	48406922	48408859	-	48407890	1.0	1.0
gene:TraesCS2B03G0182800	Chr2B	51754600	51756715	+	51755657	Chr2B	48803287	48805402	+	48804344	1.0	1.0
gene:TraesCS2B03G0183000	Chr2B	51757530	51758899	+	51758214	Chr2B	48806217	48807586	+	48806901	1.0	1.0
gene:TraesCS2B03G0183200	Chr2B	51765354	51767365	+	51766359	Chr2B	48814013	48816024	+	48815018	1.0	0.993
gene:TraesCS2B03G0183300	Chr2B	51770137	51774936	+	51772536	Chr2B	48818827	48823626	+	48821226	1.0	0.998
gene:TraesCS2B03G0183900	Chr2B	51836273	51837004	-	51836638	Chr2B	48912258	48912989	-	48912623	1.0	0.978
gene:TraesCS2B03G0184300	Chr2B	51860997	51862464	-	51861730	Chr2B	48890978	48892441	+	48891709	0.997	0.947
gene:TraesCS2B03G0185200	Chr2B	51913882	51917138	+	51915510	Chr2B	48919280	48922612	-	48920946	0.997	0.912
gene:TraesCS2B03G0185500	Chr2B	51952971	51956065	-	51954518	Chr2B	49004302	49007413	-	49005857	0.997	0.982
gene:TraesCS2B03G0185600	Chr2B	52005032	52018809	-	52011920	Chr2B	49058062	49071834	-	49064948	0.999	0.998
gene:TraesCS2B03G0185700	Chr2B	52220794	52222401	-	52221597	Chr2B	49199450	49201063	-	49200256	1.0	0.982
gene:TraesCS2B03G0185900	Chr2B	52305553	52309156	-	52307354	Chr2B	49221136	49224738	-	49222937	0.999	0.983
gene:TraesCS2B03G0186000	Chr2B	52318210	52321854	+	52320032	Chr2B	49233977	49237606	+	49235791	0.998	0.977
gene:TraesCS2B03G0186100	Chr2B	52322365	52324319	-	52323342	Chr2B	49238537	49240485	-	49239511	0.996	0.957
gene:TraesCS2B03G0186200	Chr2B	52329772	52333035	-	52331403	Chr2B	49249650	49252912	-	49251281	0.997	0.991
gene:TraesCS2B03G0187400	Chr2B	52716551	52718228	+	52717389	Chr2B	49469227	49470910	+	49470068	1.0	0.974
gene:TraesCS2B03G0187800	Chr2B	52797401	52797934	-	52797667	Chr2B	49515249	49515750	-	49515499	0.93	0.903
gene:TraesCS2B03G0187900	Chr2B	52801893	52809046	-	52805469	Chr2B	49522077	49525888	-	49523982	0.992	0.987
gene:TraesCS2B03G0190700	Chr2B	54182226	54188019	+	54185122	Chr2B	50487574	50492218	-	50489896	1.0	0.966
gene:TraesCS2B03G0191100	Chr2B	54229490	54230578	+	54230034	Chr2B	50453955	50455043	-	50454499	1.0	0.998
gene:TraesCS2B03G0191300	Chr2B	54264332	54266016	-	54265174	Chr2B	50424353	50426037	+	50425195	1.0	0.997
gene:TraesCS2B03G0191700	Chr2B	54400153	54400416	-	54400284	Chr2B	50302602	50302865	+	50302733	1.0	0.992
gene:TraesCS2B03G0191900	Chr2B	54430709	54432405	+	54431557	Chr2B	50271488	50273187	-	50272337	1.0	0.996
gene:TraesCS2B03G0192300	Chr2B	54442683	54444523	-	54443603	Chr2B	50259761	50261601	+	50260681	1.0	1.0
gene:TraesCS2B03G0192900	Chr2B	54460170	54472661	-	54466415	Chr2B	50231595	50244045	+	50237820	0.995	0.983
gene:TraesCS2B03G0193200	Chr2B	54544817	54552485	+	54548651	Chr2B	50695455	50701866	+	50698660	1.0	0.97
gene:TraesCS2B03G0193300	Chr2B	54553288	54555653	-	54554470	Chr2B	50931655	50934171	-	50932913	1.0	0.961
gene:TraesCS2B03G0193500	Chr2B	54646500	54651616	+	54649058	Chr2B	51031277	51036168	+	51033722	1.0	0.991
gene:TraesCS2B03G0193600	Chr2B	54652229	54654767	-	54653498	Chr2B	51036780	51039319	-	51038049	1.0	0.994
gene:TraesCS2B03G0194000	Chr2B	54712867	54722502	+	54717684	Chr2B	51085529	51095148	+	51090338	1.0	0.995
gene:TraesCS2B03G0194200	Chr2B	54777049	54778183	+	54777616	Chr2B	51122648	51123781	+	51123214	1.0	0.995
gene:TraesCS2B03G0194500	Chr2B	54839941	54841341	-	54840641	Chr2B	51143679	51145074	-	51144376	0.996	0.989
gene:TraesCS2B03G0194700	Chr2B	55028889	55040029	+	55034459	Chr2B	51543018	51554105	+	51548561	1.0	0.991
gene:TraesCS2B03G0195700	Chr2B	55176671	55177184	-	55176927	Chr2B	51721398	51721911	-	51721654	1.0	0.98
gene:TraesCS2B03G0195800	Chr2B	55211881	55212524	-	55212202	Chr2B	51756258	51756901	-	51756579	1.0	0.988
gene:TraesCS2B03G0196000	Chr2B	55300824	55300991	-	55300907	Chr2B	51855924	51856091	-	51856007	1.0	0.988
gene:TraesCS2B03G0196100	Chr2B	55789835	55795952	+	55792893	Chr2B	52330920	52337019	+	52333969	0.993	0.988
gene:TraesCS2B03G0196200	Chr2B	56071625	56089288	+	56080456	Chr2B	52589584	52602431	+	52596007	1.0	0.998
gene:TraesCS2B03G0196500	Chr2B	56089549	56092973	+	56091261	Chr2B	52602689	52606459	+	52604574	0.98	0.969
gene:TraesCS2B03G0196600	Chr2B	56104049	56105359	+	56104704	Chr2B	52630034	52631344	+	52630689	1.0	0.989
gene:TraesCS2B03G0196900	Chr2B	56272644	56273397	+	56273020	Chr2B	52777746	52778499	+	52778122	1.0	0.988
gene:TraesCS2B03G0197400	Chr2B	56315437	56320823	-	56318130	Chr2B	52812508	52817895	-	52815201	1.0	0.994
gene:TraesCS2B03G0197500	Chr2B	56368467	56370484	-	56369475	Chr2B	52882803	52884816	-	52883809	1.0	0.996
gene:TraesCS2B03G0197700	Chr2B	56463538	56464471	-	56464004	Chr2B	52977914	52978847	-	52978380	1.0	0.997
gene:TraesCS2B03G0197800	Chr2B	56466313	56470936	-	56468624	Chr2B	52980689	52985312	-	52983000	1.0	1.0
gene:TraesCS2B03G0198300	Chr2B	56499519	56500277	+	56499898	Chr2B	53022911	53023665	+	53023288	0.986	0.912
gene:TraesCS2B03G0199300	Chr2B	56833270	56834086	+	56833678	Chr2B	53066750	53067413	+	53067081	0.982	0.936
gene:TraesCS2B03G0199800	Chr2B	57015192	57018422	-	57016807	Chr2B	53312942	53316140	-	53314541	1.0	0.991
gene:TraesCS2B03G0199900	Chr2B	57026094	57027547	+	57026820	Chr2B	53378157	53379501	-	53378829	0.975	0.915
gene:TraesCS2B03G0200000	Chr2B	57087302	57094111	+	57090706	Chr2B	53339722	53346571	-	53343146	0.99	0.931
gene:TraesCS2B03G0200100	Chr2B	57095095	57098412	-	57096753	Chr2B	53335244	53338738	+	53336991	0.999	0.969
gene:TraesCS2B03G0201300	Chr2B	57401517	57406337	+	57403927	Chr2B	53506160	53514303	+	53510231	0.987	0.954
gene:TraesCS2B03G0202900	Chr2B	57595659	57597254	+	57596456	Chr2B	53750510	53752092	+	53751301	0.98	0.976
gene:TraesCS2B03G0203000	Chr2B	57598482	57602217	-	57600349	Chr2B	53753320	53757062	-	53755191	0.998	0.988
gene:TraesCS2B03G0203600	Chr2B	57704999	57708424	+	57706711	Chr2B	53868204	53871629	+	53869916	1.0	0.993
gene:TraesCS2B03G0203800	Chr2B	57737182	57741176	+	57739179	Chr2B	55443982	55447977	+	55445979	1.0	0.991
gene:TraesCS2B03G0203900	Chr2B	57751902	57753641	+	57752771	Chr2B	55470611	55472350	+	55471480	1.0	0.996
gene:TraesCS2B03G0204200	Chr2B	57850238	57851735	-	57850986	Chr2B	55567203	55568693	-	55567948	0.995	0.982
gene:TraesCS2B03G0204600	Chr2B	58188764	58192465	+	58190614	Chr2B	55987101	55990519	-	55988810	0.998	0.978
gene:TraesCS2B03G0204800	Chr2B	58210088	58210700	+	58210394	Chr2B	56352981	56353593	+	56353287	1.0	0.981
gene:TraesCS2B03G0205100	Chr2B	58334563	58335201	+	58334882	Chr2B	56490348	56490986	+	56490667	1.0	1.0
gene:TraesCS2B03G0205900	Chr2B	58824491	58826225	-	58825358	Chr2B	57063785	57065517	-	57064651	0.998	0.99
gene:TraesCS2B03G0206500	Chr2B	58994484	58996046	-	58995265	Chr2B	57160833	57162395	-	57161614	1.0	0.974
gene:TraesCS2B03G0206600	Chr2B	59004347	59010260	-	59007303	Chr2B	57250303	57256061	-	57253182	0.975	0.946
gene:TraesCS2B03G0207200	Chr2B	59235956	59237345	+	59236650	Chr2B	57349653	57351062	+	57350357	1.0	0.953
gene:TraesCS2B03G0208300	Chr2B	59334151	59336255	+	59335203	Chr2B	57430448	57432551	+	57431499	1.0	0.978
gene:TraesCS2B03G0208400	Chr2B	59450130	59451081	-	59450605	Chr2B	57507711	57508652	-	57508181	0.986	0.945
gene:TraesCS2B03G0208500	Chr2B	59458915	59462542	+	59460728	Chr2B	57523455	57526911	+	57525183	1.0	0.974
gene:TraesCS2B03G0210000	Chr2B	59771818	59776162	+	59773990	Chr2B	57739930	57744852	+	57742391	0.985	0.967
gene:TraesCS2B03G0210100	Chr2B	59794870	59796323	+	59795596	Chr2B	57756114	57757566	+	57756840	0.999	0.994
gene:TraesCS2B03G0210300	Chr2B	59822259	59824148	+	59823203	Chr2B	57780861	57782745	-	57781803	1.0	0.992
gene:TraesCS2B03G0210500	Chr2B	59970283	59979340	+	59974811	Chr2B	57977071	57986131	+	57981601	1.0	0.997
gene:TraesCS2B03G0210800	Chr2B	60011181	60014676	+	60012928	Chr2B	58017959	58021366	+	58019662	0.98	0.949
gene:TraesCS2B03G0210900	Chr2B	60015808	60019727	-	60017767	Chr2B	58022498	58026197	-	58024347	0.997	0.992
gene:TraesCS2B03G0211500	Chr2B	60140400	60142147	-	60141273	Chr2B	58158889	58160642	-	58159765	1.0	0.992
gene:TraesCS2B03G0211700	Chr2B	60149687	60151395	+	60150541	Chr2B	58181651	58183360	+	58182505	1.0	0.997
gene:TraesCS2B03G0211800	Chr2B	60159245	60160991	+	60160118	Chr2B	58191080	58192826	+	58191953	1.0	0.993
gene:TraesCS2B03G0214200	Chr2B	60756115	60757460	+	60756787	Chr2B	58520520	58521864	+	58521192	0.998	0.998
gene:TraesCS2B03G0214300	Chr2B	60757491	60758202	+	60757846	Chr2B	58521895	58522606	+	58522250	1.0	1.0
gene:TraesCS2B03G0214700	Chr2B	60796732	60800167	-	60798449	Chr2B	58560889	58564322	-	58562605	0.999	0.998
gene:TraesCS2B03G0215600	Chr2B	61094569	61096547	+	61095558	Chr2B	58847380	58849358	+	58848369	1.0	0.999
gene:TraesCS2B03G0215900	Chr2B	61113538	61114692	-	61114115	Chr2B	58868043	58869197	-	58868620	1.0	1.0
gene:TraesCS2B03G0216300	Chr2B	61131650	61133254	+	61132452	Chr2B	58886052	58887481	+	58886766	0.99	0.99
gene:TraesCS2B03G0216800	Chr2B	61194172	61195609	+	61194890	Chr2B	58959382	58960819	+	58960100	1.0	1.0
gene:TraesCS2B03G0216900	Chr2B	61381876	61383330	-	61382603	Chr2B	59146859	59148313	-	59147586	1.0	1.0
gene:TraesCS2B03G0217000	Chr2B	61414876	61417170	-	61416023	Chr2B	59179879	59182173	-	59181026	1.0	1.0
gene:TraesCS2B03G0217300	Chr2B	61472195	61473936	+	61473065	Chr2B	59237196	59238937	+	59238066	1.0	1.0
gene:TraesCS2B03G0217600	Chr2B	61583852	61585133	+	61584492	Chr2B	59348334	59349615	+	59348974	1.0	1.0
gene:TraesCS2B03G0217900	Chr2B	61669706	61674524	+	61672115	Chr2B	59434050	59438864	+	59436457	0.999	0.999
gene:TraesCS2B03G0218000	Chr2B	61674779	61678221	+	61676500	Chr2B	59439119	59442561	+	59440840	1.0	1.0
gene:TraesCS2B03G0218300	Chr2B	61686050	61691537	+	61688793	Chr2B	59450390	59455877	+	59453133	1.0	0.999
gene:TraesCS2B03G0218400	Chr2B	61691460	61694364	-	61692912	Chr2B	59455800	59458704	-	59457252	1.0	1.0
gene:TraesCS2B03G0218500	Chr2B	61691709	61696992	+	61694350	Chr2B	59456049	59461332	+	59458690	1.0	1.0
gene:TraesCS2B03G0218800	Chr2B	61873259	61875998	+	61874628	Chr2B	59636536	59639275	+	59637905	1.0	1.0
gene:TraesCS2B03G0218900	Chr2B	61905731	61911205	+	61908468	Chr2B	59669023	59674497	+	59671760	1.0	1.0
gene:TraesCS2B03G0219100	Chr2B	61919353	61922428	-	61920890	Chr2B	59682331	59685406	-	59683868	1.0	0.999
gene:TraesCS2B03G0219200	Chr2B	61927610	61928152	-	61927881	Chr2B	59690588	59691130	-	59690859	1.0	1.0
gene:TraesCS2B03G0219400	Chr2B	62169326	62171589	-	62170457	Chr2B	59932124	59934369	-	59933246	0.985	0.985
gene:TraesCS2B03G0219800	Chr2B	62308816	62319456	+	62314136	Chr2B	60071584	60082221	+	60076902	0.999	0.998
gene:TraesCS2B03G0220100	Chr2B	62345996	62348332	-	62347164	Chr2B	60108763	60111099	-	60109931	1.0	1.0
gene:TraesCS2B03G0220500	Chr2B	62549043	62550643	+	62549843	Chr2B	60311659	60313259	+	60312459	1.0	0.998
gene:TraesCS2B03G0221200	Chr2B	62831916	62832882	-	62832399	Chr2B	60590052	60591018	-	60590535	1.0	1.0
gene:TraesCS2B03G0221400	Chr2B	63014287	63019312	+	63016799	Chr2B	60771422	60776447	+	60773934	1.0	0.999
gene:TraesCS2B03G0221500	Chr2B	63020997	63025766	+	63023381	Chr2B	60778132	60782900	+	60780516	1.0	1.0
gene:TraesCS2B03G0221600	Chr2B	63027910	63030121	+	63029015	Chr2B	60785039	60787250	+	60786144	1.0	1.0
gene:TraesCS2B03G0221800	Chr2B	63031616	63032995	+	63032305	Chr2B	60788745	60790124	+	60789434	1.0	1.0
gene:TraesCS2B03G0222000	Chr2B	63118015	63120393	+	63119204	Chr2B	60875133	60877511	+	60876322	1.0	1.0
gene:TraesCS2B03G0222400	Chr2B	63165516	63168670	-	63167093	Chr2B	60922657	60925811	-	60924234	1.0	1.0
gene:TraesCS2B03G0222600	Chr2B	63365825	63369904	-	63367864	Chr2B	61134941	61139020	-	61136980	1.0	0.999
gene:TraesCS2B03G0222700	Chr2B	63367059	63369877	-	63368468	Chr2B	61136175	61138993	-	61137584	1.0	0.999
gene:TraesCS2B03G0223200	Chr2B	63765394	63770761	+	63768077	Chr2B	61532835	61538202	+	61535518	1.0	0.999
gene:TraesCS2B03G0223300	Chr2B	63771237	63775184	+	63773210	Chr2B	61538678	61542625	+	61540651	1.0	1.0
gene:TraesCS2B03G0223400	Chr2B	63775610	63778362	+	63776986	Chr2B	61543051	61545803	+	61544427	1.0	0.999
gene:TraesCS2B03G0224400	Chr2B	64253330	64254407	-	64253868	Chr2B	61859307	61860384	-	61859845	1.0	1.0
gene:TraesCS2B03G0224500	Chr2B	64314527	64317788	-	64316157	Chr2B	61920196	61923457	-	61921826	1.0	1.0
gene:TraesCS2B03G0224600	Chr2B	64323265	64325816	-	64324540	Chr2B	61928933	61931019	-	61929976	0.942	0.941
gene:TraesCS2B03G0224700	Chr2B	64438110	64440396	+	64439253	Chr2B	62042032	62044318	+	62043175	1.0	1.0
gene:TraesCS2B03G0225000	Chr2B	64454398	64456636	-	64455517	Chr2B	62058069	62060669	-	62059369	1.0	0.999
gene:TraesCS2B03G0225300	Chr2B	64653594	64655732	+	64654663	Chr2B	62277128	62279274	+	62278201	1.0	0.993
gene:TraesCS2B03G0226000	Chr2B	64709083	64712659	+	64710871	Chr2B	62335261	62338809	+	62337035	0.987	0.97
gene:TraesCS2B03G0226100	Chr2B	64957051	64960354	+	64958702	Chr2B	62610346	62613649	+	62611997	1.0	0.996
gene:TraesCS2B03G0226300	Chr2B	65188826	65192480	+	65190653	Chr2B	62888307	62891765	+	62890036	1.0	0.996
gene:TraesCS2B03G0226700	Chr2B	65201942	65202133	+	65202037	Chr2B	62901236	62901427	+	62901331	1.0	0.994
gene:TraesCS2B03G0226600	Chr2B	65201767	65207324	-	65204545	Chr2B	62901061	62906614	-	62903837	1.0	0.997
gene:TraesCS2B03G0226900	Chr2B	65209792	65209983	+	65209887	Chr2B	62909082	62909273	+	62909177	1.0	1.0
gene:TraesCS2B03G0226800	Chr2B	65209761	65213730	-	65211745	Chr2B	62909051	62913020	-	62911035	1.0	0.998
gene:TraesCS2B03G0227100	Chr2B	65216529	65219835	-	65218182	Chr2B	62915820	62919126	-	62917473	1.0	0.999
gene:TraesCS2B03G0227200	Chr2B	65315357	65318657	-	65317007	Chr2B	63034423	63037722	-	63036072	1.0	0.997
gene:TraesCS2B03G0227700	Chr2B	65620755	65622930	-	65621842	Chr2B	63329440	63331610	-	63330525	1.0	0.996
gene:TraesCS2B03G0227800	Chr2B	65626437	65627917	-	65627177	Chr2B	63335200	63336680	-	63335940	1.0	0.998
gene:TraesCS2B03G0227900	Chr2B	65771201	65773759	-	65772480	Chr2B	63480824	63483525	-	63482174	1.0	0.996
gene:TraesCS2B03G0228000	Chr2B	65830762	65833045	-	65831903	Chr2B	63533481	63535742	-	63534611	0.971	0.96
gene:TraesCS2B03G0228200	Chr2B	65844923	65846701	-	65845812	Chr2B	63547643	63549440	-	63548541	1.0	0.983
gene:TraesCS2B03G0228300	Chr2B	65855818	65859806	+	65857812	Chr2B	63558560	63562542	+	63560551	0.997	0.992
gene:TraesCS2B03G0228400	Chr2B	65878856	65880300	+	65879578	Chr2B	63581619	63583063	+	63582341	1.0	1.0
gene:TraesCS2B03G0228600	Chr2B	66068769	66070272	+	66069520	Chr2B	63771318	63772821	+	63772069	1.0	1.0
gene:TraesCS2B03G0229100	Chr2B	66198312	66209332	-	66203822	Chr2B	63901032	63912173	-	63906602	1.0	0.999
gene:TraesCS2B03G0229200	Chr2B	66220685	66221534	+	66221109	Chr2B	63923537	63924386	+	63923961	1.0	1.0
gene:TraesCS2B03G0229600	Chr2B	66304618	66305700	+	66305159	Chr2B	64007500	64008582	+	64008041	1.0	0.998
gene:TraesCS2B03G0229700	Chr2B	66322115	66322925	+	66322520	Chr2B	64025000	64025810	+	64025405	1.0	1.0
gene:TraesCS2B03G0229900	Chr2B	66356161	66357408	+	66356784	Chr2B	64059052	64060299	+	64059675	1.0	1.0
gene:TraesCS2B03G0230000	Chr2B	66373336	66376648	-	66374992	Chr2B	64076254	64079566	-	64077910	1.0	1.0
gene:TraesCS2B03G0230200	Chr2B	66502486	66508676	+	66505581	Chr2B	64205418	64211608	+	64208513	1.0	1.0
gene:TraesCS2B03G0230400	Chr2B	66516152	66526240	-	66521196	Chr2B	64219083	64229164	-	64224123	1.0	0.999
gene:TraesCS2B03G0230500	Chr2B	66529184	66531560	+	66530372	Chr2B	64232108	64234454	+	64233281	0.984	0.984
gene:TraesCS2B03G0231100	Chr2B	66634184	66634753	+	66634468	Chr2B	64337002	64337571	+	64337286	1.0	1.0
gene:TraesCS2B03G0231500	Chr2B	66752656	66753078	+	66752867	Chr2B	64455502	64455924	+	64455713	1.0	1.0
gene:TraesCS2B03G0231600	Chr2B	66755662	66756437	-	66756049	Chr2B	64458508	64459283	-	64458895	1.0	0.998
gene:TraesCS2B03G0231700	Chr2B	67163391	67167282	-	67165336	Chr2B	64867321	64871212	-	64869266	1.0	1.0
gene:TraesCS2B03G0231800	Chr2B	67167354	67174297	-	67170825	Chr2B	64871284	64878227	-	64874755	1.0	1.0
gene:TraesCS2B03G0232200	Chr2B	67283683	67287870	-	67285776	Chr2B	64985010	64989197	-	64987103	1.0	0.999
gene:TraesCS2B03G0233800	Chr2B	68790126	68791460	-	68790793	Chr2B	66446970	66448304	-	66447637	1.0	0.999
gene:TraesCS2B03G0233900	Chr2B	68793995	68795038	-	68794516	Chr2B	66450835	66451878	-	66451356	1.0	1.0
gene:TraesCS2B03G0234000	Chr2B	68808524	68809129	-	68808826	Chr2B	66465369	66465974	-	66465671	1.0	1.0
gene:TraesCS2B03G0234400	Chr2B	68862561	68864103	-	68863332	Chr2B	66519034	66520576	-	66519805	1.0	1.0
gene:TraesCS2B03G0234500	Chr2B	68886302	68887185	+	68886743	Chr2B	66542821	66543704	+	66543262	1.0	1.0
gene:TraesCS2B03G0235400	Chr2B	68999138	69000868	-	69000003	Chr2B	66654709	66656439	-	66655574	1.0	1.0
gene:TraesCS2B03G0235800	Chr2B	69698540	69703097	-	69700818	Chr2B	67361217	67365774	-	67363495	1.0	1.0
gene:TraesCS2B03G0235900	Chr2B	69725138	69726949	+	69726043	Chr2B	67387798	67389609	+	67388703	1.0	1.0
gene:TraesCS2B03G0236000	Chr2B	69730251	69736018	+	69733134	Chr2B	67392916	67398684	+	67395800	1.0	1.0
gene:TraesCS2B03G0236400	Chr2B	69937350	69937813	-	69937581	Chr2B	67600075	67600538	-	67600306	1.0	1.0
gene:TraesCS2B03G0236600	Chr2B	70065048	70068868	+	70066958	Chr2B	67728306	67731967	+	67730136	1.0	0.998
gene:TraesCS2B03G0236700	Chr2B	70069350	70075639	-	70072494	Chr2B	67732449	67738741	-	67735595	1.0	0.999
gene:TraesCS2B03G0237100	Chr2B	70501680	70502867	+	70502273	Chr2B	68163740	68164927	+	68164333	1.0	1.0
gene:TraesCS2B03G0237400	Chr2B	70512240	70514031	-	70513135	Chr2B	68174299	68176090	-	68175194	1.0	1.0
gene:TraesCS2B03G0237600	Chr2B	70611661	70612362	+	70612011	Chr2B	68273719	68274420	+	68274069	1.0	1.0
gene:TraesCS2B03G0237700	Chr2B	70646478	70647096	-	70646787	Chr2B	68308550	68309168	-	68308859	1.0	1.0
gene:TraesCS2B03G0238300	Chr2B	70734851	70735423	+	70735137	Chr2B	68396958	68397530	+	68397244	1.0	1.0
gene:TraesCS2B03G0238400	Chr2B	70800740	70801663	+	70801201	Chr2B	68461041	68461964	+	68461502	1.0	0.998
gene:TraesCS2B03G0238500	Chr2B	70806014	70806825	+	70806419	Chr2B	68466316	68467127	+	68466721	1.0	1.0
gene:TraesCS2B03G0238600	Chr2B	70842548	70853352	-	70847950	Chr2B	68501625	68512429	-	68507027	1.0	1.0
gene:TraesCS2B03G0238900	Chr2B	71135869	71136504	+	71136186	Chr2B	68794452	68795087	+	68794769	1.0	1.0
gene:TraesCS2B03G0239600	Chr2B	71369873	71387752	+	71378812	Chr2B	69029032	69046941	+	69037986	1.0	1.0
gene:TraesCS2B03G0239700	Chr2B	71389549	71396786	+	71393167	Chr2B	69048738	69055969	+	69052353	1.0	1.0
gene:TraesCS2B03G0239800	Chr2B	71398545	71406277	+	71402411	Chr2B	69057728	69065459	+	69061593	1.0	1.0
gene:TraesCS2B03G0239900	Chr2B	71411974	71414719	-	71413346	Chr2B	69071156	69073901	-	69072528	1.0	1.0
gene:TraesCS2B03G0240200	Chr2B	71617891	71620110	+	71619000	Chr2B	69276849	69279068	+	69277958	1.0	1.0
gene:TraesCS2B03G0240300	Chr2B	71636819	71637757	-	71637288	Chr2B	69295649	69296587	-	69296118	1.0	1.0
gene:TraesCS2B03G0240400	Chr2B	71637807	71639143	-	71638475	Chr2B	69296637	69297973	-	69297305	1.0	1.0
