gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS7A03G0247500	Chr7A	66958000	66961975	-	66959987	Chr7A	67951392	67955367	-	67953379	1.0	1.0
gene:TraesCS7A03G0247600	Chr7A	66962274	66965307	+	66963790	Chr7A	67955666	67958699	+	67957182	1.0	0.999
gene:TraesCS7A03G0247800	Chr7A	66977888	66979574	+	66978731	Chr7A	67971284	67972970	+	67972127	1.0	1.0
gene:TraesCS7A03G0247900	Chr7A	66986493	66987335	-	66986914	Chr7A	67979889	67980731	-	67980310	1.0	1.0
gene:TraesCS7A03G0248500	Chr7A	67035846	67039062	+	67037454	Chr7A	68029162	68032378	+	68030770	1.0	1.0
gene:TraesCS7A03G0248700	Chr7A	67047313	67050223	+	67048768	Chr7A	68040628	68043538	+	68042083	1.0	1.0
gene:TraesCS7A03G0248800	Chr7A	67124733	67127607	+	67126170	Chr7A	68118070	68120944	+	68119507	1.0	0.999
gene:TraesCS7A03G0249300	Chr7A	67445104	67445541	+	67445322	Chr7A	68438495	68438932	+	68438713	1.0	1.0
gene:TraesCS7A03G0249400	Chr7A	67448749	67450893	-	67449821	Chr7A	68442140	68444284	-	68443212	1.0	1.0
gene:TraesCS7A03G0249500	Chr7A	67457492	67458985	-	67458238	Chr7A	68450885	68452378	-	68451631	1.0	1.0
gene:TraesCS7A03G0249600	Chr7A	67504369	67504701	-	67504535	Chr7A	68497769	68498101	-	68497935	1.0	1.0
gene:TraesCS7A03G0251200	Chr7A	67542063	67542302	+	67542182	Chr7A	68535479	68535718	+	68535598	1.0	1.0
gene:TraesCS7A03G0251700	Chr7A	67711839	67734731	+	67723285	Chr7A	68705254	68728146	+	68716700	1.0	1.0
gene:TraesCS7A03G0251800	Chr7A	67776491	67778199	-	67777345	Chr7A	68769925	68771633	-	68770779	1.0	1.0
gene:TraesCS7A03G0252200	Chr7A	67836955	67839008	+	67837981	Chr7A	68830389	68832442	+	68831415	1.0	0.999
gene:TraesCS7A03G0252300	Chr7A	67841116	67841655	-	67841385	Chr7A	68834550	68835089	-	68834819	1.0	1.0
gene:TraesCS7A03G0252400	Chr7A	67854227	67856221	+	67855224	Chr7A	68847659	68849653	+	68848656	1.0	1.0
gene:TraesCS7A03G0252500	Chr7A	67856928	67861414	-	67859171	Chr7A	68850360	68854842	-	68852601	1.0	1.0
gene:TraesCS7A03G0252600	Chr7A	67869237	67870778	-	67870007	Chr7A	68862664	68864205	-	68863434	1.0	1.0
gene:TraesCS7A03G0252700	Chr7A	67933896	67937410	-	67935653	Chr7A	68927337	68930851	-	68929094	1.0	1.0
gene:TraesCS7A03G0253100	Chr7A	67949326	67959547	+	67954436	Chr7A	68942735	68952956	+	68947845	1.0	1.0
gene:TraesCS7A03G0253200	Chr7A	67970676	67975485	-	67973080	Chr7A	68964086	68968891	-	68966488	1.0	0.999
gene:TraesCS7A03G0253300	Chr7A	67977927	67978845	-	67978386	Chr7A	68971331	68972249	-	68971790	1.0	1.0
gene:TraesCS7A03G0253600	Chr7A	68021922	68023274	-	68022598	Chr7A	69015309	69016661	-	69015985	1.0	1.0
gene:TraesCS7A03G0253800	Chr7A	68081122	68087919	-	68084520	Chr7A	69074511	69081308	-	69077909	1.0	1.0
gene:TraesCS7A03G0253900	Chr7A	68163691	68166908	+	68165299	Chr7A	69157107	69160323	+	69158715	0.999	0.999
gene:TraesCS7A03G0254000	Chr7A	68169052	68175005	+	68172028	Chr7A	69162467	69168431	+	69165449	1.0	1.0
gene:TraesCS7A03G0254100	Chr7A	68244909	68248198	+	68246553	Chr7A	69238132	69241421	+	69239776	1.0	1.0
gene:TraesCS7A03G0254500	Chr7A	68291322	68292925	+	68292123	Chr7A	69284569	69286172	+	69285370	1.0	1.0
gene:TraesCS7A03G0254800	Chr7A	68317417	68319082	+	68318249	Chr7A	69310660	69312325	+	69311492	1.0	0.998
gene:TraesCS7A03G0255200	Chr7A	68391446	68393072	-	68392259	Chr7A	69384040	69385666	-	69384853	1.0	1.0
gene:TraesCS7A03G0255300	Chr7A	68401764	68403290	+	68402527	Chr7A	69394358	69395884	+	69395121	1.0	0.999
gene:TraesCS7A03G0255400	Chr7A	68565453	68567344	-	68566398	Chr7A	69557978	69559869	-	69558923	1.0	1.0
gene:TraesCS7A03G0255600	Chr7A	68679139	68680905	+	68680022	Chr7A	69670611	69672377	+	69671494	1.0	1.0
gene:TraesCS7A03G0255700	Chr7A	68720480	68725592	+	68723036	Chr7A	69711951	69717063	+	69714507	1.0	1.0
gene:TraesCS7A03G0256000	Chr7A	68751266	68758475	+	68754870	Chr7A	69743077	69750295	+	69746686	1.0	1.0
gene:TraesCS7A03G0256100	Chr7A	68779176	68780737	+	68779956	Chr7A	69771006	69772567	+	69771786	1.0	1.0
gene:TraesCS7A03G0257000	Chr7A	69202530	69208710	+	69205620	Chr7A	70215701	70221963	+	70218832	0.998	0.997
gene:TraesCS7A03G0257400	Chr7A	69395422	69395646	-	69395534	Chr7A	70389014	70389238	-	70389126	1.0	0.973
gene:TraesCS7A03G0257600	Chr7A	69441354	69443185	-	69442269	Chr7A	70441722	70443553	-	70442637	1.0	0.999
gene:TraesCS7A03G0257700	Chr7A	69445400	69445885	+	69445642	Chr7A	70445816	70446301	+	70446058	1.0	0.997
gene:TraesCS7A03G0257800	Chr7A	69493360	69498572	+	69495966	Chr7A	70511284	70516411	+	70513847	1.0	0.99
gene:TraesCS7A03G0257900	Chr7A	69499125	69501354	-	69500239	Chr7A	70516963	70518991	-	70517977	1.0	0.982
gene:TraesCS7A03G0258000	Chr7A	69504159	69507941	+	69506050	Chr7A	70523107	70526875	+	70524991	1.0	0.984
gene:TraesCS7A03G0258100	Chr7A	69509277	69520375	-	69514826	Chr7A	70528299	70530259	-	70529279	0.921	0.913
gene:TraesCS7A03G0258200	Chr7A	69524880	69527461	-	69526170	Chr7A	70535700	70538338	-	70537019	0.99	0.938
gene:TraesCS7A03G0258700	Chr7A	69553369	69555501	-	69554435	Chr7A	70541983	70544108	-	70543045	0.998	0.962
gene:TraesCS7A03G0259000	Chr7A	69734704	69740339	+	69737521	Chr7A	70810779	70816393	+	70813586	1.0	0.986
gene:TraesCS7A03G0259100	Chr7A	69758126	69758329	-	69758227	Chr7A	70819902	70820105	-	70820003	1.0	1.0
gene:TraesCS7A03G0259300	Chr7A	69916161	69920661	+	69918411	Chr7A	70894908	70899337	+	70897122	1.0	0.988
gene:TraesCS7A03G0259400	Chr7A	69924618	69924821	-	69924719	Chr7A	70908388	70908591	-	70908489	1.0	0.995
gene:TraesCS7A03G0259600	Chr7A	70019834	70026448	+	70023141	Chr7A	70981153	70987839	+	70984496	0.996	0.975
gene:TraesCS7A03G0260100	Chr7A	70322015	70323081	+	70322548	Chr7A	71107346	71108410	+	71107878	1.0	0.967
gene:TraesCS7A03G0260900	Chr7A	70827211	70831788	-	70829499	Chr7A	71278721	71285548	-	71282134	0.994	0.964
gene:TraesCS7A03G0261600	Chr7A	70897530	70900300	-	70898915	Chr7A	71312111	71314840	-	71313475	0.983	0.942
gene:TraesCS7A03G0262100	Chr7A	70990291	70993190	-	70991740	Chr7A	71454480	71457382	-	71455931	0.992	0.971
gene:TraesCS7A03G0263900	Chr7A	71403697	71411075	-	71407386	Chr7A	71685509	71693166	-	71689337	0.984	0.959
gene:TraesCS7A03G0264000	Chr7A	71502809	71507768	+	71505288	Chr7A	71750607	71755392	+	71752999	0.94	0.923
gene:TraesCS7A03G0264300	Chr7A	71540690	71540991	-	71540840	Chr7A	71773953	71774235	-	71774094	0.924	0.908
gene:TraesCS7A03G0264400	Chr7A	71543594	71552790	-	71548192	Chr7A	71776836	71786424	-	71781630	0.965	0.94
gene:TraesCS7A03G0264500	Chr7A	71640440	71653033	-	71646736	Chr7A	71953849	71966155	-	71960002	1.0	0.981
gene:TraesCS7A03G0264700	Chr7A	72052005	72073522	-	72062763	Chr7A	72156586	72171304	-	72163945	1.0	0.988
gene:TraesCS7A03G0265000	Chr7A	72169457	72173174	+	72171315	Chr7A	72314356	72318014	+	72316185	0.995	0.972
gene:TraesCS7A03G0265200	Chr7A	72190656	72194587	+	72192621	Chr7A	72320376	72324354	+	72322365	0.987	0.951
gene:TraesCS7A03G0265700	Chr7A	72212012	72213407	-	72212709	Chr7A	72349845	72351240	-	72350542	1.0	0.982
gene:TraesCS7A03G0265800	Chr7A	72214810	72217777	-	72216293	Chr7A	72352547	72355510	-	72354028	0.998	0.969
gene:TraesCS7A03G0266400	Chr7A	72526459	72532660	+	72529559	Chr7A	72704467	72710613	+	72707540	1.0	0.987
gene:TraesCS7A03G0266500	Chr7A	72536560	72536853	+	72536706	Chr7A	72715873	72716166	+	72716019	1.0	0.996
gene:TraesCS7A03G0267000	Chr7A	72836716	72836973	+	72836844	Chr7A	73031224	73031481	+	73031352	1.0	0.996
gene:TraesCS7A03G0267100	Chr7A	72845634	72846584	-	72846109	Chr7A	73040381	73041340	-	73040860	0.998	0.962
gene:TraesCS7A03G0267200	Chr7A	72865376	72866272	-	72865824	Chr7A	73076301	73077197	-	73076749	1.0	0.989
gene:TraesCS7A03G0268700	Chr7A	73199018	73201027	+	73200022	Chr7A	73434759	73436740	-	73435749	0.978	0.931
gene:TraesCS7A03G0268900	Chr7A	73254420	73255316	+	73254868	Chr7A	73503223	73504119	+	73503671	1.0	0.992
gene:TraesCS7A03G0269200	Chr7A	73391701	73394282	+	73392991	Chr7A	73687302	73689672	+	73688487	0.945	0.919
gene:TraesCS7A03G0269900	Chr7A	73532754	73534655	-	73533704	Chr7A	73752554	73754434	-	73753494	1.0	0.982
gene:TraesCS7A03G0270700	Chr7A	74178443	74180272	-	74179357	Chr7A	74186807	74188636	-	74187721	1.0	0.997
gene:TraesCS7A03G0270800	Chr7A	74184537	74184866	+	74184701	Chr7A	74196282	74196611	+	74196446	1.0	1.0
gene:TraesCS7A03G0271000	Chr7A	74188634	74188843	-	74188738	Chr7A	74485275	74485484	-	74485379	1.0	0.99
gene:TraesCS7A03G0271100	Chr7A	74336422	74337621	+	74337021	Chr7A	74388905	74390104	+	74389504	1.0	0.994
gene:TraesCS7A03G0271300	Chr7A	74406651	74406908	+	74406779	Chr7A	74492619	74492876	+	74492747	1.0	0.984
gene:TraesCS7A03G0271400	Chr7A	74421688	74422623	-	74422155	Chr7A	74495504	74496460	-	74495982	1.0	0.971
gene:TraesCS7A03G0271500	Chr7A	74423977	74430311	+	74427144	Chr7A	74497579	74503920	+	74500749	1.0	0.997
gene:TraesCS7A03G0271600	Chr7A	74431625	74434150	-	74432887	Chr7A	74505223	74507756	-	74506489	1.0	0.996
gene:TraesCS7A03G0272100	Chr7A	74954916	74955948	+	74955432	Chr7A	75031312	75032342	+	75031827	1.0	0.998
gene:TraesCS7A03G0272800	Chr7A	77010701	77011341	+	77011021	Chr7A	78004149	78004789	+	78004469	1.0	0.998
gene:TraesCS7A03G0273000	Chr7A	77026743	77027153	+	77026948	Chr7A	78011487	78011897	+	78011692	1.0	0.995
gene:TraesCS7A03G0273800	Chr7A	77223271	77223591	+	77223431	Chr7A	78179095	78179415	+	78179255	1.0	1.0
gene:TraesCS7A03G0273900	Chr7A	77394522	77394953	+	77394737	Chr7A	78375321	78375737	+	78375529	0.965	0.965
gene:TraesCS7A03G0274000	Chr7A	77401147	77418488	+	77409817	Chr7A	78381931	78399272	+	78390601	1.0	0.999
gene:TraesCS7A03G0274100	Chr7A	77420489	77423282	+	77421885	Chr7A	78401273	78404066	+	78402669	1.0	1.0
gene:TraesCS7A03G0274200	Chr7A	77423421	77427545	-	77425483	Chr7A	78404205	78408329	-	78406267	1.0	1.0
gene:TraesCS7A03G0274300	Chr7A	77666401	77677393	+	77671897	Chr7A	78647203	78658197	+	78652700	1.0	1.0
gene:TraesCS7A03G0274400	Chr7A	77851931	77854749	+	77853340	Chr7A	78832573	78835391	+	78833982	1.0	1.0
gene:TraesCS7A03G0274500	Chr7A	77855675	77856001	-	77855838	Chr7A	78836317	78836643	-	78836480	1.0	1.0
gene:TraesCS7A03G0274600	Chr7A	77860693	77862776	+	77861734	Chr7A	78841336	78843419	+	78842377	1.0	1.0
gene:TraesCS7A03G0274800	Chr7A	77869967	77870299	-	77870133	Chr7A	78850610	78850942	-	78850776	1.0	1.0
gene:TraesCS7A03G0274900	Chr7A	77901927	77903789	+	77902858	Chr7A	78882559	78884421	+	78883490	1.0	1.0
gene:TraesCS7A03G0275100	Chr7A	77908843	77909268	+	77909055	Chr7A	78889474	78889899	+	78889686	1.0	1.0
gene:TraesCS7A03G0275200	Chr7A	77928024	77930367	+	77929195	Chr7A	78908653	78910996	+	78909824	1.0	1.0
gene:TraesCS7A03G0275700	Chr7A	78140094	78142450	+	78141272	Chr7A	79120501	79122857	+	79121679	1.0	1.0
gene:TraesCS7A03G0276400	Chr7A	78291138	78292701	+	78291919	Chr7A	79271959	79273522	+	79272740	1.0	1.0
gene:TraesCS7A03G0278600	Chr7A	79389792	79393026	-	79391409	Chr7A	79825731	79828966	-	79827348	1.0	0.999
gene:TraesCS7A03G0278700	Chr7A	79393161	79396078	+	79394619	Chr7A	79829101	79831845	+	79830473	1.0	0.982
gene:TraesCS7A03G0278800	Chr7A	79455440	79455874	+	79455657	Chr7A	79881470	79881904	+	79881687	1.0	0.997
gene:TraesCS7A03G0278900	Chr7A	79461129	79462148	+	79461638	Chr7A	79887158	79888177	+	79887667	1.0	0.998
gene:TraesCS7A03G0279400	Chr7A	79465113	79465542	-	79465327	Chr7A	79891141	79891570	-	79891355	1.0	1.0
gene:TraesCS7A03G0279500	Chr7A	79466938	79468368	-	79467653	Chr7A	79892966	79894396	-	79893681	1.0	0.997
gene:TraesCS7A03G0280000	Chr7A	79563713	79567161	-	79565437	Chr7A	79997079	80000527	-	79998803	1.0	0.994
gene:TraesCS7A03G0280100	Chr7A	79627843	79631072	-	79629457	Chr7A	80053495	80056724	-	80055109	1.0	0.994
gene:TraesCS7A03G0280200	Chr7A	79665019	79668490	-	79666754	Chr7A	80090669	80094141	-	80092405	1.0	0.993
gene:TraesCS7A03G0280300	Chr7A	79670675	79672278	-	79671476	Chr7A	80096326	80097928	-	80097127	0.999	0.995
gene:TraesCS7A03G0280800	Chr7A	79697396	79699425	-	79698410	Chr7A	80123030	80125059	-	80124044	1.0	0.993
gene:TraesCS7A03G0281100	Chr7A	79753146	79754710	-	79753928	Chr7A	80178624	80180188	-	80179406	1.0	0.995
gene:TraesCS7A03G0281200	Chr7A	79755195	79756664	-	79755929	Chr7A	80125115	80126581	-	80125848	0.998	0.975
gene:TraesCS7A03G0281300	Chr7A	79757769	79765529	-	79761649	Chr7A	80182980	80190634	-	80186807	1.0	0.999
gene:TraesCS7A03G0281400	Chr7A	79770019	79776319	-	79773169	Chr7A	80195143	80201452	-	80198297	1.0	0.999
gene:TraesCS7A03G0281600	Chr7A	79782772	79790134	-	79786453	Chr7A	80209073	80216515	-	80212794	1.0	0.971
gene:TraesCS7A03G0282400	Chr7A	80097698	80101362	+	80099530	Chr7A	80563513	80567184	+	80565348	1.0	0.986
gene:TraesCS7A03G0282800	Chr7A	80203439	80204867	+	80204153	Chr7A	80661589	80663017	+	80662303	1.0	1.0
gene:TraesCS7A03G0282900	Chr7A	80206458	80212179	-	80209318	Chr7A	80664617	80670341	-	80667479	1.0	0.989
gene:TraesCS7A03G0283000	Chr7A	80221463	80222128	-	80221795	Chr7A	80679777	80680442	-	80680109	1.0	0.998
gene:TraesCS7A03G0283200	Chr7A	80247525	80255140	-	80251332	Chr7A	80705832	80713467	-	80709649	0.998	0.993
gene:TraesCS7A03G0284200	Chr7A	80748664	80748933	-	80748798	Chr7A	80956702	80956971	-	80956836	1.0	0.977
gene:TraesCS7A03G0284300	Chr7A	80806775	80807626	+	80807200	Chr7A	80989050	80989901	+	80989475	1.0	1.0
gene:TraesCS7A03G0284600	Chr7A	80815563	80821157	+	80818360	Chr7A	80997837	81003431	+	81000634	1.0	1.0
gene:TraesCS7A03G0284700	Chr7A	80851607	80852233	+	80851920	Chr7A	81033292	81033918	+	81033605	1.0	0.998
gene:TraesCS7A03G0284900	Chr7A	80854283	80861852	-	80858067	Chr7A	81036082	81043615	-	81039848	0.972	0.96
gene:TraesCS7A03G0285100	Chr7A	81074414	81075399	+	81074906	Chr7A	81250883	81251868	+	81251375	1.0	0.997
gene:TraesCS7A03G0285400	Chr7A	81084885	81086818	-	81085851	Chr7A	81252686	81254636	-	81253661	1.0	0.989
gene:TraesCS7A03G0285500	Chr7A	81089917	81097660	-	81093788	Chr7A	81257660	81265351	-	81261505	0.992	0.99
gene:TraesCS7A03G0286700	Chr7A	81185718	81187813	+	81186765	Chr7A	81345523	81347617	+	81346570	1.0	0.998
gene:TraesCS7A03G0286800	Chr7A	81216711	81232463	-	81224587	Chr7A	81370849	81386610	-	81378729	1.0	0.993
gene:TraesCS7A03G0286900	Chr7A	81255233	81256139	+	81255686	Chr7A	81407593	81408499	+	81408046	1.0	0.986
gene:TraesCS7A03G0287100	Chr7A	81361321	81362149	+	81361735	Chr7A	81509633	81510461	+	81510047	1.0	0.99
gene:TraesCS7A03G0287300	Chr7A	81386195	81387180	+	81386687	Chr7A	81534515	81535500	+	81535007	1.0	0.986
gene:TraesCS7A03G0287500	Chr7A	81568307	81570802	+	81569554	Chr7A	81767801	81775263	+	81771532	1.0	0.997
gene:TraesCS7A03G0287700	Chr7A	81651161	81652584	+	81651872	Chr7A	81889022	81890445	+	81889733	1.0	0.99
gene:TraesCS7A03G0288300	Chr7A	81869467	81870257	+	81869862	Chr7A	82102917	82103707	+	82103312	1.0	0.998
gene:TraesCS7A03G0288500	Chr7A	81874097	81876784	+	81875440	Chr7A	82107211	82109897	+	82108554	0.998	0.995
gene:TraesCS7A03G0288700	Chr7A	82071845	82074605	-	82073225	Chr7A	82277778	82280538	-	82279158	1.0	0.998
gene:TraesCS7A03G0288800	Chr7A	82078543	82085470	+	82082006	Chr7A	82284478	82291623	+	82288050	1.0	0.997
gene:TraesCS7A03G0289000	Chr7A	82114391	82120544	-	82117467	Chr7A	82324389	82330543	-	82327466	1.0	0.995
gene:TraesCS7A03G0289100	Chr7A	82155081	82158845	-	82156963	Chr7A	82373448	82377209	-	82375328	1.0	0.996
gene:TraesCS7A03G0289200	Chr7A	82159097	82162550	+	82160823	Chr7A	82377461	82380917	+	82379189	1.0	0.996
gene:TraesCS7A03G0289300	Chr7A	82162922	82171279	-	82167100	Chr7A	82381289	82389634	-	82385461	1.0	0.999
gene:TraesCS7A03G0289700	Chr7A	82219011	82225885	-	82222448	Chr7A	82437381	82444151	-	82440766	1.0	1.0
gene:TraesCS7A03G0289800	Chr7A	82306606	82311389	-	82308997	Chr7A	82524838	82529621	-	82527229	1.0	1.0
gene:TraesCS7A03G0289900	Chr7A	82313646	82316832	+	82315239	Chr7A	82531879	82535065	+	82533472	1.0	0.998
gene:TraesCS7A03G0290000	Chr7A	82318696	82322613	-	82320654	Chr7A	82536929	82540855	-	82538892	1.0	0.993
gene:TraesCS7A03G0290300	Chr7A	82347326	82350193	+	82348759	Chr7A	82569093	82571976	+	82570534	1.0	0.99
gene:TraesCS7A03G0290800	Chr7A	82483898	82488715	-	82486306	Chr7A	82654593	82659396	-	82656994	1.0	0.998
gene:TraesCS7A03G0291700	Chr7A	82979132	82980888	-	82980010	Chr7A	83145332	83147084	-	83146208	1.0	0.995
gene:TraesCS7A03G0291900	Chr7A	83183391	83187483	+	83185437	Chr7A	83313184	83317245	+	83315214	1.0	0.997
gene:TraesCS7A03G0292100	Chr7A	83258286	83262495	+	83260390	Chr7A	83387346	83391071	+	83389208	0.951	0.95
gene:TraesCS7A03G0292200	Chr7A	83268476	83277139	+	83272807	Chr7A	83397138	83405675	+	83401406	1.0	0.965
gene:TraesCS7A03G0292300	Chr7A	83284922	83287493	+	83286207	Chr7A	83413495	83416066	+	83414780	1.0	1.0
gene:TraesCS7A03G0292400	Chr7A	83289031	83290170	-	83289600	Chr7A	83417604	83418743	-	83418173	1.0	1.0
gene:TraesCS7A03G0292500	Chr7A	83293107	83294048	-	83293577	Chr7A	83421678	83422619	-	83422148	1.0	1.0
gene:TraesCS7A03G0292600	Chr7A	83295869	83298162	-	83297015	Chr7A	83424440	83426733	-	83425586	1.0	0.999
gene:TraesCS7A03G0293200	Chr7A	83458711	83459860	-	83459285	Chr7A	83580836	83581985	-	83581410	1.0	1.0
gene:TraesCS7A03G0293500	Chr7A	83656298	83656912	-	83656605	Chr7A	83779071	83779684	-	83779377	0.998	0.978
gene:TraesCS7A03G0293700	Chr7A	83704628	83709372	+	83707000	Chr7A	83827157	83831915	+	83829536	0.999	0.99
gene:TraesCS7A03G0293800	Chr7A	83710187	83723935	+	83717061	Chr7A	83832721	83846132	+	83839426	1.0	0.998
gene:TraesCS7A03G0293900	Chr7A	83724452	83724871	+	83724661	Chr7A	83846653	83847073	+	83846863	1.0	0.983
gene:TraesCS7A03G0294000	Chr7A	83727794	83729004	+	83728399	Chr7A	83850017	83851226	+	83850621	1.0	0.987
gene:TraesCS7A03G0294100	Chr7A	83774162	83775621	+	83774891	Chr7A	83877687	83879146	+	83878416	1.0	0.996
gene:TraesCS7A03G0294200	Chr7A	83784265	83786369	+	83785317	Chr7A	83888680	83890725	+	83889702	0.99	0.987
gene:TraesCS7A03G0294400	Chr7A	83841612	83848611	-	83845111	Chr7A	83951201	83958228	-	83954714	1.0	0.989
gene:TraesCS7A03G0294600	Chr7A	83954250	83956469	+	83955359	Chr7A	84063752	84065971	+	84064861	1.0	0.993
gene:TraesCS7A03G0295100	Chr7A	84067006	84069254	-	84068130	Chr7A	84163855	84166101	-	84164978	1.0	0.995
gene:TraesCS7A03G0295600	Chr7A	84178862	84180179	+	84179520	Chr7A	84296446	84297763	+	84297104	1.0	0.991
gene:TraesCS7A03G0295800	Chr7A	84186913	84187137	-	84187025	Chr7A	84303508	84303732	-	84303620	1.0	0.986
gene:TraesCS7A03G0296800	Chr7A	84233860	84235343	+	84234601	Chr7A	84357070	84358553	+	84357811	1.0	0.999
gene:TraesCS7A03G0297100	Chr7A	84370170	84371031	+	84370600	Chr7A	84489209	84490070	+	84489639	1.0	0.996
gene:TraesCS7A03G0297200	Chr7A	84392339	84394010	+	84393174	Chr7A	84454935	84456606	+	84455770	1.0	0.993
gene:TraesCS7A03G0297600	Chr7A	84491335	84494193	-	84492764	Chr7A	84535292	84538152	-	84536722	1.0	0.996
gene:TraesCS7A03G0297800	Chr7A	84501526	84503319	+	84502422	Chr7A	84545429	84547222	+	84546325	1.0	0.994
gene:TraesCS7A03G0299900	Chr7A	85243585	85243916	-	85243750	Chr7A	84889776	84890107	-	84889941	1.0	0.996
gene:TraesCS7A03G0300000	Chr7A	85268972	85271946	+	85270459	Chr7A	84923231	84926205	+	84924718	1.0	0.999
gene:TraesCS7A03G0300100	Chr7A	85274047	85275255	-	85274651	Chr7A	84927153	84928373	-	84927763	1.0	1.0
gene:TraesCS7A03G0300300	Chr7A	85275812	85278467	-	85277139	Chr7A	84928930	84931585	-	84930257	1.0	0.997
gene:TraesCS7A03G0300600	Chr7A	85403320	85405698	-	85404509	Chr7A	85055122	85057380	-	85056251	0.949	0.94
gene:TraesCS7A03G0300700	Chr7A	85411337	85413778	-	85412557	Chr7A	85063051	85065492	-	85064271	1.0	0.998
gene:TraesCS7A03G0300800	Chr7A	85420085	85421425	+	85420755	Chr7A	85071929	85073425	+	85072677	0.989	0.985
gene:TraesCS7A03G0301500	Chr7A	85494424	85495516	+	85494970	Chr7A	85150546	85151638	+	85151092	1.0	1.0
gene:TraesCS7A03G0302000	Chr7A	85583949	85589183	-	85586566	Chr7A	85240078	85245319	-	85242698	1.0	0.995
gene:TraesCS7A03G0302100	Chr7A	85590152	85593834	-	85591993	Chr7A	85246293	85249989	-	85248141	0.998	0.995
gene:TraesCS7A03G0302400	Chr7A	85752461	85753522	+	85752991	Chr7A	85408629	85409690	+	85409159	1.0	1.0
gene:TraesCS7A03G0302600	Chr7A	85761131	85762178	+	85761654	Chr7A	85417297	85418344	+	85417820	1.0	1.0
gene:TraesCS7A03G0302800	Chr7A	85785974	85789151	-	85787562	Chr7A	85442163	85445340	-	85443751	1.0	1.0
gene:TraesCS7A03G0302900	Chr7A	85809043	85809483	+	85809263	Chr7A	85465236	85465676	+	85465456	1.0	0.997
gene:TraesCS7A03G0303400	Chr7A	85826749	85840265	-	85833507	Chr7A	85482860	85496403	-	85489631	1.0	0.998
gene:TraesCS7A03G0303600	Chr7A	85850204	85858549	-	85854376	Chr7A	85506491	85514840	-	85510665	1.0	0.998
gene:TraesCS7A03G0303700	Chr7A	86134629	86134871	+	86134750	Chr7A	85785824	85786066	+	85785945	1.0	1.0
gene:TraesCS7A03G0303800	Chr7A	86135954	86146286	-	86141120	Chr7A	85787149	85797412	-	85792280	0.993	0.988
gene:TraesCS7A03G0304000	Chr7A	86562176	86563462	+	86562819	Chr7A	86168267	86169553	+	86168910	1.0	0.993
gene:TraesCS7A03G0304100	Chr7A	86569386	86570533	+	86569959	Chr7A	86198829	86199970	+	86199399	0.994	0.994
gene:TraesCS7A03G0304600	Chr7A	86711242	86711941	-	86711591	Chr7A	86329002	86329701	-	86329351	1.0	0.996
gene:TraesCS7A03G0304700	Chr7A	86731057	86731586	-	86731321	Chr7A	86353128	86353657	-	86353392	1.0	1.0
gene:TraesCS7A03G0304800	Chr7A	86753880	86754517	+	86754198	Chr7A	86377708	86378345	+	86378026	1.0	0.998
gene:TraesCS7A03G0305300	Chr7A	86855253	86856415	+	86855834	Chr7A	86511852	86513013	+	86512432	0.998	0.996
gene:TraesCS7A03G0306100	Chr7A	86909287	86912343	+	86910815	Chr7A	86586457	86589513	+	86587985	1.0	0.997
gene:TraesCS7A03G0306700	Chr7A	87159356	87169196	-	87164276	Chr7A	86858126	86868390	-	86863258	1.0	0.991
gene:TraesCS7A03G0306800	Chr7A	87244899	87254045	+	87249472	Chr7A	86943618	86952772	+	86948195	1.0	0.999
gene:TraesCS7A03G0307000	Chr7A	87257478	87258566	-	87258022	Chr7A	86956216	86957304	-	86956760	1.0	0.999
gene:TraesCS7A03G0307100	Chr7A	87341617	87345179	+	87343398	Chr7A	87056437	87059860	+	87058148	0.928	0.922
gene:TraesCS7A03G0307400	Chr7A	87359233	87367720	+	87363476	Chr7A	87083888	87091842	+	87087865	0.996	0.992
gene:TraesCS7A03G0307500	Chr7A	87371668	87372453	-	87372060	Chr7A	87117966	87118751	-	87118358	1.0	0.998
gene:TraesCS7A03G0307600	Chr7A	87396608	87401325	+	87398966	Chr7A	87158019	87162682	+	87160350	0.999	0.994
gene:TraesCS7A03G0307700	Chr7A	87403601	87412256	+	87407928	Chr7A	87165033	87174070	+	87169551	0.971	0.951
gene:TraesCS7A03G0307800	Chr7A	87414235	87415434	+	87414834	Chr7A	87176070	87177269	+	87176669	1.0	0.997
gene:TraesCS7A03G0307900	Chr7A	87565343	87570385	+	87567864	Chr7A	87306075	87310731	+	87308403	1.0	0.996
gene:TraesCS7A03G0308000	Chr7A	87572839	87575565	-	87574202	Chr7A	87313147	87315882	-	87314514	1.0	0.992
gene:TraesCS7A03G0308400	Chr7A	87877352	87880265	-	87878808	Chr7A	87607097	87610010	-	87608553	1.0	0.997
gene:TraesCS7A03G0308600	Chr7A	87946582	87947639	-	87947110	Chr7A	87655247	87656304	-	87655775	1.0	0.976
gene:TraesCS7A03G0308700	Chr7A	88318951	88319827	+	88319389	Chr7A	88001748	88002624	+	88002186	1.0	1.0
