gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS1D03G0154400	Chr1D	53230155	53232919	+	53231537	Chr1D	52607212	52609976	+	52608594	1.0	0.998
gene:TraesCS1D03G0154800	Chr1D	53271673	53275022	+	53273347	Chr1D	52643436	52646785	+	52645110	1.0	0.998
gene:TraesCS1D03G0155000	Chr1D	53320641	53323827	+	53322234	Chr1D	52676522	52679730	+	52678126	1.0	0.979
gene:TraesCS1D03G0155100	Chr1D	53322398	53322672	-	53322535	Chr1D	52678301	52678575	-	52678438	1.0	0.994
gene:TraesCS1D03G0155300	Chr1D	53404375	53406769	+	53405572	Chr1D	52752818	52755217	+	52754017	0.999	0.991
gene:TraesCS1D03G0155400	Chr1D	53408307	53410192	-	53409249	Chr1D	52756755	52758639	-	52757697	0.999	0.992
gene:TraesCS1D03G0155500	Chr1D	53417717	53419345	-	53418531	Chr1D	52798567	52800195	-	52799381	1.0	0.995
gene:TraesCS1D03G0155700	Chr1D	53502269	53503991	-	53503130	Chr1D	52909950	52911673	-	52910811	1.0	0.995
gene:TraesCS1D03G0155800	Chr1D	53506181	53520176	-	53513178	Chr1D	52913690	52927505	-	52920597	0.997	0.991
gene:TraesCS1D03G0156300	Chr1D	53929417	53930098	-	53929757	Chr1D	53409841	53410522	-	53410181	1.0	0.996
gene:TraesCS1D03G0156400	Chr1D	53933183	53934152	-	53933667	Chr1D	53414913	53415882	-	53415397	1.0	1.0
gene:TraesCS1D03G0156800	Chr1D	54114121	54116416	+	54115268	Chr1D	53613355	53615665	+	53614510	1.0	0.981
gene:TraesCS1D03G0157000	Chr1D	54124695	54125123	-	54124909	Chr1D	53623956	53624384	-	53624170	1.0	1.0
gene:TraesCS1D03G0157300	Chr1D	54170942	54171448	+	54171195	Chr1D	53652881	53653387	+	53653134	1.0	1.0
gene:TraesCS1D03G0160300	Chr1D	55136067	55136279	-	55136173	Chr1D	54466794	54467006	-	54466900	1.0	1.0
gene:TraesCS1D03G0161600	Chr1D	55146758	55147336	+	55147047	Chr1D	54484984	54485562	+	54485273	1.0	0.977
gene:TraesCS1D03G0161800	Chr1D	55148812	55173915	+	55161363	Chr1D	54487013	54503251	+	54495132	0.982	0.968
gene:TraesCS1D03G0164800	Chr1D	55601280	55608668	+	55604974	Chr1D	54878035	54885442	+	54881738	1.0	0.987
gene:TraesCS1D03G0164900	Chr1D	55614179	55615711	-	55614945	Chr1D	54895024	54896556	-	54895790	1.0	0.997
gene:TraesCS1D03G0165000	Chr1D	55621184	55624932	-	55623058	Chr1D	54906268	54910016	-	54908142	1.0	1.0
gene:TraesCS1D03G0165600	Chr1D	55912163	55917865	+	55915014	Chr1D	55185924	55191620	+	55188772	1.0	0.994
gene:TraesCS1D03G0165900	Chr1D	55970420	55970617	+	55970518	Chr1D	55238242	55238439	+	55238340	1.0	0.984
gene:TraesCS1D03G0166000	Chr1D	55989916	55990956	-	55990436	Chr1D	55259207	55260242	-	55259724	0.991	0.984
gene:TraesCS1D03G0166100	Chr1D	56227885	56229586	-	56228735	Chr1D	55424099	55425802	-	55424950	1.0	0.995
gene:TraesCS1D03G0166200	Chr1D	56480606	56485336	+	56482971	Chr1D	55697235	55701974	+	55699604	1.0	0.999
gene:TraesCS1D03G0166300	Chr1D	56507086	56512519	-	56509802	Chr1D	55732257	55737673	-	55734965	1.0	0.998
gene:TraesCS1D03G0166900	Chr1D	56628424	56630557	-	56629490	Chr1D	55873135	55875265	-	55874200	0.998	0.996
gene:TraesCS1D03G0167300	Chr1D	57115886	57118451	+	57117168	Chr1D	56795418	56797991	+	56796704	0.999	0.992
gene:TraesCS1D03G0167700	Chr1D	57208422	57211526	-	57209974	Chr1D	56868315	56871411	-	56869863	0.997	0.995
gene:TraesCS1D03G0168200	Chr1D	57438076	57439185	+	57438630	Chr1D	57116661	57117770	+	57117215	1.0	0.998
gene:TraesCS1D03G0168300	Chr1D	57579126	57582399	+	57580762	Chr1D	57266674	57269968	+	57268321	0.999	0.997
gene:TraesCS1D03G0168800	Chr1D	57871496	57872599	+	57872047	Chr1D	57509211	57510314	+	57509762	1.0	0.995
gene:TraesCS1D03G0168900	Chr1D	58144468	58152202	+	58148335	Chr1D	57760546	57768281	+	57764413	1.0	0.999
gene:TraesCS1D03G0169000	Chr1D	58152719	58161217	-	58156968	Chr1D	57768798	57777294	-	57773046	1.0	0.997
gene:TraesCS1D03G0169100	Chr1D	58166068	58167544	-	58166806	Chr1D	57782141	57783172	-	57782656	0.998	0.994
gene:TraesCS1D03G0169800	Chr1D	58446826	58450230	+	58448528	Chr1D	58091203	58094604	+	58092903	0.998	0.996
gene:TraesCS1D03G0169900	Chr1D	58647295	58649574	+	58648434	Chr1D	58278189	58280468	+	58279328	1.0	0.999
gene:TraesCS1D03G0170000	Chr1D	58652313	58653709	-	58653011	Chr1D	58283203	58284599	-	58283901	1.0	0.999
gene:TraesCS1D03G0170300	Chr1D	58660184	58666004	-	58663094	Chr1D	58291082	58296732	-	58293907	0.997	0.994
gene:TraesCS1D03G0170400	Chr1D	58846526	58847126	+	58846826	Chr1D	58459325	58459925	+	58459625	1.0	0.995
gene:TraesCS1D03G0170500	Chr1D	58891737	58897206	-	58894471	Chr1D	58504517	58509986	-	58507251	1.0	0.999
gene:TraesCS1D03G0170600	Chr1D	58904712	58907289	-	58906000	Chr1D	58517519	58520094	-	58518806	0.998	0.996
gene:TraesCS1D03G0170700	Chr1D	59126725	59132828	+	59129776	Chr1D	58738394	58744495	+	58741444	1.0	1.0
gene:TraesCS1D03G0171100	Chr1D	59657396	59660542	+	59658969	Chr1D	59195483	59198765	+	59197124	1.0	0.996
gene:TraesCS1D03G0171200	Chr1D	59658863	59661871	-	59660367	Chr1D	59197086	59200094	-	59198590	1.0	0.998
gene:TraesCS1D03G0171300	Chr1D	59759269	59761270	-	59760269	Chr1D	59297404	59299405	-	59298404	1.0	0.998
gene:TraesCS1D03G0171400	Chr1D	59838008	59839997	-	59839002	Chr1D	59372355	59374343	-	59373349	0.999	0.997
gene:TraesCS1D03G0171900	Chr1D	60101647	60103763	-	60102705	Chr1D	59654262	59656362	-	59655312	0.991	0.989
gene:TraesCS1D03G0172000	Chr1D	60115487	60116661	+	60116074	Chr1D	59667098	59668255	+	59667676	1.0	0.998
gene:TraesCS1D03G0172600	Chr1D	60525627	60526148	+	60525887	Chr1D	60054095	60054616	+	60054355	1.0	1.0
gene:TraesCS1D03G0172700	Chr1D	60542546	60543882	+	60543214	Chr1D	60079875	60081211	+	60080543	1.0	1.0
gene:TraesCS1D03G0172800	Chr1D	60702789	60704204	+	60703496	Chr1D	60220893	60222308	+	60221600	1.0	1.0
gene:TraesCS1D03G0172900	Chr1D	60725817	60733027	-	60729422	Chr1D	60243925	60251135	-	60247530	1.0	1.0
gene:TraesCS1D03G0173100	Chr1D	61177371	61184175	+	61180773	Chr1D	60693791	60700595	+	60697193	1.0	1.0
gene:TraesCS1D03G0173600	Chr1D	61665222	61666322	+	61665772	Chr1D	61181021	61182121	+	61181571	1.0	1.0
gene:TraesCS1D03G0173800	Chr1D	61669990	61672307	+	61671148	Chr1D	61185789	61188106	+	61186947	1.0	1.0
gene:TraesCS1D03G0173900	Chr1D	61672535	61674391	+	61673463	Chr1D	61188334	61190190	+	61189262	1.0	1.0
gene:TraesCS1D03G0174200	Chr1D	61734054	61736784	+	61735419	Chr1D	61249855	61252585	+	61251220	1.0	1.0
gene:TraesCS1D03G0174400	Chr1D	61739116	61742139	-	61740627	Chr1D	61254906	61257924	-	61256415	0.996	0.971
gene:TraesCS1D03G0174800	Chr1D	61791980	61797328	-	61794654	Chr1D	61307647	61312995	-	61310321	1.0	1.0
gene:TraesCS1D03G0175100	Chr1D	61842214	61843305	-	61842759	Chr1D	61357895	61358986	-	61358440	1.0	1.0
gene:TraesCS1D03G0175200	Chr1D	61846524	61849564	-	61848044	Chr1D	61362205	61365245	-	61363725	1.0	1.0
gene:TraesCS1D03G0175300	Chr1D	61976835	61978490	+	61977662	Chr1D	61490730	61492385	+	61491557	1.0	0.999
gene:TraesCS1D03G0175500	Chr1D	61982146	61983570	-	61982858	Chr1D	61496041	61497465	-	61496753	1.0	1.0
gene:TraesCS1D03G0175600	Chr1D	61983627	61984313	-	61983970	Chr1D	61497522	61498208	-	61497865	1.0	1.0
gene:TraesCS1D03G0175800	Chr1D	62087137	62090108	-	62088622	Chr1D	61599725	61602696	-	61601210	1.0	1.0
gene:TraesCS1D03G0175900	Chr1D	62101668	62102696	-	62102182	Chr1D	61613953	61614981	-	61614467	1.0	1.0
gene:TraesCS1D03G0176400	Chr1D	62210487	62210882	-	62210684	Chr1D	61720780	61721175	-	61720977	1.0	1.0
gene:TraesCS1D03G0177300	Chr1D	62342544	62343218	-	62342881	Chr1D	61852257	61852931	-	61852594	1.0	1.0
gene:TraesCS1D03G0177400	Chr1D	62348461	62354147	+	62351304	Chr1D	61858175	61863861	+	61861018	1.0	1.0
gene:TraesCS1D03G0177800	Chr1D	62729950	62733642	+	62731796	Chr1D	62239700	62243392	+	62241546	1.0	1.0
gene:TraesCS1D03G0177900	Chr1D	62736217	62739437	+	62737827	Chr1D	62246015	62249240	+	62247627	1.0	1.0
gene:TraesCS1D03G0178000	Chr1D	62738656	62744341	-	62741498	Chr1D	62248459	62254144	-	62251301	1.0	1.0
gene:TraesCS1D03G0178400	Chr1D	62831369	62835829	-	62833599	Chr1D	62340595	62345055	-	62342825	1.0	1.0
gene:TraesCS1D03G0178800	Chr1D	63082795	63089432	+	63086113	Chr1D	62592088	62598732	+	62595410	1.0	1.0
gene:TraesCS1D03G0179000	Chr1D	63157486	63175590	+	63166538	Chr1D	62666700	62684805	+	62675752	1.0	1.0
gene:TraesCS1D03G0179100	Chr1D	63178046	63183133	-	63180589	Chr1D	62687262	62692349	-	62689805	1.0	1.0
gene:TraesCS1D03G0179400	Chr1D	63381866	63382222	-	63382044	Chr1D	63099465	63099821	-	63099643	1.0	1.0
gene:TraesCS1D03G0179300	Chr1D	63380070	63386732	-	63383401	Chr1D	63097668	63104331	-	63100999	1.0	1.0
gene:TraesCS1D03G0179500	Chr1D	63396261	63396647	+	63396454	Chr1D	63113861	63114247	+	63114054	1.0	1.0
gene:TraesCS1D03G0179900	Chr1D	63429327	63435232	-	63432279	Chr1D	63146929	63152834	-	63149881	1.0	1.0
gene:TraesCS1D03G0180100	Chr1D	63494736	63498179	+	63496457	Chr1D	63212312	63215755	+	63214033	1.0	1.0
gene:TraesCS1D03G0180300	Chr1D	63526523	63528215	+	63527369	Chr1D	63244104	63245796	+	63244950	1.0	1.0
gene:TraesCS1D03G0180400	Chr1D	63601594	63602703	-	63602148	Chr1D	63319137	63320246	-	63319691	1.0	1.0
gene:TraesCS1D03G0180500	Chr1D	63613050	63621350	-	63617200	Chr1D	63330596	63338896	-	63334746	1.0	1.0
gene:TraesCS1D03G0181300	Chr1D	64144777	64147495	-	64146136	Chr1D	63861170	63863888	-	63862529	1.0	0.999
gene:TraesCS1D03G0181500	Chr1D	64556765	64557256	+	64557010	Chr1D	64281576	64282067	+	64281821	1.0	1.0
gene:TraesCS1D03G0182500	Chr1D	64689133	64691812	+	64690472	Chr1D	64407674	64410354	+	64409014	1.0	1.0
gene:TraesCS1D03G0182700	Chr1D	65143900	65145367	-	65144633	Chr1D	64861709	64863176	-	64862442	1.0	1.0
gene:TraesCS1D03G0182800	Chr1D	65145740	65149392	-	65147566	Chr1D	64863549	64867201	-	64865375	1.0	1.0
gene:TraesCS1D03G0182900	Chr1D	65312395	65358754	+	65335574	Chr1D	65029731	65076108	+	65052919	1.0	1.0
gene:TraesCS1D03G0183100	Chr1D	65363321	65393852	-	65378586	Chr1D	65080675	65111217	-	65095946	1.0	1.0
gene:TraesCS1D03G0183800	Chr1D	65609558	65612162	+	65610860	Chr1D	65326964	65329568	+	65328266	1.0	0.999
gene:TraesCS1D03G0183900	Chr1D	65612625	65617107	-	65614866	Chr1D	65330031	65334513	-	65332272	1.0	1.0
gene:TraesCS1D03G0184100	Chr1D	65759476	65763319	+	65761397	Chr1D	65476330	65480173	+	65478251	1.0	1.0
gene:TraesCS1D03G0184300	Chr1D	65792624	65796606	-	65794615	Chr1D	65509503	65513485	-	65511494	1.0	1.0
gene:TraesCS1D03G0184400	Chr1D	65886970	65888462	+	65887716	Chr1D	65603891	65605383	+	65604637	1.0	1.0
gene:TraesCS1D03G0184600	Chr1D	65961899	65963252	+	65962575	Chr1D	65678894	65680247	+	65679570	1.0	1.0
gene:TraesCS1D03G0184700	Chr1D	65987631	65989375	+	65988503	Chr1D	65704629	65706373	+	65705501	1.0	1.0
gene:TraesCS1D03G0184800	Chr1D	66051586	66053382	+	66052484	Chr1D	65768609	65770405	+	65769507	1.0	0.999
gene:TraesCS1D03G0185100	Chr1D	66083500	66085043	+	66084271	Chr1D	65800535	65802078	+	65801306	1.0	1.0
gene:TraesCS1D03G0185200	Chr1D	66088484	66089841	+	66089162	Chr1D	65805519	65806876	+	65806197	1.0	1.0
gene:TraesCS1D03G0185300	Chr1D	66129209	66130667	+	66129938	Chr1D	65846275	65847733	+	65847004	1.0	0.999
gene:TraesCS1D03G0185400	Chr1D	66210714	66218832	-	66214773	Chr1D	65927783	65935902	-	65931842	1.0	1.0
gene:TraesCS1D03G0185500	Chr1D	66545403	66546783	+	66546093	Chr1D	66261316	66262696	+	66262006	1.0	1.0
gene:TraesCS1D03G0185600	Chr1D	66559888	66562809	+	66561348	Chr1D	66275819	66278740	+	66277279	1.0	1.0
gene:TraesCS1D03G0185700	Chr1D	66568373	66569583	-	66568978	Chr1D	66284306	66285516	-	66284911	1.0	1.0
gene:TraesCS1D03G0185800	Chr1D	66627341	66628931	-	66628136	Chr1D	66339737	66341327	-	66340532	1.0	1.0
gene:TraesCS1D03G0185900	Chr1D	66742088	66743440	+	66742764	Chr1D	66454498	66455850	+	66455174	1.0	1.0
gene:TraesCS1D03G0186000	Chr1D	66806196	66807368	+	66806782	Chr1D	66518642	66519814	+	66519228	1.0	1.0
gene:TraesCS1D03G0186200	Chr1D	66830392	66834504	+	66832448	Chr1D	66542731	66546843	+	66544787	1.0	1.0
gene:TraesCS1D03G0186400	Chr1D	66834866	66837661	-	66836263	Chr1D	66547205	66550000	-	66548602	1.0	1.0
gene:TraesCS1D03G0186700	Chr1D	66880141	66880452	-	66880296	Chr1D	66592256	66592567	-	66592411	1.0	1.0
gene:TraesCS1D03G0186800	Chr1D	67119975	67121149	-	67120562	Chr1D	66829122	66830296	-	66829709	1.0	1.0
gene:TraesCS1D03G0187000	Chr1D	67142473	67143483	+	67142978	Chr1D	66852528	66853538	+	66853033	1.0	1.0
gene:TraesCS1D03G0187200	Chr1D	67145597	67150094	-	67147845	Chr1D	66855652	66860149	-	66857900	1.0	1.0
gene:TraesCS1D03G0187400	Chr1D	67309709	67312304	-	67311006	Chr1D	67018226	67020821	-	67019523	1.0	1.0
gene:TraesCS1D03G0187500	Chr1D	67315129	67316775	-	67315952	Chr1D	67023647	67025293	-	67024470	1.0	1.0
gene:TraesCS1D03G0187600	Chr1D	67357730	67361382	-	67359556	Chr1D	67058809	67062461	-	67060635	1.0	1.0
gene:TraesCS1D03G0187800	Chr1D	67540943	67547501	+	67544222	Chr1D	67242024	67248553	+	67245288	1.0	0.997
gene:TraesCS1D03G0188000	Chr1D	67552581	67555538	+	67554059	Chr1D	67253704	67256661	+	67255182	1.0	1.0
gene:TraesCS1D03G0188300	Chr1D	67634137	67638388	-	67636262	Chr1D	67344461	67348712	-	67346586	1.0	1.0
gene:TraesCS1D03G0188800	Chr1D	68097862	68102545	-	68100203	Chr1D	67802847	67807530	-	67805188	1.0	1.0
gene:TraesCS1D03G0189200	Chr1D	68962714	68970161	+	68966437	Chr1D	68664074	68671522	+	68667798	1.0	1.0
gene:TraesCS1D03G0189600	Chr1D	69302954	69309696	+	69306325	Chr1D	69003316	69010058	+	69006687	1.0	1.0
gene:TraesCS1D03G0189900	Chr1D	69389842	69391958	+	69390900	Chr1D	69090011	69092127	+	69091069	1.0	1.0
gene:TraesCS1D03G0190000	Chr1D	69396914	69404345	-	69400629	Chr1D	69097086	69104517	-	69100801	1.0	1.0
gene:TraesCS1D03G0190500	Chr1D	69409239	69411237	-	69410238	Chr1D	69109350	69111348	-	69110349	1.0	1.0
gene:TraesCS1D03G0190900	Chr1D	69533389	69534300	-	69533844	Chr1D	69233802	69234713	-	69234257	1.0	1.0
gene:TraesCS1D03G0191100	Chr1D	69563593	69565276	-	69564434	Chr1D	69264007	69265690	-	69264848	1.0	1.0
gene:TraesCS1D03G0191200	Chr1D	69599829	69600227	+	69600028	Chr1D	69300252	69300650	+	69300451	1.0	1.0
gene:TraesCS1D03G0191300	Chr1D	69763394	69767608	+	69765501	Chr1D	69463923	69468137	+	69466030	1.0	1.0
gene:TraesCS1D03G0191500	Chr1D	69836293	69837850	-	69837071	Chr1D	69536836	69538393	-	69537614	1.0	1.0
gene:TraesCS1D03G0191700	Chr1D	69892772	69893590	-	69893181	Chr1D	69593320	69594138	-	69593729	1.0	1.0
gene:TraesCS1D03G0192200	Chr1D	70193743	70194718	-	70194230	Chr1D	69893578	69894553	-	69894065	1.0	1.0
gene:TraesCS1D03G0192300	Chr1D	70196854	70202156	-	70199505	Chr1D	69896689	69902020	-	69899354	1.0	0.999
gene:TraesCS1D03G0192400	Chr1D	70206140	70207369	-	70206754	Chr1D	69906004	69907233	-	69906618	1.0	1.0
gene:TraesCS1D03G0192500	Chr1D	71064564	71067171	+	71065867	Chr1D	70769864	70772496	+	70771180	1.0	1.0
gene:TraesCS1D03G0194700	Chr1D	71644408	71646898	+	71645653	Chr1D	71348997	71351487	+	71350242	1.0	0.999
gene:TraesCS1D03G0195100	Chr1D	72083091	72085180	+	72084135	Chr1D	71786525	71788614	+	71787569	1.0	1.0
gene:TraesCS1D03G0195300	Chr1D	72290918	72294845	+	72292881	Chr1D	71991649	71995561	+	71993605	1.0	1.0
gene:TraesCS1D03G0195400	Chr1D	72302624	72312330	-	72307477	Chr1D	72003340	72013046	-	72008193	1.0	1.0
gene:TraesCS1D03G0195500	Chr1D	72363083	72363849	-	72363466	Chr1D	72063763	72064529	-	72064146	1.0	0.995
gene:TraesCS1D03G0195600	Chr1D	72376612	72378163	-	72377387	Chr1D	72077292	72078843	-	72078067	1.0	1.0
gene:TraesCS1D03G0196100	Chr1D	72393602	72394897	-	72394249	Chr1D	72094288	72095583	-	72094935	1.0	1.0
gene:TraesCS1D03G0196500	Chr1D	72657476	72657919	-	72657697	Chr1D	72369199	72369642	-	72369420	1.0	1.0
gene:TraesCS1D03G0196700	Chr1D	72708640	72710475	-	72709557	Chr1D	72420370	72422206	-	72421288	1.0	0.999
gene:TraesCS1D03G0196800	Chr1D	72797657	72802295	-	72799976	Chr1D	72509390	72514028	-	72511709	1.0	1.0
gene:TraesCS1D03G0197000	Chr1D	72967473	72972390	-	72969931	Chr1D	72679270	72684186	-	72681728	1.0	0.999
gene:TraesCS1D03G0197400	Chr1D	73286306	73287349	+	73286827	Chr1D	72997315	72998358	+	72997836	1.0	1.0
gene:TraesCS1D03G0197500	Chr1D	73287429	73288471	+	73287950	Chr1D	72998438	72999480	+	72998959	1.0	1.0
gene:TraesCS1D03G0197900	Chr1D	73291920	73292962	+	73292441	Chr1D	73002929	73003971	+	73003450	1.0	1.0
gene:TraesCS1D03G0198000	Chr1D	73314597	73315639	+	73315118	Chr1D	73026498	73027540	+	73027019	1.0	1.0
gene:TraesCS1D03G0198700	Chr1D	73531784	73542296	+	73537040	Chr1D	73243317	73253830	+	73248573	1.0	1.0
gene:TraesCS1D03G0199100	Chr1D	73651557	73651859	-	73651708	Chr1D	73362247	73362549	-	73362398	1.0	1.0
gene:TraesCS1D03G0199300	Chr1D	73756365	73756667	-	73756516	Chr1D	73465665	73465967	-	73465816	1.0	1.0
gene:TraesCS1D03G0199400	Chr1D	73762222	73762853	-	73762537	Chr1D	73471518	73472149	-	73471833	1.0	1.0
gene:TraesCS1D03G0199500	Chr1D	73785052	73793501	-	73789276	Chr1D	73494318	73502773	-	73498545	1.0	1.0
gene:TraesCS1D03G0199900	Chr1D	74091757	74091984	-	74091870	Chr1D	73800941	73801168	-	73801054	1.0	1.0
gene:TraesCS1D03G0200300	Chr1D	74241177	74244176	-	74242676	Chr1D	73949962	73952961	-	73951461	1.0	1.0
gene:TraesCS1D03G0200400	Chr1D	74481478	74484037	+	74482757	Chr1D	74187348	74189907	+	74188627	1.0	1.0
gene:TraesCS1D03G0200500	Chr1D	74484746	74485709	+	74485227	Chr1D	74190616	74191579	+	74191097	1.0	1.0
gene:TraesCS1D03G0201700	Chr1D	74962152	74964099	-	74963125	Chr1D	74668083	74670030	-	74669056	1.0	1.0
gene:TraesCS1D03G0201900	Chr1D	75627648	75629210	-	75628429	Chr1D	75328667	75330223	-	75329445	0.996	0.995
gene:TraesCS1D03G0202000	Chr1D	75634480	75636276	-	75635378	Chr1D	75335493	75337289	-	75336391	1.0	1.0
gene:TraesCS1D03G0202100	Chr1D	75651028	75652708	-	75651868	Chr1D	75352041	75353721	-	75352881	1.0	0.999
gene:TraesCS1D03G0202200	Chr1D	75690969	75692060	+	75691514	Chr1D	75391735	75392826	+	75392280	1.0	1.0
gene:TraesCS1D03G0202300	Chr1D	75692674	75695276	-	75693975	Chr1D	75393440	75396042	-	75394741	1.0	1.0
gene:TraesCS1D03G0202900	Chr1D	76091146	76095320	+	76093233	Chr1D	75790058	75794232	+	75792145	1.0	1.0
gene:TraesCS1D03G0203000	Chr1D	76094729	76098200	-	76096464	Chr1D	75793641	75797112	-	75795376	1.0	1.0
gene:TraesCS1D03G0203100	Chr1D	76248211	76251827	-	76250019	Chr1D	75947144	75950760	-	75948952	1.0	1.0
gene:TraesCS1D03G0203400	Chr1D	76340907	76345049	-	76342978	Chr1D	76039843	76043985	-	76041914	1.0	1.0
gene:TraesCS1D03G0203500	Chr1D	76511494	76514006	-	76512750	Chr1D	76210152	76212664	-	76211408	1.0	1.0
gene:TraesCS1D03G0203800	Chr1D	76867230	76872803	+	76870016	Chr1D	76565874	76571447	+	76568660	1.0	0.999
gene:TraesCS1D03G0203900	Chr1D	76874821	76881824	+	76878322	Chr1D	76573466	76580469	+	76576967	1.0	1.0
gene:TraesCS1D03G0204200	Chr1D	76907666	76916601	-	76912133	Chr1D	76606076	76615011	-	76610543	1.0	1.0
gene:TraesCS1D03G0204300	Chr1D	76916854	76924414	+	76920634	Chr1D	76615264	76622824	+	76619044	1.0	1.0
gene:TraesCS1D03G0204500	Chr1D	76956795	76957793	-	76957294	Chr1D	76654092	76655090	-	76654591	1.0	1.0
gene:TraesCS1D03G0204600	Chr1D	77006634	77010328	-	77008481	Chr1D	76703947	76707639	-	76705793	0.999	0.999
gene:TraesCS1D03G0204700	Chr1D	77156620	77163471	-	77160045	Chr1D	76853722	76860574	-	76857148	1.0	1.0
gene:TraesCS1D03G0204800	Chr1D	77171298	77178569	-	77174933	Chr1D	76868025	76875298	-	76871661	1.0	0.999
gene:TraesCS1D03G0204900	Chr1D	77458902	77472081	+	77465491	Chr1D	77155456	77168635	+	77162045	1.0	0.998
gene:TraesCS1D03G0205100	Chr1D	77483722	77484351	-	77484036	Chr1D	77180220	77180849	-	77180534	1.0	1.0
gene:TraesCS1D03G0205200	Chr1D	77528427	77530707	+	77529567	Chr1D	77224933	77227213	+	77226073	1.0	1.0
gene:TraesCS1D03G0205300	Chr1D	77582925	77594728	-	77588826	Chr1D	77279458	77291261	-	77285359	1.0	1.0
gene:TraesCS1D03G0206700	Chr1D	78289913	78306940	-	78298426	Chr1D	77978762	77995407	-	77987084	1.0	1.0
gene:TraesCS1D03G0207300	Chr1D	78716809	78725902	+	78721355	Chr1D	78404356	78413449	+	78408902	1.0	1.0
gene:TraesCS1D03G0207500	Chr1D	78839884	78845104	-	78842494	Chr1D	78526554	78531774	-	78529164	1.0	1.0
gene:TraesCS1D03G0207600	Chr1D	78850285	78856085	-	78853185	Chr1D	78536791	78542591	-	78539691	1.0	1.0
gene:TraesCS1D03G0207700	Chr1D	78950538	78952289	-	78951413	Chr1D	78636078	78637829	-	78636953	1.0	1.0
gene:TraesCS1D03G0208100	Chr1D	79026994	79028204	+	79027599	Chr1D	78712383	78713593	+	78712988	1.0	1.0
gene:TraesCS1D03G0209600	Chr1D	79099224	79101561	+	79100392	Chr1D	78784604	78786941	+	78785772	1.0	1.0
gene:TraesCS1D03G0210000	Chr1D	79631235	79634798	+	79633016	Chr1D	79315760	79319631	+	79317695	1.0	0.996
gene:TraesCS1D03G0210100	Chr1D	79636666	79639422	-	79638044	Chr1D	79321499	79324255	-	79322877	1.0	1.0
gene:TraesCS1D03G0210200	Chr1D	79678684	79683042	+	79680863	Chr1D	79363510	79367903	+	79365706	1.0	1.0
gene:TraesCS1D03G0210300	Chr1D	79973745	79977764	+	79975754	Chr1D	79645705	79649724	+	79647714	1.0	1.0
gene:TraesCS1D03G0210600	Chr1D	79983650	79986457	-	79985053	Chr1D	79655610	79658417	-	79657013	1.0	1.0
gene:TraesCS1D03G0211600	Chr1D	80160246	80165704	-	80162975	Chr1D	79832274	79837733	-	79835003	1.0	0.999
gene:TraesCS1D03G0211900	Chr1D	80194735	80198136	-	80196435	Chr1D	79866765	79870166	-	79868465	1.0	1.0
gene:TraesCS1D03G0212100	Chr1D	80518678	80520587	-	80519632	Chr1D	80190025	80191934	-	80190979	1.0	1.0
gene:TraesCS1D03G0212200	Chr1D	80543174	80546587	+	80544880	Chr1D	80214521	80217934	+	80216227	1.0	1.0
gene:TraesCS1D03G0212300	Chr1D	80547167	80551981	-	80549574	Chr1D	80218514	80223328	-	80220921	1.0	1.0
gene:TraesCS1D03G0212500	Chr1D	80561864	80568157	-	80565010	Chr1D	80233211	80239504	-	80236357	1.0	1.0
gene:TraesCS1D03G0212600	Chr1D	80568506	80573588	+	80571047	Chr1D	80239855	80244937	+	80242396	1.0	1.0
gene:TraesCS1D03G0212800	Chr1D	80573599	80574945	-	80574272	Chr1D	80244948	80246294	-	80245621	1.0	1.0
gene:TraesCS1D03G0213000	Chr1D	80632319	80635428	-	80633873	Chr1D	80303407	80306516	-	80304961	1.0	1.0
gene:TraesCS1D03G0213200	Chr1D	80842813	80844561	+	80843687	Chr1D	80515013	80516761	+	80515887	1.0	0.999
gene:TraesCS1D03G0213300	Chr1D	81027139	81029703	+	81028421	Chr1D	80699394	80701958	+	80700676	1.0	1.0
gene:TraesCS1D03G0214100	Chr1D	81252510	81254935	-	81253722	Chr1D	80923599	80926024	-	80924811	1.0	1.0
gene:TraesCS1D03G0214200	Chr1D	81294208	81295352	-	81294780	Chr1D	80965332	80966476	-	80965904	1.0	1.0
gene:TraesCS1D03G0215200	Chr1D	81579656	81581799	+	81580727	Chr1D	81250091	81252234	+	81251162	1.0	1.0
gene:TraesCS1D03G0215700	Chr1D	82105149	82106446	+	82105797	Chr1D	81774647	81775944	+	81775295	1.0	1.0
gene:TraesCS1D03G0215800	Chr1D	82142488	82143000	+	82142744	Chr1D	81811988	81812500	+	81812244	1.0	1.0
gene:TraesCS1D03G0215900	Chr1D	82148622	82157468	+	82153045	Chr1D	81818123	81826960	+	81822541	1.0	0.999
gene:TraesCS1D03G0216000	Chr1D	82158826	82161200	+	82160013	Chr1D	81828318	81830692	+	81829505	1.0	1.0
gene:TraesCS1D03G0216100	Chr1D	82163869	82166306	-	82165087	Chr1D	81833361	81835842	-	81834601	0.999	0.959
