gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS2B03G0350400	Chr2B	118834732	118838811	+	118836771	Chr2B	113168804	113172883	+	113170843	1.0	0.998
gene:TraesCS2B03G0350700	Chr2B	119016601	119017852	-	119017226	Chr2B	113341010	113342266	-	113341638	1.0	0.997
gene:TraesCS2B03G0350800	Chr2B	119022137	119023642	-	119022889	Chr2B	113346769	113348274	-	113347521	0.999	0.992
gene:TraesCS2B03G0351000	Chr2B	119050807	119052253	-	119051530	Chr2B	113369730	113371176	-	113370453	1.0	0.997
gene:TraesCS2B03G0351100	Chr2B	119061475	119063193	-	119062334	Chr2B	113379877	113381595	-	113380736	1.0	0.999
gene:TraesCS2B03G0351200	Chr2B	119151663	119152999	+	119152331	Chr2B	113470551	113471887	+	113471219	1.0	0.999
gene:TraesCS2B03G0351300	Chr2B	119339919	119341793	+	119340856	Chr2B	113658379	113660253	+	113659316	1.0	1.0
gene:TraesCS2B03G0351400	Chr2B	119427636	119429180	+	119428408	Chr2B	113746347	113747891	+	113747119	1.0	1.0
gene:TraesCS2B03G0351500	Chr2B	119434000	119442679	-	119438339	Chr2B	113752841	113761520	-	113757180	1.0	1.0
gene:TraesCS2B03G0351600	Chr2B	119627739	119632758	+	119630248	Chr2B	113945363	113950382	+	113947872	1.0	1.0
gene:TraesCS2B03G0351800	Chr2B	119632930	119634829	-	119633879	Chr2B	113950554	113952453	-	113951503	1.0	1.0
gene:TraesCS2B03G0351900	Chr2B	119638249	119639291	-	119638770	Chr2B	113955873	113956915	-	113956394	1.0	0.998
gene:TraesCS2B03G0352400	Chr2B	119894542	119895633	+	119895087	Chr2B	114210853	114211944	+	114211398	1.0	0.998
gene:TraesCS2B03G0352600	Chr2B	120167244	120168626	+	120167935	Chr2B	114484639	114486021	+	114485330	1.0	1.0
gene:TraesCS2B03G0352700	Chr2B	120168929	120170853	-	120169891	Chr2B	114486324	114488248	-	114487286	1.0	1.0
gene:TraesCS2B03G0352800	Chr2B	120426016	120435033	-	120430524	Chr2B	114743263	114752261	-	114747762	0.989	0.964
gene:TraesCS2B03G0353500	Chr2B	120801549	120802121	+	120801835	Chr2B	115118749	115119321	+	115119035	1.0	1.0
gene:TraesCS2B03G0353700	Chr2B	120805359	120805797	-	120805578	Chr2B	115122559	115122997	-	115122778	1.0	0.997
gene:TraesCS2B03G0353800	Chr2B	120806162	120806755	+	120806458	Chr2B	115123362	115123955	+	115123658	1.0	0.998
gene:TraesCS2B03G0355200	Chr2B	121119004	121127998	-	121123501	Chr2B	115431600	115440595	-	115436097	1.0	1.0
gene:TraesCS2B03G0355400	Chr2B	121219168	121221596	+	121220382	Chr2B	115531773	115534198	+	115532985	1.0	1.0
gene:TraesCS2B03G0355500	Chr2B	121222609	121225305	+	121223957	Chr2B	115535211	115538046	+	115536628	1.0	1.0
gene:TraesCS2B03G0355900	Chr2B	121230160	121241978	-	121236069	Chr2B	115542902	115554876	-	115548889	1.0	1.0
gene:TraesCS2B03G0356100	Chr2B	121281170	121283620	-	121282395	Chr2B	115593820	115596270	-	115595045	1.0	1.0
gene:TraesCS2B03G0356300	Chr2B	121555271	121568412	+	121561841	Chr2B	115867677	115880818	+	115874247	1.0	1.0
gene:TraesCS2B03G0357000	Chr2B	122003420	122005283	-	122004351	Chr2B	116304207	116306070	-	116305138	1.0	1.0
gene:TraesCS2B03G0357100	Chr2B	122005451	122008408	+	122006929	Chr2B	116306238	116309195	+	116307716	1.0	1.0
gene:TraesCS2B03G0357200	Chr2B	122010577	122015427	-	122013002	Chr2B	116311364	116316214	-	116313789	1.0	1.0
gene:TraesCS2B03G0357400	Chr2B	122018697	122021947	-	122020322	Chr2B	116319484	116322734	-	116321109	1.0	1.0
gene:TraesCS2B03G0357500	Chr2B	122194450	122195418	-	122194934	Chr2B	116501075	116502043	-	116501559	1.0	1.0
gene:TraesCS2B03G0357700	Chr2B	122281083	122284303	+	122282693	Chr2B	116587483	116590703	+	116589093	1.0	1.0
gene:TraesCS2B03G0357800	Chr2B	122332427	122334569	+	122333498	Chr2B	116638056	116640198	+	116639127	1.0	1.0
gene:TraesCS2B03G0358200	Chr2B	122388294	122388659	-	122388476	Chr2B	116693957	116694322	-	116694139	1.0	1.0
gene:TraesCS2B03G0358500	Chr2B	122478137	122484581	+	122481359	Chr2B	116783273	116789716	+	116786494	1.0	0.995
gene:TraesCS2B03G0359000	Chr2B	122607993	122611970	-	122609981	Chr2B	116911251	116915230	-	116913240	1.0	1.0
gene:TraesCS2B03G0359200	Chr2B	122719149	122721365	+	122720257	Chr2B	117022407	117024623	+	117023515	1.0	1.0
gene:TraesCS2B03G0359600	Chr2B	123164911	123174464	+	123169687	Chr2B	117463623	117473176	+	117468399	1.0	1.0
gene:TraesCS2B03G0359800	Chr2B	123335031	123335594	+	123335312	Chr2B	117656816	117657379	+	117657097	1.0	1.0
gene:TraesCS2B03G0359900	Chr2B	123336291	123342767	-	123339529	Chr2B	117658075	117664057	-	117661066	0.965	0.963
gene:TraesCS2B03G0360400	Chr2B	123576104	123578100	-	123577102	Chr2B	117873545	117875540	-	117874542	0.998	0.996
gene:TraesCS2B03G0360500	Chr2B	123577313	123578408	-	123577860	Chr2B	117874753	117875848	-	117875300	1.0	0.993
gene:TraesCS2B03G0360700	Chr2B	123794749	123799451	+	123797100	Chr2B	118095826	118100530	+	118098178	0.999	0.997
gene:TraesCS2B03G0361000	Chr2B	123810013	123810282	+	123810147	Chr2B	118111108	118111377	+	118111242	1.0	1.0
gene:TraesCS2B03G0361200	Chr2B	123845400	123846044	+	123845722	Chr2B	118155549	118156194	+	118155871	1.0	0.992
gene:TraesCS2B03G0362100	Chr2B	123868277	123868747	-	123868512	Chr2B	118178313	118178783	-	118178548	1.0	0.991
gene:TraesCS2B03G0362200	Chr2B	123927059	123930743	-	123928901	Chr2B	118237246	118240690	-	118238968	0.999	0.996
gene:TraesCS2B03G0362500	Chr2B	124232417	124236117	+	124234267	Chr2B	118521215	118524912	+	118523063	0.999	0.996
gene:TraesCS2B03G0362600	Chr2B	124268365	124269780	+	124269072	Chr2B	118537106	118538521	+	118537813	1.0	1.0
gene:TraesCS2B03G0362800	Chr2B	124276983	124277270	+	124277126	Chr2B	118546164	118546451	+	118546307	1.0	0.986
gene:TraesCS2B03G0363100	Chr2B	124295125	124305672	-	124300398	Chr2B	118560181	118570729	-	118565455	1.0	0.997
gene:TraesCS2B03G0363300	Chr2B	124351449	124351757	-	124351603	Chr2B	118616524	118616832	-	118616678	1.0	0.993
gene:TraesCS2B03G0363600	Chr2B	124367721	124373714	-	124370717	Chr2B	118633935	118635821	-	118634878	0.956	0.947
gene:TraesCS2B03G0363800	Chr2B	124426644	124430637	-	124428640	Chr2B	118684499	118688492	-	118686495	1.0	0.999
gene:TraesCS2B03G0364200	Chr2B	124802345	124803778	-	124803061	Chr2B	119038710	119040119	-	119039414	0.983	0.981
gene:TraesCS2B03G0364500	Chr2B	125062307	125073158	+	125067732	Chr2B	119330372	119341311	+	119335841	0.965	0.961
gene:TraesCS2B03G0364900	Chr2B	125576268	125583165	+	125579716	Chr2B	120154568	120161468	+	120158018	1.0	0.998
gene:TraesCS2B03G0365400	Chr2B	125810531	125815068	+	125812799	Chr2B	120371418	120375924	+	120373671	0.998	0.992
gene:TraesCS2B03G0365800	Chr2B	125828535	125834248	-	125831391	Chr2B	120389385	120395098	-	120392241	1.0	0.998
gene:TraesCS2B03G0365900	Chr2B	125875630	125876966	+	125876298	Chr2B	120457517	120458876	+	120458196	0.989	0.931
gene:TraesCS2B03G0366200	Chr2B	125935054	125937477	-	125936265	Chr2B	120579220	120581642	-	120580431	0.997	0.976
gene:TraesCS2B03G0366300	Chr2B	126003459	126006319	-	126004889	Chr2B	120646387	120649245	-	120647816	1.0	0.999
gene:TraesCS2B03G0366400	Chr2B	126008990	126013596	-	126011293	Chr2B	120651984	120655553	-	120653768	1.0	0.997
gene:TraesCS2B03G0366800	Chr2B	126251834	126252823	-	126252328	Chr2B	120945141	120946131	-	120945636	1.0	0.995
gene:TraesCS2B03G0366900	Chr2B	126252964	126253931	-	126253447	Chr2B	120946272	120947239	-	120946755	1.0	0.993
gene:TraesCS2B03G0367600	Chr2B	126542571	126542967	+	126542769	Chr2B	121232358	121232754	+	121232556	1.0	0.996
gene:TraesCS2B03G0367700	Chr2B	126543473	126548661	-	126546067	Chr2B	121233260	121238448	-	121235854	1.0	0.998
gene:TraesCS2B03G0367800	Chr2B	126569688	126573013	+	126571350	Chr2B	121270402	121273727	+	121272064	1.0	0.999
gene:TraesCS2B03G0368000	Chr2B	126619175	126620896	+	126620035	Chr2B	121324819	121326540	+	121325679	1.0	0.995
gene:TraesCS2B03G0368100	Chr2B	126627026	126633276	+	126630151	Chr2B	121332753	121339003	+	121335878	1.0	0.998
gene:TraesCS2B03G0368400	Chr2B	126801473	126804844	+	126803158	Chr2B	121841521	121844900	+	121843210	0.995	0.955
gene:TraesCS2B03G0368800	Chr2B	126987142	126987873	-	126987507	Chr2B	122040199	122040930	-	122040564	1.0	0.995
gene:TraesCS2B03G0368900	Chr2B	127120892	127122013	+	127121452	Chr2B	122151493	122152614	+	122152053	1.0	0.995
gene:TraesCS2B03G0369200	Chr2B	127179546	127181474	+	127180510	Chr2B	122207649	122209577	+	122208613	1.0	0.997
gene:TraesCS2B03G0369300	Chr2B	127564393	127569146	-	127566769	Chr2B	122581799	122586552	-	122584175	1.0	0.999
gene:TraesCS2B03G0369800	Chr2B	128521650	128530368	-	128526009	Chr2B	123546190	123554864	-	123550527	1.0	1.0
gene:TraesCS2B03G0370500	Chr2B	129283203	129299588	+	129291395	Chr2B	124300352	124316622	+	124308487	1.0	1.0
gene:TraesCS2B03G0370700	Chr2B	129305170	129305649	-	129305409	Chr2B	124321994	124322473	-	124322233	1.0	1.0
gene:TraesCS2B03G0370800	Chr2B	129311083	129311547	-	129311315	Chr2B	124327908	124328372	-	124328140	1.0	1.0
gene:TraesCS2B03G0371200	Chr2B	129360385	129360852	-	129360618	Chr2B	124363866	124364333	-	124364099	1.0	1.0
gene:TraesCS2B03G0371300	Chr2B	129405477	129405959	-	129405718	Chr2B	124412803	124413285	-	124413044	1.0	1.0
gene:TraesCS2B03G0371400	Chr2B	129410010	129410492	-	129410251	Chr2B	124417336	124417818	-	124417577	1.0	1.0
gene:TraesCS2B03G0371500	Chr2B	129437451	129440383	-	129438917	Chr2B	124444281	124447213	-	124445747	1.0	1.0
gene:TraesCS2B03G0371700	Chr2B	129575536	129576565	+	129576050	Chr2B	124581618	124582647	+	124582132	1.0	1.0
gene:TraesCS2B03G0371800	Chr2B	129593701	129599779	-	129596740	Chr2B	124599783	124605861	-	124602822	1.0	1.0
gene:TraesCS2B03G0371900	Chr2B	129603230	129614585	-	129608907	Chr2B	124609312	124620598	-	124614955	1.0	1.0
gene:TraesCS2B03G0372100	Chr2B	129914550	129917529	+	129916039	Chr2B	124920490	124923484	+	124921987	1.0	0.99
gene:TraesCS2B03G0372200	Chr2B	129933450	129936677	+	129935063	Chr2B	124939146	124942373	+	124940759	1.0	0.999
gene:TraesCS2B03G0372300	Chr2B	129939247	129942176	+	129940711	Chr2B	124944943	124947872	+	124946407	1.0	1.0
gene:TraesCS2B03G0372500	Chr2B	130190284	130192990	-	130191637	Chr2B	125194865	125197571	-	125196218	1.0	1.0
gene:TraesCS2B03G0372600	Chr2B	130306632	130309236	-	130307934	Chr2B	125311150	125313754	-	125312452	1.0	1.0
gene:TraesCS2B03G0372900	Chr2B	130615588	130619060	+	130617324	Chr2B	125617214	125620686	+	125618950	1.0	1.0
gene:TraesCS2B03G0373000	Chr2B	130631818	130636263	+	130634040	Chr2B	125632836	125637281	+	125635058	1.0	1.0
gene:TraesCS2B03G0373100	Chr2B	130636384	130637615	-	130636999	Chr2B	125637402	125638547	-	125637974	0.923	0.923
gene:TraesCS2B03G0373200	Chr2B	130662834	130668705	-	130665769	Chr2B	125663017	125668888	-	125665952	1.0	1.0
gene:TraesCS2B03G0373300	Chr2B	130676070	130678395	-	130677232	Chr2B	125676257	125678582	-	125677419	1.0	1.0
gene:TraesCS2B03G0373400	Chr2B	130847461	130848850	+	130848155	Chr2B	125856499	125857888	+	125857193	1.0	1.0
gene:TraesCS2B03G0373800	Chr2B	130979812	130981627	+	130980719	Chr2B	125988579	125990394	+	125989486	1.0	0.999
gene:TraesCS2B03G0373900	Chr2B	130982007	130984245	-	130983126	Chr2B	125990774	125993012	-	125991893	1.0	1.0
gene:TraesCS2B03G0374100	Chr2B	131020005	131021904	-	131020954	Chr2B	126042819	126044718	-	126043768	1.0	1.0
gene:TraesCS2B03G0374200	Chr2B	131020224	131021795	+	131021009	Chr2B	126043038	126044609	+	126043823	1.0	1.0
gene:TraesCS2B03G0375700	Chr2B	131296202	131302011	+	131299106	Chr2B	126319956	126325599	+	126322777	1.0	0.997
gene:TraesCS2B03G0376700	Chr2B	132521262	132522195	-	132521728	Chr2B	127556935	127557894	-	127557414	1.0	1.0
gene:TraesCS2B03G0376900	Chr2B	133131899	133133654	-	133132776	Chr2B	128168163	128169918	-	128169040	1.0	1.0
gene:TraesCS2B03G0377500	Chr2B	134014133	134016254	-	134015193	Chr2B	129062145	129064266	-	129063205	1.0	1.0
gene:TraesCS2B03G0378400	Chr2B	134625835	134627551	-	134626693	Chr2B	129678044	129679750	-	129678897	0.993	0.993
gene:TraesCS2B03G0378900	Chr2B	135033828	135035131	-	135034479	Chr2B	130084103	130085412	-	130084757	1.0	0.994
gene:TraesCS2B03G0380500	Chr2B	136256707	136261774	+	136259240	Chr2B	131299183	131303856	+	131301519	1.0	1.0
gene:TraesCS2B03G0381200	Chr2B	137270911	137272422	+	137271666	Chr2B	132310057	132311568	+	132310812	1.0	1.0
gene:TraesCS2B03G0381400	Chr2B	137531654	137541536	+	137536595	Chr2B	132567466	132577368	+	132572417	0.998	0.983
gene:TraesCS2B03G0381600	Chr2B	137906268	137908803	+	137907535	Chr2B	132949443	132951978	+	132950710	1.0	1.0
gene:TraesCS2B03G0382800	Chr2B	138962411	138963724	+	138963067	Chr2B	134009427	134010740	+	134010083	1.0	1.0
gene:TraesCS2B03G0382900	Chr2B	138968019	138969566	+	138968792	Chr2B	134015037	134016584	+	134015810	1.0	1.0
gene:TraesCS2B03G0383000	Chr2B	138987054	138989692	+	138988373	Chr2B	134034112	134036743	+	134035427	1.0	1.0
gene:TraesCS2B03G0383200	Chr2B	138992872	138999078	+	138995975	Chr2B	134039923	134046239	+	134043081	1.0	1.0
gene:TraesCS2B03G0383300	Chr2B	139039440	139042812	+	139041126	Chr2B	134086601	134089977	+	134088289	1.0	1.0
gene:TraesCS2B03G0383400	Chr2B	139144820	139149776	+	139147298	Chr2B	134191528	134196479	+	134194003	0.997	0.995
gene:TraesCS2B03G0383500	Chr2B	139150122	139153068	-	139151595	Chr2B	134196931	134199875	-	134198403	0.998	0.996
gene:TraesCS2B03G0383600	Chr2B	139165547	139165817	+	139165682	Chr2B	134212354	134212624	+	134212489	1.0	1.0
gene:TraesCS2B03G0383800	Chr2B	139167557	139169186	-	139168371	Chr2B	134214665	134216294	-	134215479	1.0	1.0
gene:TraesCS2B03G0383900	Chr2B	139425692	139431409	+	139428550	Chr2B	134473377	134479094	+	134476235	1.0	0.999
gene:TraesCS2B03G0384100	Chr2B	139431399	139434254	-	139432826	Chr2B	134479084	134481939	-	134480511	1.0	1.0
gene:TraesCS2B03G0384300	Chr2B	139440769	139443472	-	139442120	Chr2B	134488454	134491161	-	134489807	1.0	1.0
gene:TraesCS2B03G0384400	Chr2B	139451363	139454769	-	139453066	Chr2B	134499052	134502618	-	134500835	1.0	1.0
gene:TraesCS2B03G0385400	Chr2B	139750969	139753903	-	139752436	Chr2B	134806194	134809127	-	134807660	1.0	1.0
gene:TraesCS2B03G0385800	Chr2B	139897201	139897992	+	139897596	Chr2B	134951701	134952492	+	134952096	1.0	1.0
gene:TraesCS2B03G0386100	Chr2B	140138823	140141499	+	140140161	Chr2B	135186788	135189450	+	135188119	1.0	1.0
gene:TraesCS2B03G0386300	Chr2B	140198480	140200484	-	140199482	Chr2B	135246268	135248272	-	135247270	1.0	1.0
gene:TraesCS2B03G0386400	Chr2B	140201094	140206887	-	140203990	Chr2B	135248857	135254646	-	135251751	1.0	0.998
gene:TraesCS2B03G0387100	Chr2B	140367190	140367780	+	140367485	Chr2B	135441502	135442092	+	135441797	1.0	0.994
gene:TraesCS2B03G0387200	Chr2B	140370359	140372606	-	140371482	Chr2B	135444671	135446921	-	135445796	1.0	0.994
gene:TraesCS2B03G0387300	Chr2B	140377665	140380188	+	140378926	Chr2B	135451979	135454502	+	135453240	1.0	0.997
gene:TraesCS2B03G0387600	Chr2B	140459318	140461923	-	140460620	Chr2B	135489848	135492366	-	135491107	1.0	0.996
gene:TraesCS2B03G0387800	Chr2B	140464905	140465830	-	140465367	Chr2B	135495372	135496295	-	135495833	1.0	0.992
gene:TraesCS2B03G0387700	Chr2B	140464189	140467916	-	140466052	Chr2B	135494654	135496295	-	135495474	1.0	0.994
gene:TraesCS2B03G0387900	Chr2B	140471362	140473450	-	140472406	Chr2B	135499588	135501713	-	135500650	1.0	0.961
gene:TraesCS2B03G0388200	Chr2B	140719876	140726562	-	140723219	Chr2B	135747544	135754236	-	135750890	1.0	0.997
gene:TraesCS2B03G0388400	Chr2B	140745948	140751208	-	140748578	Chr2B	135773963	135778966	-	135776464	1.0	0.998
gene:TraesCS2B03G0388700	Chr2B	140896859	140911795	-	140904327	Chr2B	135917378	135931897	-	135924637	1.0	0.998
gene:TraesCS2B03G0388800	Chr2B	140912811	140917239	-	140915025	Chr2B	135932913	135937342	-	135935127	1.0	0.998
gene:TraesCS2B03G0388900	Chr2B	141058536	141064696	-	141061616	Chr2B	136066035	136072185	-	136069110	1.0	0.997
gene:TraesCS2B03G0389000	Chr2B	141413837	141417508	-	141415672	Chr2B	136425579	136429614	-	136427596	0.993	0.99
gene:TraesCS2B03G0389300	Chr2B	141576073	141583911	-	141579992	Chr2B	136670198	136673111	-	136671654	0.975	0.937
gene:TraesCS2B03G0389800	Chr2B	141692226	141693091	-	141692658	Chr2B	136683117	136683982	-	136683549	0.998	0.937
gene:TraesCS2B03G0390300	Chr2B	141732711	141736222	-	141734466	Chr2B	136746512	136750029	-	136748270	1.0	0.993
gene:TraesCS2B03G0390900	Chr2B	141925009	141927097	-	141926053	Chr2B	136948330	136950418	-	136949374	1.0	0.998
gene:TraesCS2B03G0391000	Chr2B	141927356	141932390	-	141929873	Chr2B	136950677	136955712	-	136953194	1.0	0.997
gene:TraesCS2B03G0391100	Chr2B	141972135	141976986	-	141974560	Chr2B	137008271	137013122	-	137010696	1.0	0.997
gene:TraesCS2B03G0391200	Chr2B	142122084	142131506	-	142126795	Chr2B	137175057	137180936	-	137177996	0.979	0.909
gene:TraesCS2B03G0392200	Chr2B	142391507	142394347	-	142392927	Chr2B	137222203	137225028	-	137223615	0.992	0.98
gene:TraesCS2B03G0392700	Chr2B	142581809	142583967	+	142582888	Chr2B	137666100	137668259	+	137667179	0.997	0.974
gene:TraesCS2B03G0393100	Chr2B	142873013	142876584	-	142874798	Chr2B	137942260	137945829	-	137944044	1.0	1.0
gene:TraesCS2B03G0393200	Chr2B	142876813	142882489	+	142879651	Chr2B	137946058	137951734	+	137948896	0.999	0.997
gene:TraesCS2B03G0393300	Chr2B	142882930	142885779	+	142884354	Chr2B	137952171	137954746	+	137953458	0.928	0.924
gene:TraesCS2B03G0393400	Chr2B	142885992	142887756	-	142886874	Chr2B	137954979	137956743	-	137955861	1.0	0.998
gene:TraesCS2B03G0393500	Chr2B	142901034	142902703	-	142901868	Chr2B	137968500	137970169	-	137969334	1.0	0.998
gene:TraesCS2B03G0393700	Chr2B	142962003	142965943	-	142963973	Chr2B	138039889	138043832	-	138041860	1.0	0.991
gene:TraesCS2B03G0393800	Chr2B	142969660	142983003	-	142976331	Chr2B	138047559	138060688	-	138054123	0.957	0.956
gene:TraesCS2B03G0393900	Chr2B	143002320	143003684	+	143003002	Chr2B	138087065	138088429	+	138087747	1.0	0.998
gene:TraesCS2B03G0394500	Chr2B	143233280	143235087	+	143234183	Chr2B	138306385	138308192	+	138307288	1.0	0.997
gene:TraesCS2B03G0394600	Chr2B	143338738	143342777	+	143340757	Chr2B	138341202	138345232	+	138343217	0.997	0.994
gene:TraesCS2B03G0395100	Chr2B	143395494	143402898	-	143399196	Chr2B	138407011	138414260	-	138410635	0.967	0.964
gene:TraesCS2B03G0395500	Chr2B	143555746	143561566	+	143558656	Chr2B	138559277	138565099	+	138562188	1.0	0.997
gene:TraesCS2B03G0395600	Chr2B	143566503	143573035	-	143569769	Chr2B	138569475	138576004	-	138572739	0.999	0.995
gene:TraesCS2B03G0396100	Chr2B	143650400	143651905	-	143651152	Chr2B	138624055	138625560	-	138624807	1.0	0.998
gene:TraesCS2B03G0396000	Chr2B	143650109	143655641	+	143652875	Chr2B	138623764	138629291	+	138626527	1.0	0.998
gene:TraesCS2B03G0396500	Chr2B	144019960	144021563	-	144020761	Chr2B	138996288	138997891	-	138997089	1.0	0.999
gene:TraesCS2B03G0396600	Chr2B	144024627	144030168	+	144027397	Chr2B	139029247	139034472	+	139031859	0.98	0.953
gene:TraesCS2B03G0396700	Chr2B	144030142	144033339	-	144031740	Chr2B	139034446	139037659	-	139036052	0.997	0.978
gene:TraesCS2B03G0397000	Chr2B	144050253	144056625	-	144053439	Chr2B	139049709	139055504	-	139052606	0.997	0.958
gene:TraesCS2B03G0397100	Chr2B	144304527	144306166	+	144305346	Chr2B	139251102	139252735	+	139251918	0.992	0.965
gene:TraesCS2B03G0397800	Chr2B	144492871	144499493	+	144496182	Chr2B	139416964	139423210	+	139420087	1.0	0.998
gene:TraesCS2B03G0398100	Chr2B	144512013	144514006	-	144513009	Chr2B	139449196	139451165	-	139450180	1.0	0.999
gene:TraesCS2B03G0398200	Chr2B	144628641	144629600	-	144629120	Chr2B	139572005	139572964	-	139572484	1.0	0.991
gene:TraesCS2B03G0398900	Chr2B	144680348	144683129	+	144681738	Chr2B	139622780	139625564	+	139624172	1.0	0.994
gene:TraesCS2B03G0399200	Chr2B	144688157	144690454	-	144689305	Chr2B	139630651	139632942	-	139631796	0.997	0.995
gene:TraesCS2B03G0399300	Chr2B	144825296	144828159	+	144826727	Chr2B	139764520	139767291	+	139765905	1.0	0.998
gene:TraesCS2B03G0399600	Chr2B	144887862	144890135	-	144888998	Chr2B	139842736	139844996	-	139843866	0.994	0.991
gene:TraesCS2B03G0400000	Chr2B	145085943	145086709	+	145086326	Chr2B	140059334	140060100	+	140059717	1.0	0.998
gene:TraesCS2B03G0400100	Chr2B	145089437	145091530	-	145090483	Chr2B	140062826	140064918	-	140063872	0.999	0.998
gene:TraesCS2B03G0400700	Chr2B	145462985	145466061	+	145464523	Chr2B	140430346	140433421	+	140431883	0.999	0.997
gene:TraesCS2B03G0401100	Chr2B	145476290	145478508	-	145477399	Chr2B	140442860	140445077	-	140443968	0.999	0.998
gene:TraesCS2B03G0401500	Chr2B	145708934	145710632	-	145709783	Chr2B	140676740	140678434	-	140677587	0.999	0.988
gene:TraesCS2B03G0403600	Chr2B	145968503	145970775	-	145969639	Chr2B	140932825	140935057	-	140933941	0.977	0.968
gene:TraesCS2B03G0404600	Chr2B	146581643	146581906	+	146581774	Chr2B	141610553	141610816	+	141610684	1.0	1.0
gene:TraesCS2B03G0405200	Chr2B	146635673	146650453	-	146643063	Chr2B	141672477	141687260	-	141679868	1.0	1.0
gene:TraesCS2B03G0405400	Chr2B	146811601	146815933	+	146813767	Chr2B	141848569	141852901	+	141850735	1.0	1.0
gene:TraesCS2B03G0405500	Chr2B	146837889	146839358	-	146838623	Chr2B	141874576	141876045	-	141875310	1.0	1.0
gene:TraesCS2B03G0405700	Chr2B	146914175	146926202	-	146920188	Chr2B	141950654	141962306	-	141956480	0.936	0.936
gene:TraesCS2B03G0406100	Chr2B	147186275	147190220	+	147188247	Chr2B	142222260	142226205	+	142224232	1.0	0.989
gene:TraesCS2B03G0406400	Chr2B	147196811	147198979	-	147197895	Chr2B	142232946	142235114	-	142234030	1.0	1.0
gene:TraesCS2B03G0407000	Chr2B	147242922	147246464	+	147244693	Chr2B	142279340	142282882	+	142281111	1.0	1.0
gene:TraesCS2B03G0407200	Chr2B	147413998	147414639	-	147414318	Chr2B	142488680	142489321	-	142489000	1.0	1.0
gene:TraesCS2B03G0407300	Chr2B	147633224	147656092	+	147644658	Chr2B	142679930	142702793	+	142691361	1.0	0.998
gene:TraesCS2B03G0408100	Chr2B	148080714	148081997	+	148081355	Chr2B	142995892	142997175	+	142996533	1.0	0.999
gene:TraesCS2B03G0408400	Chr2B	148353651	148355335	-	148354493	Chr2B	143106600	143108290	-	143107445	1.0	0.994
gene:TraesCS2B03G0408800	Chr2B	148578494	148583035	+	148580764	Chr2B	143323733	143328275	+	143326004	1.0	0.999
gene:TraesCS2B03G0408900	Chr2B	148583853	148590439	-	148587146	Chr2B	143329093	143335678	-	143332385	0.999	0.998
gene:TraesCS2B03G0409000	Chr2B	148597144	148607234	+	148602189	Chr2B	143342376	143352452	+	143347414	1.0	0.999
gene:TraesCS2B03G0409100	Chr2B	148608387	148611628	-	148610007	Chr2B	143353611	143356829	-	143355220	0.995	0.993
gene:TraesCS2B03G0409200	Chr2B	148619781	148622273	-	148621027	Chr2B	143365250	143367742	-	143366496	1.0	1.0
gene:TraesCS2B03G0409300	Chr2B	148677716	148681114	-	148679415	Chr2B	143423203	143426601	-	143424902	1.0	1.0
gene:TraesCS2B03G0409400	Chr2B	148681268	148684688	+	148682978	Chr2B	143426755	143430175	+	143428465	1.0	1.0
gene:TraesCS2B03G0409500	Chr2B	148685628	148687055	-	148686341	Chr2B	143431115	143432542	-	143431828	1.0	1.0
gene:TraesCS2B03G0409600	Chr2B	148685841	148686950	+	148686395	Chr2B	143431328	143432437	+	143431882	1.0	1.0
gene:TraesCS2B03G0409800	Chr2B	148978665	148980199	+	148979432	Chr2B	143724628	143726162	+	143725395	1.0	1.0
gene:TraesCS2B03G0410400	Chr2B	149034416	149036868	-	149035642	Chr2B	143780405	143782857	-	143781631	1.0	1.0
gene:TraesCS2B03G0411100	Chr2B	149113730	149116248	+	149114989	Chr2B	143859814	143862332	+	143861073	1.0	1.0
gene:TraesCS2B03G0411200	Chr2B	149197697	149198961	+	149198329	Chr2B	143944281	143945545	+	143944913	1.0	1.0
gene:TraesCS2B03G0411400	Chr2B	149388940	149394723	+	149391831	Chr2B	144135864	144141647	+	144138755	1.0	1.0
gene:TraesCS2B03G0411700	Chr2B	149522886	149525781	-	149524333	Chr2B	144269732	144272614	-	144271173	1.0	1.0
gene:TraesCS2B03G0412000	Chr2B	149663685	149668935	-	149666310	Chr2B	144410853	144416103	-	144413478	1.0	1.0
gene:TraesCS2B03G0412400	Chr2B	149701317	149704299	-	149702808	Chr2B	144448137	144451119	-	144449628	1.0	0.998
gene:TraesCS2B03G0412500	Chr2B	149739978	149742831	-	149741404	Chr2B	144486827	144489681	-	144488254	1.0	1.0
gene:TraesCS2B03G0412600	Chr2B	149812563	149815826	+	149814194	Chr2B	144559523	144562786	+	144561154	1.0	1.0
gene:TraesCS2B03G0412800	Chr2B	150060639	150067531	+	150064085	Chr2B	144807542	144814358	+	144810950	0.97	0.97
gene:TraesCS2B03G0412900	Chr2B	150195062	150200628	-	150197845	Chr2B	144941088	144946653	-	144943870	1.0	1.0
gene:TraesCS2B03G0413000	Chr2B	150267641	150268137	+	150267889	Chr2B	145013986	145014482	+	145014234	1.0	1.0
