gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS7A03G0274600	Chr7A	77860693	77862776	+	77861734	Chr7A	75272773	75274856	+	75273814	1.0	1.0
gene:TraesCS7A03G0274800	Chr7A	77869967	77870299	-	77870133	Chr7A	75282047	75282379	-	75282213	1.0	1.0
gene:TraesCS7A03G0274900	Chr7A	77901927	77903789	+	77902858	Chr7A	75313859	75315721	+	75314790	1.0	1.0
gene:TraesCS7A03G0275100	Chr7A	77908843	77909268	+	77909055	Chr7A	75320774	75321199	+	75320986	1.0	1.0
gene:TraesCS7A03G0275200	Chr7A	77928024	77930367	+	77929195	Chr7A	75339781	75342124	+	75340952	1.0	1.0
gene:TraesCS7A03G0275700	Chr7A	78140094	78142450	+	78141272	Chr7A	75552093	75554449	+	75553271	1.0	1.0
gene:TraesCS7A03G0276400	Chr7A	78291138	78292701	+	78291919	Chr7A	75703002	75704565	+	75703783	1.0	1.0
gene:TraesCS7A03G0278600	Chr7A	79389792	79393026	-	79391409	Chr7A	76262760	76265995	-	76264377	1.0	0.999
gene:TraesCS7A03G0278700	Chr7A	79393161	79396078	+	79394619	Chr7A	76266130	76268874	+	76267502	1.0	0.982
gene:TraesCS7A03G0278800	Chr7A	79455440	79455874	+	79455657	Chr7A	76318419	76318853	+	76318636	1.0	0.997
gene:TraesCS7A03G0278900	Chr7A	79461129	79462148	+	79461638	Chr7A	76324107	76325126	+	76324616	1.0	0.998
gene:TraesCS7A03G0279400	Chr7A	79465113	79465542	-	79465327	Chr7A	76328090	76328519	-	76328304	1.0	1.0
gene:TraesCS7A03G0279500	Chr7A	79466938	79468368	-	79467653	Chr7A	76329915	76331345	-	76330630	1.0	0.997
gene:TraesCS7A03G0280000	Chr7A	79563713	79567161	-	79565437	Chr7A	76434059	76437507	-	76435783	1.0	0.994
gene:TraesCS7A03G0280100	Chr7A	79627843	79631072	-	79629457	Chr7A	76490045	76493274	-	76491659	1.0	0.994
gene:TraesCS7A03G0280200	Chr7A	79665019	79668490	-	79666754	Chr7A	76527276	76530748	-	76529012	1.0	0.993
gene:TraesCS7A03G0280300	Chr7A	79670675	79672278	-	79671476	Chr7A	76532933	76534535	-	76533734	0.999	0.995
gene:TraesCS7A03G0280800	Chr7A	79697396	79699425	-	79698410	Chr7A	76559637	76561666	-	76560651	1.0	0.993
gene:TraesCS7A03G0281100	Chr7A	79753146	79754710	-	79753928	Chr7A	76615228	76616792	-	76616010	1.0	0.995
gene:TraesCS7A03G0281200	Chr7A	79755195	79756664	-	79755929	Chr7A	76561722	76563188	-	76562455	0.998	0.975
gene:TraesCS7A03G0281300	Chr7A	79757769	79765529	-	79761649	Chr7A	76619725	76627379	-	76623552	1.0	0.999
gene:TraesCS7A03G0281400	Chr7A	79770019	79776319	-	79773169	Chr7A	76631888	76638197	-	76635042	1.0	0.999
gene:TraesCS7A03G0281600	Chr7A	79782772	79790134	-	79786453	Chr7A	76645818	76653260	-	76649539	1.0	0.971
gene:TraesCS7A03G0282400	Chr7A	80097698	80101362	+	80099530	Chr7A	76999502	77003173	+	77001337	1.0	0.986
gene:TraesCS7A03G0282800	Chr7A	80203439	80204867	+	80204153	Chr7A	77097610	77099038	+	77098324	1.0	1.0
gene:TraesCS7A03G0282900	Chr7A	80206458	80212179	-	80209318	Chr7A	77100638	77106362	-	77103500	1.0	0.989
gene:TraesCS7A03G0283000	Chr7A	80221463	80222128	-	80221795	Chr7A	77115791	77116456	-	77116123	1.0	0.998
gene:TraesCS7A03G0283200	Chr7A	80247525	80255140	-	80251332	Chr7A	77141905	77149592	-	77145748	0.998	0.993
gene:TraesCS7A03G0284200	Chr7A	80748664	80748933	-	80748798	Chr7A	77392127	77392396	-	77392261	1.0	0.977
gene:TraesCS7A03G0284300	Chr7A	80806775	80807626	+	80807200	Chr7A	77424454	77425305	+	77424879	1.0	1.0
gene:TraesCS7A03G0284600	Chr7A	80815563	80821157	+	80818360	Chr7A	77433241	77438835	+	77436038	1.0	1.0
gene:TraesCS7A03G0284700	Chr7A	80851607	80852233	+	80851920	Chr7A	77468694	77469320	+	77469007	1.0	0.998
gene:TraesCS7A03G0284900	Chr7A	80854283	80861852	-	80858067	Chr7A	77471484	77479017	-	77475250	0.972	0.96
gene:TraesCS7A03G0285100	Chr7A	81074414	81075399	+	81074906	Chr7A	77684839	77685824	+	77685331	1.0	0.997
gene:TraesCS7A03G0285400	Chr7A	81084885	81086818	-	81085851	Chr7A	77686642	77688592	-	77687617	1.0	0.989
gene:TraesCS7A03G0285500	Chr7A	81089917	81097660	-	81093788	Chr7A	77691616	77699307	-	77695461	0.992	0.99
gene:TraesCS7A03G0286700	Chr7A	81185718	81187813	+	81186765	Chr7A	77779726	77781820	+	77780773	1.0	0.998
gene:TraesCS7A03G0286800	Chr7A	81216711	81232463	-	81224587	Chr7A	77804533	77820374	-	77812453	1.0	0.993
gene:TraesCS7A03G0286900	Chr7A	81255233	81256139	+	81255686	Chr7A	77841451	77842357	+	77841904	1.0	0.986
gene:TraesCS7A03G0287100	Chr7A	81361321	81362149	+	81361735	Chr7A	77944991	77945819	+	77945405	1.0	0.99
gene:TraesCS7A03G0287300	Chr7A	81386195	81387180	+	81386687	Chr7A	77969873	77970858	+	77970365	1.0	0.986
gene:TraesCS7A03G0287500	Chr7A	81568307	81570802	+	81569554	Chr7A	78192089	78199551	+	78195820	1.0	0.997
gene:TraesCS7A03G0287700	Chr7A	81651161	81652584	+	81651872	Chr7A	78312196	78313619	+	78312907	1.0	0.99
gene:TraesCS7A03G0288300	Chr7A	81869467	81870257	+	81869862	Chr7A	78533827	78534617	+	78534222	1.0	0.998
gene:TraesCS7A03G0288500	Chr7A	81874097	81876784	+	81875440	Chr7A	78538121	78540807	+	78539464	0.998	0.995
gene:TraesCS7A03G0288700	Chr7A	82071845	82074605	-	82073225	Chr7A	78708336	78711096	-	78709716	1.0	0.998
gene:TraesCS7A03G0288800	Chr7A	82078543	82085470	+	82082006	Chr7A	78715036	78722181	+	78718608	1.0	0.997
gene:TraesCS7A03G0289000	Chr7A	82114391	82120544	-	82117467	Chr7A	78755332	78761486	-	78758409	1.0	0.995
gene:TraesCS7A03G0289100	Chr7A	82155081	82158845	-	82156963	Chr7A	78805829	78809590	-	78807709	1.0	0.996
gene:TraesCS7A03G0289200	Chr7A	82159097	82162550	+	82160823	Chr7A	78809842	78813298	+	78811570	1.0	0.996
gene:TraesCS7A03G0289300	Chr7A	82162922	82171279	-	82167100	Chr7A	78813670	78822009	-	78817839	1.0	0.999
gene:TraesCS7A03G0289700	Chr7A	82219011	82225885	-	82222448	Chr7A	78869691	78876474	-	78873082	1.0	1.0
gene:TraesCS7A03G0289800	Chr7A	82306606	82311389	-	82308997	Chr7A	78957229	78962012	-	78959620	1.0	1.0
gene:TraesCS7A03G0289900	Chr7A	82313646	82316832	+	82315239	Chr7A	78964270	78967456	+	78965863	1.0	0.998
gene:TraesCS7A03G0290000	Chr7A	82318696	82322613	-	82320654	Chr7A	78969375	78973300	-	78971337	1.0	0.993
gene:TraesCS7A03G0290300	Chr7A	82347326	82350193	+	82348759	Chr7A	79001699	79004582	+	79003140	1.0	0.99
gene:TraesCS7A03G0290800	Chr7A	82483898	82488715	-	82486306	Chr7A	79087344	79091915	-	79089629	0.908	0.906
gene:TraesCS7A03G0291700	Chr7A	82979132	82980888	-	82980010	Chr7A	79577367	79579119	-	79578243	1.0	0.995
gene:TraesCS7A03G0291900	Chr7A	83183391	83187483	+	83185437	Chr7A	79745524	79749585	+	79747554	1.0	0.997
gene:TraesCS7A03G0292100	Chr7A	83258286	83262495	+	83260390	Chr7A	79819513	79823238	+	79821375	0.951	0.95
gene:TraesCS7A03G0292200	Chr7A	83268476	83277139	+	83272807	Chr7A	79829451	79839817	+	79834634	1.0	0.965
gene:TraesCS7A03G0292300	Chr7A	83284922	83287493	+	83286207	Chr7A	79847790	79850361	+	79849075	1.0	1.0
gene:TraesCS7A03G0292400	Chr7A	83289031	83290170	-	83289600	Chr7A	79851899	79853038	-	79852468	1.0	1.0
gene:TraesCS7A03G0292500	Chr7A	83293107	83294048	-	83293577	Chr7A	79855973	79856914	-	79856443	1.0	1.0
gene:TraesCS7A03G0292600	Chr7A	83295869	83298162	-	83297015	Chr7A	79858735	79861028	-	79859881	1.0	0.999
gene:TraesCS7A03G0293200	Chr7A	83458711	83459860	-	83459285	Chr7A	80013324	80014473	-	80013898	1.0	1.0
gene:TraesCS7A03G0293500	Chr7A	83656298	83656912	-	83656605	Chr7A	80211945	80212558	-	80212251	0.998	0.978
gene:TraesCS7A03G0293700	Chr7A	83704628	83709372	+	83707000	Chr7A	80260030	80264788	+	80262409	0.999	0.99
gene:TraesCS7A03G0293800	Chr7A	83710187	83723935	+	83717061	Chr7A	80265594	80273839	+	80269716	0.977	0.976
gene:TraesCS7A03G0293900	Chr7A	83724452	83724871	+	83724661	Chr7A	80279623	80280043	+	80279833	1.0	0.983
gene:TraesCS7A03G0294000	Chr7A	83727794	83729004	+	83728399	Chr7A	80282987	80284196	+	80283591	1.0	0.987
gene:TraesCS7A03G0294100	Chr7A	83774162	83775621	+	83774891	Chr7A	80310191	80311650	+	80310920	1.0	0.996
gene:TraesCS7A03G0294200	Chr7A	83784265	83786369	+	83785317	Chr7A	80321260	80323305	+	80322282	0.99	0.987
gene:TraesCS7A03G0294400	Chr7A	83841612	83848611	-	83845111	Chr7A	80384114	80391141	-	80387627	1.0	0.989
gene:TraesCS7A03G0294600	Chr7A	83954250	83956469	+	83955359	Chr7A	80496183	80498402	+	80497292	1.0	0.993
gene:TraesCS7A03G0295100	Chr7A	84067006	84069254	-	84068130	Chr7A	80595798	80598044	-	80596921	1.0	0.995
gene:TraesCS7A03G0295600	Chr7A	84178862	84180179	+	84179520	Chr7A	80728510	80729827	+	80729168	1.0	0.991
gene:TraesCS7A03G0295800	Chr7A	84186913	84187137	-	84187025	Chr7A	80735572	80735796	-	80735684	1.0	0.986
gene:TraesCS7A03G0296800	Chr7A	84233860	84235343	+	84234601	Chr7A	80789276	80790759	+	80790017	1.0	0.999
gene:TraesCS7A03G0297100	Chr7A	84370170	84371031	+	84370600	Chr7A	80922105	80922966	+	80922535	1.0	0.996
gene:TraesCS7A03G0297200	Chr7A	84392339	84394010	+	84393174	Chr7A	80887599	80889270	+	80888434	1.0	0.993
gene:TraesCS7A03G0297600	Chr7A	84491335	84494193	-	84492764	Chr7A	80968541	80971401	-	80969971	1.0	0.996
gene:TraesCS7A03G0297800	Chr7A	84501526	84503319	+	84502422	Chr7A	80978678	80980471	+	80979574	1.0	0.994
gene:TraesCS7A03G0299900	Chr7A	85243585	85243916	-	85243750	Chr7A	81326503	81326834	-	81326668	1.0	0.996
gene:TraesCS7A03G0300000	Chr7A	85268972	85271946	+	85270459	Chr7A	81363428	81366402	+	81364915	1.0	0.999
gene:TraesCS7A03G0300100	Chr7A	85274047	85275255	-	85274651	Chr7A	81367349	81368569	-	81367959	1.0	1.0
gene:TraesCS7A03G0300300	Chr7A	85275812	85278467	-	85277139	Chr7A	81369126	81371781	-	81370453	1.0	0.997
gene:TraesCS7A03G0300600	Chr7A	85403320	85405698	-	85404509	Chr7A	81495072	81497330	-	81496201	0.949	0.94
gene:TraesCS7A03G0300800	Chr7A	85420085	85421425	+	85420755	Chr7A	81505540	81507067	+	81506303	1.0	0.995
gene:TraesCS7A03G0301500	Chr7A	85494424	85495516	+	85494970	Chr7A	81580777	81581869	+	81581323	1.0	1.0
gene:TraesCS7A03G0302000	Chr7A	85583949	85589183	-	85586566	Chr7A	81667173	81672636	-	81669904	0.981	0.978
gene:TraesCS7A03G0302100	Chr7A	85590152	85593834	-	85591993	Chr7A	81673610	81677637	-	81675623	0.998	0.998
gene:TraesCS7A03G0302400	Chr7A	85752461	85753522	+	85752991	Chr7A	81849034	81850097	+	81849565	1.0	0.992
gene:TraesCS7A03G0302600	Chr7A	85761131	85762178	+	85761654	Chr7A	81857704	81858751	+	81858227	1.0	0.998
gene:TraesCS7A03G0302900	Chr7A	85809043	85809483	+	85809263	Chr7A	81918539	81918979	+	81918759	1.0	1.0
gene:TraesCS7A03G0303400	Chr7A	85826749	85840265	-	85833507	Chr7A	81936489	81950005	-	81943247	1.0	1.0
gene:TraesCS7A03G0303600	Chr7A	85850204	85858549	-	85854376	Chr7A	81960188	81968537	-	81964362	1.0	1.0
gene:TraesCS7A03G0303700	Chr7A	86134629	86134871	+	86134750	Chr7A	82245229	82245471	+	82245350	1.0	1.0
gene:TraesCS7A03G0303800	Chr7A	86135954	86146286	-	86141120	Chr7A	82246554	82257074	-	82251814	1.0	1.0
gene:TraesCS7A03G0304000	Chr7A	86562176	86563462	+	86562819	Chr7A	82671568	82672854	+	82672211	1.0	0.999
gene:TraesCS7A03G0304100	Chr7A	86569386	86570533	+	86569959	Chr7A	82679614	82680761	+	82680187	1.0	1.0
gene:TraesCS7A03G0304600	Chr7A	86711242	86711941	-	86711591	Chr7A	82809285	82809984	-	82809634	1.0	0.996
gene:TraesCS7A03G0304700	Chr7A	86731057	86731586	-	86731321	Chr7A	82833382	82833911	-	82833646	1.0	1.0
gene:TraesCS7A03G0304800	Chr7A	86753880	86754517	+	86754198	Chr7A	82871901	82872538	+	82872219	1.0	0.998
gene:TraesCS7A03G0305300	Chr7A	86855253	86856415	+	86855834	Chr7A	83007111	83008272	+	83007691	0.998	0.996
gene:TraesCS7A03G0306100	Chr7A	86909287	86912343	+	86910815	Chr7A	83081021	83084077	+	83082549	1.0	0.997
gene:TraesCS7A03G0306700	Chr7A	87159356	87169196	-	87164276	Chr7A	83356813	83366965	-	83361889	1.0	0.992
gene:TraesCS7A03G0306800	Chr7A	87244899	87254045	+	87249472	Chr7A	83448974	83458128	+	83453551	1.0	0.999
gene:TraesCS7A03G0307000	Chr7A	87257478	87258566	-	87258022	Chr7A	83461572	83462660	-	83462116	1.0	0.999
gene:TraesCS7A03G0307100	Chr7A	87341617	87345179	+	87343398	Chr7A	83561841	83565263	+	83563552	0.928	0.922
gene:TraesCS7A03G0307400	Chr7A	87359233	87367720	+	87363476	Chr7A	83589281	83597398	+	83593339	0.996	0.993
gene:TraesCS7A03G0307500	Chr7A	87371668	87372453	-	87372060	Chr7A	83601196	83601981	-	83601588	1.0	0.996
gene:TraesCS7A03G0307600	Chr7A	87396608	87401325	+	87398966	Chr7A	83631502	83636196	+	83633849	1.0	0.997
gene:TraesCS7A03G0307700	Chr7A	87403601	87412256	+	87407928	Chr7A	83638549	83646778	+	83642663	0.971	0.951
gene:TraesCS7A03G0307800	Chr7A	87414235	87415434	+	87414834	Chr7A	83648787	83649986	+	83649386	1.0	0.998
gene:TraesCS7A03G0307900	Chr7A	87565343	87570385	+	87567864	Chr7A	83784820	83789501	+	83787160	1.0	1.0
gene:TraesCS7A03G0308000	Chr7A	87572839	87575565	-	87574202	Chr7A	83791949	83794685	-	83793317	1.0	0.992
gene:TraesCS7A03G0308600	Chr7A	87946582	87947639	-	87947110	Chr7A	84149449	84150506	-	84149977	1.0	0.974
gene:TraesCS7A03G0308700	Chr7A	88318951	88319827	+	88319389	Chr7A	84519024	84519900	+	84519462	1.0	0.996
gene:TraesCS7A03G0308900	Chr7A	88328659	88333488	-	88331073	Chr7A	84529435	84534399	-	84531917	1.0	0.998
gene:TraesCS7A03G0309000	Chr7A	88364276	88365073	-	88364674	Chr7A	84574346	84575143	-	84574744	1.0	0.998
gene:TraesCS7A03G0309100	Chr7A	88373289	88377314	-	88375301	Chr7A	84585865	84589892	-	84587878	1.0	0.998
gene:TraesCS7A03G0310100	Chr7A	88411396	88415290	-	88413343	Chr7A	84618895	84622439	-	84620667	1.0	0.993
gene:TraesCS7A03G0310300	Chr7A	88481544	88484472	+	88483008	Chr7A	84686952	84689874	+	84688413	0.996	0.994
gene:TraesCS7A03G0310600	Chr7A	88656877	88659697	+	88658287	Chr7A	84920560	84923394	+	84921977	0.999	0.988
gene:TraesCS7A03G0311000	Chr7A	88699332	88702988	-	88701160	Chr7A	84968236	84971877	-	84970056	1.0	0.998
gene:TraesCS7A03G0311200	Chr7A	88703134	88707872	+	88705503	Chr7A	84972023	84976725	+	84974374	1.0	0.998
gene:TraesCS7A03G0311300	Chr7A	88712317	88712559	+	88712438	Chr7A	84981168	84981410	+	84981289	1.0	0.995
gene:TraesCS7A03G0312100	Chr7A	88784402	88785151	-	88784776	Chr7A	85040166	85040915	-	85040540	1.0	0.993
gene:TraesCS7A03G0312200	Chr7A	88812620	88820245	+	88816432	Chr7A	85076562	85084038	+	85080300	0.966	0.964
gene:TraesCS7A03G0312300	Chr7A	88821320	88823445	-	88822382	Chr7A	85084928	85087469	-	85086198	1.0	0.99
gene:TraesCS7A03G0312400	Chr7A	88829310	88837436	-	88833373	Chr7A	85093270	85101321	-	85097295	1.0	0.998
gene:TraesCS7A03G0312600	Chr7A	88837566	88839586	+	88838576	Chr7A	85101451	85103471	+	85102461	1.0	0.996
gene:TraesCS7A03G0312700	Chr7A	88839956	88847413	-	88843684	Chr7A	85103841	85111298	-	85107569	1.0	0.998
gene:TraesCS7A03G0313100	Chr7A	88959794	88968791	+	88964292	Chr7A	85223465	85232563	+	85228014	1.0	1.0
gene:TraesCS7A03G0313200	Chr7A	88970296	88971452	-	88970874	Chr7A	85234068	85235224	-	85234646	1.0	1.0
gene:TraesCS7A03G0313400	Chr7A	89036321	89037476	-	89036898	Chr7A	85298940	85300095	-	85299517	1.0	1.0
gene:TraesCS7A03G0313500	Chr7A	89039206	89043654	-	89041430	Chr7A	85301825	85306211	-	85304018	0.968	0.963
gene:TraesCS7A03G0313600	Chr7A	89045926	89048701	+	89047313	Chr7A	85308372	85311147	+	85309759	1.0	0.999
gene:TraesCS7A03G0313700	Chr7A	89061015	89062430	+	89061722	Chr7A	85323457	85324872	+	85324164	1.0	1.0
gene:TraesCS7A03G0313900	Chr7A	89223567	89225537	-	89224552	Chr7A	85486063	85488033	-	85487048	1.0	1.0
gene:TraesCS7A03G0314000	Chr7A	89231569	89234296	-	89232932	Chr7A	85494065	85496792	-	85495428	1.0	1.0
gene:TraesCS7A03G0314100	Chr7A	89234683	89244543	-	89239613	Chr7A	85497179	85507038	-	85502108	1.0	1.0
gene:TraesCS7A03G0314200	Chr7A	89316892	89317814	+	89317353	Chr7A	85579255	85580177	+	85579716	1.0	1.0
gene:TraesCS7A03G0314400	Chr7A	89347355	89349120	+	89348237	Chr7A	85609688	85611453	+	85610570	1.0	0.999
gene:TraesCS7A03G0314900	Chr7A	89478804	89479163	+	89478983	Chr7A	85743017	85743376	+	85743196	1.0	0.997
gene:TraesCS7A03G0315000	Chr7A	89501328	89505577	-	89503452	Chr7A	85765541	85769787	-	85767664	1.0	1.0
gene:TraesCS7A03G0315300	Chr7A	89524357	89526484	-	89525420	Chr7A	85788568	85790695	-	85789631	1.0	0.998
gene:TraesCS7A03G0315500	Chr7A	89534233	89538349	-	89536291	Chr7A	85798443	85802559	-	85800501	1.0	0.999
gene:TraesCS7A03G0315600	Chr7A	89581498	89587285	+	89584391	Chr7A	85845647	85851434	+	85848540	1.0	1.0
gene:TraesCS7A03G0315700	Chr7A	89588017	89591469	-	89589743	Chr7A	85852166	85855618	-	85853892	1.0	1.0
gene:TraesCS7A03G0315800	Chr7A	89671164	89673627	+	89672395	Chr7A	85935724	85938187	+	85936955	1.0	1.0
gene:TraesCS7A03G0316200	Chr7A	89701793	89734851	+	89718322	Chr7A	85965969	85998878	+	85982423	1.0	1.0
gene:TraesCS7A03G0316500	Chr7A	89845778	89850647	+	89848212	Chr7A	86109092	86113962	+	86111527	1.0	1.0
gene:TraesCS7A03G0317100	Chr7A	90912791	90919168	+	90915979	Chr7A	87189596	87195973	+	87192784	1.0	1.0
gene:TraesCS7A03G0317200	Chr7A	90934090	90937706	-	90935898	Chr7A	87209518	87213134	-	87211326	1.0	1.0
gene:TraesCS7A03G0317300	Chr7A	90940892	90941537	-	90941214	Chr7A	87216031	87216676	-	87216353	1.0	1.0
gene:TraesCS7A03G0317500	Chr7A	91063465	91065819	-	91064642	Chr7A	87338796	87341150	-	87339973	1.0	1.0
gene:TraesCS7A03G0317800	Chr7A	91619513	91621965	-	91620739	Chr7A	87895747	87898199	-	87896973	1.0	1.0
gene:TraesCS7A03G0318100	Chr7A	91731833	91734194	-	91733013	Chr7A	88008197	88010558	-	88009377	1.0	1.0
gene:TraesCS7A03G0318200	Chr7A	91782485	91784650	-	91783567	Chr7A	88058566	88060731	-	88059648	1.0	1.0
gene:TraesCS7A03G0318400	Chr7A	91925726	91928913	-	91927319	Chr7A	88203970	88207157	-	88205563	1.0	0.999
gene:TraesCS7A03G0318600	Chr7A	92124916	92125698	+	92125307	Chr7A	88324369	88325151	+	88324760	1.0	1.0
gene:TraesCS7A03G0318700	Chr7A	92129240	92130287	-	92129763	Chr7A	88328693	88329740	-	88329216	1.0	1.0
gene:TraesCS7A03G0318900	Chr7A	92189072	92191152	+	92190112	Chr7A	88388648	88390728	+	88389688	1.0	1.0
gene:TraesCS7A03G0319200	Chr7A	92497327	92500566	+	92498946	Chr7A	88693585	88696824	+	88695204	0.999	0.983
gene:TraesCS7A03G0319300	Chr7A	92511997	92513447	-	92512722	Chr7A	88708287	88709737	-	88709012	1.0	1.0
gene:TraesCS7A03G0319700	Chr7A	92708177	92708755	+	92708466	Chr7A	88812860	88813438	+	88813149	1.0	1.0
gene:TraesCS7A03G0320000	Chr7A	92719782	92720807	-	92720294	Chr7A	88824465	88825490	-	88824977	1.0	0.998
gene:TraesCS7A03G0320400	Chr7A	92748383	92751461	-	92749922	Chr7A	88853441	88856519	-	88854980	1.0	1.0
gene:TraesCS7A03G0320600	Chr7A	92796856	92797494	-	92797175	Chr7A	88901921	88902559	-	88902240	1.0	1.0
gene:TraesCS7A03G0320800	Chr7A	92804310	92806260	-	92805285	Chr7A	88909376	88911326	-	88910351	1.0	1.0
gene:TraesCS7A03G0321000	Chr7A	92834018	92836488	-	92835253	Chr7A	88938895	88941365	-	88940130	1.0	0.999
gene:TraesCS7A03G0321300	Chr7A	93351940	93353423	+	93352681	Chr7A	89463178	89464661	+	89463919	1.0	1.0
gene:TraesCS7A03G0321900	Chr7A	93432883	93434907	+	93433895	Chr7A	89542999	89545023	+	89544011	1.0	0.999
gene:TraesCS7A03G0322300	Chr7A	93591211	93593812	+	93592511	Chr7A	89690653	89693254	+	89691953	1.0	1.0
gene:TraesCS7A03G0322400	Chr7A	93645366	93648758	-	93647062	Chr7A	89744811	89748206	-	89746508	1.0	1.0
gene:TraesCS7A03G0323800	Chr7A	93983060	93983578	-	93983319	Chr7A	90083506	90084024	-	90083765	1.0	1.0
gene:TraesCS7A03G0324700	Chr7A	94208886	94211233	+	94210059	Chr7A	90309803	90312150	+	90310976	1.0	0.999
gene:TraesCS7A03G0324800	Chr7A	94231466	94233250	+	94232358	Chr7A	90332449	90334233	+	90333341	1.0	1.0
gene:TraesCS7A03G0324900	Chr7A	94233988	94236599	-	94235293	Chr7A	90334971	90337582	-	90336276	1.0	1.0
gene:TraesCS7A03G0325100	Chr7A	94259187	94262099	-	94260643	Chr7A	90359829	90362739	-	90361284	1.0	1.0
gene:TraesCS7A03G0325500	Chr7A	94340336	94340965	+	94340650	Chr7A	90440738	90441367	+	90441052	1.0	1.0
gene:TraesCS7A03G0325600	Chr7A	94369404	94376552	-	94372978	Chr7A	90469882	90476775	-	90473328	0.901	0.901
gene:TraesCS7A03G0325700	Chr7A	94402055	94405179	+	94403617	Chr7A	90502878	90506002	+	90504440	1.0	1.0
gene:TraesCS7A03G0325900	Chr7A	94410861	94415334	+	94413097	Chr7A	90511740	90516211	+	90513975	1.0	1.0
gene:TraesCS7A03G0326000	Chr7A	94415766	94416395	-	94416080	Chr7A	90516643	90517272	-	90516957	1.0	1.0
gene:TraesCS7A03G0326400	Chr7A	94768105	94769144	-	94768624	Chr7A	90871486	90872525	-	90872005	1.0	0.998
gene:TraesCS7A03G0326500	Chr7A	94770619	94772514	+	94771566	Chr7A	90874000	90875895	+	90874947	1.0	1.0
gene:TraesCS7A03G0326600	Chr7A	94955921	94957929	+	94956925	Chr7A	91059373	91061369	+	91060371	0.983	0.983
gene:TraesCS7A03G0326900	Chr7A	95103316	95105451	+	95104383	Chr7A	91206813	91208948	+	91207880	1.0	1.0
gene:TraesCS7A03G0327100	Chr7A	95124656	95126269	+	95125462	Chr7A	91227561	91229174	+	91228367	1.0	1.0
gene:TraesCS7A03G0327200	Chr7A	95134140	95134664	+	95134402	Chr7A	91235948	91236472	+	91236210	1.0	1.0
gene:TraesCS7A03G0327400	Chr7A	95160243	95162277	+	95161260	Chr7A	91262421	91264455	+	91263438	1.0	1.0
gene:TraesCS7A03G0327800	Chr7A	95198286	95202163	-	95200224	Chr7A	91300462	91304339	-	91302400	1.0	1.0
gene:TraesCS7A03G0327900	Chr7A	95233648	95235552	-	95234600	Chr7A	91335823	91337727	-	91336775	1.0	1.0
gene:TraesCS7A03G0328000	Chr7A	95238360	95239630	+	95238995	Chr7A	91340535	91341805	+	91341170	1.0	1.0
gene:TraesCS7A03G0328700	Chr7A	95387216	95388756	+	95387986	Chr7A	91504947	91506497	+	91505722	1.0	0.994
gene:TraesCS7A03G0328900	Chr7A	95425031	95426424	+	95425727	Chr7A	91542849	91544242	+	91543545	1.0	0.997
gene:TraesCS7A03G0329100	Chr7A	95643491	95644661	+	95644076	Chr7A	91773440	91774610	+	91774025	1.0	0.998
gene:TraesCS7A03G0329300	Chr7A	95647193	95649326	+	95648259	Chr7A	91777145	91779276	+	91778210	0.998	0.993
gene:TraesCS7A03G0329500	Chr7A	95655261	95658435	-	95656848	Chr7A	91785212	91788386	-	91786799	1.0	0.998
gene:TraesCS7A03G0329600	Chr7A	95660758	95661315	-	95661036	Chr7A	91790709	91791266	-	91790987	1.0	0.997
gene:TraesCS7A03G0329900	Chr7A	95676747	95682345	+	95679546	Chr7A	91806823	91812392	+	91809607	1.0	0.993
gene:TraesCS7A03G0330000	Chr7A	95683861	95684909	+	95684385	Chr7A	91813907	91814955	+	91814431	1.0	0.994
gene:TraesCS7A03G0330100	Chr7A	95695690	95697198	+	95696444	Chr7A	91825726	91827233	+	91826479	0.999	0.996
gene:TraesCS7A03G0330600	Chr7A	96118619	96124725	+	96121672	Chr7A	92265923	92272039	+	92268981	1.0	0.997
gene:TraesCS7A03G0330700	Chr7A	96125303	96128992	+	96127147	Chr7A	92272617	92276305	+	92274461	1.0	0.997
gene:TraesCS7A03G0331400	Chr7A	96570849	96572409	-	96571629	Chr7A	92716741	92718302	-	92717521	1.0	0.996
gene:TraesCS7A03G0331500	Chr7A	96621239	96626100	+	96623669	Chr7A	92771364	92776226	+	92773795	1.0	0.996
gene:TraesCS7A03G0331700	Chr7A	96626285	96629227	-	96627756	Chr7A	92776411	92779353	-	92777882	1.0	0.997
gene:TraesCS7A03G0332000	Chr7A	96766588	96769360	-	96767974	Chr7A	92926418	92929191	-	92927804	1.0	0.996
gene:TraesCS7A03G0332200	Chr7A	96789558	96796403	-	96792980	Chr7A	92964012	92970793	-	92967402	0.999	0.995
gene:TraesCS7A03G0332300	Chr7A	96796764	96797231	+	96796997	Chr7A	92971154	92971621	+	92971387	1.0	0.997
gene:TraesCS7A03G0332400	Chr7A	96804505	96809040	+	96806772	Chr7A	92977369	92981904	+	92979636	1.0	0.998
gene:TraesCS7A03G0332700	Chr7A	96813794	96814486	+	96814140	Chr7A	92986658	92987350	+	92987004	1.0	0.998
gene:TraesCS7A03G0333000	Chr7A	96863735	96867106	+	96865420	Chr7A	93041044	93044416	+	93042730	0.999	0.994
