gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS3B03G0289000	Chr3B	109505883	109513668	-	109509775	Chr3B	113111956	113119741	-	113115848	1.0	1.0
gene:TraesCS3B03G0289200	Chr3B	109521878	109526738	+	109524308	Chr3B	113127951	113132811	+	113130381	1.0	1.0
gene:TraesCS3B03G0289400	Chr3B	109837422	109844602	+	109841012	Chr3B	113443964	113451149	+	113447556	1.0	1.0
gene:TraesCS3B03G0289900	Chr3B	110802473	110803085	+	110802779	Chr3B	114400264	114400876	+	114400570	1.0	1.0
gene:TraesCS3B03G0290400	Chr3B	110874066	110876418	+	110875242	Chr3B	114471417	114473769	+	114472593	1.0	1.0
gene:TraesCS3B03G0290500	Chr3B	110884131	110884930	+	110884530	Chr3B	114481482	114482281	+	114481881	1.0	1.0
gene:TraesCS3B03G0290600	Chr3B	110886706	110888363	-	110887534	Chr3B	114484059	114485716	-	114484887	1.0	1.0
gene:TraesCS3B03G0290700	Chr3B	110927597	110928940	-	110928268	Chr3B	114524950	114526293	-	114525621	1.0	1.0
gene:TraesCS3B03G0291200	Chr3B	111256768	111258716	+	111257742	Chr3B	114852627	114854575	+	114853601	1.0	1.0
gene:TraesCS3B03G0291900	Chr3B	111451387	111456877	-	111454132	Chr3B	115047251	115052741	-	115049996	1.0	1.0
gene:TraesCS3B03G0292300	Chr3B	112715640	112718849	+	112717244	Chr3B	116301980	116305189	+	116303584	1.0	1.0
gene:TraesCS3B03G0292800	Chr3B	113059094	113061276	+	113060185	Chr3B	116639482	116641664	+	116640573	1.0	1.0
gene:TraesCS3B03G0293500	Chr3B	113539888	113542790	+	113541339	Chr3B	117120181	117123083	+	117121632	1.0	1.0
gene:TraesCS3B03G0294100	Chr3B	113652757	113652897	+	113652827	Chr3B	117233053	117233193	+	117233123	1.0	1.0
gene:TraesCS3B03G0294200	Chr3B	113653014	113653583	+	113653298	Chr3B	117233310	117233879	+	117233594	1.0	1.0
gene:TraesCS3B03G0294600	Chr3B	113655193	113655403	-	113655298	Chr3B	117235489	117235699	-	117235594	1.0	1.0
gene:TraesCS3B03G0295000	Chr3B	113659041	113659235	-	113659138	Chr3B	117239337	117239531	-	117239434	1.0	1.0
gene:TraesCS3B03G0296200	Chr3B	114332011	114337831	-	114334921	Chr3B	117912220	117918040	-	117915130	1.0	1.0
gene:TraesCS3B03G0296300	Chr3B	114489739	114495483	+	114492611	Chr3B	118069941	118075685	+	118072813	1.0	1.0
gene:TraesCS3B03G0296600	Chr3B	114762780	114766658	+	114764719	Chr3B	118341958	118345846	+	118343902	1.0	1.0
gene:TraesCS3B03G0296700	Chr3B	114767461	114770823	-	114769142	Chr3B	118346652	118350024	-	118348338	1.0	0.996
gene:TraesCS3B03G0296900	Chr3B	114944249	114944512	+	114944380	Chr3B	118523447	118523710	+	118523578	1.0	1.0
gene:TraesCS3B03G0297000	Chr3B	114977275	114980350	+	114978812	Chr3B	118556473	118559548	+	118558010	1.0	1.0
gene:TraesCS3B03G0297700	Chr3B	115454117	115455543	-	115454830	Chr3B	119026227	119027653	-	119026940	1.0	1.0
gene:TraesCS3B03G0297900	Chr3B	115640299	115642402	+	115641350	Chr3B	119212169	119214272	+	119213220	1.0	1.0
gene:TraesCS3B03G0302400	Chr3B	116689519	116691619	+	116690569	Chr3B	120274715	120276815	+	120275765	1.0	1.0
gene:TraesCS3B03G0302700	Chr3B	117083292	117086164	-	117084728	Chr3B	120667146	120670018	-	120668582	1.0	1.0
gene:TraesCS3B03G0302900	Chr3B	117177753	117179134	-	117178443	Chr3B	120761612	120762993	-	120762302	1.0	1.0
gene:TraesCS3B03G0303300	Chr3B	117832090	117834723	+	117833406	Chr3B	121415418	121418051	+	121416734	1.0	1.0
gene:TraesCS3B03G0303400	Chr3B	117994868	117998580	-	117996724	Chr3B	121576208	121579920	-	121578064	1.0	1.0
gene:TraesCS3B03G0303500	Chr3B	118128928	118130716	+	118129822	Chr3B	121709541	121711329	+	121710435	1.0	1.0
gene:TraesCS3B03G0303600	Chr3B	118132721	118135157	-	118133939	Chr3B	121713334	121715770	-	121714552	1.0	1.0
gene:TraesCS3B03G0303800	Chr3B	118358253	118360388	+	118359320	Chr3B	121937374	121939509	+	121938441	1.0	1.0
gene:TraesCS3B03G0304200	Chr3B	118713501	118714314	-	118713907	Chr3B	122288830	122289643	-	122289236	1.0	1.0
gene:TraesCS3B03G0304400	Chr3B	118720537	118726129	+	118723333	Chr3B	122295866	122301458	+	122298662	1.0	1.0
gene:TraesCS3B03G0304500	Chr3B	118729718	118733842	-	118731780	Chr3B	122304939	122309063	-	122307001	1.0	1.0
gene:TraesCS3B03G0305100	Chr3B	119008505	119010000	+	119009252	Chr3B	122581919	122583414	+	122582666	1.0	1.0
gene:TraesCS3B03G0305400	Chr3B	119080175	119083875	-	119082025	Chr3B	122652862	122656562	-	122654712	1.0	1.0
gene:TraesCS3B03G0305500	Chr3B	119414189	119418735	+	119416462	Chr3B	122982934	122987481	+	122985207	1.0	1.0
gene:TraesCS3B03G0305600	Chr3B	119419076	119422140	-	119420608	Chr3B	122987822	122990886	-	122989354	1.0	1.0
gene:TraesCS3B03G0305700	Chr3B	119708039	119710485	+	119709262	Chr3B	123276631	123279077	+	123277854	1.0	1.0
gene:TraesCS3B03G0306200	Chr3B	119840413	119840961	-	119840687	Chr3B	123409017	123409565	-	123409291	1.0	1.0
gene:TraesCS3B03G0306300	Chr3B	119987878	119990285	+	119989081	Chr3B	123556364	123558771	+	123557567	1.0	1.0
gene:TraesCS3B03G0306700	Chr3B	120558805	120572235	-	120565520	Chr3B	124145144	124158574	-	124151859	1.0	1.0
gene:TraesCS3B03G0307400	Chr3B	121677049	121678411	+	121677730	Chr3B	125260413	125261775	+	125261094	1.0	1.0
gene:TraesCS3B03G0307500	Chr3B	121679010	121682175	-	121680592	Chr3B	125262374	125265539	-	125263956	1.0	1.0
gene:TraesCS3B03G0307800	Chr3B	121973710	121976661	+	121975185	Chr3B	125557087	125560038	+	125558562	1.0	1.0
gene:TraesCS3B03G0308100	Chr3B	122188365	122197737	+	122193051	Chr3B	125771751	125780860	+	125776305	1.0	0.997
gene:TraesCS3B03G0308300	Chr3B	122477392	122478124	+	122477758	Chr3B	126060533	126061265	+	126060899	1.0	1.0
gene:TraesCS3B03G0308900	Chr3B	123437071	123444775	-	123440923	Chr3B	126972141	126979845	-	126975993	1.0	1.0
gene:TraesCS3B03G0309000	Chr3B	123604610	123608688	+	123606649	Chr3B	127139699	127143777	+	127141738	1.0	1.0
gene:TraesCS3B03G0309200	Chr3B	123695306	123695974	+	123695640	Chr3B	127228564	127229232	+	127228898	1.0	1.0
gene:TraesCS3B03G0309700	Chr3B	124014621	124017033	-	124015827	Chr3B	127546016	127548428	-	127547222	1.0	1.0
gene:TraesCS3B03G0309800	Chr3B	124029774	124036998	-	124033386	Chr3B	127560878	127567797	-	127564337	1.0	1.0
gene:TraesCS3B03G0310400	Chr3B	124208988	124215203	+	124212095	Chr3B	127739268	127745483	+	127742375	1.0	1.0
gene:TraesCS3B03G0310600	Chr3B	124215638	124216409	-	124216023	Chr3B	127745918	127746689	-	127746303	1.0	1.0
gene:TraesCS3B03G0310700	Chr3B	124247346	124247828	-	124247587	Chr3B	127777629	127778111	-	127777870	1.0	1.0
gene:TraesCS3B03G0310800	Chr3B	124585863	124586708	-	124586285	Chr3B	128103558	128104403	-	128103980	1.0	1.0
gene:TraesCS3B03G0311200	Chr3B	124655458	124655685	+	124655571	Chr3B	128173153	128173380	+	128173266	1.0	0.978
gene:TraesCS3B03G0311300	Chr3B	124657643	124658344	+	124657993	Chr3B	128175338	128176039	+	128175688	1.0	1.0
gene:TraesCS3B03G0311400	Chr3B	124660853	124661116	+	124660984	Chr3B	128178548	128178811	+	128178679	1.0	1.0
gene:TraesCS3B03G0311700	Chr3B	124697769	124698248	-	124698008	Chr3B	128215467	128215946	-	128215706	1.0	1.0
gene:TraesCS3B03G0311800	Chr3B	125042339	125042818	-	125042578	Chr3B	128560035	128560514	-	128560274	1.0	1.0
gene:TraesCS3B03G0312000	Chr3B	125226912	125231179	+	125229045	Chr3B	128744656	128748921	+	128746788	1.0	1.0
gene:TraesCS3B03G0312200	Chr3B	125247236	125248029	+	125247632	Chr3B	128764978	128765771	+	128765374	1.0	1.0
gene:TraesCS3B03G0312300	Chr3B	125255643	125256131	-	125255887	Chr3B	128773385	128773873	-	128773629	1.0	1.0
gene:TraesCS3B03G0312500	Chr3B	125258446	125264180	-	125261313	Chr3B	128776188	128781922	-	128779055	1.0	1.0
gene:TraesCS3B03G0312700	Chr3B	125656816	125662565	+	125659690	Chr3B	129174359	129180108	+	129177233	1.0	1.0
gene:TraesCS3B03G0313100	Chr3B	125672951	125673439	+	125673195	Chr3B	129190494	129190982	+	129190738	1.0	1.0
gene:TraesCS3B03G0313500	Chr3B	125833524	125845196	-	125839360	Chr3B	129351072	129362744	-	129356908	1.0	1.0
gene:TraesCS3B03G0313600	Chr3B	125880677	125882209	+	125881443	Chr3B	129398225	129399757	+	129398991	1.0	1.0
gene:TraesCS3B03G0313700	Chr3B	125881810	125884377	-	125883093	Chr3B	129399358	129401925	-	129400641	1.0	1.0
gene:TraesCS3B03G0314400	Chr3B	125933041	125939667	+	125936354	Chr3B	129450608	129457257	+	129453932	1.0	0.999
gene:TraesCS3B03G0314700	Chr3B	126335718	126339950	+	126337834	Chr3B	129849207	129853439	+	129851323	1.0	1.0
gene:TraesCS3B03G0314800	Chr3B	126460212	126462070	-	126461141	Chr3B	129972788	129974646	-	129973717	1.0	1.0
gene:TraesCS3B03G0314900	Chr3B	126463220	126469137	-	126466178	Chr3B	129975796	129981713	-	129978754	1.0	1.0
gene:TraesCS3B03G0315300	Chr3B	126613216	126616626	+	126614921	Chr3B	130125397	130128807	+	130127102	1.0	1.0
gene:TraesCS3B03G0315600	Chr3B	126812640	126815202	+	126813921	Chr3B	130324952	130327514	+	130326233	1.0	1.0
gene:TraesCS3B03G0315700	Chr3B	126944867	126946101	+	126945484	Chr3B	130457184	130458418	+	130457801	1.0	1.0
gene:TraesCS3B03G0315800	Chr3B	126949044	126949583	+	126949313	Chr3B	130461361	130461900	+	130461630	1.0	1.0
gene:TraesCS3B03G0316100	Chr3B	126978816	126980844	+	126979830	Chr3B	130491133	130493161	+	130492147	1.0	1.0
gene:TraesCS3B03G0316400	Chr3B	127126482	127127454	-	127126968	Chr3B	130638816	130639788	-	130639302	1.0	1.0
gene:TraesCS3B03G0316500	Chr3B	127127745	127131281	-	127129513	Chr3B	130640079	130643615	-	130641847	1.0	1.0
gene:TraesCS3B03G0316700	Chr3B	127276524	127279579	+	127278051	Chr3B	130788991	130792046	+	130790518	1.0	1.0
gene:TraesCS3B03G0316800	Chr3B	127282926	127286491	+	127284708	Chr3B	130795393	130798958	+	130797175	1.0	1.0
gene:TraesCS3B03G0316900	Chr3B	127404281	127404730	-	127404505	Chr3B	130916738	130917187	-	130916962	1.0	1.0
gene:TraesCS3B03G0317200	Chr3B	127510521	127514432	-	127512476	Chr3B	131022977	131026888	-	131024932	1.0	1.0
gene:TraesCS3B03G0317700	Chr3B	127734081	127734407	-	127734244	Chr3B	131245069	131245395	-	131245232	1.0	1.0
gene:TraesCS3B03G0317900	Chr3B	127737217	127739081	-	127738149	Chr3B	131248205	131250069	-	131249137	1.0	1.0
gene:TraesCS3B03G0318000	Chr3B	127809559	127811469	+	127810514	Chr3B	131320217	131322127	+	131321172	1.0	1.0
gene:TraesCS3B03G0318100	Chr3B	127837387	127839736	+	127838561	Chr3B	131347934	131350283	+	131349108	1.0	1.0
gene:TraesCS3B03G0318200	Chr3B	127839911	127841530	-	127840720	Chr3B	131350458	131352077	-	131351267	1.0	1.0
gene:TraesCS3B03G0318400	Chr3B	127843935	127850412	-	127847173	Chr3B	131354252	131360729	-	131357490	1.0	1.0
gene:TraesCS3B03G0318600	Chr3B	127875812	127877730	-	127876771	Chr3B	131385735	131387653	-	131386694	1.0	1.0
gene:TraesCS3B03G0318700	Chr3B	127879423	127880299	-	127879861	Chr3B	131389346	131390222	-	131389784	1.0	1.0
gene:TraesCS3B03G0318800	Chr3B	127919030	127922372	+	127920701	Chr3B	131428953	131432295	+	131430624	1.0	1.0
gene:TraesCS3B03G0319100	Chr3B	128117483	128118733	-	128118108	Chr3B	131627409	131628659	-	131628034	1.0	1.0
gene:TraesCS3B03G0319200	Chr3B	128165233	128166268	-	128165750	Chr3B	131675162	131676197	-	131675679	1.0	1.0
gene:TraesCS3B03G0319400	Chr3B	128377390	128377653	-	128377521	Chr3B	131886448	131886711	-	131886579	1.0	1.0
gene:TraesCS3B03G0319700	Chr3B	128409266	128417268	-	128413267	Chr3B	131918324	131926328	-	131922326	1.0	1.0
gene:TraesCS3B03G0320700	Chr3B	129273006	129274783	-	129273894	Chr3B	132776200	132777977	-	132777088	1.0	1.0
gene:TraesCS3B03G0320800	Chr3B	129275660	129278088	-	129276874	Chr3B	132778854	132781282	-	132780068	1.0	1.0
gene:TraesCS3B03G0321000	Chr3B	129295381	129315907	-	129305644	Chr3B	132798573	132819100	-	132808836	1.0	1.0
gene:TraesCS3B03G0321100	Chr3B	129320875	129321477	+	129321176	Chr3B	132824068	132824670	+	132824369	1.0	1.0
gene:TraesCS3B03G0321400	Chr3B	129441056	129446670	+	129443863	Chr3B	132944249	132949863	+	132947056	1.0	1.0
gene:TraesCS3B03G0321500	Chr3B	129642628	129651227	+	129646927	Chr3B	133145452	133154051	+	133149751	1.0	1.0
gene:TraesCS3B03G0321700	Chr3B	129855580	129857642	+	129856611	Chr3B	133357500	133359562	+	133358531	1.0	1.0
gene:TraesCS3B03G0321800	Chr3B	129969129	129970900	+	129970014	Chr3B	133471051	133472822	+	133471936	1.0	1.0
gene:TraesCS3B03G0322100	Chr3B	130219775	130222278	-	130221026	Chr3B	133721389	133723892	-	133722640	1.0	1.0
gene:TraesCS3B03G0322200	Chr3B	130423319	130428458	+	130425888	Chr3B	133924933	133930072	+	133927502	1.0	1.0
gene:TraesCS3B03G0322300	Chr3B	130454879	130459064	+	130456971	Chr3B	133970588	133974773	+	133972680	1.0	1.0
gene:TraesCS3B03G0322400	Chr3B	130472261	130472966	+	130472613	Chr3B	133987974	133988679	+	133988326	1.0	1.0
gene:TraesCS3B03G0322700	Chr3B	130506344	130512329	-	130509336	Chr3B	134022057	134028042	-	134025049	1.0	1.0
gene:TraesCS3B03G0322900	Chr3B	130520013	130522463	-	130521238	Chr3B	134035727	134038177	-	134036952	1.0	1.0
gene:TraesCS3B03G0323100	Chr3B	130790987	130797867	+	130794427	Chr3B	134306442	134313322	+	134309882	1.0	1.0
gene:TraesCS3B03G0323200	Chr3B	130823627	130827776	+	130825701	Chr3B	134339082	134343231	+	134341156	1.0	1.0
gene:TraesCS3B03G0323300	Chr3B	131092396	131097779	+	131095087	Chr3B	134607863	134613247	+	134610555	1.0	0.999
gene:TraesCS3B03G0323600	Chr3B	131169341	131179056	+	131174198	Chr3B	134684813	134694528	+	134689670	1.0	1.0
gene:TraesCS3B03G0323700	Chr3B	131355019	131355567	+	131355293	Chr3B	134870495	134871043	+	134870769	1.0	1.0
gene:TraesCS3B03G0323900	Chr3B	131648105	131655726	+	131651915	Chr3B	135163255	135170876	+	135167065	1.0	0.998
gene:TraesCS3B03G0324200	Chr3B	131777724	131778743	-	131778233	Chr3B	135292968	135293987	-	135293477	1.0	1.0
gene:TraesCS3B03G0324700	Chr3B	132097896	132100069	-	132098982	Chr3B	135611197	135613370	-	135612283	1.0	1.0
gene:TraesCS3B03G0325000	Chr3B	132308558	132313634	+	132311096	Chr3B	135821877	135826953	+	135824415	1.0	0.994
gene:TraesCS3B03G0325100	Chr3B	132314523	132321032	-	132317777	Chr3B	135827842	135834351	-	135831096	1.0	1.0
gene:TraesCS3B03G0326200	Chr3B	134256604	134261951	+	134259277	Chr3B	137761171	137766518	+	137763844	1.0	1.0
gene:TraesCS3B03G0326600	Chr3B	134508508	134510301	+	134509404	Chr3B	138012577	138014370	+	138013473	1.0	1.0
gene:TraesCS3B03G0326700	Chr3B	134705797	134711723	-	134708760	Chr3B	138209858	138215784	-	138212821	1.0	1.0
gene:TraesCS3B03G0326800	Chr3B	134713796	134715498	+	134714647	Chr3B	138217857	138219559	+	138218708	1.0	1.0
gene:TraesCS3B03G0327200	Chr3B	134802149	134807770	+	134804959	Chr3B	138305731	138311352	+	138308541	1.0	1.0
gene:TraesCS3B03G0327400	Chr3B	135029740	135035462	-	135032601	Chr3B	138533442	138539173	-	138536307	1.0	1.0
gene:TraesCS3B03G0327600	Chr3B	135134013	135147724	-	135140868	Chr3B	138637725	138651357	-	138644541	1.0	1.0
gene:TraesCS3B03G0327700	Chr3B	135148152	135151169	-	135149660	Chr3B	138651785	138654802	-	138653293	1.0	1.0
gene:TraesCS3B03G0327800	Chr3B	135151833	135156306	-	135154069	Chr3B	138655466	138659939	-	138657702	1.0	1.0
gene:TraesCS3B03G0328000	Chr3B	135284727	135292988	-	135288857	Chr3B	138787569	138795830	-	138791699	1.0	1.0
gene:TraesCS3B03G0328500	Chr3B	135743643	135744166	+	135743904	Chr3B	139245885	139246408	+	139246146	1.0	1.0
gene:TraesCS3B03G0328600	Chr3B	135874411	135875672	-	135875041	Chr3B	139376653	139377914	-	139377283	1.0	1.0
gene:TraesCS3B03G0329000	Chr3B	136152558	136153103	-	136152830	Chr3B	139654523	139655068	-	139654795	1.0	1.0
gene:TraesCS3B03G0329300	Chr3B	136301067	136302361	-	136301714	Chr3B	139803057	139804351	-	139803704	1.0	1.0
gene:TraesCS3B03G0329700	Chr3B	136517457	136517777	-	136517617	Chr3B	140019445	140019765	-	140019605	1.0	1.0
gene:TraesCS3B03G0330100	Chr3B	136570936	136571836	-	136571386	Chr3B	140072960	140073860	-	140073410	1.0	1.0
gene:TraesCS3B03G0330200	Chr3B	137272109	137273951	-	137273030	Chr3B	140767994	140769836	-	140768915	1.0	1.0
gene:TraesCS3B03G0330300	Chr3B	137301035	137302761	+	137301898	Chr3B	140796567	140798293	+	140797430	1.0	1.0
gene:TraesCS3B03G0330800	Chr3B	137528320	137529633	+	137528976	Chr3B	141023940	141025253	+	141024596	1.0	1.0
gene:TraesCS3B03G0331000	Chr3B	137532373	137534828	-	137533600	Chr3B	141027993	141030448	-	141029220	1.0	1.0
gene:TraesCS3B03G0331800	Chr3B	137762401	137765382	+	137763891	Chr3B	141257882	141260863	+	141259372	1.0	1.0
gene:TraesCS3B03G0331900	Chr3B	137830194	137831012	+	137830603	Chr3B	141325676	141326494	+	141326085	1.0	1.0
gene:TraesCS3B03G0332000	Chr3B	137831361	137831573	-	137831467	Chr3B	141326843	141327055	-	141326949	1.0	1.0
gene:TraesCS3B03G0332100	Chr3B	137835967	137839546	-	137837756	Chr3B	141331449	141335028	-	141333238	1.0	1.0
gene:TraesCS3B03G0332200	Chr3B	137840222	137848702	-	137844462	Chr3B	141335704	141344057	-	141339880	1.0	1.0
gene:TraesCS3B03G0332300	Chr3B	138133510	138135088	-	138134299	Chr3B	141626786	141628364	-	141627575	1.0	1.0
gene:TraesCS3B03G0332400	Chr3B	138137022	138138404	-	138137713	Chr3B	141630298	141631680	-	141630989	1.0	1.0
gene:TraesCS3B03G0332500	Chr3B	138144852	138146356	-	138145604	Chr3B	141638128	141639632	-	141638880	1.0	1.0
gene:TraesCS3B03G0332600	Chr3B	138209341	138210898	-	138210119	Chr3B	141702582	141704139	-	141703360	1.0	1.0
gene:TraesCS3B03G0332700	Chr3B	138234907	138236325	-	138235616	Chr3B	141727714	141729132	-	141728423	1.0	1.0
gene:TraesCS3B03G0333300	Chr3B	138405255	138406182	+	138405718	Chr3B	141896809	141897736	+	141897272	1.0	1.0
gene:TraesCS3B03G0333700	Chr3B	138413616	138422304	-	138417960	Chr3B	141904506	141913194	-	141908850	1.0	1.0
gene:TraesCS3B03G0334300	Chr3B	138498202	138499886	-	138499044	Chr3B	141988757	141990441	-	141989599	1.0	1.0
gene:TraesCS3B03G0334600	Chr3B	138567288	138568871	-	138568079	Chr3B	142057844	142059427	-	142058635	1.0	1.0
gene:TraesCS3B03G0334700	Chr3B	138755085	138757245	+	138756165	Chr3B	142245650	142247810	+	142246730	1.0	1.0
gene:TraesCS3B03G0334800	Chr3B	139122671	139125553	+	139124112	Chr3B	142612254	142615156	+	142613705	1.0	1.0
gene:TraesCS3B03G0334900	Chr3B	139127463	139130011	-	139128737	Chr3B	142617066	142619615	-	142618340	1.0	0.995
gene:TraesCS3B03G0335000	Chr3B	139130323	139133419	-	139131871	Chr3B	142619927	142623023	-	142621475	1.0	1.0
gene:TraesCS3B03G0335300	Chr3B	139153445	139157955	-	139155700	Chr3B	142643049	142647559	-	142645304	1.0	1.0
gene:TraesCS3B03G0335600	Chr3B	139682613	139684020	+	139683316	Chr3B	143171679	143173086	+	143172382	1.0	1.0
gene:TraesCS3B03G0335700	Chr3B	139685226	139692883	-	139689054	Chr3B	143174292	143181949	-	143178120	1.0	1.0
gene:TraesCS3B03G0335800	Chr3B	139759057	139766778	-	139762917	Chr3B	143248123	143255844	-	143251983	1.0	1.0
gene:TraesCS3B03G0336000	Chr3B	140193256	140199511	+	140196383	Chr3B	143680192	143686448	+	143683320	1.0	1.0
gene:TraesCS3B03G0336200	Chr3B	140390880	140396568	+	140393724	Chr3B	144188639	144194368	+	144191503	1.0	1.0
gene:TraesCS3B03G0336500	Chr3B	140489100	140498922	+	140494011	Chr3B	144286931	144296771	+	144291851	1.0	0.999
gene:TraesCS3B03G0336700	Chr3B	140774300	140776221	+	140775260	Chr3B	144572041	144573962	+	144573001	1.0	1.0
gene:TraesCS3B03G0337100	Chr3B	141151968	141152516	-	141152242	Chr3B	144949697	144950245	-	144949971	1.0	1.0
gene:TraesCS3B03G0337200	Chr3B	141192168	141193529	-	141192848	Chr3B	144989897	144991258	-	144990577	1.0	1.0
gene:TraesCS3B03G0337300	Chr3B	141215325	141225197	-	141220261	Chr3B	145013049	145022922	-	145017985	1.0	1.0
gene:TraesCS3B03G0337400	Chr3B	141255478	141261103	-	141258290	Chr3B	145053203	145058828	-	145056015	1.0	1.0
gene:TraesCS3B03G0337700	Chr3B	141529567	141541056	-	141535311	Chr3B	145327300	145338781	-	145333040	1.0	1.0
gene:TraesCS3B03G0337800	Chr3B	141752297	141753738	-	141753017	Chr3B	145548725	145550166	-	145549445	1.0	0.998
gene:TraesCS3B03G0338100	Chr3B	141922857	141924404	+	141923630	Chr3B	145719313	145720860	+	145720086	1.0	1.0
gene:TraesCS3B03G0338300	Chr3B	142067660	142068762	+	142068211	Chr3B	145864121	145865223	+	145864672	1.0	1.0
gene:TraesCS3B03G0339200	Chr3B	142454785	142457273	-	142456029	Chr3B	146250547	146253035	-	146251791	1.0	1.0
gene:TraesCS3B03G0340600	Chr3B	143321318	143321860	-	143321589	Chr3B	147114408	147114950	-	147114679	1.0	1.0
gene:TraesCS3B03G0341200	Chr3B	143877789	143881609	-	143879699	Chr3B	147931962	147935782	-	147933872	1.0	1.0
gene:TraesCS3B03G0341300	Chr3B	143943375	143945866	-	143944620	Chr3B	147997575	148000066	-	147998820	1.0	1.0
gene:TraesCS3B03G0341600	Chr3B	143970921	143974231	+	143972576	Chr3B	148025123	148028433	+	148026778	1.0	1.0
gene:TraesCS3B03G0341700	Chr3B	143974283	143978563	-	143976423	Chr3B	148028485	148032765	-	148030625	1.0	1.0
gene:TraesCS3B03G0341800	Chr3B	144069597	144072478	+	144071037	Chr3B	148123839	148126720	+	148125279	1.0	1.0
gene:TraesCS3B03G0341900	Chr3B	144076687	144078576	+	144077631	Chr3B	148130929	148132818	+	148131873	1.0	1.0
gene:TraesCS3B03G0342200	Chr3B	144204054	144206807	+	144205430	Chr3B	148258298	148261051	+	148259674	1.0	1.0
gene:TraesCS3B03G0342300	Chr3B	144210477	144214695	-	144212586	Chr3B	148264728	148268946	-	148266837	1.0	1.0
gene:TraesCS3B03G0342400	Chr3B	144425855	144427033	-	144426444	Chr3B	148480129	148481307	-	148480718	1.0	1.0
gene:TraesCS3B03G0343000	Chr3B	144506283	144508127	-	144507205	Chr3B	148559654	148561498	-	148560576	1.0	1.0
gene:TraesCS3B03G0343300	Chr3B	144535580	144545960	+	144540770	Chr3B	148588718	148599098	+	148593908	1.0	1.0
gene:TraesCS3B03G0343400	Chr3B	144587310	144588324	-	144587817	Chr3B	148640449	148641463	-	148640956	1.0	1.0
gene:TraesCS3B03G0343500	Chr3B	144590459	144592599	-	144591529	Chr3B	148643598	148645738	-	148644668	1.0	1.0
gene:TraesCS3B03G0343800	Chr3B	144697935	144700533	-	144699234	Chr3B	148742367	148744965	-	148743666	1.0	1.0
gene:TraesCS3B03G0343900	Chr3B	144700965	144703087	-	144702026	Chr3B	148745397	148747519	-	148746458	1.0	1.0
gene:TraesCS3B03G0344300	Chr3B	144773212	144773625	-	144773418	Chr3B	148817257	148817670	-	148817463	1.0	1.0
gene:TraesCS3B03G0344400	Chr3B	144796217	144797407	+	144796812	Chr3B	148840094	148841284	+	148840689	1.0	1.0
gene:TraesCS3B03G0344900	Chr3B	144980466	144993443	+	144986954	Chr3B	149023904	149036878	+	149030391	1.0	1.0
gene:TraesCS3B03G0345100	Chr3B	144996100	145001338	+	144998719	Chr3B	149039535	149044773	+	149042154	1.0	1.0
gene:TraesCS3B03G0345200	Chr3B	144999443	144999964	+	144999703	Chr3B	149042878	149043399	+	149043138	1.0	1.0
gene:TraesCS3B03G0345300	Chr3B	145166176	145166976	-	145166576	Chr3B	149209612	149210412	-	149210012	1.0	1.0
gene:TraesCS3B03G0345400	Chr3B	145175699	145177760	+	145176729	Chr3B	149219135	149221196	+	149220165	1.0	1.0
gene:TraesCS3B03G0345500	Chr3B	145178587	145180461	+	145179524	Chr3B	149222023	149223897	+	149222960	1.0	1.0
gene:TraesCS3B03G0346400	Chr3B	145593763	145598838	-	145596300	Chr3B	149636991	149642066	-	149639528	1.0	1.0
gene:TraesCS3B03G0346500	Chr3B	145602453	145609698	-	145606075	Chr3B	149645679	149652924	-	149649301	1.0	1.0
gene:TraesCS3B03G0346600	Chr3B	145610156	145615287	-	145612721	Chr3B	149653382	149658513	-	149655947	1.0	1.0
gene:TraesCS3B03G0347400	Chr3B	146381121	146386499	-	146383810	Chr3B	150417965	150423343	-	150420654	1.0	1.0
gene:TraesCS3B03G0347600	Chr3B	146752236	146758741	+	146755488	Chr3B	150785620	150792125	+	150788872	1.0	1.0
gene:TraesCS3B03G0348000	Chr3B	146835522	146840910	-	146838216	Chr3B	150868627	150874015	-	150871321	1.0	1.0
gene:TraesCS3B03G0348200	Chr3B	147225542	147232124	+	147228833	Chr3B	151254860	151261442	+	151258151	1.0	1.0
gene:TraesCS3B03G0348500	Chr3B	147479243	147489542	+	147484392	Chr3B	151508371	151518676	+	151513523	1.0	1.0
gene:TraesCS3B03G0349400	Chr3B	147512848	147514136	+	147513492	Chr3B	151541983	151543271	+	151542627	1.0	1.0
gene:TraesCS3B03G0349600	Chr3B	147569988	147571357	+	147570672	Chr3B	151599134	151600503	+	151599818	1.0	1.0
gene:TraesCS3B03G0350200	Chr3B	147891437	147891820	+	147891628	Chr3B	151926869	151927252	+	151927060	1.0	1.0
gene:TraesCS3B03G0350400	Chr3B	148240526	148246735	+	148243630	Chr3B	152276028	152282229	+	152279128	1.0	0.999
gene:TraesCS3B03G0350500	Chr3B	148247669	148249297	-	148248483	Chr3B	152283165	152284793	-	152283979	1.0	1.0
